"","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj"
"CDC37L1",1.88160880177401e-111,0.693139708984422,0.701,0.197,6.88687637537307e-107
"AC100830.1",1.90054150883554e-111,0.287882313273251,0.428,0.077,6.95617197648897e-107
"AL160254.1",2.50946690821487e-111,0.3927193375585,0.425,0.078,9.18489983075724e-107
"SNRPN",3.17488022345655e-111,0.981949033906499,0.736,0.224,1.16203791058733e-106
"NDRG4",3.67506511580346e-111,0.847011388819134,0.761,0.225,1.34511058303523e-106
"AL683813.1",5.28624308359587e-111,0.424300649621505,0.549,0.123,1.93481783102692e-106
"DAPK2",8.36696168273182e-111,0.976137190651061,0.802,0.245,3.06239164549667e-106
"AC010680.5",8.4407256830761e-111,0.396384109496477,0.494,0.102,3.08939000726268e-106
"RNF146",1.60081739635325e-110,0.892044707337766,0.784,0.255,5.85915175239254e-106
"SLC7A2",1.68110245024951e-110,0.557557723658904,0.644,0.168,6.15300307815825e-106
"AC021351.1",2.18394213858776e-110,0.659942166156112,0.486,0.101,7.99344662144505e-106
"ACOX3",2.5225050911206e-110,0.557427873532524,0.601,0.148,9.23262088401051e-106
"DLAT",2.53186950070106e-110,0.572649290267454,0.641,0.164,9.26689555951595e-106
"SAMD12",3.48913569651945e-110,1.06622230641234,0.807,0.257,1.27705855628308e-105
"FABP3",4.359372610541e-110,0.975270665764436,0.845,0.278,1.59557396918411e-105
"NLGN1",4.97377499051597e-110,1.40703202786226,0.859,0.31,1.82045138427875e-105
"GALNT17",8.36164336279746e-110,1.30409061279564,0.761,0.231,3.0604450872175e-105
"CREB5",8.89092629935976e-110,1.84123527762956,0.894,0.421,3.25416793482867e-105
"AC097522.2",8.95626312096419e-110,1.13933849564693,0.805,0.238,3.2780818649041e-105
"AC099489.1",1.07315829286062e-109,0.310941817645059,0.388,0.064,3.92786666769917e-105
"AC093797.1",1.91260780289869e-109,0.330181073612117,0.402,0.07,7.00033581938951e-105
"EOGT",5.74771233283572e-109,0.542866513407334,0.609,0.151,2.1037201909412e-104
"ITGAV",7.8541941265923e-109,1.33859552794355,0.879,0.385,2.87471359227405e-104
"PTPDC1",1.13863101290105e-108,0.899433715648057,0.73,0.231,4.16750337031913e-104
"CADPS",2.03849415973815e-108,0.934467049796465,0.736,0.205,7.46109247405759e-104
"IGSF11",3.07048797970952e-108,0.490607448267525,0.417,0.078,1.12382930545348e-103
"MYH14",3.29130376699466e-108,0.553035160341193,0.583,0.142,1.20465009175772e-103
"GYS1",3.50519085136397e-108,0.569200809797929,0.598,0.148,1.28293490350773e-103
"IDH3A",3.95509253776289e-108,0.654502513750041,0.724,0.212,1.4476034197466e-103
"MYL12A",5.6480194900759e-108,1.27008686299816,0.954,0.465,2.06723161356268e-103
"PDE7A",6.55037739079996e-108,1.37103571002317,0.917,0.401,2.39750362880669e-103
"RICTOR",2.25740382732846e-107,1.78981477665287,0.853,0.483,8.26232374840489e-103
"GRIP2",2.51828372185931e-107,0.656259328297895,0.601,0.151,9.21717025037725e-103
"TNNT2",3.33789866472689e-107,1.39214169203299,0.96,0.389,1.22170429027669e-102
"LINC02360",3.67505529432863e-107,0.316478034230177,0.336,0.051,1.34510698827722e-102
"MYH7B",5.0562243788128e-107,0.882113476974856,0.733,0.214,1.85062868488927e-102
"SYNPO2L",9.3677613090957e-107,0.347087392375941,0.497,0.105,3.42869431674212e-102
"AKAP13",9.69928512475086e-107,1.87513451340133,0.914,0.678,3.55003534851006e-102
"AF228727.1",1.20505805838286e-106,0.509520587400533,0.546,0.126,4.41063299948709e-102
"PDE8B",2.08625764092892e-106,0.464132625190274,0.339,0.053,7.63591159156394e-102
"SORT1",2.44800340781451e-106,1.00022842870011,0.744,0.25,8.95993727294189e-102
"CNTN3",3.17406867374663e-106,0.45235598727872,0.397,0.071,1.161740875278e-101
"MSANTD4",4.83490124505941e-106,0.301278795990264,0.448,0.086,1.76962220470419e-101
"DLG1",5.45905275686271e-106,2.10535439476327,0.868,0.478,1.99806789953932e-101
"CPEB4",5.73943344983618e-106,1.35236424163923,0.902,0.406,2.10069003697454e-101
"TNNC1",6.09924702625219e-106,1.17975974329788,0.954,0.383,2.23238540407857e-101
"SMYD1",1.57496810043275e-105,0.711505494276931,0.687,0.19,5.76454074439391e-101
"HHATL",6.50691359203697e-105,0.641542738930446,0.721,0.203,2.38159544382145e-100
"TMOD1",1.14224532762864e-104,0.78541758595388,0.767,0.245,4.18073212365359e-100
"IGF1R",3.08276996260299e-104,1.62684207705885,0.865,0.475,1.12832463401232e-99
"SYNJ2",4.0070736077032e-104,0.681049895872249,0.678,0.19,1.46662901115545e-99
"CRNDE",5.03969736937476e-104,0.623476801573493,0.713,0.206,1.84457963416486e-99
"ACTC1",5.12258848779659e-104,1.31708007875021,0.945,0.399,1.87491861241843e-99
"TPM2",6.54973418508426e-104,0.579804670511563,0.739,0.22,2.39726820908269e-99
"PKP2",1.1948451805642e-103,1.15374955336341,0.865,0.27,4.37325284538304e-99
"MIR181A2HG",1.28019236430905e-103,0.523350676329015,0.503,0.114,4.68563207260754e-99
"TMEM131L",2.05428440186867e-103,1.13019975474915,0.77,0.272,7.51888633927951e-99
"PTGFRN",3.27056840314974e-103,0.484217851808019,0.572,0.138,1.19706074123684e-98
"NCKAP5",7.46482592275659e-103,1.23561076579927,0.825,0.3,2.73220093598814e-98
"PPP1R3A",8.77198221111942e-103,0.797405204209408,0.733,0.211,3.21063320909182e-98
"AC023590.1",1.06874075567794e-102,0.396997734623774,0.529,0.121,3.91169803985685e-98
"PTPN11",1.27951505711473e-102,0.801427207738179,0.759,0.245,4.68315306054562e-98
"NIBAN1",1.40370321073827e-102,1.72734116257479,0.876,0.392,5.13769412162315e-98
"TTN-AS1",1.6303303238063e-102,1.58635300743709,0.888,0.395,5.96717201816344e-98
"LINC01091",2.12897609319242e-102,0.590225346160079,0.589,0.143,7.79226539869358e-98
"PDK4",2.9668044492948e-102,1.15809024897654,0.943,0.375,1.08588009648639e-97
"LPL",3.98289071936807e-102,0.995762465465274,0.885,0.342,1.45777783219591e-97
"EXOC6B",5.52056404075052e-102,1.58945116403749,0.911,0.581,2.0205816445551e-97
"PLEKHO1",6.1806287289194e-102,0.307521153597206,0.54,0.12,2.26217192107179e-97
"AL390957.1",1.36350199466077e-101,0.728497885197794,0.649,0.18,4.9905536506579e-97
"IFRD1",2.48870664808636e-101,0.875648886402156,0.779,0.263,9.1089152026609e-97
"AC011369.1",3.01811111170046e-101,0.54702305819932,0.532,0.125,1.10465884799349e-96
"SLC38A1",3.15307769581274e-101,0.865012458849152,0.744,0.243,1.15405796744442e-96
"MYOM3",7.60930922772278e-101,0.801777349894348,0.787,0.228,2.78508327043882e-96
"SORBS1",1.03040248669411e-100,1.35061796708268,0.957,0.518,3.77137614154911e-96
"MRAS",1.27433052469225e-100,0.731254678941248,0.724,0.22,4.66417715342609e-96
"SOX6",1.39185122304007e-100,1.33047770708525,0.888,0.37,5.09431466144897e-96
"FBXO40",2.14252054964566e-100,0.859118867433965,0.736,0.218,7.84183946375806e-96
"RGN",5.36934325222123e-100,0.45375331576633,0.523,0.12,1.96523332374549e-95
"AL136171.2",1.00558899827362e-99,1.01273317246815,0.767,0.237,3.68055629258128e-95
"SGCG",2.49071923544497e-99,0.917514114136143,0.816,0.246,9.11628147365213e-95
"SGMS2",4.29604220369518e-99,0.697014489168353,0.592,0.157,1.57239440697447e-94
"IP6K3",4.79236317928685e-99,0.418734106752761,0.54,0.128,1.75405284725078e-94
"LTBP1",5.923203055566e-99,1.7280242323063,0.868,0.415,2.16795155036771e-94
"TLCD4",8.68622854596318e-99,0.540378809367407,0.635,0.174,3.17924651010798e-94
"AC005342.1",9.27302285031141e-99,0.352297220964996,0.402,0.077,3.39401909344248e-94
"MDH1",1.07257974521401e-98,0.915872293393218,0.885,0.326,3.92574912545778e-94
"GPNMB",1.13035715419341e-98,0.493250872268208,0.615,0.162,4.13722022006331e-94
"ENO3",1.16294664678116e-98,0.358603157573426,0.48,0.103,4.25650102188371e-94
"DPF3",1.93231662997756e-98,1.03196388775911,0.799,0.254,7.07247209738085e-94
"CACNB2",2.16030391515022e-98,1.30742989113262,0.894,0.327,7.90692835984132e-94
"PCDH9-AS2",4.76055774168182e-98,0.590125243647803,0.523,0.126,1.74241173903296e-93
"GABPB2",1.83369427441307e-97,0.503446941586623,0.661,0.187,6.71150441377928e-93
"FEM1B",2.21432429450779e-97,0.313517207882973,0.575,0.139,8.10464835032797e-93
"C10orf71",3.24199179362957e-97,0.618396008349986,0.629,0.17,1.18660141638636e-92
"ZBTB43",3.37973285073961e-97,0.76283267898496,0.761,0.244,1.2370160206992e-92
"SLC16A1-AS1",6.2357905367509e-97,0.76798073402807,0.764,0.255,2.2823616943562e-92
"IPMK",6.80833053806273e-97,0.522339308018489,0.618,0.164,2.49191706023634e-92
"SLC22A5",1.48046940241067e-96,0.397048964943172,0.555,0.137,5.41866605976331e-92
"PLN",1.56145226042636e-96,1.04354481483678,0.911,0.318,5.71507141838654e-92
"MYOCD",1.71191708502647e-96,0.923317448158123,0.741,0.231,6.26578772290537e-92
"PLA2G4C",3.06870307193747e-96,0.341450135908487,0.603,0.153,1.12317601135983e-91
"ESRRG",3.15727627048304e-96,1.10819345914773,0.839,0.257,1.1555946877595e-91
"MIR3936HG",6.03561923205997e-96,0.714904757004979,0.707,0.21,2.20909699512627e-91
"SLC1A2",6.82454186955818e-96,0.253223456168536,0.365,0.064,2.49785056967699e-91
"USP13",9.39550555589581e-96,0.876926902059612,0.784,0.252,3.43884898851343e-91
"USP54",9.80045821529968e-96,0.597622166788164,0.675,0.201,3.58706571138184e-91
"ACOT9",1.64629675676879e-95,0.318571111679861,0.632,0.17,6.02561075944944e-91
"LRRC2",3.63879736877435e-95,0.775149913755812,0.744,0.223,1.3318362249451e-90
"SLC8A1-AS1",6.808059736923e-95,0.974092457878598,0.802,0.264,2.49181794431119e-90
"TNNI3",1.56871634265024e-94,1.21826962933868,0.986,0.527,5.74165868573415e-90
"PDE4D",1.80235996083608e-94,1.90861946229284,0.888,0.586,6.59681769265613e-90
"AC015914.1",1.9896430597304e-94,0.271015159550239,0.368,0.067,7.28229256291925e-90
"TPD52L1",2.0539014197778e-94,0.61921396734262,0.678,0.201,7.51748458652871e-90
"HSPB3",2.10634669075991e-94,0.538398752504408,0.684,0.193,7.70943952285036e-90
"FNDC3A",2.7022837239604e-94,1.54079787509993,0.888,0.53,9.89062865806745e-90
"EEF1A2",2.80906136904087e-94,0.445859779673027,0.638,0.177,1.02814455168265e-89
"VLDLR",3.2775692215186e-94,0.600929959563358,0.572,0.15,1.19962311076802e-89
"RAP1GAP2",3.63115045850229e-94,0.617480297902225,0.621,0.174,1.32903737931642e-89
"B3GALNT2",3.75611811289488e-94,0.769357151062456,0.727,0.242,1.37477679050065e-89
"CCSER1",6.29640408097563e-94,1.19760196058008,0.836,0.296,2.30454685767789e-89
"CASZ1",7.87254849293543e-94,0.761161712477441,0.744,0.229,2.8814314738993e-89
"BMPR1A",8.81224666613284e-94,1.28608942750368,0.83,0.36,3.22537040227128e-89
"NDFIP2",1.04799403031143e-93,0.6231909383263,0.678,0.205,3.83576295034288e-89
"MET",1.10254057237367e-93,0.459823433241617,0.414,0.086,4.03540874894486e-89
"TECRL",1.26122618482663e-93,0.863722110064898,0.914,0.274,4.61621395908393e-89
"MAPK8IP3",1.3281187719668e-93,0.51821548246414,0.661,0.191,4.8610475172757e-89
"GREB1L",2.42568215059288e-93,0.7614884811976,0.741,0.222,8.87823923938499e-89
"AL450384.2",2.53322787827319e-93,0.473456204417157,0.606,0.163,9.27186735726771e-89
"DIXDC1",5.18469815577602e-93,0.53639819925551,0.583,0.153,1.89765137199558e-88
"MICAL3",1.54922353576036e-92,1.1009163480686,0.839,0.33,5.6703130632365e-88
"HOOK2",2.38241641437459e-92,0.719190235301199,0.736,0.237,8.71988231825242e-88
"EDNRA",2.91868550615247e-92,0.598437164522683,0.624,0.173,1.06826808210686e-87
"GARNL3",3.1833908312376e-92,1.06715004145577,0.744,0.258,1.16515287814127e-87
"AL445259.1",6.73286624379753e-92,0.463630028006696,0.509,0.124,2.46429637389233e-87
"KLRD1",1.61660689243895e-91,0.725936524451818,0.664,0.197,5.91694288701579e-87
"FLNB",1.69558022430998e-91,0.921666547114584,0.733,0.245,6.20599317899694e-87
"TNNI3K",3.44929562081058e-91,0.94689334378601,0.888,0.282,1.26247669017288e-86
"DOK7",4.38259630964414e-91,0.269829627651184,0.379,0.074,1.60407407529285e-86
"NPR3",1.06381221085664e-90,0.518522297086032,0.408,0.086,3.89365907295639e-86
"FBXO21",1.78297536007065e-90,0.419820872763405,0.621,0.173,6.52586811539459e-86
"PDE3A",2.66242730050893e-90,1.36955123145475,0.925,0.433,9.74475016259273e-86
"MAGI1",2.78482247100784e-90,1.28407620788239,0.911,0.493,1.01927287261358e-85
"AL033504.1",3.27684580014234e-90,0.282062449276305,0.261,0.037,1.1993583313101e-85
"MAP4",3.37298251929775e-90,1.55027411876029,0.899,0.577,1.23454533188817e-85
"MYOT",8.46742383107652e-90,0.315838882633516,0.391,0.078,3.09916179641232e-85
"PDZRN3",1.44779097442905e-89,1.02789866325389,0.874,0.296,5.29905974550778e-85
"FGF12",2.43240613777238e-89,0.938166297283209,0.917,0.323,8.90284970486069e-85
"AC087286.2",2.62994048256684e-89,0.679823836536594,0.681,0.216,9.62584516024288e-85
"CADM2",4.3574538219521e-89,0.692352294235795,0.371,0.072,1.59487167337269e-84
"PHLDB2",4.63209301029706e-89,1.12137385847858,0.879,0.397,1.69539236269883e-84
"PDHX",5.22305835086704e-89,0.704831611071095,0.764,0.273,1.91169158700085e-84
"AGL",2.46436312351432e-88,0.5582260797496,0.716,0.22,9.01981546837476e-84
"FYTTD1",2.55825462567126e-88,0.345472317761767,0.658,0.189,9.36346775541938e-84
"CRYZ",3.17254088844839e-88,0.319398281520219,0.374,0.072,1.16118169058099e-83
"GRIN2A",6.69380447905768e-88,0.656605341592053,0.365,0.072,2.4499993773799e-83
"LMCD1",1.04285549043751e-87,0.715278261310046,0.494,0.119,3.81695538055032e-83
"STK33",1.46506272542134e-87,0.71717584918614,0.77,0.229,5.36227608131464e-83
"MTUS2",1.63751051386546e-87,0.852328568558407,0.79,0.243,5.99345223179897e-83
"TRIM63",2.62935258107598e-87,0.471271697567803,0.652,0.187,9.62369338199619e-83
"HDAC9",6.09178964499264e-87,1.26677857576785,0.871,0.396,2.22965592796376e-82
"CACNA2D1",6.58328563985122e-87,1.47199964785571,0.888,0.457,2.40954837704194e-82
"NPHP4",6.77892156184626e-87,0.265817288931971,0.46,0.103,2.48115308085135e-82
"GATA6",7.56716400168742e-87,0.700011281266966,0.753,0.258,2.76965769625761e-82
"ACTN4",1.22574766947217e-86,0.90907478037445,0.825,0.342,4.4863590450351e-82
"SNHG14",1.28014881691085e-86,1.34523139458817,0.914,0.514,4.68547268477541e-82
"CAMK2D",1.59420426836421e-86,1.44025402417543,0.899,0.56,5.83494704263985e-82
"EGF",2.10285571800869e-86,0.525376650944324,0.557,0.149,7.69666221348361e-82
"TMEM38B",3.05547734949515e-86,0.586767788934746,0.721,0.229,1.11833526468872e-81
"RAMP1",4.10552809159913e-86,0.555346912460685,0.713,0.209,1.5026643368062e-81
"AC024588.1",4.44044525193674e-86,0.277041636444686,0.175,0.018,1.62524736666137e-81
"WBP4",1.15308759309071e-85,0.469320574999114,0.684,0.211,4.22041589947131e-81
"BAG2",1.95558812874879e-85,0.299720161353987,0.468,0.111,7.15764811003344e-81
"STAM",1.21306523893652e-84,0.517328413822512,0.718,0.234,4.43994008103154e-80
"HSF2",1.72226349539365e-84,0.265601742416643,0.56,0.147,6.30365661949029e-80
"CCDC186",1.76296865853597e-84,0.45100569654246,0.695,0.221,6.45264158710751e-80
"IQCJ-SCHIP1",2.67607557952797e-84,0.991198338279747,0.761,0.279,9.79470422863031e-80
"RNF115",2.87292792875829e-84,1.18923559857659,0.885,0.453,1.05152035120482e-79
"DIAPH1",3.13157523906194e-84,0.66728954137782,0.77,0.278,1.14618785324906e-79
"UGP2",3.15974503583061e-84,1.07872243249377,0.813,0.325,1.15649828056436e-79
"CYFIP2",5.61143825500183e-84,0.429315278876019,0.557,0.154,2.05384251571322e-79
"ATP8B1",6.8655125503619e-84,0.949659522021616,0.661,0.206,2.51284624855796e-79
"ACOT11",8.60471887853239e-84,0.566263400888749,0.764,0.232,3.14941315673164e-79
"ADCY6",9.16291378360161e-84,0.472976431245982,0.693,0.218,3.35371807393602e-79
"TMEM116",9.95615290141893e-84,0.563764806071385,0.652,0.196,3.64405152344834e-79
"AC022034.1",2.15848008153389e-83,0.564916000574479,0.67,0.197,7.90025294642219e-79
"USH2A",4.60227089624901e-83,0.654037756756298,0.514,0.136,1.6844771707361e-78
"GCLC",6.22919089008807e-83,0.399491052503699,0.583,0.163,2.27994615768113e-78
"AC087457.1",2.29282557430235e-82,0.371184149537078,0.466,0.112,8.39197088450403e-78
"TXLNB",7.1141709666724e-82,0.510582975316041,0.707,0.215,2.60385771551176e-77
"MRPL15",1.11908985796879e-81,0.323869141007207,0.572,0.156,4.09598078915158e-77
"PGM1",1.50520123026698e-81,0.625234065494295,0.638,0.196,5.50918702290018e-77
"MBTPS1",2.09449871150479e-81,0.577197069842918,0.782,0.282,7.66607473397867e-77
"FN3K",2.35150488262698e-81,0.509222878389883,0.632,0.189,8.606743020903e-77
"AL513487.1",2.88755733406125e-81,0.594459452984068,0.678,0.203,1.05687485983976e-76
"ACTN1",4.5433914808548e-81,0.567957528449571,0.739,0.249,1.66292671590767e-76
"ATP1B1",4.99451048115329e-81,0.600309351471176,0.793,0.261,1.82804078120691e-76
"CAND2",6.42827792146794e-81,0.279182753474128,0.52,0.134,2.35281400203648e-76
"GTF3C1",1.14041376811166e-80,0.30490690392271,0.647,0.193,4.1740284326655e-76
"PATJ",1.34448809162983e-80,0.820206231665634,0.853,0.303,4.92096086417435e-76
"AC079142.1",1.40419213949954e-80,0.813409983141651,0.698,0.231,5.13948364978226e-76
"MAST2",1.42512697893913e-80,0.918056167398119,0.836,0.361,5.21610725561511e-76
"GPC1",1.52201100150358e-80,0.379600940209273,0.296,0.051,5.57071246660325e-76
"MAP3K20-AS1",2.62020910040941e-80,0.448923246532552,0.511,0.134,9.59022732840846e-76
"TACC2",3.07131846789933e-80,0.975887470916891,0.865,0.325,1.12413327243584e-75
"AC025434.1",3.67774786056793e-80,0.251720238631945,0.348,0.068,1.34609249444647e-75
"CRYM",6.09398791783038e-80,0.459867762207929,0.546,0.149,2.2304605178051e-75
"CACNA1C",6.13335344878445e-80,1.31523259081585,0.934,0.515,2.2448686957896e-75
"BMT2",6.48897422325584e-80,0.678689384717944,0.707,0.25,2.37502945545387e-75
"TMEM182",7.11989799584479e-80,0.542725632557757,0.733,0.227,2.60595386545915e-75
"COL23A1",8.52209899495547e-80,0.47334629178304,0.621,0.179,3.11917345314365e-75
"PPP1R42",1.39238198192322e-79,0.352708478545642,0.299,0.053,5.09625729203717e-75
"GBE1",1.43442613671922e-79,1.85116277136602,0.874,0.516,5.25014310300602e-75
"TRDN-AS1",2.35605930212284e-79,0.611997848410503,0.862,0.266,8.62341265169982e-75
"CPNE3",2.92302088863646e-79,0.514236779074119,0.661,0.21,1.06985487544983e-74
"TRPM4",3.65985804647479e-79,0.318199713041358,0.511,0.133,1.33954464359024e-74
"GADD45G",7.18960034273752e-79,0.38066452513992,0.353,0.072,2.63146562144536e-74
"GOT1",9.5062513990951e-79,0.488197775057093,0.733,0.232,3.4793830745828e-74
"USP15",1.04084720360257e-78,1.22898701529381,0.894,0.547,3.80960484990577e-74
"GATA4",1.18132466616765e-78,0.866607336861424,0.782,0.281,4.32376641064021e-74
"PLCE1",1.18658502070425e-78,0.484927237847539,0.727,0.242,4.34301983427962e-74
"DSP",1.3044736512358e-78,0.580690787340348,0.626,0.189,4.77450401088816e-74
"TCAP",3.35866303215608e-78,0.844356090058628,0.83,0.292,1.22930425639945e-73
"TNIK",9.96967034756502e-78,1.14208228184325,0.81,0.317,3.64899904391227e-73
"INSR",1.38790599209095e-77,0.979326945163812,0.845,0.394,5.07987472165208e-73
"ANK3",1.61365561029036e-77,0.929129614004239,0.856,0.323,5.90614089922376e-73
"ELL2",1.85863701638539e-77,0.760761865473281,0.839,0.362,6.80279734367218e-73
"TMEM67",2.36157523295625e-77,0.510550849961805,0.678,0.214,8.64360151014317e-73
"MLIP",3.120897702166e-77,0.561211862133146,0.911,0.276,1.14227976796978e-72
"CORO1C",4.05533770796928e-77,0.653807334166447,0.736,0.269,1.48429415449383e-72
"RCAN1",4.19753916948216e-77,0.461873277358314,0.658,0.205,1.53634131142217e-72
"BVES-AS1",7.47783318985507e-77,0.282432386309825,0.443,0.107,2.73696172581885e-72
"CKMT2",7.95563743566212e-77,0.671988111191527,0.845,0.276,2.91184285782669e-72
"DHX32",9.13121869242184e-77,0.815015497711956,0.721,0.264,3.34211735361332e-72
"SLC17A5",1.24008932242142e-76,0.403239450388264,0.609,0.182,4.53885092899465e-72
"MYOM2",1.76518658714537e-76,0.686334894736266,0.839,0.272,6.46075942761078e-72
"SGCA",1.78788086613537e-76,0.289125237647555,0.408,0.092,6.54382275814207e-72
"MYH9",3.72064395140352e-76,1.38157081667959,0.845,0.496,1.3617928926532e-71
"ANKRD2",3.91511543174801e-76,0.565404317514925,0.532,0.146,1.43297139917409e-71
"TCP11L2",5.31018898586151e-76,0.654264339951678,0.652,0.208,1.94358227071517e-71
"SLC25A30",6.07000741100156e-76,0.2866528052879,0.471,0.12,2.22168341250068e-71
"TBC1D4",7.28218814123586e-76,1.05828955180376,0.853,0.332,2.66535368157374e-71
"SHROOM3",7.38806763245277e-76,0.692639494298997,0.687,0.228,2.70410663415404e-71
"MSI2",9.37455122468443e-76,1.00621002279125,0.874,0.432,3.43117949374675e-71
"VPS13A",1.0950884288898e-75,0.778194518431164,0.871,0.364,4.00813315857954e-71
"PYGB",1.16461361249572e-75,0.634269097587072,0.641,0.211,4.2626022830956e-71
