"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPP3CC",2.05185895115807e-66,0.594062448227989,0.607,0.324,5.99881482960573e-62
"LIMS2",2.52687977976291e-66,0.533715891031628,0.646,0.375,7.38758572411486e-62
"PSD3",5.91953232783825e-66,-0.706674453414478,0.267,0.552,1.73063447136679e-61
"AKT3",6.18566954216921e-66,0.670766294177358,0.797,0.574,1.80844234734859e-61
"MDFIC",1.04373808075205e-65,0.518586004515226,0.436,0.18,3.05147265288669e-61
"CST3",1.73210426084158e-64,0.527187053667055,0.561,0.279,5.06398001699644e-60
"RPL37A",2.18734425037453e-64,0.551047950815832,0.628,0.346,6.39491965039497e-60
"RPL41",6.45537897102833e-64,0.611839485781875,0.733,0.477,1.88729459596984e-59
"ESR2",7.20264667663845e-64,0.362155408432819,0.29,0.088,2.10576578238202e-59
"RARB",1.78036143081907e-63,0.409973152323449,0.233,0.057,5.20506467914264e-59
"LIMCH1",1.91331986590452e-63,0.72391661737664,0.769,0.542,5.59378195995844e-59
"RGCC",2.02529275830708e-63,0.738124965263236,0.793,0.566,5.92114590818657e-59
"MT-ND1",2.16652512730804e-63,0.530605993769287,0.788,0.511,6.33405286219778e-59
"GPRC5B",3.31802784145342e-63,0.39584719384585,0.365,0.137,9.70058619727321e-59
"MXD4",3.77591001634263e-63,0.354322927267417,0.34,0.119,1.10392505237793e-58
"PON2",3.98495942269158e-63,0.388157230124075,0.292,0.091,1.16504273681811e-58
"TGFBR2",5.43224474224191e-63,0.612726214172392,0.62,0.345,1.58817107284185e-58
"RPL38",3.73356225044372e-62,0.453191388815552,0.469,0.211,1.09154425953973e-57
"LARGE1",4.10012503773256e-62,-0.814124863793643,0.318,0.578,1.19871255603149e-57
"CCND3",5.04209376379645e-62,0.532839229013998,0.49,0.232,1.47410653278353e-57
"PDE4D",1.68203916111642e-61,-0.881845989087782,0.423,0.662,4.91760969143997e-57
"HLF",2.15182457826273e-61,0.276242815876404,0.16,0.025,6.29107433700891e-57
"PGM5",6.66595953517252e-61,0.61172811608432,0.435,0.19,1.94885992970304e-56
"JMJD1C",3.74267858211264e-60,-0.738283583537534,0.744,0.877,1.09420951026645e-55
"NCOA3",3.91617800743145e-60,0.688203339812519,0.707,0.463,1.14493380225266e-55
"CD59",9.21248071526682e-60,0.512597524446591,0.824,0.607,2.69336086191541e-55
"MT-CYB",2.71511294348671e-59,0.548864533604663,0.856,0.633,7.93790420157775e-55
"TMEM233",6.7752953231028e-59,-0.647926531958476,0.04,0.27,1.98082534066234e-54
"H1FX",9.93246156167396e-59,0.282092354732347,0.243,0.066,2.903854462171e-54
"MTRNR2L12",1.13906634224347e-58,0.46981763571906,0.566,0.294,3.330174358183e-54
"IQCK",1.47069452199515e-58,0.399384493005191,0.287,0.094,4.29972250450502e-54
"RPL34",1.84788847225738e-58,0.527932164687005,0.575,0.311,5.40248673749168e-54
"CYYR1",5.79927426804053e-58,0.666840255640633,0.746,0.537,1.69547582500433e-53
"KLF12",1.82744188265074e-57,0.562147292714435,0.676,0.397,5.34270908811771e-53
"MT-ND2",3.95255359023517e-57,0.532010912951095,0.738,0.472,1.15556856764115e-52
"PDLIM1",1.73517772044018e-56,-0.680266175900253,0.194,0.437,5.0729655834789e-52
"ARHGAP26",5.84190612327259e-56,-0.666976831769481,0.646,0.828,1.70793967419997e-51
"TIMP4",1.08146927152538e-55,0.299136745482854,0.251,0.074,3.1617835622316e-51
"RPL36",1.29776598869825e-55,0.474403688198462,0.502,0.258,3.7941486445582e-51
"GIMAP7",1.29843245978994e-55,0.44559172009798,0.506,0.261,3.79609713944188e-51
"FMO2",3.7680179264899e-55,0.547609128076308,0.435,0.208,1.10161772098859e-50
"S100A6",3.51269054499839e-54,0.400268829151345,0.407,0.172,1.02697020773573e-49
"COL4A1",3.89518162495001e-54,-1.01854114454271,0.378,0.564,1.13879529987038e-49
"USP9Y",4.41927893167465e-54,0.267296919673666,0.17,0.034,1.2920203884644e-49
"RPS21",1.99789579442761e-53,0.367774530769435,0.377,0.158,5.84104814458855e-49
"FAM53B",4.51819155015124e-53,0.407593416789109,0.353,0.143,1.32093848160222e-48
"CDK14",5.57765778383628e-53,-0.762821665432291,0.17,0.407,1.63068402968238e-48
"ADD1",8.60490878552838e-53,0.492435546018885,0.64,0.384,2.51573113253708e-48
"AC026353.1",1.74610941246858e-52,0.343162914477225,0.211,0.057,5.10492547829313e-48
"CA8",2.54898861366574e-52,-0.966816761670836,0.239,0.462,7.45222311091315e-48
"ARHGEF28",8.72466170453116e-52,0.28036323979152,0.153,0.028,2.55074209593673e-47
"LINC00486",1.13657315851458e-51,0.337426570090226,0.433,0.197,3.32288528623323e-47
"TBX3",1.69508417188577e-51,0.386972259180089,0.313,0.118,4.95574808492524e-47
"CD99",2.74143340317078e-51,0.34575979917025,0.406,0.177,8.01485469751009e-47
"SLC2A3",3.97972030355671e-51,-0.609537582684115,0.09,0.311,1.16351102794784e-46
"APOD",4.47284371360272e-51,0.446742252938844,0.271,0.088,1.30768058810889e-46
"ATP5PF",1.55478142061767e-50,0.369143120411942,0.42,0.191,4.54555896131783e-46
