p_val,avg_log2FC,pct.1,pct.2,p_val_adj,GeneName
1.882082909902257e-15,0.6829826763036236,0.698,0.166,5.502457595390238e-11,USP9Y
1.5852689943329872e-14,0.957794852710848,0.698,0.192,4.6346924318319214e-10,UTY
1.4887848604904475e-11,-0.6842814387126754,1,1,4.3526114181298726e-7,MALAT1
2.0139630072961622e-11,0.3333476522464194,0.302,0.042,5.88802224813106e-7,ACTR1B
8.343502614004712e-11,0.34398617269276693,0.233,0.026,2.4393064242304176e-6,HIST1H1E
3.960231835425887e-10,0.31152954204072847,0.326,0.056,1.1578133794051123e-5,ADH5
4.797874287298218e-10,0.8298895784570877,0.791,0.347,1.402706526634507e-5,RCSD1
6.690832709292667e-10,0.39095379543952746,0.326,0.06,1.956131850888804e-5,PSMB8-AS1
3.743075390132872e-9,0.5437674319167912,0.488,0.144,1.0943255210592464e-4,ITM2A
7.838609886546754e-9,0.6743574296893267,0.442,0.124,2.291695986430809e-4,LINC00426
1.0794865273525393e-8,0.4672832039444278,0.302,0.058,3.155986811367884e-4,LINC00278
1.182793681480905e-8,0.3799057469477096,0.349,0.078,3.458015607177574e-4,SIVA1
1.4221366049685055e-8,0.26173668959130764,0.209,0.028,4.1577585782859224e-4,MRPL22
1.473121325135574e-8,-1.2330912926912478,0,0.469,4.306817506166364e-4,XIST
3.053784757025853e-8,0.3799057469477096,0.326,0.072,8.928045115640784e-4,RPS4Y1
1.0516984999883352e-7,0.7945076422477904,0.977,0.838,0.003074745734565897,MT-ND3
2.4136170881693245e-7,0.8857808142575493,0.512,0.202,0.0070564509189718376,DISC1
2.949472034562763e-7,0.4984961217483913,0.628,0.287,0.008623076440247695,CD48
3.8086275879921543e-7,0.5811776895884245,0.791,0.395,0.011134903616253862,SLAMF6
4.257824407457484e-7,1.030569577660922,0.814,0.637,0.0124481754376427,RPS29
4.7488065472409455e-7,0.7898885348574264,0.674,0.375,0.013883610821513629,RPS21
5.885278347375745e-7,0.26915093977017673,0.209,0.036,0.017206199776387727,AC016831.1
6.255556140113976e-7,0.7495804250326474,0.953,0.76,0.01828874393123722,PIP4K2A
7.337615284978855e-7,0.5816722148586535,0.814,0.459,0.02145225204716418,LCP2
8.366348302831988e-7,0.3454897632831545,0.302,0.074,0.0244598558981596,SYF2
1.0800741602559642e-6,0.3825976219627419,0.465,0.156,0.03157704814924337,TPRG1
1.186500425535914e-6,0.7649185746607086,0.884,0.719,0.03468852644096798,FKBP5
1.3165963366030422e-6,0.37725616853376015,0.302,0.078,0.03849201049692654,LEMD2
1.3702416192690413e-6,0.6134124851226437,0.465,0.18,0.040060383980949694,RPS10
1.8194730341543384e-6,0.31779664871190383,0.279,0.068,0.05319411362653624,SRSF9
2.5930469110607043e-6,0.6774937864750123,0.465,0.198,0.07581031949177075,MT-ATP8
2.653843382888768e-6,0.34740569323391396,0.442,0.152,0.07758776514213601,IRF2
2.94509462350286e-6,0.7467800762168635,0.767,0.479,0.08610278641272961,SAMD3
3.182675138009946e-6,0.4696325119445389,0.419,0.146,0.09304869033485878,JADE1
3.2116434467027783e-6,0.31508374589146715,0.349,0.102,0.09389560780780243,AKIRIN2
3.462780742923983e-6,0.7331338042470724,0.605,0.305,0.10123785780012556,RPS26
3.86446599079727e-6,0.49762114241849487,0.977,0.856,0.112981527706949,MT-ND4
5.347590381609271e-6,0.7167446967689386,0.674,0.417,0.15634215239672863,RPS17
5.479468326739487e-6,0.3562329179633421,0.302,0.084,0.16019773600055565,TOR1AIP1
5.812537462674449e-6,0.29774078265697224,0.326,0.096,0.16993534525875018,APOBEC3G
6.671375840373953e-6,0.4264483328847396,0.279,0.078,0.1950443440691729,PEX2
6.871430005371799e-6,0.8032176362054768,0.767,0.539,0.20089312763704992,RPL37A
7.2122715136992205e-6,0.30185510484288225,0.279,0.074,0.21085796997451042,NOD1
7.4795737342973875e-6,0.9702088804657576,0.767,0.625,0.21867281769591843,RPS27
7.565245735879891e-6,0.333480625659195,0.372,0.122,0.22117752433418447,ARF6
7.623415264993669e-6,0.3622603441616581,0.535,0.22,0.2228781686873549,ARPC1B
8.353527589211998e-6,0.31331903644582537,0.186,0.036,0.24422373259820196,MIR155HG
8.393071856004342e-6,0.40227526289643867,0.465,0.178,0.24537984878214295,TNPO3
8.46751090619476e-6,0.4380450309131125,0.465,0.184,0.24755614885351002,TPK1
8.877683402714134e-6,0.7516904776224899,0.721,0.393,0.2595479519617504,LINC01619
8.877783516514684e-6,0.25459588287131285,0.256,0.064,0.25955087888882333,RHOF
1.0038095155093299e-5,0.2860877889845656,0.302,0.086,0.2934737499543077,PHF8
1.0189228695348708e-5,0.2698447099402612,0.233,0.054,0.29789229013721485,MPHOSPH6
1.0824972984166782e-5,0.2512290317729141,0.116,0.014,0.31647891016510005,AC114956.3
1.2321299691606656e-5,0.5142634376067081,0.349,0.116,0.3602255177838122,ELOVL6
1.261137224559762e-5,0.5780094918674918,0.488,0.212,0.368706078972292,CD3G
1.2680264156069923e-5,0.35076470532382875,0.279,0.078,0.37072020286686025,UCP2
1.2842563421689071e-5,0.25259976350632884,0.209,0.046,0.3754651841965017,LRRC37A2
1.3552822239464171e-5,0.7180490731543044,0.698,0.429,0.3962303109929745,AC079793.1
1.4704874797305607e-5,0.2934572671622115,0.419,0.144,0.42991171957402674,COX8A
1.5093449554791574e-5,0.437429572928057,0.419,0.16,0.44127209118388644,OST4
1.5258278846128044e-5,0.5559012775654799,1,0.874,0.4460910403453995,MT-CYB
1.5360649464999405e-5,0.5679214785156677,0.86,0.487,0.44908394775872257,MT-ND5
1.817192057528741e-5,0.3645416650795274,0.535,0.224,0.5312742699391027,FBXW4
1.8908071409378803e-5,0.30781256013928177,0.209,0.048,0.5527963757245987,HIST1H1D
1.974211053117622e-5,0.2911552161856732,0.349,0.112,0.577180343489468,BCL2L1
2.2730883822252893e-5,0.29562315113136783,0.163,0.03,0.6645601194273856,JHY
2.3142649044284006e-5,0.3394145575251104,0.372,0.13,0.6765984874586872,QRICH1
2.5298454408964894e-5,0.5626264591681069,0.512,0.232,0.7396256131004977,ITGB2
2.9110188236013606e-5,0.5919985610350931,0.837,0.619,0.8510654632680938,MTRNR2L12
3.0364697691944368e-5,0.6353216872899436,0.953,0.796,0.8877423017216856,MT-ND2
3.241319202407737e-5,0.3925848810184559,0.535,0.234,0.9476320820159259,MT-ND4L
3.4826242487757475e-5,0.45571125525159517,0.279,0.088,1,LINC00612
3.794483997678372e-5,0.32961693045763013,0.395,0.15,1,ATP8B2
3.826425908882444e-5,0.3843464083285807,0.326,0.108,1,RBM12B
3.914676393302851e-5,0.5549838025290252,0.465,0.204,1,GZMK
3.9617765475656376e-5,0.3245807735201737,0.279,0.082,1,HMGB2
4.180555174476521e-5,0.7677504763921944,0.558,0.287,1,SUPT3H
4.204371536408256e-5,0.3901652220168389,0.256,0.074,1,HIST1H4C
4.318544978344701e-5,0.3185389667323401,0.535,0.23,1,PPIA
4.7983084710077445e-5,0.3242709828724537,0.442,0.176,1,TAF7
5.647133889079385e-5,0.5653140053392474,0.744,0.471,1,RPL37
5.728545865463105e-5,0.4679185005511479,0.837,0.527,1,CD2
6.342559007857614e-5,0.2636127562287467,0.279,0.086,1,BTN2A1
6.565963999113573e-5,0.33499738946551194,0.372,0.14,1,SLC44A2
7.00113848291862e-5,0.6351272015737031,0.767,0.561,1,RPL21
7.015765149331324e-5,0.3843811415160412,0.465,0.206,1,AL645568.1
7.042852739823862e-5,0.26361275622874675,0.186,0.044,1,CCR5
7.058576260332771e-5,0.40904319575031045,0.465,0.21,1,GNAI2
7.10524806105e-5,0.34583507085801735,0.279,0.086,1,IGBP1
7.354045756033194e-5,0.34023403783165923,0.279,0.088,1,APRT
7.69121207754103e-5,0.43183506062355287,0.395,0.152,1,HS2ST1
7.902808452404437e-5,0.3769200620548495,0.302,0.104,1,PCMT1
8.904483686188424e-5,0.3029303387595354,0.279,0.09,1,PCBP1
9.057172360466067e-5,0.8220334694974105,0.791,0.745,1,RPL41
9.119282853390115e-5,0.40162014623400466,0.535,0.265,1,KLF13
9.32426001488768e-5,0.25459588287131285,0.233,0.066,1,MAN2B2
9.449716829703538e-5,0.45416909044318976,0.326,0.118,1,OPRM1
1.0032189492315498e-4,0.5229993850473963,0.419,0.182,1,TES
1.0094981879913076e-4,0.4109370291748611,0.674,0.357,1,ELOVL5
1.056126014726776e-4,0.3376502159087672,0.465,0.202,1,CLDND1
1.0789722208374384e-4,0.288703737191577,0.372,0.142,1,EIF3L
1.1156321625343335e-4,0.5347292133907877,1,0.962,1,PLCG2
1.1528887670534867e-4,0.46906796682252816,0.372,0.158,1,MAP2K6
1.1566126459845507e-4,0.4491684093848233,0.395,0.164,1,WDR44
1.185854185147607e-4,0.6150191493198784,0.767,0.567,1,RPS15A
1.1992759548679466e-4,0.3394145575251104,0.372,0.148,1,EZH1
1.2728178845185958e-4,0.4638151853492247,0.581,0.303,1,TSPAN5
1.3858362959583555e-4,0.5776585188952175,0.605,0.343,1,XYLT1
1.4049117557334646e-4,0.26814241470926076,0.186,0.046,1,ACADSB
1.483292310851967e-4,0.4871260656962342,0.698,0.431,1,RPL31
1.5144187071844628e-4,0.8441402856095612,0.721,0.507,1,RPL39
1.5616345774043785e-4,0.34100573886150026,0.419,0.18,1,TPM4
1.709021693664965e-4,0.40323212521796414,0.558,0.289,1,PTK2B
1.8983914837445896e-4,0.31963208806893323,0.442,0.194,1,NLRC3
2.0305577288013278e-4,0.2848479797760778,0.279,0.094,1,CWF19L1
2.036298339472368e-4,0.262755285153942,0.279,0.094,1,TMEM248
2.0468268222233936e-4,0.29361086791198554,0.349,0.136,1,CASTOR3
2.199121229600951e-4,0.3168173734004912,0.302,0.112,1,POLR1D
2.2010852448350768e-4,0.29361086791198554,0.349,0.136,1,ELOB
2.2579873931666898e-4,0.7021127285190985,0.86,0.683,1,TC2N
2.385226549721253e-4,0.4055571781642082,0.605,0.341,1,GNB1
2.435742963703137e-4,0.25729503247226837,0.186,0.048,1,AC019205.1
2.5432118275496053e-4,-0.7494198079236032,0.767,0.802,1,PPP2R5C
2.6799913035218656e-4,0.43276065286321025,0.395,0.18,1,SLAMF1
2.778202935024824e-4,0.2683584678793969,0.372,0.15,1,AC010609.1
2.8113729340572765e-4,0.4403553395785139,0.605,0.341,1,FAM107B
3.0333583456878974e-4,0.25053123488342705,0.14,0.03,1,WDR76
3.067405231666728e-4,0.2583855945651975,0.256,0.086,1,DDIT4
3.193273805996822e-4,0.33695890579879806,0.302,0.112,1,SLC2A13
3.2718390982095804e-4,0.5246586089690866,0.744,0.521,1,PRKCB
3.3319584640388063e-4,0.6140590327943742,0.651,0.429,1,RPL12
3.419157242580799e-4,0.4579192746211218,0.674,0.415,1,MSN
3.5111780090730317e-4,0.28329024100521294,0.209,0.062,1,ZNF140
3.5890822693675055e-4,0.25317730356243573,0.256,0.086,1,SMDT1
3.681492092485403e-4,0.6963338689111096,0.698,0.467,1,TOX
3.718018654748131e-4,0.3783691667184304,0.372,0.166,1,DCP2
3.838076094200852e-4,0.3227103453661666,0.279,0.102,1,MYCBP2-AS1
3.900995859366948e-4,0.25762113368250517,0.279,0.1,1,FAS
3.9910436783910483e-4,0.48395093395898514,0.791,0.513,1,SEMA4D
3.9988785225318586e-4,0.4898370391562217,0.558,0.339,1,TMEM181
4.185239056431387e-4,0.6163045156209495,0.605,0.403,1,RPL38
4.4728874702137873e-4,0.46354277314280956,0.535,0.279,1,LINC00513
4.6442852199158116e-4,0.25940296321861445,0.302,0.116,1,FLOT2
4.7101197046446494e-4,-0.7571315901237865,0.372,0.591,1,MYL2
4.919946719131639e-4,0.7495900929828894,0.744,0.657,1,RPL28
5.036743739253082e-4,0.400258808903877,0.558,0.299,1,SH3BGRL3
5.186862941242963e-4,0.5864945271491409,1,0.87,1,CELF2
5.540469157144504e-4,0.29494107955256654,0.302,0.118,1,KRAS
5.610520017499217e-4,0.25809575126118095,0.163,0.042,1,TTC5
5.75379285266962e-4,0.3492791774346662,0.302,0.124,1,AC243829.1
5.936525845484305e-4,0.3957061209154025,0.326,0.144,1,TM2D1
6.1288409159996e-4,0.2822831879167744,0.279,0.106,1,GLIPR2
6.440225749900928e-4,0.3390940179849903,0.442,0.214,1,CD84
6.442908569801645e-4,0.3667062491928503,0.372,0.164,1,NDUFAF2
6.491761957195984e-4,0.35014715731944085,0.488,0.236,1,FAM53B
6.511003794878743e-4,0.3175884826281593,0.512,0.259,1,TTC39B
6.597678510494505e-4,0.3054100699239771,0.372,0.168,1,CTCF
6.725074994731748e-4,0.36445027525248247,0.419,0.202,1,DPP8
6.757564520666086e-4,0.2911552161856732,0.349,0.152,1,DEF6
6.881199751761858e-4,0.2554802936520454,0.349,0.146,1,SLC9A3R1
7.502622435679537e-4,0.39009606946843084,0.465,0.226,1,OXCT1
7.6353301905894e-4,0.5064692801249102,0.279,0.112,1,PTPN9
7.940168626375127e-4,0.4313498003211152,0.372,0.168,1,TMPO
8.029864799866012e-4,0.3034754878215413,0.326,0.138,1,LIME1
8.118388475680033e-4,0.4140576340527533,0.744,0.473,1,RASA1
8.199963228413049e-4,0.3283599375433674,0.349,0.154,1,ANKLE2
8.419205200506013e-4,0.3203133437083993,0.395,0.184,1,PPP1R21
8.679149225495509e-4,0.26717057564193597,0.209,0.068,1,TG
8.89804247989115e-4,0.5682013296360324,0.884,0.735,1,CHST11
9.204576514604453e-4,0.2908144837873845,0.488,0.238,1,SPATA13
9.303071343522298e-4,0.5830241561196139,0.698,0.551,1,RPS24
9.590153402513929e-4,0.3058042342136459,0.395,0.186,1,PBX4
9.622198228217592e-4,0.2939499067575359,0.209,0.07,1,KLHL6
9.71618529411359e-4,0.2636127562287468,0.395,0.18,1,GPR174
9.920316448430713e-4,0.4036058320043795,0.581,0.357,1,PRPF4B
9.937704530137957e-4,0.458129276956445,0.651,0.435,1,RPL35
0.0010631071686959465,0.3709872465207263,0.465,0.24,1,TRRAP
0.0010946556686068033,0.2792434079425109,0.372,0.168,1,ATP5IF1
0.001101589463437136,0.37484559400286643,0.488,0.273,1,PIK3IP1
0.0011759745838385706,0.43926965043899635,0.977,0.972,1,MT-CO2
0.001230120402183745,0.29959205333431305,0.349,0.158,1,TMC6
0.0012732864910927001,0.38154674050375115,0.488,0.273,1,ARHGEF1
0.0012967701725110652,0.25688297124009907,0.279,0.11,1,AC002463.1
0.0013393259664420873,0.34059340887371875,0.465,0.244,1,OPTN
0.001387756588879037,0.28160268081643297,0.349,0.154,1,PRR14L
0.001421506941313608,0.3148911897171959,0.512,0.281,1,CD3D
0.0014354290573165545,0.28870373719157705,0.465,0.236,1,S100A10
0.001440235718558039,0.32961693045763013,0.326,0.146,1,MAU2
0.0014415852956097014,0.30100300214202036,0.302,0.13,1,USP4
0.0014454651502723592,0.316817373400491,0.256,0.102,1,TMEM116
0.001494747816147031,0.46576491991551805,0.791,0.517,1,PPP3CA
0.0015287619612844,-0.5361250918001517,0.209,0.457,1,QKI
0.0015641142083952183,0.2644561909448998,0.279,0.112,1,UQCR10
0.0015887466820388083,0.4327303845228463,0.395,0.21,1,CCDC18-AS1
0.0016149918270838817,0.511096158528025,0.581,0.363,1,GZMA
0.0016220654542091117,0.25181632876489946,0.372,0.174,1,TRIM56
0.0016677546757475881,0.2502808259938657,0.512,0.263,1,STRN3
0.0016678263800323676,0.2712866841141677,0.372,0.176,1,GDI2
0.0016780890660614582,0.5001844719011612,0.767,0.641,1,CCND3
0.001722118740546377,0.26717057564193597,0.209,0.074,1,CEBPZOS
0.0017255751883553118,0.25921141688730853,0.605,0.335,1,EEF1D
0.001747126440839051,0.3044219709385077,0.419,0.206,1,MAP3K7
0.0017653327642981516,0.5549201698926027,0.674,0.473,1,CEP85L
0.0017756862293708804,0.34657954934093316,0.605,0.363,1,DDX6
0.0017953991952744867,0.29391390912692134,0.465,0.24,1,CD81
0.0018260512645219419,0.296580162802208,0.233,0.088,1,CNOT11
0.0018570142699088621,-0.6593136357683698,0.186,0.439,1,PTPRM
0.0019048855787756024,0.37820188803067956,0.512,0.299,1,CFL1
0.001927968028834049,0.4792372447113231,0.814,0.581,1,ELMO1
0.0019656586648296205,0.6475925309838504,0.488,0.313,1,RC3H1
0.0020055216160105795,0.33227275212897633,0.395,0.202,1,EIF4B
0.00201226588312256,0.262755285153942,0.256,0.102,1,MRPS21
0.00210424063214881,0.32094079945888443,0.86,0.603,1,CCSER2
0.0021169487729054853,0.5138393857619201,0.767,0.553,1,RPL18A
0.0021497922448124457,0.3106722142785223,0.698,0.403,1,MYL12A
0.00216442319603595,0.47330531526633357,0.791,0.643,1,RPS12
0.0021724882930925643,0.4086236382590911,0.651,0.401,1,GCC2
0.0022282704499543447,0.4759765665007083,0.698,0.505,1,EPS15
0.002247530320285945,0.36670624919285016,0.442,0.238,1,CATSPERB
0.002333986662258251,0.4384508566962594,0.326,0.156,1,EIF4E3
0.0024837196253810726,0.46037821746000696,0.326,0.156,1,PRKY
0.002512474328453199,0.2561697730431848,0.302,0.132,1,CDS2
0.002531819371044118,0.3163872958772915,0.419,0.214,1,CD58
0.0025966473960881654,0.3972002783141134,0.512,0.311,1,WDR33
0.0026014778458510533,0.4088757034367897,0.674,0.439,1,TBL1XR1
0.002628346065132762,0.39425257607851305,0.628,0.399,1,SLA
0.002664336364247277,0.2956231511313676,0.512,0.291,1,SMAP1
0.002664808535429606,0.2805496054431357,0.372,0.18,1,VPS4B
0.0026854873245257195,0.27307872842270303,0.209,0.074,1,MAGI3
