"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"SGPP2",2.18655563713348e-10,0.536244579545907,0.264,0.093,8.00301228747225e-06,1.16834032010081e-33,0.61949770328541,0.294,0.125,4.27624240560097e-29,2.18655563713348e-10,2.33668064020164e-33
"EYA1",7.55774600416163e-11,0.855189529379283,0.368,0.149,2.7662106149832e-06,1.28391922646821e-33,0.653049932211351,0.369,0.174,4.69927276079629e-29,7.55774600416163e-11,2.56783845293643e-33
"NT5DC1",0.0012329803294027,0.497122771061018,0.464,0.297,1,1.51269784481152e-33,0.706635029699622,0.52,0.281,5.53662538179464e-29,0.0012329803294027,3.02539568962306e-33
"AC008696.2",6.08998834930131e-08,0.46420610811814,0.168,0.054,0.00222899663572777,1.92898658647034e-33,0.465004514277324,0.28,0.115,7.06028380514009e-29,6.08998834930131e-08,3.8579731729407e-33
"SNRPN",3.41855826979452e-08,0.669697059831431,0.416,0.222,0.00125122651232749,2.5244926809262e-33,0.695632161688483,0.442,0.229,9.23989566145799e-29,3.41855826979452e-08,5.04898536185241e-33
"MRAS",3.06901516914991e-07,0.676531424680556,0.384,0.192,0.0112329024206056,2.84274287612198e-33,0.545371011760381,0.442,0.224,1.04047232008941e-28,3.06901516914991e-07,5.68548575224398e-33
"TMEM161B-AS1",0.00242537163324894,0.730367618782839,0.472,0.341,1,3.73746684465788e-33,0.581434605522954,0.57,0.318,1.36795023981323e-28,0.00242537163324894,7.47493368931579e-33
"UGT2B4",1.79988359657952e-15,1.14338880434923,0.32,0.101,6.5877539518407e-11,4.77245426173536e-33,0.705776593954996,0.297,0.127,1.74676598433776e-28,1.79988359657952e-15,9.54490852347078e-33
"USP28",9.3887290818717e-15,1.01612870710062,0.448,0.189,3.43636873125586e-10,6.60325091954065e-33,0.521456813263136,0.478,0.247,2.41685586906107e-28,9.3887290818717e-15,1.32065018390813e-32
"SASH1",5.90485798145141e-14,-1.48161650174109,0.28,0.565,2.16123706979103e-09,7.182758666902e-33,-1.6842722545807,0.322,0.503,2.6289614996728e-28,5.90485798145141e-14,1.4365517333804e-32
"LMOD3",5.05157418496849e-06,0.421289227518204,0.264,0.126,0.184892666744032,8.57859661849012e-33,0.450049309927142,0.329,0.149,3.13985214833357e-28,5.05157418496849e-06,1.71571932369802e-32
"PHACTR1",2.11385051621061e-11,1.28429992911304,0.56,0.312,7.73690427438246e-07,8.6374792542189e-33,0.702446631671981,0.649,0.379,3.16140378183666e-28,2.11385051621061e-11,1.72749585084378e-32
"UQCRH",0.000339724529865307,0.438413611033149,0.528,0.399,1,1.11615574976107e-32,0.588380182889775,0.598,0.354,4.08524165970049e-28,0.000339724529865307,2.23231149952215e-32
"ESRRB",2.96184455473272e-09,0.530025635764251,0.296,0.12,0.000108406472547772,1.15328397871879e-32,0.534189487575173,0.334,0.153,4.22113469050865e-28,2.96184455473272e-09,2.3065679574376e-32
"DUSP27",6.27038664776654e-09,0.763494319802168,0.28,0.11,0.000229502421694903,1.28474925951341e-32,0.409377466276938,0.374,0.177,4.70231076474502e-28,6.27038664776654e-09,2.56949851902682e-32
"LCLAT1",6.1071496214257e-11,1.47265715650008,0.552,0.3,2.23527783293802e-06,1.33471697179461e-32,0.649169364683861,0.581,0.336,4.88519758846547e-28,6.1071496214257e-11,2.66943394358923e-32
"AC002066.1",4.82414076559476e-06,0.375518357203467,0.336,0.169,0.176568376161534,2.05324768364328e-32,0.688175762455964,0.419,0.211,7.51509184690276e-28,4.82414076559476e-06,4.10649536728656e-32
"XPR1",9.29695192589434e-08,1.56898751726122,0.632,0.488,0.00340277737439659,3.216215543334e-32,0.719483202164529,0.677,0.455,1.17716705101568e-27,9.29695192589434e-08,6.43243108666804e-32
"MAPRE2",0.000225668022461537,0.729397750523409,0.496,0.349,1,4.21592561826787e-32,0.701241659559253,0.551,0.311,1.54307093554222e-27,0.000225668022461537,8.43185123653578e-32
"PPP1R14C",5.36709762688515e-13,0.933117369259786,0.328,0.114,1.96441140241624e-08,5.32640504720589e-32,0.611367615647559,0.343,0.162,1.94951751132783e-27,5.36709762688515e-13,1.06528100944118e-31
"JMJD1C",1.51465954633477e-05,-0.291745148886099,0.56,0.767,0.55438054055399,6.25469556067367e-32,-0.962117811399911,0.664,0.795,2.28928112216217e-27,1.51465954633477e-05,1.25093911213474e-31
"NMRK2",2.30354233375509e-10,0.394090912902232,0.352,0.147,8.43119529577699e-06,6.26792419783427e-32,0.614334163313419,0.383,0.189,2.29412293564932e-27,2.30354233375509e-10,1.25358483956685e-31
"ABCC5",4.33143279838379e-09,0.72206814398232,0.48,0.259,0.000158534771853645,1.21880254042699e-31,0.57223385422355,0.523,0.291,4.46093917821684e-27,4.33143279838379e-09,2.43760508085399e-31
"B3GLCT",2.07781538066521e-07,0.577386553196211,0.352,0.176,0.00760501207477275,1.33753127775249e-31,0.600027641885447,0.435,0.226,4.89549822970189e-27,2.07781538066521e-07,2.67506255550496e-31
"AC002057.2",1.48668264192568e-10,0.450037006502101,0.288,0.104,5.44140713771218e-06,2.03504212612296e-31,0.560185974552823,0.339,0.159,7.44845768582264e-27,1.48668264192568e-10,4.07008425224591e-31
"SFXN4",4.47710194901092e-05,0.497333214370944,0.32,0.177,1,2.4050422375761e-31,0.548988808478674,0.412,0.211,8.80269509375226e-27,4.47710194901092e-05,4.81008447515221e-31
"CAT",0.118406466770401,0.275580052296243,0.368,0.309,1,2.60674651125687e-31,0.536625310018645,0.47,0.25,9.54095290585127e-27,0.118406466770401,5.21349302251375e-31
"AC027117.2",0.00239392532122198,0.602422134095574,0.2,0.111,1,2.67349762694838e-31,0.409604688317298,0.303,0.134,9.78526866439378e-27,0.00239392532122198,5.34699525389676e-31
"ADGRL2",0.000114137627343248,0.667613350697479,0.616,0.493,1,3.18675912619727e-31,0.709723914117894,0.65,0.419,1.16638570777946e-26,0.000114137627343248,6.37351825239452e-31
"TPD52L1",8.87751411927378e-15,0.934227597113414,0.44,0.172,3.2492589427954e-10,4.12960946297243e-31,0.514588693569071,0.407,0.205,1.51147835954254e-26,8.87751411927378e-15,8.25921892594486e-31
"MROH7",2.69103099172352e-14,1.04413156329812,0.392,0.152,9.84944253280727e-10,5.93176903226294e-31,0.52192064947801,0.369,0.18,2.17108678349856e-26,2.69103099172352e-14,1.18635380645259e-30
"PROX1",1.97358973843681e-08,0.817502173481401,0.328,0.144,0.000722353580165256,1.55045526977184e-30,0.638825923642117,0.363,0.178,5.6748213328919e-26,1.97358973843681e-08,3.10091053954368e-30
"DOCK1",3.74353756876927e-11,-1.3787779553502,0.336,0.57,1.37017218554524e-06,1.63706354881267e-30,-1.24963929187497,0.358,0.539,5.99181629500925e-26,3.74353756876927e-11,3.27412709762536e-30
"ACTB",4.93853719428022e-10,-1.1359267808277,0.408,0.614,1.8075539984785e-05,1.76028575557597e-30,-1.28013881018183,0.426,0.583,6.44282189398362e-26,4.93853719428022e-10,3.52057151115194e-30
"ZFPM2",0.00315346387743956,0.697513544378313,0.584,0.515,1,2.01196736764252e-30,0.755778394003936,0.737,0.499,7.36400176230837e-26,0.00315346387743956,4.02393473528501e-30
"SLC2A11",0.00250389362974811,0.365379786064892,0.176,0.096,1,2.41595154412858e-30,0.38277825071245,0.29,0.128,8.842624246665e-26,0.00250389362974811,4.83190308825715e-30
"FRK",7.25576385091854e-05,0.652925989386329,0.28,0.151,1,2.77893414276025e-30,0.706132287389077,0.362,0.178,1.01711768559168e-25,7.25576385091854e-05,5.55786828552051e-30
"LPL",9.36785764917532e-07,0.574512267302101,0.48,0.281,0.0342872957817466,2.79098526374066e-30,0.356505051923671,0.605,0.345,1.02152851638172e-25,9.36785764917532e-07,5.58197052748136e-30
"PARM1",6.6949122492834e-09,0.806988862965006,0.328,0.143,0.000245040483236022,4.00633958370043e-30,0.575491971196767,0.343,0.163,1.4663603510302e-25,6.6949122492834e-09,8.01267916740091e-30
"GRAMD1B",6.82048487019095e-05,0.370683355721122,0.352,0.196,1,4.22951138237019e-30,0.684806489310762,0.456,0.237,1.54804346106131e-25,6.82048487019095e-05,8.4590227647404e-30
"STRADB",0.0624343956368256,0.276875800716626,0.36,0.274,1,4.27524144941391e-30,0.530185754267273,0.426,0.226,1.56478112289999e-25,0.0624343956368256,8.55048289882787e-30
"PLXNA4",3.93531818495374e-07,0.711983756291643,0.336,0.162,0.0144036580887492,5.02759200584727e-30,0.580171813635348,0.398,0.203,1.84014895006016e-25,3.93531818495374e-07,1.00551840116945e-29
"GOLGA8B",4.35417127555806e-13,0.945387815612439,0.352,0.135,1.593670228567e-08,5.83207456458653e-30,0.365784157875757,0.388,0.192,2.13459761138431e-25,4.35417127555806e-13,1.1664149129173e-29
"AKAP1",2.64445539502985e-07,0.709890714293223,0.36,0.179,0.00967897119134875,5.87896219296586e-30,0.472362727438372,0.377,0.189,2.15175895224743e-25,2.64445539502985e-07,1.17579243859317e-29
"MTFR1",6.04077691503275e-07,0.890032835058851,0.512,0.309,0.0221098475867114,6.85369260548224e-30,0.629676019751696,0.517,0.291,2.50852003053256e-25,6.04077691503275e-07,1.37073852109645e-29
"CACNA2D1",6.29012730219731e-06,0.903997556668362,0.632,0.455,0.230224949387724,7.16205277988153e-30,0.58374623044587,0.711,0.458,2.62138293796444e-25,6.29012730219731e-06,1.43241055597631e-29
"SAMD4A",1.98922663126527e-14,1.3492708829045,0.608,0.327,7.280768393094e-10,7.2754466906187e-30,0.613154758148319,0.713,0.458,2.66288624323335e-25,1.98922663126527e-14,1.45508933812374e-29
"USH2A",0.00018687635689658,0.317765676489868,0.216,0.109,1,9.43672761917247e-30,0.494887629337194,0.308,0.139,3.45393667589332e-25,0.00018687635689658,1.88734552383448e-29
"NOS1AP",7.24686594649777e-07,0.437377406492666,0.264,0.117,0.0265242540507765,1.03399876319391e-29,0.432850291594981,0.339,0.162,3.78453887316602e-25,7.24686594649777e-07,2.06799752638782e-29
"HFM1",7.9362578684911e-05,0.278061549744552,0.184,0.082,1,1.11414384944756e-29,0.366710701365076,0.318,0.145,4.07787790336301e-25,7.9362578684911e-05,2.22828769889513e-29
"RIC3",4.55146810361155e-09,0.395773780521614,0.28,0.113,0.000166588284060286,1.54571262351672e-29,0.488276804603102,0.323,0.155,5.65746277333355e-25,4.55146810361155e-09,3.09142524703346e-29
"DECR1",0.0237135018544305,0.523362067062756,0.52,0.426,1,1.69577541792286e-29,0.551920150966111,0.59,0.35,6.20670760713946e-25,0.0237135018544305,3.39155083584575e-29
"PRKN",0.067981167834697,0.421683653673897,0.616,0.574,1,1.72745984078457e-29,0.709365269946453,0.732,0.532,6.32267576325559e-25,0.067981167834697,3.45491968156914e-29
"NBEA",0.065887174133592,0.459920345850445,0.512,0.475,1,1.86826525182253e-29,0.686099209956705,0.683,0.452,6.83803764819566e-25,0.065887174133592,3.7365305036451e-29
"GPC5",8.5385728292763e-14,1.15734499202928,0.232,0.061,3.12520304124342e-09,2.15703614372099e-29,1.06269268776925,0.283,0.125,7.89496798963318e-25,8.5385728292763e-14,4.31407228744197e-29
"TRPM7",0.00664824287820388,0.702755097722174,0.512,0.465,1,2.18515606772808e-29,0.721381286699164,0.67,0.456,7.99788972349153e-25,0.00664824287820388,4.37031213545615e-29
"PLCL2",0.000470235868983619,0.838609367722415,0.56,0.446,1,2.66697873726562e-29,0.660098101356093,0.663,0.438,9.76140887626591e-25,0.000470235868983619,5.33395747453122e-29
"NHLRC2",0.0824177233442621,0.492991220510558,0.456,0.391,1,2.8482710565253e-29,0.557375884736574,0.591,0.356,1.04249568939883e-24,0.0824177233442621,5.69654211305063e-29
"PIK3R1",0.00136448776616342,0.805601526215952,0.568,0.482,1,3.16766625230803e-29,0.610583183017951,0.652,0.427,1.15939752500726e-24,0.00136448776616342,6.33533250461603e-29
"ATP1A2",7.86102850283163e-17,1.15175653580035,0.56,0.241,2.87721504232141e-12,3.54590813457192e-29,0.56705354012903,0.419,0.218,1.29783783633467e-24,7.86102850283163e-17,7.0918162691439e-29
"GATA6",7.15306219962872e-09,0.712964582504596,0.456,0.234,0.000261809229568611,4.02422288482241e-29,0.490978675158755,0.477,0.262,1.47290581807385e-24,7.15306219962872e-09,8.04844576964485e-29
"ASB11",0.0109717239139044,0.256751555816843,0.216,0.133,1,4.26033947373531e-29,0.461591441695779,0.332,0.16,1.55932685078186e-24,0.0109717239139044,8.5206789474706e-29
"PGM1",1.45180273585631e-06,0.528094611650713,0.32,0.158,0.0531374319350769,6.20180450497321e-29,0.487655471955712,0.386,0.2,2.26992246686525e-24,1.45180273585631e-06,1.24036090099464e-28
"PHLDB2",0.0636469285797564,0.274432696696704,0.504,0.408,1,7.25938440844792e-29,0.532410245235636,0.657,0.399,2.65700728733602e-24,0.0636469285797564,1.45187688168958e-28
"PCLO",1.92695846313463e-16,0.776629238719062,0.328,0.1,7.05286067091907e-12,7.38997120730233e-29,0.639789578800851,0.27,0.118,2.70480336158473e-24,1.92695846313463e-16,1.47799424146047e-28
"NDRG3",2.84457082550626e-05,0.48683653019885,0.32,0.172,1,7.45297195214692e-29,0.546120134537657,0.39,0.198,2.72786226420529e-24,2.84457082550626e-05,1.49059439042938e-28
"COX5A",4.69316926098247e-05,0.331745656747856,0.512,0.347,1,1.07402598729016e-28,0.478142902617239,0.532,0.305,3.9310425160807e-24,4.69316926098247e-05,2.1480519745803e-28
"GJA1",7.66893785845661e-06,0.375285105657339,0.392,0.208,0.28069079455737,1.10209746615132e-28,0.593385107939099,0.431,0.23,4.03378693586046e-24,7.66893785845661e-06,2.20419493230267e-28
"SORT1",0.0101490750099455,0.443955732858175,0.384,0.265,1,1.22487069466163e-28,0.515496202555237,0.468,0.254,4.48314922953104e-24,0.0101490750099455,2.44974138932329e-28
"LAPTM4B",1.61710633741375e-07,0.469516670002034,0.392,0.196,0.00591877090556807,1.58431488696922e-28,0.442250307568974,0.442,0.235,5.79875091779606e-24,1.61710633741375e-07,3.16862977393844e-28
"AC011369.1",1.19506486209945e-15,0.759321118324517,0.368,0.124,4.37405690177018e-11,1.77562857570424e-28,0.540419275389295,0.283,0.129,6.49897814993508e-24,1.19506486209945e-15,3.55125715140848e-28
"PLAG1",2.11393056103991e-06,0.710994458930523,0.344,0.178,0.0773719724646218,1.78246800192062e-28,0.461530795825863,0.363,0.182,6.52401113382965e-24,2.11393056103991e-06,3.56493600384124e-28
"WDPCP",6.51025913844925e-05,1.22574357065727,0.592,0.458,1,1.87100043798088e-28,0.891223998248293,0.659,0.427,6.84804870305382e-24,6.51025913844925e-05,3.74200087596178e-28
"RALGPS1",5.68854192046462e-08,0.752711513943239,0.36,0.177,0.00208206322830925,2.33925058350977e-28,0.419393965768455,0.447,0.238,8.56189106070412e-24,5.68854192046462e-08,4.67850116701955e-28
"VCL",5.78965362969836e-06,1.0376558479152,0.576,0.379,0.21190711250059,3.57685208744673e-28,0.675261175520665,0.664,0.436,1.30916363252638e-23,5.78965362969836e-06,7.15370417489349e-28
"GREB1",1.79806707806815e-05,0.280236987534447,0.2,0.089,0.658110531243724,4.06835524958315e-28,0.357395407912298,0.32,0.15,1.48905870489993e-23,1.79806707806815e-05,8.13671049916631e-28
"PTPN12",4.88321243745059e-13,-1.31773799714172,0.288,0.557,1.78730458423129e-08,4.207319437088e-28,-1.23953752643618,0.332,0.495,1.53992098716858e-23,4.88321243745059e-13,8.414638874176e-28
"COL19A1",4.97186469880785e-09,0.648220290620445,0.216,0.076,0.000181975219841066,4.23509661453932e-28,0.490881268634319,0.237,0.098,1.55008771188754e-23,4.97186469880785e-09,8.47019322907865e-28
"SLC41A1",7.1407120665198e-10,0.616924424164788,0.384,0.168,2.61357202346691e-05,5.13342413617213e-28,0.461439739239291,0.416,0.217,1.87888456808036e-23,7.1407120665198e-10,1.02668482723443e-27
"COQ10A",6.30852812195248e-06,0.522485723131166,0.272,0.133,0.230898437791583,5.25991794373938e-28,0.423605262739852,0.323,0.156,1.92518256658805e-23,6.30852812195248e-06,1.05198358874788e-27
"FLACC1",0.000460494493428364,0.268892680811544,0.152,0.069,1,5.26915181840165e-28,0.439048241753486,0.287,0.13,1.92856225705319e-23,0.000460494493428364,1.05383036368033e-27
"KCNK1",5.68980069895561e-07,0.489173941746888,0.248,0.107,0.0208252395382474,5.90848186381503e-28,0.360494912054476,0.264,0.114,2.16256344697494e-23,5.68980069895561e-07,1.18169637276301e-27
"TMSB4X",1.95232996462561e-20,-1.75392456400683,0.36,0.694,7.14572290352621e-16,6.53794185883464e-28,-1.41764366387057,0.318,0.477,2.39295209975207e-23,1.95232996462561e-20,1.30758837176693e-27
"ECHDC2",0.00102922744682799,0.33762698918092,0.48,0.335,1,6.70115194718405e-28,0.521313213742794,0.567,0.337,2.45268862418883e-23,0.00102922744682799,1.34023038943681e-27
"STXBP6",0.0617628145626765,0.74168221637399,0.416,0.337,1,6.83242889261631e-28,0.423229716632238,0.543,0.307,2.5007372989865e-23,0.0617628145626765,1.36648577852326e-27
"MYH6",5.54311965200626e-13,1.09794145105083,0.248,0.074,2.02883722383081e-08,6.94986559035112e-28,0.662035133410038,0.351,0.175,2.54372030472441e-23,5.54311965200626e-13,1.38997311807023e-27
"ANK1",3.03005902290916e-08,0.499498444192776,0.272,0.112,0.00110903190297498,8.44199789290156e-28,0.461054520544033,0.337,0.166,3.0898556487809e-23,3.03005902290916e-08,1.68839957858031e-27
"TDRD3",0.106613080570684,0.401789542914707,0.488,0.403,1,8.76505829222924e-28,0.547100692230437,0.621,0.38,3.20809898553882e-23,0.106613080570684,1.75301165844585e-27
"AC096564.1",5.85250085971549e-06,0.5838476634565,0.264,0.127,0.214207383966447,9.65891436457687e-28,0.563828126734651,0.329,0.159,3.53525924657878e-23,5.85250085971549e-06,1.93178287291537e-27
"HECW2",0.013132214253442,0.350625234033121,0.48,0.345,1,9.76583145127711e-28,0.372707746695925,0.577,0.333,3.57439196948194e-23,0.013132214253442,1.95316629025542e-27
"EBF1",1.26286474927802e-14,-1.89789696470804,0.28,0.551,4.62221126883249e-10,1.07297909908984e-27,-1.91691999907551,0.24,0.408,3.92721080057873e-23,1.26286474927802e-14,2.14595819817969e-27
"LIMCH1",0.0236195885841806,0.388662154089789,0.632,0.538,1,1.19961080494171e-27,0.664656252870439,0.713,0.477,4.39069550716716e-23,0.0236195885841806,2.39922160988342e-27
"TMEM117",1.80641296006114e-07,1.00246299262473,0.52,0.3,0.00661165207511979,1.25277964696035e-27,0.587666909089761,0.586,0.352,4.5852987858396e-23,1.80641296006114e-07,2.50555929392072e-27
"ZNF680",0.0511447922738559,0.338417670262897,0.432,0.328,1,1.30743550179335e-27,0.566278746225908,0.51,0.291,4.78534468011383e-23,0.0511447922738559,2.61487100358669e-27
"NPAS2",1.17503875521965e-07,0.915445394072482,0.44,0.243,0.00430075934797945,1.49853810307538e-27,0.566444963071132,0.515,0.287,5.48479931106619e-23,1.17503875521965e-07,2.99707620615075e-27
"PITPNC1",5.87842098812318e-10,-1.3917196795354,0.216,0.461,2.15156086586296e-05,1.50467582349737e-27,-2.56616280127591,0.219,0.391,5.50726398158272e-23,5.87842098812318e-10,3.00935164699474e-27
"MAP3K20",0.000788350521584491,0.471750057922172,0.528,0.412,1,1.6366364370522e-27,0.640414159754991,0.643,0.409,5.99025302325475e-23,0.000788350521584491,3.2732728741044e-27
"AC108472.1",7.319889864105e-17,1.03870436894585,0.416,0.15,2.67915288916107e-12,1.6907956486264e-27,0.615010352832677,0.334,0.165,6.1884811535375e-23,7.319889864105e-17,3.38159129725281e-27
"TUBE1",1.10045461456754e-07,0.706292924483845,0.408,0.209,0.00402777393477865,1.74028289504628e-27,0.465512443927005,0.45,0.246,6.3696094241589e-23,1.10045461456754e-07,3.48056579009256e-27
"FRMPD4",1.06348023982154e-05,0.504020390802463,0.208,0.091,0.389244402577083,1.89122606957238e-27,0.775090289993373,0.277,0.127,6.92207653724187e-23,1.06348023982154e-05,3.78245213914477e-27
"ARIH2",2.64181418095201e-06,0.920809120728066,0.536,0.361,0.0966930408370247,2.02122355376956e-27,0.581226110186156,0.597,0.368,7.39788032915197e-23,2.64181418095201e-06,4.04244710753914e-27
"NALCN",9.26554935854458e-05,0.515497132966458,0.264,0.136,1,2.02916997067184e-27,0.571973306701108,0.369,0.186,7.42696500965599e-23,9.26554935854458e-05,4.0583399413437e-27
"PTP4A3",2.44946517667508e-05,0.262240804611486,0.368,0.201,0.896528749314847,2.10473660598069e-27,0.45475795242253,0.325,0.159,7.70354645154992e-23,2.44946517667508e-05,4.20947321196139e-27
"ATAD2",2.74890068067984e-05,0.436557602803111,0.304,0.159,1,2.13121866715936e-27,0.56318534715853,0.39,0.205,7.80047344366997e-23,2.74890068067984e-05,4.26243733431872e-27
"HLA-A",5.55546321310763e-06,-1.05279028656479,0.328,0.48,0.203335509062952,2.80621304809958e-27,-1.49438202308896,0.275,0.44,1.02710203773493e-22,5.55546321310763e-06,5.61242609619918e-27
"SLC39A14",0.000645023533452086,0.607307201966668,0.312,0.184,1,2.95377371295385e-27,0.536858200828777,0.437,0.242,1.08111071667824e-22,0.000645023533452086,5.90754742590771e-27
"SYDE2",0.00232694150005048,0.303461521602932,0.184,0.1,1,3.33359157608483e-27,0.505087654160695,0.304,0.146,1.22012785276281e-22,0.00232694150005048,6.66718315216967e-27
"RRAD",1.14705901612297e-09,0.542443378949311,0.344,0.149,4.19835070491166e-05,3.67192825430644e-27,0.57437254063367,0.261,0.117,1.3439624603587e-22,1.14705901612297e-09,7.34385650861291e-27
"COL4A6",0.00709748796687443,0.675944395872187,0.152,0.083,1,3.90137118681679e-27,0.575952052495817,0.257,0.114,1.42794086808681e-22,0.00709748796687443,7.80274237363362e-27
"MRPS25",5.3577710344929e-07,0.65878837319225,0.44,0.243,0.0196099777633475,4.986058828051e-27,0.455618675077789,0.457,0.255,1.82494739165494e-22,5.3577710344929e-07,9.97211765610199e-27
"EIF1B-AS1",0.0559477276642298,0.325185960680368,0.32,0.238,1,6.21343304081167e-27,0.494985746228841,0.428,0.231,2.27417862726748e-22,0.0559477276642298,1.24268660816234e-26
"AC011346.1",0.000831083987355031,0.596294724430227,0.312,0.19,1,7.51217210262088e-27,0.662523804252201,0.41,0.219,2.74953011128027e-22,0.000831083987355031,1.50243442052418e-26
"CHST9",0.00585224718282701,0.303601281667849,0.216,0.132,1,7.99191912974164e-27,0.551935429639484,0.357,0.18,2.92512232067674e-22,0.00585224718282701,1.59838382594833e-26
"BMPR1A",0.211687561319347,0.562293434915106,0.408,0.352,1,1.15339539358688e-26,0.598054384289639,0.593,0.362,4.22154248006733e-22,0.211687561319347,2.30679078717376e-26
"SEMA5A",9.46329192284862e-07,0.516821448911798,0.472,0.271,0.0346365947668182,1.35606640163078e-26,0.395302398698659,0.548,0.315,4.9633386366088e-22,9.46329192284862e-07,2.71213280326155e-26
"TNNT1",5.32196203907736e-08,0.719511417754074,0.248,0.103,0.00194789132592271,1.39743131895292e-26,0.415691839094374,0.297,0.14,5.11473837049959e-22,5.32196203907736e-08,2.79486263790584e-26
"LINC01936",2.8001482028092e-07,0.350222210146343,0.216,0.085,0.010248822437102,1.64282882394083e-26,0.341052892643256,0.237,0.1,6.01291777850584e-22,2.8001482028092e-07,3.28565764788168e-26
"SLC22A5",0.000998029471192095,0.281095883066483,0.224,0.121,1,1.71439701048145e-26,0.416422490338577,0.297,0.141,6.27486449806315e-22,0.000998029471192095,3.4287940209629e-26
"EEF1A2",2.39428258632027e-09,0.462513134385043,0.4,0.184,8.76331369419083e-05,1.71680606669589e-26,0.467372922867743,0.353,0.182,6.28368188471364e-22,2.39428258632027e-09,3.43361213339178e-26
"S100A1",1.82008243889858e-14,0.628240663658389,0.52,0.23,6.66168373461271e-10,1.94160381679084e-26,0.487138255197498,0.37,0.195,7.10646412983615e-22,1.82008243889858e-14,3.88320763358168e-26
"FOCAD",1.74001620161033e-05,0.963763842201635,0.512,0.351,0.636863329951397,2.03036410615063e-26,0.645529337801627,0.579,0.353,7.43133566492193e-22,1.74001620161033e-05,4.06072821230126e-26
"AL009177.1",0.00106809367832846,0.323588207762608,0.168,0.084,1,2.25616361263086e-26,0.463067866696678,0.348,0.175,8.2577844385902e-22,0.00106809367832846,4.51232722526173e-26
"AC106895.2",0.00897125779942756,0.276637211442823,0.12,0.062,1,2.6431512424492e-26,0.360147402905998,0.177,0.064,9.67419786248831e-22,0.00897125779942756,5.28630248489842e-26
"GLDN",5.45115364802977e-06,0.428326377968593,0.208,0.09,0.199517674671538,4.00539124059575e-26,0.392665799767476,0.268,0.123,1.46601324797045e-21,5.45115364802977e-06,8.01078248119153e-26
"TBX20",4.42465629641689e-08,0.833175272031806,0.496,0.283,0.00161946845105155,5.23103319310208e-26,0.462645727609079,0.485,0.267,1.91461045900729e-21,4.42465629641689e-08,1.04620663862041e-25
"FLI1",4.35656198589167e-08,-1.78024774821757,0.176,0.369,0.00159454525245621,5.99158165420541e-26,-1.74113325996296,0.195,0.362,2.19297880125572e-21,4.35656198589167e-08,1.19831633084109e-25
"DCUN1D2",0.000101769325740964,0.512026184930732,0.4,0.246,1,7.5830072628499e-26,0.45585343573258,0.515,0.299,2.77545648827569e-21,0.000101769325740964,1.51660145256998e-25
"AP005329.2",1.50862968488706e-08,0.439321790850586,0.296,0.124,0.000552173550965514,8.12148205038426e-26,0.519757460596899,0.301,0.144,2.97254364526114e-21,1.50862968488706e-08,1.62429641007685e-25
"GRB14",1.0350213728262e-05,0.337510335003928,0.232,0.106,0.378828172668118,8.8123092044071e-26,0.430310796766503,0.301,0.145,3.22539329190504e-21,1.0350213728262e-05,1.76246184088142e-25
"MAOA",6.20105233175276e-05,0.821541719630932,0.36,0.223,1,8.96577299244759e-26,0.623726371784148,0.353,0.181,3.28156257296574e-21,6.20105233175276e-05,1.79315459848952e-25
"ATP1A3",4.16377180486645e-06,0.371294172260091,0.216,0.094,0.152398211829917,9.51411813683543e-26,0.423204601196972,0.28,0.132,3.48226237926314e-21,4.16377180486645e-06,1.90282362736709e-25
"AUTS2",2.74055911705933e-11,-1.28897532784583,0.432,0.695,1.00307204243488e-06,1.08495579186594e-25,-0.914009291466865,0.576,0.699,3.97104669380852e-21,2.74055911705933e-11,2.16991158373188e-25
"CBLB",0.00137151812091803,0.465053095152615,0.704,0.668,1,1.53052131781753e-25,0.727957314119879,0.791,0.62,5.60186107534394e-21,0.00137151812091803,3.06104263563507e-25
"ZNF106",0.0619107078186532,0.470464867713967,0.408,0.335,1,2.30040294614072e-25,0.524013952386077,0.614,0.377,8.41970482316965e-21,0.0619107078186532,4.60080589228145e-25
"LINC02254",2.20251714831953e-05,0.654889818892591,0.232,0.108,0.806143301456433,2.44848289107225e-25,0.445223737218077,0.283,0.134,8.96169222961354e-21,2.20251714831953e-05,4.89696578214451e-25
"CAPS2",0.0509247083598996,0.301812469505115,0.376,0.278,1,2.79467658754332e-25,0.493212634736799,0.449,0.252,1.02287957780673e-20,0.0509247083598996,5.58935317508666e-25
"AOPEP",4.90271173660917e-07,1.05666743240221,0.68,0.576,0.0179444152271632,3.25566833275069e-25,0.58470120673862,0.741,0.521,1.19160716647008e-20,4.90271173660917e-07,6.51133666550139e-25
"HLA-C",8.90377695383743e-09,-1.38070413174986,0.264,0.477,0.000325887140287404,4.79437723954647e-25,-1.57542519963598,0.266,0.416,1.7547900134464e-20,8.90377695383743e-09,9.58875447909296e-25
"KCNJ2",7.68023556832214e-09,0.612285801603576,0.28,0.114,0.000281104302036159,4.80408518884149e-25,0.417617394645519,0.287,0.136,1.75834321996788e-20,7.68023556832214e-09,9.608170377683e-25
