"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"EIF2AK3",9.94215150656252e-153,16.0446063878424,0.081,0.1,2.98264545196876e-149,"DCM-Macrophages","EIF2AK3"
"PKP2",1.64148054223522e-152,1.51945772657685,0.087,0.106,4.92444162670566e-149,"DCM-Macrophages","PKP2"
"IL12RB2",5.88803222312825e-151,8.87793770996183,0.094,0.117,1.76640966693848e-147,"DCM-Macrophages","IL12RB2"
"ZC3H12C",1.03876326442038e-150,14.6757749368608,0.114,0.13,3.11628979326113e-147,"DCM-Macrophages","ZC3H12C"
"ADCY9",2.07689909413764e-150,13.9317473243194,0.104,0.123,6.23069728241293e-147,"DCM-Macrophages","ADCY9"
"CACNA2D3",3.62331703535267e-150,0.491255923099046,0.077,0.107,1.0869951106058e-146,"DCM-Macrophages","CACNA2D3"
"FN1",2.38381209619403e-148,2.13871023873005,0.138,0.125,7.1514362885821e-145,"DCM-Macrophages","FN1"
"MAMDC2",8.0891885806039e-148,16.335640753095,0.37,0.253,2.42675657418117e-144,"DCM-Macrophages","MAMDC2"
"KLF6",2.8226440254981e-147,5.06710742247038,0.36,0.298,8.46793207649431e-144,"DCM-Macrophages","KLF6"
"AIG1",3.35553953439564e-147,3.36276148391316,0.143,0.15,1.00666186031869e-143,"DCM-Macrophages","AIG1"
"FOXO1",3.45589821347635e-147,1.71031820424578,0.288,0.246,1.03676946404291e-143,"DCM-Macrophages","FOXO1"
"MEF2C-AS1",7.98426640867567e-147,0.798301500156875,0.191,0.18,2.3952799226027e-143,"DCM-Macrophages","MEF2C-AS1"
"GBP2",8.8055325051799e-146,10.9039585261597,0.08,0.1,2.64165975155397e-142,"DCM-Macrophages","GBP2"
"P2RX7",6.51204667213277e-145,11.1641082248869,0.189,0.17,1.95361400163983e-141,"DCM-Macrophages","P2RX7"
"TCF7L2",9.25932424027703e-145,10.1776677748621,0.144,0.151,2.77779727208311e-141,"DCM-Macrophages","TCF7L2"
"CD36",5.03213215668306e-143,1.0818258116761,0.262,0.217,1.50963964700492e-139,"DCM-Macrophages","CD36"
"GNA12",6.97726155175791e-143,7.81524302670993,0.176,0.17,2.09317846552737e-139,"DCM-Macrophages","GNA12"
"ATP13A3",1.06004236374732e-142,3.56462128419135,0.222,0.216,3.18012709124194e-139,"DCM-Macrophages","ATP13A3"
"LINC01266",1.97255410371248e-142,6.12674354072619,0.112,0.119,5.91766231113745e-139,"DCM-Macrophages","LINC01266"
"KATNAL2",1.64180776282772e-141,0.398929698979105,0.105,0.119,4.92542328848317e-138,"DCM-Macrophages","KATNAL2"
"PRKCH",4.59952773323624e-141,3.57396192582281,0.105,0.132,1.37985831997087e-137,"DCM-Macrophages","PRKCH"
"BCL2",1.38584482322455e-140,0.801537037652665,0.248,0.227,4.15753446967365e-137,"DCM-Macrophages","BCL2"
"CCDC146",1.46624586149613e-139,2.88688270399729,0.125,0.137,4.3987375844884e-136,"DCM-Macrophages","CCDC146"
"SIK3",4.05371224621672e-139,5.3481275741286,0.456,0.338,1.21611367386502e-135,"DCM-Macrophages","SIK3"
"TESK2",7.01700454398014e-139,8.90045946484964,0.152,0.15,2.10510136319404e-135,"DCM-Macrophages","TESK2"
"PLEKHG5",5.54558319597247e-138,2.91430513128822,0.182,0.168,1.66367495879174e-134,"DCM-Macrophages","PLEKHG5"
"MCL1",1.16208303607668e-137,9.08156031520499,0.335,0.287,3.48624910823005e-134,"DCM-Macrophages","MCL1"
"AKAP6",1.73322647916581e-137,7.7858755219886,0.093,0.112,5.19967943749742e-134,"DCM-Macrophages","AKAP6"
"GDPD1",3.21864929985336e-137,2.24245487761444,0.104,0.115,9.65594789956007e-134,"DCM-Macrophages","GDPD1"
"GADD45B",1.98751557432758e-136,6.20907586286636,0.103,0.112,5.96254672298275e-133,"DCM-Macrophages","GADD45B"
"TTTY14",2.08701221663924e-136,4.85666633831285,0.173,0.163,6.26103664991773e-133,"DCM-Macrophages","TTTY14"
"CD74",3.71687496438739e-135,0.6304299442752,0.383,0.284,1.11506248931622e-131,"DCM-Macrophages","CD74"
"L3MBTL4",2.97101586464442e-134,1.82004421567767,0.228,0.221,8.91304759393326e-131,"DCM-Macrophages","L3MBTL4"
"EIF4E",3.8296686435061e-134,0.588807010985512,0.094,0.134,1.14890059305183e-130,"DCM-Macrophages","EIF4E"
"ICAM1",7.23708376725185e-134,11.9166921402478,0.091,0.122,2.17112513017555e-130,"DCM-Macrophages","ICAM1"
"LINC01482",9.67603729522084e-134,21.8312788304676,0.14,0.137,2.90281118856625e-130,"DCM-Macrophages","LINC01482"
"CTDSPL",3.42048907786176e-133,2.13594222846717,0.152,0.158,1.02614672335853e-129,"DCM-Macrophages","CTDSPL"
"MLLT3",6.37174971616927e-133,5.10550543242159,0.113,0.126,1.91152491485078e-129,"DCM-Macrophages","MLLT3"
"TCF4",9.80538333066509e-133,14.5658825405633,0.447,0.318,2.94161499919953e-129,"DCM-Macrophages","TCF4"
"PHACTR1",1.25728422217447e-132,13.6040517423695,0.33,0.278,3.77185266652342e-129,"DCM-Macrophages","PHACTR1"
"GAS2L3",1.4083569775669e-132,0.899306503104153,0.253,0.226,4.22507093270069e-129,"DCM-Macrophages","GAS2L3"
"CNNM2",1.64463552297285e-132,3.66267798513412,0.1,0.12,4.93390656891855e-129,"DCM-Macrophages","CNNM2"
"JUNB",2.23256951079565e-132,23.8322753197639,0.166,0.169,6.69770853238694e-129,"DCM-Macrophages","JUNB"
"CTSZ",2.63723810538431e-132,1.6942845375606,0.238,0.22,7.91171431615293e-129,"DCM-Macrophages","CTSZ"
"RPL41",3.02555773855347e-131,0.530941169857778,0.061,0.113,9.07667321566041e-128,"DCM-Macrophages","RPL41"
"CDCP1",1.15497793352522e-130,4.47923792397159,0.092,0.126,3.46493380057567e-127,"DCM-Macrophages","CDCP1"
"MTERF1",1.4566522660795e-130,0.283258504760156,0.086,0.119,4.3699567982385e-127,"DCM-Macrophages","MTERF1"
"FGL2",2.40841707023105e-130,6.65389232634319,0.111,0.153,7.22525121069314e-127,"DCM-Macrophages","FGL2"
"RPH3AL",2.61127855243132e-130,1.84236651894106,0.253,0.223,7.83383565729396e-127,"DCM-Macrophages","RPH3AL"
"PELI2",3.11394437579702e-130,2.85498893737228,0.265,0.235,9.34183312739106e-127,"DCM-Macrophages","PELI2"
"PALD1",1.46873879010949e-129,8.87902007637353,0.138,0.16,4.40621637032848e-126,"DCM-Macrophages","PALD1"
"ETS2",5.67265511530046e-129,8.0754701465665,0.321,0.284,1.70179653459014e-125,"DCM-Macrophages","ETS2"
"ACVR2A",7.83727388359329e-129,6.36966796370504,0.212,0.214,2.35118216507799e-125,"DCM-Macrophages","ACVR2A"
"CREB5",3.69807436451921e-128,21.3653187628253,0.325,0.273,1.10942230935576e-124,"DCM-Macrophages","CREB5"
"ATG7",3.00670212358405e-127,2.9517059662762,0.495,0.37,9.02010637075216e-124,"DCM-Macrophages","ATG7"
"CD163L1",6.73870272124244e-127,1.767083763533,0.385,0.258,2.02161081637273e-123,"DCM-Macrophages","CD163L1"
"PLEKHA5",4.02348280944391e-126,4.27508404959907,0.177,0.18,1.20704484283317e-122,"DCM-Macrophages","PLEKHA5"
"PDE7A",1.33397806066662e-124,3.0040307520934,0.21,0.209,4.00193418199985e-121,"DCM-Macrophages","PDE7A"
"AKAP13",3.19081709840389e-124,2.06664849378,0.508,0.383,9.57245129521166e-121,"DCM-Macrophages","AKAP13"
"DGKG",7.27294679393845e-124,2.24639060452304,0.09,0.112,2.18188403818154e-120,"DCM-Macrophages","DGKG"
"SSBP3",2.95324241423923e-123,22.5644331971826,0.152,0.159,8.8597272427177e-120,"DCM-Macrophages","SSBP3"
"SVIL",3.76874718605221e-122,2.93483967958043,0.147,0.159,1.13062415581566e-118,"DCM-Macrophages","SVIL"
"PPARD",4.46814511318618e-122,0.631987253517519,0.294,0.258,1.34044353395585e-118,"DCM-Macrophages","PPARD"
"DTNB",7.20592707971842e-122,2.2119216721252,0.267,0.242,2.16177812391553e-118,"DCM-Macrophages","DTNB"
"SLC39A10",2.17151862882456e-121,5.31254367926557,0.154,0.17,6.51455588647367e-118,"DCM-Macrophages","SLC39A10"
"ADARB1",1.08007364239979e-120,10.149306180558,0.073,0.106,3.24022092719938e-117,"DCM-Macrophages","ADARB1"
"LIN52",1.10364912413723e-120,2.18784084161508,0.084,0.115,3.31094737241169e-117,"DCM-Macrophages","LIN52"
"PSMA1",2.41211585931116e-120,4.78462650146121,0.163,0.19,7.23634757793347e-117,"DCM-Macrophages","PSMA1"
"SLC18B1",2.98840672564991e-120,1.11295525569825,0.212,0.199,8.96522017694973e-117,"DCM-Macrophages","SLC18B1"
"MYO1E",4.31866145623232e-119,0.354678072289101,0.271,0.238,1.2955984368697e-115,"DCM-Macrophages","MYO1E"
"PPM1K",1.12420350963589e-118,4.49035780384544,0.087,0.106,3.37261052890766e-115,"DCM-Macrophages","PPM1K"
"TNFAIP3",1.25647560495579e-118,2.08193024268524,0.078,0.118,3.76942681486737e-115,"DCM-Macrophages","TNFAIP3"
"CD209",5.73157658742113e-118,6.10705785540833,0.13,0.156,1.71947297622634e-114,"DCM-Macrophages","CD209"
"SLC44A1",6.06049798263456e-118,5.30686562155392,0.161,0.173,1.81814939479037e-114,"DCM-Macrophages","SLC44A1"
"SLC45A4",8.57754729861163e-118,12.1340986918689,0.191,0.188,2.57326418958349e-114,"DCM-Macrophages","SLC45A4"
"NCK2",8.62619982592038e-118,3.62817016141888,0.201,0.208,2.58785994777612e-114,"DCM-Macrophages","NCK2"
"LILRB1",4.86143123973588e-117,4.56883487441856,0.096,0.124,1.45842937192076e-113,"DCM-Macrophages","LILRB1"
"RFX3",8.68490269457462e-117,0.47314915186238,0.323,0.295,2.60547080837239e-113,"DCM-Macrophages","RFX3"
"MFHAS1",4.82236484662114e-116,3.03458788441773,0.212,0.209,1.44670945398634e-112,"DCM-Macrophages","MFHAS1"
"LDLRAD3",5.82465226652992e-116,4.96723078865596,0.101,0.14,1.74739567995898e-112,"DCM-Macrophages","LDLRAD3"
"A2M",6.66647356040839e-116,19.1446812047875,0.179,0.193,1.99994206812252e-112,"DCM-Macrophages","A2M"
"ADGRE2",4.98964981768166e-115,13.0685481057157,0.117,0.151,1.4968949453045e-111,"DCM-Macrophages","ADGRE2"
"TNNI3",6.62535216000329e-115,19.5926130932118,0.183,0.195,1.98760564800099e-111,"DCM-Macrophages","TNNI3"
"CHN2",6.83728351564231e-115,3.7002447807221,0.452,0.336,2.05118505469269e-111,"DCM-Macrophages","CHN2"
"PLCL1",2.08554835673115e-113,0.402033204967033,0.218,0.202,6.25664507019345e-110,"DCM-Macrophages","PLCL1"
"MAGI3",2.65572779365585e-113,1.09723582643848,0.093,0.12,7.96718338096754e-110,"DCM-Macrophages","MAGI3"
"FAM110B",5.24558399076677e-113,3.24165565123139,0.089,0.124,1.57367519723003e-109,"DCM-Macrophages","FAM110B"
"IL1RAP",5.8786797593893e-113,6.00735130858808,0.142,0.175,1.76360392781679e-109,"DCM-Macrophages","IL1RAP"
"CTNNA3",1.69102720605473e-112,0.359967260018092,0.103,0.109,5.0730816181642e-109,"DCM-Macrophages","CTNNA3"
"NFKBIZ",1.87117915023197e-112,2.45056356134252,0.188,0.196,5.61353745069591e-109,"DCM-Macrophages","NFKBIZ"
"CDK6",1.24050819609809e-111,2.12681772956673,0.304,0.267,3.72152458829426e-108,"DCM-Macrophages","CDK6"
"C9",5.17084329027107e-111,0.268571920439598,0.105,0.141,1.55125298708132e-107,"DCM-Macrophages","C9"
"IKZF2",4.00725334273429e-109,1.60782306768127,0.115,0.15,1.20217600282029e-105,"DCM-Macrophages","IKZF2"
"STAT1",2.05224367424881e-108,20.2437397623517,0.17,0.186,6.15673102274644e-105,"DCM-Macrophages","STAT1"
"TUBA1A",5.58423012569684e-108,18.9603738508049,0.073,0.126,1.67526903770905e-104,"DCM-Macrophages","TUBA1A"
"MAGI1",8.82750675218434e-108,20.0501317641027,0.087,0.11,2.6482520256553e-104,"DCM-Macrophages","MAGI1"
"MB",9.22529338606554e-108,11.9633735483783,0.302,0.409,2.76758801581966e-104,"DCM-Macrophages","MB"
"MBNL3",1.1477159832038e-107,3.75495036694107,0.093,0.131,3.4431479496114e-104,"DCM-Macrophages","MBNL3"
"CACNB4",5.51367000659781e-107,1.15113076826247,0.076,0.112,1.65410100197934e-103,"DCM-Macrophages","CACNB4"
"SLC22A23",6.86332927571675e-107,2.22809076150839,0.214,0.204,2.05899878271503e-103,"DCM-Macrophages","SLC22A23"
"ALCAM",1.39680180503891e-106,0.461171856429814,0.287,0.257,4.19040541511673e-103,"DCM-Macrophages","ALCAM"
"MGAT1",4.24174744484808e-106,6.36111758130769,0.334,0.297,1.27252423345442e-102,"DCM-Macrophages","MGAT1"
"RAP2C-AS1",8.20375090908171e-106,0.289449644479916,0.071,0.117,2.46112527272451e-102,"DCM-Macrophages","RAP2C-AS1"
"SLC40A1",2.44337487042755e-105,4.22701420693112,0.26,0.232,7.33012461128266e-102,"DCM-Macrophages","SLC40A1"
"NEBL",6.67416945608836e-105,0.573531684674585,0.087,0.115,2.00225083682651e-101,"DCM-Macrophages","NEBL"
"PPCDC",8.37100320723433e-105,1.37490329311796,0.148,0.164,2.5113009621703e-101,"DCM-Macrophages","PPCDC"
"SPECC1",1.88958535902463e-104,8.15836941992608,0.136,0.152,5.66875607707389e-101,"DCM-Macrophages","SPECC1"
"PDE3B",1.00827690085153e-103,0.859994519397668,0.313,0.286,3.02483070255458e-100,"DCM-Macrophages","PDE3B"
"DNMBP",2.96766217998281e-103,4.64879301622121,0.169,0.187,8.90298653994842e-100,"DCM-Macrophages","DNMBP"
"NHS",7.03653711913179e-103,1.6251526373814,0.079,0.116,2.11096113573954e-99,"DCM-Macrophages","NHS"
"INSR",1.36730230710748e-102,0.408147480692034,0.209,0.204,4.10190692132243e-99,"DCM-Macrophages","INSR"
"LY86",1.23200155488152e-101,0.410963871865445,0.138,0.167,3.69600466464457e-98,"DCM-Macrophages","LY86"
"JAML",1.27567440643286e-101,5.42512647179616,0.175,0.181,3.82702321929857e-98,"DCM-Macrophages","JAML"
"DAPP1",1.38696903877024e-101,3.30874961021181,0.094,0.126,4.16090711631073e-98,"DCM-Macrophages","DAPP1"
"HIBADH",9.07988118978977e-101,2.95397731531029,0.189,0.195,2.72396435693693e-97,"DCM-Macrophages","HIBADH"
"GPR155",3.73706413133973e-100,3.01268473363165,0.305,0.279,1.12111923940192e-96,"DCM-Macrophages","GPR155"
"ESYT2",2.97812585530335e-99,3.87098745530676,0.254,0.248,8.93437756591004e-96,"DCM-Macrophages","ESYT2"
"NPAS3",7.51556364284468e-99,14.2325873605223,0.161,0.158,2.2546690928534e-95,"DCM-Macrophages","NPAS3"
"REV3L",1.02767051404731e-98,5.08790888086408,0.364,0.315,3.08301154214194e-95,"DCM-Macrophages","REV3L"
"MCC",2.14071687693685e-98,3.9350905801939,0.132,0.157,6.42215063081056e-95,"DCM-Macrophages","MCC"
"LINC01184",3.51627112916918e-98,2.72632018358494,0.093,0.131,1.05488133875075e-94,"DCM-Macrophages","LINC01184"
"ATP1B1",4.61726243692995e-98,1.02912444593,0.097,0.142,1.38517873107899e-94,"DCM-Macrophages","ATP1B1"
"CCDC125",5.66913337446353e-98,24.7889044082081,0.074,0.114,1.70074001233906e-94,"DCM-Macrophages","CCDC125"
"EPB41L1",6.88239899356228e-97,6.63398057769132,0.237,0.226,2.06471969806869e-93,"DCM-Macrophages","EPB41L1"
"OGFRL1",2.98318793182977e-96,0.304863449567125,0.183,0.205,8.94956379548932e-93,"DCM-Macrophages","OGFRL1"
"PROS1",8.12685247208337e-95,1.87119027451703,0.114,0.15,2.43805574162501e-91,"DCM-Macrophages","PROS1"
"MCU",1.0927641464092e-94,3.69865701388239,0.19,0.209,3.27829243922759e-91,"DCM-Macrophages","MCU"
"SLC22A15",3.17120066784284e-93,0.500090160644143,0.082,0.131,9.51360200352852e-90,"DCM-Macrophages","SLC22A15"
"GFRA2",2.28119630892089e-92,7.93787757699359,0.187,0.196,6.84358892676268e-89,"DCM-Macrophages","GFRA2"
"B3GNT2",4.36226912102312e-92,6.45176933265101,0.13,0.157,1.30868073630694e-88,"DCM-Macrophages","B3GNT2"
"RPS16",6.4830048163375e-92,1.58615170106721,0.107,0.161,1.94490144490125e-88,"DCM-Macrophages","RPS16"
"LYZ",1.64018133325392e-91,1.10010788940323,0.118,0.168,4.92054399976177e-88,"DCM-Macrophages","LYZ"
"GPRIN3",7.98800107679656e-91,6.40049285574146,0.286,0.277,2.39640032303897e-87,"DCM-Macrophages","GPRIN3"
"RPL32",5.55545814594342e-89,1.52288017998623,0.088,0.155,1.66663744378302e-85,"DCM-Macrophages","RPL32"
"RHBDD1",6.65676421123735e-89,0.882967960434331,0.165,0.196,1.99702926337121e-85,"DCM-Macrophages","RHBDD1"
"PLEKHG1",4.89301367672584e-88,0.950055072964687,0.052,0.11,1.46790410301775e-84,"DCM-Macrophages","PLEKHG1"
"ABLIM3",5.49554159267018e-88,7.55124119431632,0.06,0.117,1.64866247780105e-84,"DCM-Macrophages","ABLIM3"
"EFCAB2",5.79939944098574e-88,3.39008063455906,0.135,0.153,1.73981983229572e-84,"DCM-Macrophages","EFCAB2"
"PGM5",1.36240020028016e-87,7.67555432108894,0.087,0.128,4.08720060084049e-84,"DCM-Macrophages","PGM5"
"FTCDNL1",3.51030697332888e-87,0.648385548644167,0.087,0.129,1.05309209199866e-83,"DCM-Macrophages","FTCDNL1"
"RND3",3.59932692730406e-87,2.63389222913557,0.042,0.112,1.07979807819122e-83,"DCM-Macrophages","RND3"
"IL7",3.67473577831655e-87,2.59359894508482,0.099,0.146,1.10242073349497e-83,"DCM-Macrophages","IL7"
"HPGDS",8.6602012798081e-87,10.0250812961118,0.125,0.159,2.59806038394243e-83,"DCM-Macrophages","HPGDS"
"C8orf37-AS1",1.43112876805741e-86,4.38598037975102,0.054,0.111,4.29338630417224e-83,"DCM-Macrophages","C8orf37-AS1"
"CD93",2.6465194068447e-86,1.65493278672967,0.113,0.172,7.93955822053409e-83,"DCM-Macrophages","CD93"
"GAB1",4.20705851439022e-86,1.17955315390151,0.263,0.262,1.26211755431706e-82,"DCM-Macrophages","GAB1"
"SUPT3H",8.460513394243e-86,2.60720700126448,0.225,0.24,2.5381540182729e-82,"DCM-Macrophages","SUPT3H"
"HRH1",1.07526144227772e-85,2.27785730634408,0.321,0.27,3.22578432683316e-82,"DCM-Macrophages","HRH1"
"PID1",1.21123461457786e-85,2.00400756644102,0.376,0.297,3.63370384373358e-82,"DCM-Macrophages","PID1"
"AGPAT4",3.27169526906607e-84,4.57555274370027,0.259,0.262,9.81508580719822e-81,"DCM-Macrophages","AGPAT4"
"ADGRE5",3.30491526121876e-84,9.38405168628331,0.291,0.272,9.91474578365629e-81,"DCM-Macrophages","ADGRE5"
"UBA6-AS1",8.21385017497209e-84,2.58660528642555,0.062,0.125,2.46415505249163e-80,"DCM-Macrophages","UBA6-AS1"
"JDP2",3.99131691521219e-82,5.82988000949763,0.219,0.235,1.19739507456366e-78,"DCM-Macrophages","JDP2"
"EPSTI1",5.41952964321105e-82,5.29339880202308,0.262,0.263,1.62585889296331e-78,"DCM-Macrophages","EPSTI1"
"TAGLN1",6.00654965784922e-82,0.277534578350749,0.075,0.12,1.80196489735476e-78,"DCM-Macrophages","TAGLN"
"PLXNC1",8.81003252785635e-82,5.60603840394804,0.08,0.135,2.64300975835691e-78,"DCM-Macrophages","PLXNC1"
"MT-ND2",9.42529091402071e-82,2.27819891059069,0.23,0.25,2.82758727420621e-78,"DCM-Macrophages","MT-ND2"
"MAN1C1",1.84215862773523e-79,11.1104181464557,0.162,0.184,5.52647588320568e-76,"DCM-Macrophages","MAN1C1"
"CD200R1",1.96948469281366e-79,0.952095387156155,0.175,0.19,5.90845407844097e-76,"DCM-Macrophages","CD200R1"
"IMMP2L",5.96983249603056e-79,5.33682819694837,0.42,0.334,1.79094974880917e-75,"DCM-Macrophages","IMMP2L"
"SRGAP3",1.66361751390624e-78,1.2980025944166,0.192,0.203,4.99085254171873e-75,"DCM-Macrophages","SRGAP3"
"SNCA",2.12931096527516e-78,2.51090240475381,0.255,0.26,6.38793289582549e-75,"DCM-Macrophages","SNCA"
"DDIT4",2.33896763661511e-78,3.96970500582984,0.055,0.115,7.01690290984533e-75,"DCM-Macrophages","DDIT4"
"MAPK8",1.16786971321713e-77,1.24547430133406,0.243,0.26,3.5036091396514e-74,"DCM-Macrophages","MAPK8"
"TENM4",1.82610344704489e-77,4.9782540896018,0.086,0.126,5.47831034113466e-74,"DCM-Macrophages","TENM4"
"CLIP4",5.19184287421195e-77,1.66704679690427,0.191,0.206,1.55755286226358e-73,"DCM-Macrophages","CLIP4"
"POU2F2",7.59392824057624e-77,4.30888913988288,0.201,0.22,2.27817847217287e-73,"DCM-Macrophages","POU2F2"
"AKT3",2.14144933320192e-76,6.02118530032489,0.37,0.322,6.42434799960577e-73,"DCM-Macrophages","AKT3"
"STX4",4.08594270796455e-76,12.1095278341937,0.125,0.152,1.22578281238936e-72,"DCM-Macrophages","STX4"
"ARHGEF3",6.44814107669575e-76,1.76959460867891,0.109,0.149,1.93444232300873e-72,"DCM-Macrophages","ARHGEF3"
"ST3GAL6",7.09982573692681e-76,1.03113626560808,0.239,0.241,2.12994772107804e-72,"DCM-Macrophages","ST3GAL6"
"ZC3HAV1",1.35559066714258e-75,14.2269793576569,0.235,0.252,4.06677200142773e-72,"DCM-Macrophages","ZC3HAV1"
"CMSS1",5.91286680008793e-75,5.61336408793712,0.172,0.208,1.77386004002638e-71,"DCM-Macrophages","CMSS1"
"NRIP1",1.88690948073313e-74,3.52641708506266,0.19,0.227,5.66072844219938e-71,"DCM-Macrophages","NRIP1"
"CRADD",4.55023778691757e-74,0.446725012011782,0.155,0.187,1.36507133607527e-70,"DCM-Macrophages","CRADD"
"LIMK2",1.01378209583519e-73,11.926772156348,0.075,0.143,3.04134628750558e-70,"DCM-Macrophages","LIMK2"
"TMEM144",1.48245600306625e-73,1.99846043064585,0.154,0.182,4.44736800919876e-70,"DCM-Macrophages","TMEM144"
"ITGA4",1.78425918490834e-72,5.93411729832539,0.137,0.184,5.35277755472503e-69,"DCM-Macrophages","ITGA4"
"NUBPL",4.48861633367304e-72,4.58797798781843,0.213,0.225,1.34658490010191e-68,"DCM-Macrophages","NUBPL"
"RAPGEF1",1.68855970461018e-71,0.649615481667565,0.446,0.354,5.06567911383054e-68,"DCM-Macrophages","RAPGEF1"
"SYT1",9.70861099372988e-71,1.37752880215759,0.128,0.164,2.91258329811896e-67,"DCM-Macrophages","SYT1"
"PTPN1",1.082964877751e-70,9.73675347294988,0.241,0.259,3.24889463325299e-67,"DCM-Macrophages","PTPN1"
"LHFPL2",2.01178732106837e-70,0.846386405373702,0.236,0.24,6.0353619632051e-67,"DCM-Macrophages","LHFPL2"
"FKBP5",3.39188298117645e-70,7.37712171361748,0.304,0.394,1.01756489435293e-66,"DCM-Macrophages","FKBP5"
"SYNE1",1.49949219965681e-68,1.65348181203375,0.307,0.288,4.49847659897043e-65,"DCM-Macrophages","SYNE1"
"FCHSD2",5.77566938252946e-68,21.8049942572078,0.451,0.365,1.73270081475884e-64,"DCM-Macrophages","FCHSD2"
"PAG1",7.00038269749684e-68,9.61348365775905,0.339,0.315,2.10011480924905e-64,"DCM-Macrophages","PAG1"
"NDUFAF2",7.6406317224342e-68,8.67489036970794,0.116,0.177,2.29218951673026e-64,"DCM-Macrophages","NDUFAF2"
"NFKB1",1.64463927154156e-67,6.53275624502053,0.215,0.246,4.93391781462469e-64,"DCM-Macrophages","NFKB1"
"FTH1",1.81215299706981e-67,3.87828725741564,0.429,0.346,5.43645899120943e-64,"DCM-Macrophages","FTH1"
"TSHZ3",2.23461458807657e-67,0.570136970008049,0.213,0.239,6.7038437642297e-64,"DCM-Macrophages","TSHZ3"
"CPVL",5.53850984913238e-67,3.79385525702619,0.397,0.337,1.66155295473971e-63,"DCM-Macrophages","CPVL"
"ACSL4",1.5393304698469e-62,0.697046704118964,0.195,0.231,4.61799140954069e-59,"DCM-Macrophages","ACSL4"
"HERPUD1",5.83726017857761e-62,7.83393482856263,0.291,0.298,1.75117805357328e-58,"DCM-Macrophages","HERPUD1"
"HLCS",7.69505752465772e-62,0.851641442255436,0.145,0.192,2.30851725739731e-58,"DCM-Macrophages","HLCS"
"MYO1D",8.01947849668405e-62,9.15507768187901,0.191,0.219,2.40584354900521e-58,"DCM-Macrophages","MYO1D"
"TMEM161B-AS1",1.145276051584e-59,0.47944352362208,0.145,0.195,3.43582815475201e-56,"DCM-Macrophages","TMEM161B-AS1"
"SOD2",4.37450818463092e-59,7.11318286030245,0.183,0.228,1.31235245538928e-55,"DCM-Macrophages","SOD2"
"PDE4B",5.15232061255623e-59,6.12613759515791,0.382,0.326,1.54569618376687e-55,"DCM-Macrophages","PDE4B"
"MT-ND1",3.51251215091828e-58,0.774317984092413,0.327,0.316,1.05375364527548e-54,"DCM-Macrophages","MT-ND1"
"DOCK4",1.6640153164437e-57,9.1107503027865,0.413,0.336,4.99204594933111e-54,"DCM-Macrophages","DOCK4"
"CLYBL",1.74323668120118e-57,4.16126213599639,0.122,0.173,5.22971004360353e-54,"DCM-Macrophages","CLYBL"
"NT5DC1",1.1778341438904e-56,0.682295406758127,0.189,0.216,3.53350243167121e-53,"DCM-Macrophages","NT5DC1"
"FOXO3",6.82168376313365e-56,7.01620376485211,0.407,0.33,2.0465051289401e-52,"DCM-Macrophages","FOXO3"
"TAF3",6.90429661815728e-55,0.747898046163866,0.22,0.251,2.07128898544719e-51,"DCM-Macrophages","TAF3"
"OOEP",8.0761278481818e-55,2.42296582007186,0.065,0.116,2.42283835445454e-51,"DCM-Macrophages","OOEP"
"MSRA",1.04572125286568e-54,1.21031017848621,0.248,0.269,3.13716375859704e-51,"DCM-Macrophages","MSRA"
"TBC1D4",1.27795129758107e-54,1.2356818511585,0.256,0.256,3.8338538927432e-51,"DCM-Macrophages","TBC1D4"
"SH3BP5",4.26719726920861e-54,1.94767393137831,0.288,0.294,1.28015918076258e-50,"DCM-Macrophages","SH3BP5"
"FRMD4A",6.71486021455813e-54,3.66207810454369,0.438,0.353,2.01445806436744e-50,"DCM-Macrophages","FRMD4A"
"SPATS2L",8.02177528788677e-54,25.6242405732595,0.325,0.311,2.40653258636603e-50,"DCM-Macrophages","SPATS2L"
"RPL11",1.6068678110009e-53,1.68395896035868,0.102,0.184,4.82060343300271e-50,"DCM-Macrophages","RPL11"
"TNFRSF21",6.06441528884723e-53,1.31480401355463,0.169,0.209,1.81932458665417e-49,"DCM-Macrophages","TNFRSF21"
"IFI44",6.88139079205482e-51,2.93275779594573,0.25,0.265,2.06441723761645e-47,"DCM-Macrophages","IFI44"
"MGLL",1.04435639140916e-50,10.7666035566985,0.143,0.186,3.13306917422747e-47,"DCM-Macrophages","MGLL"
"HLA-B",1.48886275374899e-50,2.60326509022862,0.328,0.323,4.46658826124698e-47,"DCM-Macrophages","HLA-B"
"RPS6KA3",1.70600242502308e-50,3.38184717010708,0.356,0.333,5.11800727506925e-47,"DCM-Macrophages","RPS6KA3"
"ZDHHC14",2.03377055123999e-50,12.3424955601398,0.244,0.264,6.10131165371998e-47,"DCM-Macrophages","ZDHHC14"
"TPM4",1.66768420388765e-48,6.44798520821444,0.157,0.209,5.00305261166295e-45,"DCM-Macrophages","TPM4"
"DUSP6",2.36596102965552e-47,5.9130837803324,0.166,0.219,7.09788308896655e-44,"DCM-Macrophages","DUSP6"
"FTX",4.40426726235558e-47,0.66816906359328,0.465,0.394,1.32128017870667e-43,"DCM-Macrophages","FTX"
