"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"SNHG14",1.11534229131013e-31,0.946976687027908,0.881,0.57,4.0822643204242e-27,1.4925861644194e-18,0.922835118586435,0.918,0.522,5.46301462039146e-14,1.4925861644194e-18,2.23068458262025e-31
"MGST3",1.32952062079235e-31,0.588631002884402,0.857,0.445,4.86617842416208e-27,1.98379778398047e-19,0.806446912491994,0.837,0.405,7.26089826914691e-15,1.98379778398047e-19,2.6590412415847e-31
"ETFDH",1.42175575206309e-31,0.733590837111644,0.681,0.287,5.2037682281261e-27,4.30511539165994e-19,0.871707898859834,0.735,0.315,1.57571528450145e-14,4.30511539165994e-19,2.84351150412619e-31
"TMEFF2",1.44172876241783e-31,0.635622437143279,0.405,0.118,5.27687144332549e-27,1.34284213081045e-08,0.381710284122619,0.388,0.163,0.000491493648297934,1.34284213081045e-08,2.88345752483566e-31
"ATAD2",1.83246599997392e-31,0.524668623545302,0.452,0.147,6.70700880650455e-27,6.53792508385801e-19,0.573518028706347,0.582,0.21,2.39294595994287e-14,6.53792508385801e-19,3.66493199994783e-31
"IGSF9B",2.12644605625289e-31,0.44739980768574,0.443,0.136,7.78300521049121e-27,2.25762616954439e-11,0.396923817731513,0.48,0.206,8.26313754314942e-07,2.25762616954439e-11,4.2528921125058e-31
"RARB",2.46448947482222e-31,0.59673958038622,0.633,0.245,9.02027792679682e-27,1.14247035526047e-17,0.572965956882029,0.653,0.253,4.18155574728885e-13,1.14247035526047e-17,4.92897894964447e-31
"AC015845.2",3.52572386855143e-31,0.309436875711441,0.29,0.067,1.29045019312851e-26,0.00273603441504057,0.283066322820615,0.133,0.061,1,0.00273603441504057,7.05144773710292e-31
"AC053545.1",4.32116369680076e-31,0.325747611278574,0.3,0.072,1.58158912466605e-26,4.80878041820323e-09,0.261882978238245,0.367,0.149,0.000176006172086656,4.80878041820323e-09,8.64232739360157e-31
"AL645568.1",5.19424375997766e-31,0.431505659841278,0.552,0.193,1.90114515858942e-26,1.56683097790711e-09,0.375840886072211,0.48,0.212,5.73475806223781e-05,1.56683097790711e-09,1.03884875199553e-30
"NDUFB10",5.74116214629603e-31,0.613504984252403,0.695,0.294,2.10132275716581e-26,5.3928990537396e-28,0.965179680049499,0.694,0.24,1.97385498265923e-23,5.3928990537396e-28,1.14823242925921e-30
"MAML2",6.10970213621931e-31,-2.55575923082293,0.214,0.566,2.23621207887763e-26,9.85135464169098e-09,-2.17917647911796,0.173,0.422,0.000360569431240532,9.85135464169098e-09,1.22194042724386e-30
"PTDSS1",6.59266230184852e-31,0.480539365721237,0.5,0.171,2.41298032909958e-26,4.27566552061988e-11,0.283731767442638,0.52,0.221,1.56493633720208e-06,4.27566552061988e-11,1.3185324603697e-30
"MT-ND2",8.79371327750239e-27,0.744210416846188,0.99,0.828,3.21858699669865e-22,7.57755232604843e-31,1.2631618370384,0.98,0.616,2.77345992685698e-26,8.79371327750239e-27,1.51551046520968e-30
"FITM2",9.79173721351463e-31,0.356269798456179,0.41,0.121,3.58387373751849e-26,1.15472786438939e-12,0.398050176162667,0.449,0.175,4.22641945645161e-08,1.15472786438939e-12,1.95834744270293e-30
"EIF1AY",1.0452665591027e-30,0.469449131101418,0.529,0.188,3.82578013297181e-26,7.63374552236483e-07,0.279646399224679,0.163,0.052,0.0279402719864075,7.63374552236483e-07,2.09053311820542e-30
"MLYCD",1.08008120246648e-30,0.529983470998282,0.595,0.223,3.95320520914756e-26,1.47851762925853e-16,0.559142090200909,0.582,0.231,5.41152237484913e-12,1.47851762925853e-16,2.16016240493297e-30
"TNFRSF19",1.23079141982688e-30,0.544984108448195,0.619,0.23,4.50481967570837e-26,2.76643026944703e-11,0.541695483740696,0.459,0.19,1.01254114292031e-06,2.76643026944703e-11,2.46158283965378e-30
"PPTC7",1.24741234473499e-30,0.566975724765233,0.529,0.187,4.56565392296453e-26,1.00897910575171e-10,0.29856246356216,0.571,0.256,3.69296442496183e-06,1.00897910575171e-10,2.49482468946997e-30
"TFB1M",1.32269381093016e-30,0.496994223751175,0.514,0.176,4.84119161738547e-26,2.58666872303916e-11,0.412225983607832,0.469,0.194,9.46746619319564e-07,2.58666872303916e-11,2.64538762186031e-30
"COX6C",1.46990732876819e-30,0.635130210864265,0.871,0.487,5.38000781402445e-26,1.36790796695641e-22,0.921935981219867,0.765,0.342,5.00667994985716e-18,1.36790796695641e-22,2.93981465753636e-30
"ST7",1.50861154096894e-30,0.514119170841727,0.5,0.171,5.52166910110044e-26,8.67402296648743e-11,0.328702155610979,0.5,0.216,3.17477914596406e-06,8.67402296648743e-11,3.01722308193789e-30
"MTFR1",1.5368331206548e-30,0.6918357515373,0.69,0.294,5.62496290490862e-26,3.08602804888858e-13,0.395751301812579,0.694,0.298,1.12951712617371e-08,3.08602804888858e-13,3.07366624130962e-30
"DPP4",1.73900311304879e-30,0.528608800985639,0.39,0.115,6.36492529406986e-26,1.33877587974426e-08,0.339390924536211,0.306,0.119,0.000490005359745196,1.33877587974426e-08,3.47800622609757e-30
"ADRB1",1.97709714352804e-30,0.354390863725764,0.362,0.102,7.23637325502696e-26,1.65124812182858e-13,0.372469157474471,0.378,0.129,6.04373325070479e-09,1.65124812182858e-13,3.95419428705608e-30
"VIM",2.01846933670136e-30,-2.38344320390424,0.21,0.558,7.38779961926065e-26,1.78967437612924e-05,-1.58769070593393,0.214,0.376,0.655038718407064,1.78967437612924e-05,4.03693867340274e-30
"SFRP1",2.34850744444624e-30,0.410751822435305,0.295,0.07,8.59577209741768e-26,1.27279026042412e-09,0.401967641909724,0.255,0.086,4.65853963217833e-05,1.27279026042412e-09,4.69701488889248e-30
"MFN2",2.82911922633642e-30,0.429163975417183,0.443,0.142,1.03548592803139e-25,4.36583280941564e-08,0.32441409628074,0.439,0.208,0.00159793846657422,4.36583280941564e-08,5.65823845267283e-30
"C5orf46",3.22620853531477e-30,0.27796055596646,0.233,0.046,1.18082458601056e-25,2.12208191082726e-06,0.315368029123456,0.184,0.065,0.0776703200181884,2.12208191082726e-06,6.45241707062957e-30
"ATP5PF",3.58269077713897e-30,0.626434764118997,0.833,0.449,1.31130065134063e-25,1.21435088746975e-26,0.975062326399112,0.827,0.353,4.44464568322802e-22,1.21435088746975e-26,7.16538155427793e-30
"PLCG2",4.16029731663369e-30,0.788928967856578,0.99,0.971,1.5227104208611e-25,0.932156498793917,0.314817184370055,0.959,0.932,1,0.932156498793917,8.32059463326741e-30
"NAV2-AS2",4.56901467126517e-30,0.259962933328996,0.257,0.056,1.67230505982977e-25,2.78312986801066e-11,0.257789927608678,0.296,0.098,1.01865336299058e-06,2.78312986801066e-11,9.13802934253038e-30
"HLA-B",4.587149069115e-30,-2.21362588482171,0.133,0.513,1.67894243078678e-25,7.06712261413454e-08,-2.10811818580082,0.235,0.438,0.00258663754799938,7.06712261413454e-08,9.17429813822999e-30
"COX6B1",4.78520127586536e-30,0.431173859069207,0.781,0.365,1.75143151897948e-25,4.45394228666745e-19,0.545953204384441,0.704,0.293,1.63018741634315e-14,4.45394228666745e-19,9.57040255173072e-30
"PYGB",5.42716157494001e-30,0.503994673931814,0.467,0.158,1.98639540804379e-25,7.2829334949177e-09,0.309087790261895,0.48,0.22,0.000266562648847483,7.2829334949177e-09,1.085432314988e-29
"LINC02137",6.42158536193592e-30,0.368191253126073,0.233,0.047,2.35036445832216e-25,2.22007961137724e-12,0.555414918352159,0.276,0.082,8.12571338560185e-08,2.22007961137724e-12,1.28431707238718e-29
"ACADVL",7.06863374653477e-30,0.372514204200055,0.533,0.191,2.58719063756919e-25,2.43797173551571e-18,0.552556108734098,0.643,0.26,8.92322034916106e-14,2.43797173551571e-18,1.41372674930696e-29
"FIGN",7.41706494424375e-30,0.391291546222795,0.733,0.299,2.71471994024266e-25,1.76686233562584e-11,0.317792968708787,0.714,0.328,6.46689283462413e-07,1.76686233562584e-11,1.48341298884875e-29
"SLMAP",7.96394622206535e-30,0.736197476550952,0.829,0.407,2.91488395673814e-25,3.16376835052588e-11,0.771294075368499,0.806,0.444,1.15797085397598e-06,3.16376835052588e-11,1.59278924441306e-29
"CPED1",8.39643531796318e-30,0.752927486683385,0.771,0.37,3.0731792907277e-25,3.02765562717686e-14,0.734420971100613,0.816,0.405,1.108152236103e-09,3.02765562717686e-14,1.67928706359263e-29
"LIN9",8.45848136539558e-30,0.477919801468712,0.367,0.108,3.09588876454844e-25,2.35040016822047e-17,0.852653721780282,0.49,0.178,8.60269965570374e-13,2.35040016822047e-17,1.69169627307911e-29
"AL592430.1",1.06141578412186e-29,0.375919541218942,0.262,0.06,3.88488791146443e-25,1.12106910470378e-05,0.315767763925675,0.194,0.077,0.41032250301263,1.12106910470378e-05,2.12283156824374e-29
"KCNJ2",1.16266666494378e-29,0.383731878283,0.367,0.105,4.25547626036073e-25,6.67449612931348e-16,0.380164488323815,0.429,0.141,2.44293232829003e-11,6.67449612931348e-16,2.32533332988757e-29
"HDAC9",1.36618032282741e-29,0.556421701236905,0.795,0.349,5.0003565995806e-25,5.98784983050666e-09,0.367221143621263,0.776,0.407,0.000219161291646374,5.98784983050666e-09,2.73236064565483e-29
"AC008957.2",1.46334622754377e-29,0.487710821110512,0.419,0.132,5.35599352743295e-25,2.85945884706268e-06,0.284178306548557,0.286,0.129,0.104659053261341,2.85945884706268e-06,2.92669245508754e-29
"FGF9",1.52196885297255e-29,0.417000915858121,0.29,0.073,5.57055819876484e-25,7.29731487756029e-09,0.270243776447714,0.306,0.118,0.000267089021833584,7.29731487756029e-09,3.04393770594509e-29
"COL23A1",1.57306023814024e-29,0.354741097375141,0.357,0.101,5.75755777761708e-25,2.49481530386647e-08,0.350096328519504,0.418,0.189,0.000913127349368167,2.49481530386647e-08,3.14612047628049e-29
"MCRIP2",1.6816142938211e-29,0.305130134822039,0.3,0.075,6.15487647681462e-25,5.04315268164848e-08,0.301790399831651,0.245,0.088,0.00184584431301016,5.04315268164848e-08,3.36322858764221e-29
"MAPKAPK2",1.98301947625566e-29,0.606212169827237,0.6,0.239,7.25804958504334e-25,3.94813200392591e-08,0.37571038687574,0.582,0.309,0.00144505579475692,3.94813200392591e-08,3.96603895251131e-29
"NDUFB4",2.00435934214898e-29,0.525159214732405,0.786,0.381,7.33615562819947e-25,6.18692613398747e-21,0.553543546875003,0.663,0.255,2.26447683430075e-16,6.18692613398747e-21,4.00871868429796e-29
"PRKN",2.29282833662059e-29,0.886816863386082,0.867,0.558,8.39198099486504e-25,3.50847735588647e-15,0.901313649218451,0.898,0.539,1.28413779702801e-10,3.50847735588647e-15,4.58565667324122e-29
"NDUFB2",2.33449453148007e-29,0.646566970033583,0.705,0.328,8.54448343467021e-25,2.92773062460851e-15,0.493166182666188,0.633,0.271,1.07157868591296e-10,2.92773062460851e-15,4.66898906296012e-29
"SLC25A12",2.43340056029342e-29,0.745048152503095,0.719,0.322,8.90648939072993e-25,8.14517400455805e-21,0.8725402188241,0.745,0.308,2.98121513740829e-16,8.14517400455805e-21,4.86680112058682e-29
"CISD1",2.88565154567202e-29,0.336491327822101,0.49,0.168,1.05617732223142e-24,1.4092116261757e-16,0.502176789487305,0.541,0.201,5.1578554729657e-12,1.4092116261757e-16,5.77130309134403e-29
"MGP",3.2368507270059e-29,-3.29579127933461,0.167,0.524,1.18471973459143e-24,0.000591596235583366,-2.87855426136097,0.224,0.336,1,0.000591596235583366,6.47370145401179e-29
"PTP4A3",3.40096225957956e-29,0.397626778028453,0.524,0.188,1.24478619662872e-24,6.5887391066359e-18,0.389350000209125,0.49,0.164,2.4115444004198e-13,6.5887391066359e-18,6.80192451915914e-29
"NT5DC1",3.45011618712726e-29,0.603704431237253,0.671,0.281,1.26277702565045e-24,1.18075334949959e-11,0.433093960180998,0.643,0.289,4.32167533450346e-07,1.18075334949959e-11,6.90023237425449e-29
"ST3GAL6",4.15845140466924e-29,0.672100867255127,0.714,0.319,1.52203479862299e-24,3.40648913319735e-19,0.869561189823806,0.704,0.289,1.24680908764156e-14,3.40648913319735e-19,8.31690280933853e-29
"GSN",4.75399369101419e-29,-2.43381620046948,0.49,0.7,1.7400092308481e-24,0.000210647147254594,-2.44072560364159,0.51,0.55,1,0.000210647147254594,9.50798738202838e-29
"NDUFA5",5.41597783252236e-29,0.467223227960804,0.652,0.276,1.98230204648151e-24,3.34991107690542e-13,0.462250603110571,0.571,0.248,1.22610095325815e-08,3.34991107690542e-13,1.08319556650447e-28
"PAM",6.97907928752131e-29,0.861070290978049,0.89,0.557,2.55441281002568e-24,3.3710924387523e-09,0.502844540043908,0.888,0.596,0.000123385354350773,3.3710924387523e-09,1.39581585750426e-28
"COL19A1",7.04847558607208e-29,0.373224098095251,0.286,0.069,2.57981254925824e-24,4.31920568096349e-11,0.32055914090017,0.306,0.103,1.58087247128945e-06,4.31920568096349e-11,1.40969511721441e-28
"TMEM117",8.31891606011855e-29,0.628517120658642,0.676,0.286,3.04480646716399e-24,2.22778968458542e-08,0.408693175758753,0.694,0.36,0.000815393302455111,2.22778968458542e-08,1.66378321202372e-28
"KIF26B",1.32847238860704e-28,0.362792320448388,0.267,0.061,4.86234178954061e-24,1.61017906111222e-05,0.263389015927084,0.224,0.097,0.589341638157685,1.61017906111222e-05,2.65694477721407e-28
"COX8A",1.3546613397094e-28,0.521787009075205,0.795,0.392,4.95819596947038e-24,1.22330561101691e-17,0.602462948525159,0.643,0.261,4.477420866883e-13,1.22330561101691e-17,2.7093226794188e-28
"HLA-E",1.46067479564832e-28,-1.80002539685367,0.081,0.468,5.34621581955243e-24,7.86248375164726e-06,-1.50264273574043,0.143,0.32,0.287774767794041,7.86248375164726e-06,2.92134959129664e-28
"DKK3",1.48639513780436e-28,0.372459520216659,0.633,0.253,5.44035484387773e-24,1.29615573803449e-13,0.4071679533436,0.571,0.24,4.74405961678002e-09,1.29615573803449e-13,2.97279027560872e-28
"PFKP",1.60122834353417e-28,0.353579220803237,0.367,0.105,5.86065586016942e-24,5.19620855912899e-08,0.253765641800717,0.378,0.168,0.0019018642947268,5.19620855912899e-08,3.20245668706833e-28
"NDRG3",1.81397171162625e-28,0.42556011243726,0.471,0.159,6.63931786172325e-24,2.99602373785519e-17,0.740207892164794,0.561,0.204,1.09657464829238e-12,2.99602373785519e-17,3.62794342325251e-28
"SYNM",1.88916921464904e-28,0.407782008214006,0.395,0.122,6.91454824253694e-24,8.44167561533242e-12,0.368044836229151,0.408,0.159,3.08973769196782e-07,8.44167561533242e-12,3.77833842929807e-28
"TMSB10",2.0487851904478e-28,-2.38242095304494,0.348,0.627,7.49875867555799e-24,1.37099398655962e-06,-1.88152095596085,0.276,0.443,0.0501797509020685,1.37099398655962e-06,4.0975703808956e-28
"ETFB",2.32483839589796e-28,0.339972916261558,0.548,0.204,8.50914101282611e-24,3.40906315585329e-21,0.663040365858713,0.582,0.208,1.24775120567386e-16,3.40906315585329e-21,4.64967679179591e-28
"EPAS1",2.44010825029631e-28,-2.45254802489959,0.181,0.529,8.93104020690952e-24,3.57375540095545e-05,-1.97990885873422,0.357,0.465,1,3.57375540095545e-05,4.88021650059262e-28
"AL121757.2",2.50311160453901e-28,0.298863849228553,0.243,0.052,9.16163878377322e-24,6.60197076093272e-09,0.480208915051209,0.255,0.089,0.000241638731820898,6.60197076093272e-09,5.00622320907801e-28
"TCEA3",2.85885853272413e-28,0.443664621814838,0.267,0.063,1.04637081156236e-23,3.2405162552989e-10,0.318531774417525,0.337,0.126,1.18606135460195e-05,3.2405162552989e-10,5.71771706544826e-28
"ATP2C1",3.47180079451325e-28,0.819396927609132,0.776,0.396,1.2707138087998e-23,2.57351168388474e-10,0.509662453347556,0.745,0.397,9.41931011418655e-06,2.57351168388474e-10,6.94360158902652e-28
"DNAH11",3.59938557657652e-28,0.350784648146127,0.352,0.102,1.31741111488277e-23,1.42653220194249e-09,0.435510830324478,0.337,0.13,5.22125051232972e-05,1.42653220194249e-09,7.19877115315305e-28
"SYNJ2",4.17926126860921e-28,0.467608195557875,0.357,0.105,1.52965141692366e-23,4.00094755692023e-08,0.303819633905283,0.439,0.202,0.00146438681530837,4.00094755692023e-08,8.35852253721841e-28
"AC002451.1",4.21713959421008e-28,0.560690992750797,0.581,0.225,1.54351526287683e-23,2.1576854046362e-08,0.481828425504773,0.418,0.186,0.000789734434950897,2.1576854046362e-08,8.43427918842017e-28
"TMEM245",4.28712101926603e-28,0.702816191350954,0.757,0.375,1.56912916426156e-23,5.29307611286665e-07,0.309031718368304,0.643,0.356,0.0193731878807032,5.29307611286665e-07,8.57424203853205e-28
"ECHDC2",4.75548016274343e-28,0.583814209180237,0.719,0.318,1.74055329436572e-23,1.72255152435554e-16,0.786804705812852,0.765,0.344,6.30471083429372e-12,1.72255152435554e-16,9.5109603254869e-28
"SEMA4B",5.96153846027548e-28,0.369623957012889,0.457,0.157,2.18198269184543e-23,9.34732108241003e-16,0.420291453288965,0.469,0.162,3.42121298937289e-11,9.34732108241003e-16,1.1923076920551e-27
"AC096564.1",6.0773133016642e-28,0.453159803167432,0.381,0.117,2.22435744154211e-23,6.80172944328241e-11,0.275537403839041,0.418,0.165,2.48950099353579e-06,6.80172944328241e-11,1.21546266033284e-27
"GAPDH",2.34751367591667e-26,0.437586101595854,0.867,0.519,8.59213480522261e-22,6.3231304002542e-28,1.19380707851188,0.918,0.481,2.31432895779704e-23,2.34751367591667e-26,1.26462608005084e-27
"PTMA",6.58572910525821e-28,-1.76826348298676,0.2,0.536,2.41044270981556e-23,1.83078631565081e-05,-1.4520948173621,0.306,0.446,0.670086099391354,1.83078631565081e-05,1.31714582105165e-27
"ATP5PD",7.38310493601238e-28,0.453171313092845,0.662,0.282,2.70229023762989e-23,1.39442786729996e-21,0.62193557801153,0.612,0.221,5.10374543710459e-17,1.39442786729996e-21,1.47662098720248e-27
"ACSS1",8.16432010890121e-28,0.360866839447993,0.51,0.181,2.98822280305893e-23,8.75022306457968e-11,0.277978256217047,0.459,0.188,3.20266914386681e-06,8.75022306457968e-11,1.63286402178024e-27
"MPC2",9.13796211937167e-28,0.305287742077392,0.5,0.177,3.34458551531123e-23,1.51196944186764e-14,0.528483340398263,0.459,0.167,5.53395935417974e-10,1.51196944186764e-14,1.82759242387433e-27
"ZNF827",9.62520843713438e-28,0.461089214347974,0.571,0.215,3.52292254007555e-23,1.66148623661144e-13,0.622593925480913,0.592,0.25,6.08120577462154e-09,1.66148623661144e-13,1.92504168742689e-27
"SLC44A5",9.75618134594448e-28,0.484323287372211,0.219,0.044,3.57085993442914e-23,2.04130835488488e-06,0.627005260641516,0.173,0.06,0.0747139270971414,2.04130835488488e-06,1.9512362691889e-27
"NDUFS7",1.02647352714725e-27,0.296748898274513,0.552,0.21,3.75699575671166e-23,6.42190605776333e-14,0.262442940327118,0.52,0.203,2.35048183620196e-09,6.42190605776333e-14,2.05294705429451e-27
"TMEM131L",1.17324752919088e-27,0.506760714747791,0.581,0.236,4.29420328159156e-23,3.26418170478553e-09,0.304874071565147,0.592,0.283,0.000119472314576855,3.26418170478553e-09,2.34649505838177e-27
"AC021134.1",1.19114305718533e-27,0.626557584793875,0.262,0.062,4.35970270360402e-23,2.08268209496614e-20,0.967960698891255,0.469,0.145,7.62282473578556e-16,2.08268209496614e-20,2.38228611437066e-27
"ATP5F1B",1.24227994640791e-27,0.395861214066322,0.733,0.34,4.5468688318476e-23,8.52804363690519e-18,0.640048225721853,0.694,0.312,3.12134925154367e-13,8.52804363690519e-18,2.48455989281583e-27
"GAREM1",1.34245231974993e-27,0.497055906456562,0.619,0.244,4.91350973551671e-23,4.2855728879123e-10,0.616765054956121,0.633,0.309,1.56856253270478e-05,4.2855728879123e-10,2.68490463949986e-27
"SLC27A1",1.41938283636729e-27,0.450311567837885,0.457,0.159,5.19508311938792e-23,2.30822854864734e-13,0.474507531130738,0.48,0.192,8.44834731090412e-09,2.30822854864734e-13,2.83876567273458e-27
"AFG3L2",1.58479526127103e-27,0.544562301081818,0.61,0.255,5.80050913577811e-23,6.59848744774881e-09,0.35334051430533,0.592,0.304,0.000241511239075054,6.59848744774881e-09,3.16959052254207e-27
"COX5B",2.34091049962681e-27,0.565544642852657,0.843,0.473,8.56796651968408e-23,1.12905405728854e-23,0.932604712754663,0.816,0.366,4.13245075508177e-19,1.12905405728854e-23,4.68182099925364e-27
"CALCRL",2.35318705853006e-27,-2.46050114252055,0.052,0.427,8.61289995292585e-23,0.000449457045940104,-1.30222274891411,0.031,0.155,1,0.000449457045940104,4.70637411706011e-27
"MZT2A",2.41025864669663e-27,0.341789876941211,0.443,0.146,8.82178767277435e-23,9.39241493908601e-17,0.442688024521808,0.48,0.163,3.43771779185487e-12,9.39241493908601e-17,4.82051729339326e-27
"CAND2",2.49756362631332e-27,0.309105443835634,0.319,0.089,9.14133262866937e-23,6.68706923213692e-13,0.504962411555769,0.398,0.143,2.44753420965443e-08,6.68706923213692e-13,4.99512725262664e-27
"GATA6",2.75273419112172e-27,0.507912327550858,0.571,0.222,1.00752824129246e-22,2.13184050168209e-07,0.336761928280451,0.51,0.27,0.00780274942020661,2.13184050168209e-07,5.50546838224344e-27
"GATA4",2.77821707579338e-27,0.642109018121142,0.61,0.252,1.01685523191113e-22,1.82150848588037e-18,0.843026585958183,0.714,0.292,6.66690320917076e-14,1.82150848588037e-18,5.55643415158678e-27
"PPP1R3C",2.80227185609155e-27,0.344773029279427,0.267,0.064,1.02565952204807e-22,6.59232315588541e-11,0.395405697163811,0.327,0.114,2.41285619828562e-06,6.59232315588541e-11,5.6045437121831e-27
"VDAC1",3.17143386961833e-27,0.34464363824027,0.6,0.239,1.160776510619e-22,3.64087446816561e-09,0.340684616603949,0.49,0.239,0.00013325964640933,3.64087446816561e-09,6.34286773923668e-27
"SLC16A1-AS1",4.62818579472131e-27,0.506874693046506,0.524,0.195,1.69396228272595e-22,4.12972375248689e-12,0.492678397493935,0.592,0.266,1.51152019064773e-07,4.12972375248689e-12,9.25637158944262e-27
"SOX9-AS1",5.0398119402871e-27,0.32091086956792,0.295,0.078,1.84462156826448e-22,8.64669352599805e-18,0.469604815001751,0.408,0.123,3.16477629745055e-13,8.64669352599805e-18,1.00796238805742e-26
"LINC01936",5.24826403096047e-27,0.565239210729072,0.29,0.078,1.92091711797184e-22,1.85276008866554e-08,0.285892953860285,0.276,0.105,0.000678128720052474,1.85276008866554e-08,1.0496528061921e-26
"PTPN12",6.59155251183236e-27,-1.66573879597041,0.252,0.565,2.41257413485576e-22,9.02008665071653e-06,-1.41759933290422,0.357,0.488,0.330144191502876,9.02008665071653e-06,1.31831050236647e-26
"EPB41L4B",6.84376369285217e-27,0.287419487963996,0.31,0.084,2.50488594922082e-22,1.45288746413703e-13,0.641079587542798,0.429,0.158,5.31771340748793e-09,1.45288746413703e-13,1.36875273857043e-26
"HMGN3",8.04642503192408e-27,0.535712200621292,0.705,0.326,2.94507202593453e-22,6.84994752900584e-13,0.436195753407326,0.622,0.289,2.50714929509143e-08,6.84994752900584e-13,1.60928500638482e-26
"AC104123.1",8.21355000182609e-27,0.292911707778847,0.538,0.196,3.00624143616837e-22,1.38134144337483e-07,0.371998607339945,0.469,0.23,0.00505584781689622,1.38134144337483e-07,1.64271000036522e-26
"UNC45B",9.67105068548834e-27,0.330325640502338,0.262,0.064,3.53970126139559e-22,3.7366821757133e-11,0.415616163759745,0.347,0.131,1.36766304313283e-06,3.7366821757133e-11,1.93421013709767e-26
"IRAK3",9.89668327779625e-27,-1.82410955521362,0.048,0.421,3.6222850465062e-22,2.53462837920776e-07,-1.79403048738931,0.092,0.312,0.00927699333073831,2.53462837920776e-07,1.97933665555926e-26
"CBLB",1.09536227150154e-26,0.865110819053303,0.862,0.658,4.00913544992278e-22,3.45028353114982e-09,0.681272489173737,0.898,0.626,0.000126283827523614,3.45028353114982e-09,2.19072454300308e-26
"NDUFA6",1.10206812874293e-26,0.295028099021584,0.533,0.197,4.03367955801198e-22,1.19869352937885e-16,0.371708848511004,0.459,0.155,4.38733818687954e-12,1.19869352937885e-16,2.20413625748586e-26
"DENND5B",1.15913495886505e-26,0.705744887608679,0.671,0.302,4.24254986294197e-22,1.28264912680702e-07,0.463893862051438,0.643,0.36,0.00469462406902636,1.28264912680702e-07,2.3182699177301e-26
"BCL2L13",1.34720679821085e-26,0.457438850874294,0.648,0.268,4.93091160213152e-22,7.00843395372466e-11,0.386092433643126,0.602,0.282,2.56515691140276e-06,7.00843395372466e-11,2.69441359642171e-26
"PPARGC1B",1.73575624457096e-26,0.512057131699709,0.605,0.247,6.35304143075415e-22,2.31247418164531e-11,0.632785790530593,0.551,0.255,8.46388675224001e-07,2.31247418164531e-11,3.47151248914192e-26
"RASGRP3",1.86055039435327e-26,0.702602862880754,0.648,0.264,6.80980049837241e-22,5.41546706167998e-14,0.410619663631129,0.653,0.288,1.98211509924549e-09,5.41546706167998e-14,3.72110078870655e-26
"MGAT4C",1.86395534248054e-26,0.681643741498762,0.276,0.069,6.82226294901304e-22,8.3359055586602e-16,0.771194102155801,0.439,0.15,3.05102479352522e-11,8.3359055586602e-16,3.7279106849611e-26
"MECOM",1.89046668354103e-26,-3.1336439723332,0.1,0.456,6.91929710842851e-22,7.11727378711153e-07,-2.70529815199401,0.102,0.312,0.0260499337882069,7.11727378711153e-07,3.78093336708207e-26
"RALGPS1",2.21230379718331e-26,0.4352139421189,0.471,0.166,8.09725312807064e-22,2.57868049107714e-10,0.308176234902762,0.541,0.245,9.43822846539145e-06,2.57868049107714e-10,4.42460759436662e-26
"MTX2",2.266846281848e-26,0.548314325363012,0.667,0.284,8.29688407619185e-22,1.15707232377401e-11,0.551379634236712,0.643,0.298,4.23500041224525e-07,1.15707232377401e-11,4.53369256369601e-26
"SLC25A20",2.35759509886959e-26,0.431052783884284,0.381,0.119,8.62903382137258e-22,4.4622915260636e-10,0.396075200107794,0.347,0.135,1.63324332145454e-05,4.4622915260636e-10,4.71519019773919e-26
"GIPC2",2.42972717670862e-26,0.382878676807613,0.371,0.112,8.89304443947122e-22,1.45867063939463e-05,0.319492102431292,0.337,0.169,0.533888040724828,1.45867063939463e-05,4.85945435341725e-26
"VSNL1",2.76260298293369e-26,0.353158790646447,0.219,0.047,1.01114031778356e-21,3.47150268570752e-13,0.30750692516433,0.286,0.083,1.27060469799581e-08,3.47150268570752e-13,5.5252059658674e-26
"ZNF682",2.8349336781452e-26,0.370560567098595,0.433,0.147,1.03761407553793e-21,8.79949710596048e-09,0.257241317101626,0.347,0.141,0.000322070393575259,8.79949710596048e-09,5.66986735629041e-26
"MRPS7",3.08263715223673e-26,0.29042300984068,0.386,0.118,1.12827602409016e-21,7.86818970814193e-13,0.330023692015279,0.306,0.093,2.87983611507703e-08,7.86818970814193e-13,6.16527430447345e-26
"NIPSNAP2",3.21863449612917e-26,0.477585285694351,0.662,0.289,1.17805241192824e-21,2.80873625863919e-14,0.55187533210921,0.653,0.288,1.02802555802453e-09,2.80873625863919e-14,6.43726899225832e-26
"SPARC",3.45775432765137e-26,-2.01807463997623,0.062,0.425,1.26557266146368e-21,1.11790395978933e-05,-1.84011293170823,0.122,0.297,0.409164028322493,1.11790395978933e-05,6.91550865530276e-26
"IDI2-AS1",3.47340918516365e-26,0.300859746769262,0.276,0.071,1.27130249586175e-21,5.0094291931264e-14,0.381101463265967,0.327,0.099,1.83350117897619e-09,5.0094291931264e-14,6.94681837032731e-26
"LINC00886",3.65648932162056e-26,0.517960904257094,0.414,0.137,1.33831165660634e-21,2.95574338548608e-08,0.433179951029987,0.408,0.186,0.00108183163652176,2.95574338548608e-08,7.31297864324115e-26
