"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PI16",0,-22.0780254145697,0.686,0.032,0,"Normal-Cardiomyocyte","PI16"
"CCL21",0,-41.4037001560896,0.639,0.027,0,"Normal-Cardiomyocyte","CCL21"
"AC006369.2",3.72079471875727e-302,-22.990764617462,0.571,0.098,1.11623841562718e-298,"Normal-Cardiomyocyte","AC006369.2"
"POLN",4.25092922592587e-266,-36.3154401492554,0.416,0.071,1.27527876777776e-262,"Normal-Cardiomyocyte","POLN"
"AC011524.1",4.72758036392157e-264,-6.48956290345772,0.368,0.117,1.41827410917647e-260,"Normal-Cardiomyocyte","AC011524.1"
"CDH11",2.15233964893807e-259,-34.4773561713725,0.571,0.035,6.4570189468142e-256,"Normal-Cardiomyocyte","CDH11"
"VCAN",1.48598177386789e-258,-32.3504603074737,0.57,0.049,4.45794532160367e-255,"Normal-Cardiomyocyte","VCAN"
"SULT1B1",1.25348294832878e-256,-36.6556724177486,0.714,0.014,3.76044884498635e-253,"Normal-Cardiomyocyte","SULT1B1"
"FBLN2",6.44211802879785e-255,-16.895417647787,0.562,0.041,1.93263540863935e-251,"Normal-Cardiomyocyte","FBLN2"
"HBA2",2.94989809583538e-254,-43.9726765928053,0.402,0.065,8.84969428750615e-251,"Normal-Cardiomyocyte","HBA2"
"COL8A1",2.84954175073074e-247,-34.721223681019,0.516,0.036,8.54862525219221e-244,"Normal-Cardiomyocyte","COL8A1"
"MECOM",2.92467881556235e-244,-34.7940396457877,0.504,0.053,8.77403644668704e-241,"Normal-Cardiomyocyte","MECOM"
"CD74",7.69250137066545e-242,-32.6749152967065,0.439,0.089,2.30775041119963e-238,"Normal-Cardiomyocyte","CD74"
"CALCRL",8.33511205746886e-229,-25.4540540084764,0.456,0.039,2.50053361724066e-225,"Normal-Cardiomyocyte","CALCRL"
"SNAP91",6.60251983222516e-220,-32.8564144941267,0.252,0.041,1.98075594966755e-216,"Normal-Cardiomyocyte","SNAP91"
"NR2F2",1.17135415201107e-219,-19.1695587146156,0.666,0.021,3.5140624560332e-216,"Normal-Cardiomyocyte","NR2F2"
"IGFBP4",2.75831849862833e-217,-21.8290173519336,0.487,0.046,8.274955495885e-214,"Normal-Cardiomyocyte","IGFBP4"
"MUSK",1.36568009404675e-215,-31.8244502083832,0.427,0.043,4.09704028214026e-212,"Normal-Cardiomyocyte","MUSK"
"C7",3.91151108743215e-208,-23.012839703432,0.36,0.094,1.17345332622964e-204,"Normal-Cardiomyocyte","C7"
"SLC9A3R2",1.36221826474079e-202,-15.3960537050525,0.271,0.043,4.08665479422236e-199,"Normal-Cardiomyocyte","SLC9A3R2"
"ITM2A",1.04606245850034e-200,-32.1340624819673,0.444,0.028,3.13818737550102e-197,"Normal-Cardiomyocyte","ITM2A"
"TNXB",5.99033291148268e-200,-32.0766442799747,0.284,0.055,1.7970998734448e-196,"Normal-Cardiomyocyte","TNXB"
"MCOLN3",6.81081969274295e-199,-23.6059390141865,0.299,0.029,2.04324590782288e-195,"Normal-Cardiomyocyte","MCOLN3"
"ENG",2.29064472034441e-198,-15.5337676634978,0.482,0.053,6.87193416103324e-195,"Normal-Cardiomyocyte","ENG"
"FBLN1",1.22536729177552e-197,-9.99341493948426,0.314,0.039,3.67610187532656e-194,"Normal-Cardiomyocyte","FBLN1"
"HLA-E",4.72555273440542e-197,-9.92209485763235,0.336,0.059,1.41766582032163e-193,"Normal-Cardiomyocyte","HLA-E"
"SVOP",7.73764943641351e-196,-29.3457222169591,0.328,0.046,2.32129483092405e-192,"Normal-Cardiomyocyte","SVOP"
"PRELP",2.95556458860663e-194,-23.5163737416104,0.51,0.051,8.86669376581989e-191,"Normal-Cardiomyocyte","PRELP"
"GALNTL6",4.22886463736215e-193,-36.4351599908753,0.346,0.083,1.26865939120864e-189,"Normal-Cardiomyocyte","GALNTL6"
"AC004053.1",8.54947234999562e-191,-19.5739265549285,0.471,0.1,2.56484170499869e-187,"Normal-Cardiomyocyte","AC004053.1"
"PPP1R14A",1.98940174549887e-190,-17.4622839454464,0.457,0.035,5.9682052364966e-187,"Normal-Cardiomyocyte","PPP1R14A"
"LUM",5.2914941358356e-186,-3.07106067983201,0.411,0.043,1.58744824075068e-182,"Normal-Cardiomyocyte","LUM"
"FABP4",1.80045233984729e-184,-31.841807677708,0.434,0.09,5.40135701954187e-181,"Normal-Cardiomyocyte","FABP4"
"COL1A2",7.28454717629848e-184,-34.9453403400421,0.382,0.059,2.18536415288955e-180,"Normal-Cardiomyocyte","COL1A2"
"CRISPLD2",1.36324577580276e-176,-33.2291804619416,0.496,0.032,4.08973732740827e-173,"Normal-Cardiomyocyte","CRISPLD2"
"NPPA",2.46263565918816e-176,-31.2788085783164,0.323,0.114,7.38790697756447e-173,"Normal-Cardiomyocyte","NPPA"
"C1QC",8.62675389370208e-176,-0.926010674150646,0.457,0.045,2.58802616811062e-172,"Normal-Cardiomyocyte","C1QC"
"TRAC",2.51287708900011e-171,-33.1017198097459,0.529,0.03,7.53863126700033e-168,"Normal-Cardiomyocyte","TRAC"
"GLIS3",1.18651411320475e-170,-33.3805003001135,0.24,0.064,3.55954233961424e-167,"Normal-Cardiomyocyte","GLIS3"
"AMPH",2.3423214660011e-167,-33.4731724875151,0.413,0.034,7.02696439800329e-164,"Normal-Cardiomyocyte","AMPH"
"SPARC",9.16826929777285e-167,-2.85097988165338,0.376,0.061,2.75048078933186e-163,"Normal-Cardiomyocyte","SPARC"
"HLA-DRB1",1.83194837175785e-166,-9.75933609432702,0.454,0.055,5.49584511527354e-163,"Normal-Cardiomyocyte","HLA-DRB1"
"BRINP3",2.23571836815284e-166,-32.0365045667518,0.393,0.176,6.70715510445852e-163,"Normal-Cardiomyocyte","BRINP3"
"AC012494.1",2.74156562183538e-165,-35.6095011771565,0.143,0.047,8.22469686550614e-162,"Normal-Cardiomyocyte","AC012494.1"
"C1R",6.32866196041493e-165,-7.20292975579807,0.396,0.053,1.89859858812448e-161,"Normal-Cardiomyocyte","C1R"
"CARD18",1.15938851719007e-163,-34.7797438245446,0.179,0.096,3.47816555157022e-160,"Normal-Cardiomyocyte","CARD18"
"TSPAN7",1.79265325979659e-162,-34.1982329778949,0.108,0.011,5.37795977938978e-159,"Normal-Cardiomyocyte","TSPAN7"
"AC009120.4",2.09286394867143e-162,-35.2606228817263,0.283,0.078,6.2785918460143e-159,"Normal-Cardiomyocyte","AC009120.4"
"HCN1",8.8138602113881e-162,-30.5926888771344,0.411,0.045,2.64415806341643e-158,"Normal-Cardiomyocyte","HCN1"
"NGFR",1.57492431036051e-160,-39.7402328900337,0.537,0.019,4.72477293108152e-157,"Normal-Cardiomyocyte","NGFR"
"DKK2",3.3151472387636e-160,-31.0518856584922,0.374,0.042,9.94544171629078e-157,"Normal-Cardiomyocyte","DKK2"
"TXK",2.26796259977534e-157,-31.4007366534301,0.422,0.061,6.80388779932602e-154,"Normal-Cardiomyocyte","TXK"
"TAGLN",6.04740625121332e-156,-0.887589628092728,0.423,0.082,1.81422187536399e-152,"Normal-Cardiomyocyte","TAGLN"
"PDGFRB",1.19192851987396e-155,-32.5653515577271,0.489,0.03,3.57578555962189e-152,"Normal-Cardiomyocyte","PDGFRB"
"GJA5",6.42091821962208e-153,-16.5273423356123,0.352,0.051,1.92627546588663e-149,"Normal-Cardiomyocyte","GJA5"
"TSPEAR",2.93410730484697e-151,-41.2202408492145,0.177,0.1,8.80232191454092e-148,"Normal-Cardiomyocyte","TSPEAR"
"COL6A3",1.12333862079675e-150,-17.41316588713,0.303,0.057,3.37001586239025e-147,"Normal-Cardiomyocyte","COL6A3"
"MT1A",3.64754091122587e-147,-38.9699118242697,0.388,0.026,1.09426227336776e-143,"Normal-Cardiomyocyte","MT1A"
"POF1B",9.60886717060452e-147,-29.8451285535398,0.252,0.061,2.88266015118136e-143,"Normal-Cardiomyocyte","POF1B"
"LMAN1L",2.26726863215352e-146,-11.1814497586419,0.388,0.095,6.80180589646056e-143,"Normal-Cardiomyocyte","LMAN1L"
"ASIC2",1.83545963058406e-143,-2.76374112455842,0.547,0.204,5.50637889175218e-140,"Normal-Cardiomyocyte","ASIC2"
"PLA2G2A",2.40825670150615e-143,-13.1456890570653,0.314,0.059,7.22477010451846e-140,"Normal-Cardiomyocyte","PLA2G2A"
"FN1",3.00548680771153e-143,-31.3682815397203,0.39,0.104,9.01646042313459e-140,"Normal-Cardiomyocyte","FN1"
"EFEMP1",7.54065270760137e-143,-32.210243267867,0.359,0.059,2.26219581228041e-139,"Normal-Cardiomyocyte","EFEMP1"
"MGST1",4.38357997766302e-142,-31.6953289302764,0.5,0.042,1.31507399329891e-138,"Normal-Cardiomyocyte","MGST1"
"DAB2",2.86621402190496e-141,-18.1793615651755,0.527,0.022,8.59864206571488e-138,"Normal-Cardiomyocyte","DAB2"
"TM4SF1",3.77205582566084e-141,-32.0043702441118,0.348,0.041,1.13161674769825e-137,"Normal-Cardiomyocyte","TM4SF1"
"MYRFL",9.28931877962957e-139,-20.5656600277692,0.398,0.037,2.78679563388887e-135,"Normal-Cardiomyocyte","MYRFL"
"LONRF3",4.32986131154505e-138,-39.3470687247901,0.45,0.023,1.29895839346352e-134,"Normal-Cardiomyocyte","LONRF3"
"TNNI1",1.40257201491262e-137,-30.0739816143817,0.429,0.036,4.20771604473787e-134,"Normal-Cardiomyocyte","TNNI1"
"ELMO1",2.33017625468113e-137,-23.2745872766425,0.399,0.06,6.9905287640434e-134,"Normal-Cardiomyocyte","ELMO1"
"EGFR",8.01452157334071e-137,-38.426890583929,0.512,0.031,2.40435647200221e-133,"Normal-Cardiomyocyte","EGFR"
"CDH8",1.15094291050612e-136,-36.066142809546,0.131,0.017,3.45282873151837e-133,"Normal-Cardiomyocyte","CDH8"
"C3",1.85232731823269e-136,-19.9472668327697,0.341,0.044,5.55698195469807e-133,"Normal-Cardiomyocyte","C3"
"RASD1",1.98075839814667e-136,-11.2853314607485,0.286,0.077,5.94227519444002e-133,"Normal-Cardiomyocyte","RASD1"
"GPM6A",3.77975664769474e-134,-34.7559954511724,0.187,0.013,1.13392699430842e-130,"Normal-Cardiomyocyte","GPM6A"
"RGS13",1.225591251548e-133,-34.3163919125836,0.132,0.01,3.67677375464399e-130,"Normal-Cardiomyocyte","RGS13"
"ADIRF",2.65898815102673e-133,-30.5266266424925,0.43,0.055,7.97696445308019e-130,"Normal-Cardiomyocyte","ADIRF"
"DOCK11",6.42622505263966e-133,-35.0601252888955,0.456,0.023,1.9278675157919e-129,"Normal-Cardiomyocyte","DOCK11"
"L3MBTL4",3.7426938920161e-131,-21.42055039754,0.355,0.111,1.12280816760483e-127,"Normal-Cardiomyocyte","L3MBTL4"
"LRP2",8.93843772505189e-131,-34.2612289358866,0.548,0.026,2.68153131751557e-127,"Normal-Cardiomyocyte","LRP2"
"IPCEF1",3.28197896469817e-128,-37.8969360251642,0.168,0.014,9.84593689409452e-125,"Normal-Cardiomyocyte","IPCEF1"
"RHOB",2.11025003349569e-126,-38.3480883530398,0.349,0.156,6.33075010048708e-123,"Normal-Cardiomyocyte","RHOB"
"SCN7A",3.05083515440704e-125,-35.6389631971043,0.321,0.048,9.15250546322112e-122,"Normal-Cardiomyocyte","SCN7A"
"CASC9",6.13168873386138e-124,-35.1632152690918,0.393,0.017,1.83950662015841e-120,"Normal-Cardiomyocyte","CASC9"
"AC007364.1",8.96119043313999e-124,-36.2217212958999,0.157,0.016,2.688357129942e-120,"Normal-Cardiomyocyte","AC007364.1"
"KCNJ3",1.04037868309282e-123,-32.8658874454147,0.206,0.058,3.12113604927846e-120,"Normal-Cardiomyocyte","KCNJ3"
"PTH2R",8.85924617796565e-123,-34.7329096580365,0.333,0.033,2.65777385338969e-119,"Normal-Cardiomyocyte","PTH2R"
"KIAA1755",3.31283434010338e-122,-36.3362837039808,0.493,0.014,9.93850302031014e-119,"Normal-Cardiomyocyte","KIAA1755"
"STAT4",1.95586701954387e-121,-36.1900506063469,0.11,0.067,5.86760105863161e-118,"Normal-Cardiomyocyte","STAT4"
"COL3A1",3.90790992811844e-121,-32.5167772999645,0.354,0.058,1.17237297843553e-117,"Normal-Cardiomyocyte","COL3A1"
"AKR1C1",8.53175287393968e-121,-31.0500555359367,0.463,0.044,2.5595258621819e-117,"Normal-Cardiomyocyte","AKR1C1"
"IFITM2",7.5869587254558e-120,3.24247564298478,0.33,0.108,2.27608761763674e-116,"Normal-Cardiomyocyte","IFITM2"
"BRINP2",1.48256762657384e-119,-34.858634614958,0.453,0.018,4.44770287972153e-116,"Normal-Cardiomyocyte","BRINP2"
"COL15A1",5.27100884282157e-119,-5.48941051667717,0.387,0.06,1.58130265284647e-115,"Normal-Cardiomyocyte","COL15A1"
"MT-ND6",1.25870241865585e-118,-9.53717533165178,0.447,0.117,3.77610725596755e-115,"Normal-Cardiomyocyte","MT-ND6"
"MT-CO2",4.47182617097963e-116,-14.6675755130386,0.657,0.347,1.34154785129389e-112,"Normal-Cardiomyocyte","MT-CO2"
"ACTA2",8.13094767583053e-116,-35.1216575238269,0.184,0.034,2.43928430274916e-112,"Normal-Cardiomyocyte","ACTA2"
"IQGAP2",9.93231690533239e-116,-33.8233516743409,0.131,0.029,2.97969507159972e-112,"Normal-Cardiomyocyte","IQGAP2"
"CCDC26",1.12673013239935e-114,-39.2596646879068,0.12,0.012,3.38019039719806e-111,"Normal-Cardiomyocyte","CCDC26"
"CD226",6.79826807677272e-114,-33.75048896714,0.351,0.05,2.03948042303181e-110,"Normal-Cardiomyocyte","CD226"
"RNASE1",7.00942883491179e-114,-3.58608794640696,0.388,0.102,2.10282865047354e-110,"Normal-Cardiomyocyte","RNASE1"
"LINC01320",1.93640905959059e-113,-34.2947182365616,0.195,0.05,5.80922717877177e-110,"Normal-Cardiomyocyte","LINC01320"
"MMP21",2.31491931466188e-113,-35.7396252191459,0.107,0.01,6.94475794398563e-110,"Normal-Cardiomyocyte","MMP21"
"SERPINE2",3.37174498554385e-113,-31.8720417238838,0.322,0.023,1.01152349566316e-109,"Normal-Cardiomyocyte","SERPINE2"
"SGIP1",3.68503185546961e-113,-28.758999366482,0.516,0.197,1.10550955664088e-109,"Normal-Cardiomyocyte","SGIP1"
"SERPING1",3.14807696475919e-112,-20.7917631615625,0.313,0.064,9.44423089427757e-109,"Normal-Cardiomyocyte","SERPING1"
"C3orf49",9.24688390869205e-112,-14.5062662263962,0.115,0.012,2.77406517260761e-108,"Normal-Cardiomyocyte","C3orf49"
"TSHZ2",2.45653490247594e-111,-33.9394999199031,0.281,0.036,7.36960470742781e-108,"Normal-Cardiomyocyte","TSHZ2"
"GNG11",2.63565859421299e-111,-6.04903261659722,0.377,0.056,7.90697578263896e-108,"Normal-Cardiomyocyte","GNG11"
"CCDC80",2.2476604186088e-110,-17.3684199922844,0.263,0.053,6.74298125582641e-107,"Normal-Cardiomyocyte","CCDC80"
"DLK1",3.04638825177327e-110,-10.8195345132917,0.294,0.019,9.1391647553198e-107,"Normal-Cardiomyocyte","DLK1"
"RGS5",4.97066700663339e-110,-20.3619336311115,0.248,0.084,1.49120010199002e-106,"Normal-Cardiomyocyte","RGS5"
"CNRIP1",2.90692783644727e-109,-40.9626202604748,0.472,0.021,8.72078350934182e-106,"Normal-Cardiomyocyte","CNRIP1"
"MIR4300HG",3.74683780458406e-109,-34.7432954540144,0.101,0.022,1.12405134137522e-105,"Normal-Cardiomyocyte","MIR4300HG"
"MSH4",8.56600481564205e-108,-32.7202997296824,0.24,0.066,2.56980144469261e-104,"Normal-Cardiomyocyte","MSH4"
"GRAMD1C",1.20481924425228e-107,-30.309423222461,0.246,0.026,3.61445773275683e-104,"Normal-Cardiomyocyte","GRAMD1C"
"PCA3",2.01184083945221e-106,-34.8196645254882,0.163,0.085,6.03552251835664e-103,"Normal-Cardiomyocyte","PCA3"
"PLEKHG1",2.45187586735891e-106,-35.0172706911356,0.385,0.04,7.35562760207673e-103,"Normal-Cardiomyocyte","PLEKHG1"
"GFPT2",4.69398842844817e-105,-35.6919952535759,0.445,0.026,1.40819652853445e-101,"Normal-Cardiomyocyte","GFPT2"
"LYPD6",5.05171949562186e-105,-35.085087330339,0.415,0.008,1.51551584868656e-101,"Normal-Cardiomyocyte","LYPD6"
"GJA4",9.80321968068723e-105,-13.888487953685,0.464,0.028,2.94096590420617e-101,"Normal-Cardiomyocyte","GJA4"
"TSACC",2.59277877744321e-104,-43.8418607887066,0.193,0.023,7.77833633232963e-101,"Normal-Cardiomyocyte","TSACC"
"PLSCR4",7.85817769485183e-104,-31.8706423077371,0.348,0.021,2.35745330845555e-100,"Normal-Cardiomyocyte","PLSCR4"
"TMEM108",9.33283181831768e-104,-35.6663115210623,0.341,0.026,2.7998495454953e-100,"Normal-Cardiomyocyte","TMEM108"
"AEBP1",1.75315455949736e-103,-30.4707665364567,0.279,0.024,5.25946367849209e-100,"Normal-Cardiomyocyte","AEBP1"
"OLFM3",4.16599192663897e-103,-36.3526459978109,0.111,0.013,1.24979757799169e-99,"Normal-Cardiomyocyte","OLFM3"
"DCAF15",9.33447063982457e-103,-36.8513042354162,0.333,0.045,2.80034119194737e-99,"Normal-Cardiomyocyte","DCAF15"
"MT1M",4.72122533085692e-101,-33.751623811337,0.462,0.022,1.41636759925708e-97,"Normal-Cardiomyocyte","MT1M"
"AKAP12",1.23137012150157e-99,-26.0457078649795,0.411,0.035,3.69411036450472e-96,"Normal-Cardiomyocyte","AKAP12"
"HLA-B",3.88042752020543e-99,-33.3444830377115,0.326,0.091,1.16412825606163e-95,"Normal-Cardiomyocyte","HLA-B"
"AKNAD1",4.17832034659439e-99,-39.5064169145705,0.226,0.099,1.25349610397832e-95,"Normal-Cardiomyocyte","AKNAD1"
"IQUB",1.39142991657686e-98,-27.4104641328854,0.345,0.047,4.17428974973059e-95,"Normal-Cardiomyocyte","IQUB"
"PARP14",3.42816966383318e-98,-41.4238435751479,0.24,0.051,1.02845089914995e-94,"Normal-Cardiomyocyte","PARP14"
"ACVR1C",6.30926037173268e-98,-17.9349308316271,0.46,0.031,1.8927781115198e-94,"Normal-Cardiomyocyte","ACVR1C"
"TMEM158",1.28899613649893e-97,-34.7355159919118,0.225,0.277,3.8669884094968e-94,"Normal-Cardiomyocyte","TMEM158"
"CASQ1",5.98882685507921e-97,-33.428130319215,0.386,0.03,1.79664805652376e-93,"Normal-Cardiomyocyte","CASQ1"
"IFI27",4.68365242773676e-96,-16.612815823642,0.257,0.064,1.40509572832103e-92,"Normal-Cardiomyocyte","IFI27"
"RGS7",9.20670143461716e-96,-36.9016911429409,0.119,0.012,2.76201043038515e-92,"Normal-Cardiomyocyte","RGS7"
"ELN",1.16673046142152e-95,-34.2929627888133,0.418,0.031,3.50019138426455e-92,"Normal-Cardiomyocyte","ELN"
"ADH1B",1.82555206499983e-95,-31.5315576081961,0.262,0.041,5.47665619499948e-92,"Normal-Cardiomyocyte","ADH1B"
"LINC00861",3.12760453189546e-95,-37.1230383859884,0.156,0.05,9.38281359568638e-92,"Normal-Cardiomyocyte","LINC00861"
"ITGB8",5.07774734734986e-95,-31.3990184710275,0.374,0.029,1.52332420420496e-91,"Normal-Cardiomyocyte","ITGB8"
"CA8",5.32479400316418e-95,-37.1903086833514,0.37,0.022,1.59743820094925e-91,"Normal-Cardiomyocyte","CA8"
"SMIM18",5.44071420730277e-95,-35.4201718221797,0.185,0.014,1.63221426219083e-91,"Normal-Cardiomyocyte","SMIM18"
"SLC6A6",1.21004896236932e-94,-38.548079226044,0.274,0.121,3.63014688710795e-91,"Normal-Cardiomyocyte","SLC6A6"
"NDUFA4L2",2.12583965200706e-94,-3.77714977566303,0.287,0.032,6.37751895602118e-91,"Normal-Cardiomyocyte","NDUFA4L2"
"CCDC68",2.58888782209536e-94,-33.6075389446871,0.376,0.015,7.76666346628608e-91,"Normal-Cardiomyocyte","CCDC68"
"ADH1C",1.21790702467768e-92,-22.4672913021342,0.453,0.018,3.65372107403305e-89,"Normal-Cardiomyocyte","ADH1C"
"EBF1",4.91270961991784e-92,-34.082668305984,0.399,0.049,1.47381288597535e-88,"Normal-Cardiomyocyte","EBF1"
"AC067956.1",7.85564841772589e-92,-35.873732803347,0.417,0.047,2.35669452531777e-88,"Normal-Cardiomyocyte","AC067956.1"
"TENM4",1.56841708237286e-91,-34.4265344037282,0.357,0.025,4.70525124711857e-88,"Normal-Cardiomyocyte","TENM4"
"LINC01446",1.88728948458181e-91,-33.3536726385263,0.191,0.048,5.66186845374543e-88,"Normal-Cardiomyocyte","LINC01446"
"CCDC85A",4.85062473944121e-91,-32.6048572708862,0.361,0.125,1.45518742183236e-87,"Normal-Cardiomyocyte","CCDC85A"
"SLC26A7",1.24772512903671e-90,-38.8634296013449,0.275,0.035,3.74317538711012e-87,"Normal-Cardiomyocyte","SLC26A7"
"NPPB",3.7559256317544e-90,-22.3930797913006,0.328,0.098,1.12677768952632e-86,"Normal-Cardiomyocyte","NPPB"
"PLAC9",1.54629350173775e-89,-21.6369058761962,0.342,0.039,4.63888050521325e-86,"Normal-Cardiomyocyte","PLAC9"
"MT-CYB",4.31187720361162e-89,-19.4426697564056,0.631,0.343,1.29356316108349e-85,"Normal-Cardiomyocyte","MT-CYB"
"CYP7B1",8.64531603271768e-89,-21.8936730836771,0.401,0.072,2.5935948098153e-85,"Normal-Cardiomyocyte","CYP7B1"
"IFITM3",1.34259833862079e-88,2.22669849651102,0.269,0.205,4.02779501586237e-85,"Normal-Cardiomyocyte","IFITM3"
"ACKR1",3.48375586083063e-88,-34.7168798261059,0.275,0.016,1.04512675824919e-84,"Normal-Cardiomyocyte","ACKR1"
"DNAH12",4.97403506357837e-87,-36.9375297674948,0.131,0.022,1.49221051907351e-83,"Normal-Cardiomyocyte","DNAH12"
"MT-CO1",1.07995563765035e-86,-21.5141564273802,0.585,0.326,3.23986691295104e-83,"Normal-Cardiomyocyte","MT-CO1"
"MT-ATP6",1.13862079359128e-86,-20.5649917433446,0.604,0.322,3.41586238077385e-83,"Normal-Cardiomyocyte","MT-ATP6"
"LIPA",1.78896715423381e-86,-11.3383388654119,0.316,0.106,5.36690146270142e-83,"Normal-Cardiomyocyte","LIPA"
"FMO2",2.37272085250701e-86,-14.9420058186617,0.262,0.035,7.11816255752103e-83,"Normal-Cardiomyocyte","FMO2"
"PECAM1",7.66334428037286e-86,-33.7633885914166,0.353,0.045,2.29900328411186e-82,"Normal-Cardiomyocyte","PECAM1"
"CLDN11",1.47721402276599e-85,-35.019198011882,0.325,0.017,4.43164206829797e-82,"Normal-Cardiomyocyte","CLDN11"
"DNAH6",2.67227438504068e-85,-32.441886101847,0.393,0.028,8.01682315512204e-82,"Normal-Cardiomyocyte","DNAH6"
"ELF3",5.7119811350519e-85,-38.0561731195564,0.136,0.026,1.71359434051557e-81,"Normal-Cardiomyocyte","ELF3"
"DUSP2",1.03782165584434e-84,-34.4145223821331,0.419,0.035,3.11346496753302e-81,"Normal-Cardiomyocyte","DUSP2"
"PTGER3",1.4342559577183e-84,-30.5384583436733,0.363,0.05,4.30276787315491e-81,"Normal-Cardiomyocyte","PTGER3"
"CDH19",1.52214609110998e-84,-35.7652595730713,0.276,0.049,4.56643827332995e-81,"Normal-Cardiomyocyte","CDH19"
"LY96",1.64530643195102e-84,-33.0526541678327,0.369,0.017,4.93591929585306e-81,"Normal-Cardiomyocyte","LY96"
"ST6GALNAC3",5.04098246751256e-84,-33.5551493254563,0.283,0.042,1.51229474025377e-80,"Normal-Cardiomyocyte","ST6GALNAC3"
"IGFBP3",6.47263563045794e-84,-13.5552978340289,0.258,0.035,1.94179068913738e-80,"Normal-Cardiomyocyte","IGFBP3"
"NTN1",1.72684284729744e-83,-40.64322900236,0.302,0.229,5.18052854189233e-80,"Normal-Cardiomyocyte","NTN1"
"NINJ2",3.84147222669637e-83,-33.0665720089802,0.224,0.162,1.15244166800891e-79,"Normal-Cardiomyocyte","NINJ2"
"LINC01500",5.6192188354968e-83,-36.387460612363,0.118,0.009,1.68576565064904e-79,"Normal-Cardiomyocyte","LINC01500"
"MT-ND4",1.38616119611813e-82,-25.183023915333,0.598,0.306,4.15848358835438e-79,"Normal-Cardiomyocyte","MT-ND4"
"COLEC10",1.66168956652636e-82,-22.8914839413023,0.18,0.089,4.98506869957907e-79,"Normal-Cardiomyocyte","COLEC10"
"GPR158",2.19088803889301e-82,-36.9483304857626,0.406,0.024,6.57266411667902e-79,"Normal-Cardiomyocyte","GPR158"
"LDB2",3.44830486668484e-82,-35.1813192700184,0.203,0.059,1.03449146000545e-78,"Normal-Cardiomyocyte","LDB2"
"GLUD2",3.64991788968891e-82,-37.3586218614851,0.306,0.024,1.09497536690667e-78,"Normal-Cardiomyocyte","GLUD2"
"VIM",4.37604787038836e-82,-4.58131661176742,0.355,0.158,1.31281436111651e-78,"Normal-Cardiomyocyte","VIM"
"GDF6",6.51934656099805e-82,-36.6101190796328,0.29,0.012,1.95580396829942e-78,"Normal-Cardiomyocyte","GDF6"
"DCLK1",1.53450869843012e-81,-34.2019248529212,0.3,0.064,4.60352609529037e-78,"Normal-Cardiomyocyte","DCLK1"
"JAKMIP2",6.65165234542186e-81,-34.098704741235,0.121,0.02,1.99549570362656e-77,"Normal-Cardiomyocyte","JAKMIP2"
"CXCL12",7.98715402966541e-81,-32.515878930522,0.4,0.049,2.39614620889962e-77,"Normal-Cardiomyocyte","CXCL12"
"FER1L6-AS2",8.50341078519614e-81,-30.4022723601104,0.462,0.024,2.55102323555884e-77,"Normal-Cardiomyocyte","FER1L6-AS2"
"TACC1",2.74380538986797e-80,-27.3895657437566,0.369,0.178,8.23141616960391e-77,"Normal-Cardiomyocyte","TACC1"
"ARNTL2",3.36532869131502e-80,-34.7351123651201,0.186,0.04,1.0095986073945e-76,"Normal-Cardiomyocyte","ARNTL2"
"SERPINF1",4.55031559471005e-80,-4.97614554571821,0.309,0.061,1.36509467841302e-76,"Normal-Cardiomyocyte","SERPINF1"
"SLIT2",5.45252273519243e-80,-30.4741538501007,0.224,0.056,1.63575682055773e-76,"Normal-Cardiomyocyte","SLIT2"
"MT-ND5",7.50683624851373e-80,-8.66487657689787,0.562,0.302,2.25205087455412e-76,"Normal-Cardiomyocyte","MT-ND5"
"UNC5D",9.67021365913613e-80,-33.1653937929891,0.418,0.027,2.90106409774084e-76,"Normal-Cardiomyocyte","UNC5D"
"STEAP4",2.42534531111573e-79,-35.8483389929933,0.34,0.025,7.27603593334718e-76,"Normal-Cardiomyocyte","STEAP4"
"WNT5B",2.96648513401873e-79,-35.5566148670545,0.225,0.025,8.89945540205619e-76,"Normal-Cardiomyocyte","WNT5B"
"NREP",5.86391943048696e-79,-5.59555594476535,0.318,0.234,1.75917582914609e-75,"Normal-Cardiomyocyte","NREP"
"RHOJ",6.37188375206666e-79,-38.3304816468982,0.358,0.021,1.91156512562e-75,"Normal-Cardiomyocyte","RHOJ"
"PLEK",3.07646723208914e-78,-23.6655948100944,0.379,0.018,9.22940169626743e-75,"Normal-Cardiomyocyte","PLEK"
"CIDEC",3.17941958224723e-78,-33.8669492678877,0.418,0.011,9.53825874674169e-75,"Normal-Cardiomyocyte","CIDEC"
"MT-CO3",6.60120055138615e-78,-13.8427983626382,0.596,0.348,1.98036016541584e-74,"Normal-Cardiomyocyte","MT-CO3"
"MT-ND2",8.58571228290227e-78,-18.263380131719,0.62,0.233,2.57571368487068e-74,"Normal-Cardiomyocyte","MT-ND2"
"CCDC168",1.28868530007398e-77,-42.9803211073827,0.253,0.033,3.86605590022193e-74,"Normal-Cardiomyocyte","CCDC168"
"PLTP",1.44710003834127e-77,-19.5403040473219,0.213,0.04,4.34130011502382e-74,"Normal-Cardiomyocyte","PLTP"
