"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LAPTM4A.3",2.88688452395396e-113,-3.38342794487934,0.155,0.269,8.66065357186187e-110,"DCM-Cardiomyocytes","LAPTM4A"
"STXBP6.3",2.05697788490995e-112,-1.58335095041217,0.259,0.39,6.17093365472984e-109,"DCM-Cardiomyocytes","STXBP6"
"RNASE1.3",4.1954767626862e-111,-3.67599220407397,0.043,0.117,1.25864302880586e-107,"DCM-Cardiomyocytes","RNASE1"
"BMPR1A.3",8.18782288445394e-111,4.11328105633635,0.48,0.355,2.45634686533618e-107,"DCM-Cardiomyocytes","BMPR1A"
"NCEH1.3",5.10782038050509e-110,3.62071141412942,0.281,0.41,1.53234611415153e-106,"DCM-Cardiomyocytes","NCEH1"
"NDUFA13.3",7.44234418446372e-110,-0.831481195571697,0.219,0.335,2.23270325533912e-106,"DCM-Cardiomyocytes","NDUFA13"
"MLIP.2",1.55090924860671e-109,-7.20247670010694,0.339,0.461,4.65272774582012e-106,"DCM-Cardiomyocytes","MLIP"
"VIM.3",1.67740915277631e-109,-10.6777421226648,0.097,0.171,5.03222745832894e-106,"DCM-Cardiomyocytes","VIM"
"LBH.3",2.86503977332602e-109,5.92865370214117,0.213,0.326,8.59511931997806e-106,"DCM-Cardiomyocytes","LBH"
"GPX3.2",3.05851429534865e-109,-6.01060081846161,0.086,0.182,9.17554288604594e-106,"DCM-Cardiomyocytes","GPX3"
"MGAT4C.2",2.49978069398284e-108,24.0789178004166,0.266,0.38,7.49934208194852e-105,"DCM-Cardiomyocytes","MGAT4C"
"G0S2.2",3.26465120853373e-108,-6.53652574569308,0.086,0.193,9.79395362560118e-105,"DCM-Cardiomyocytes","G0S2"
"BDNF.1",8.14337660781121e-108,1.00213664439585,0.33,0.169,2.44301298234336e-104,"DCM-Cardiomyocytes","BDNF"
"TSC22D1.3",9.1595193498551e-108,-11.2672327582683,0.26,0.384,2.74785580495653e-104,"DCM-Cardiomyocytes","TSC22D1"
"PAM.2",4.59154691336014e-106,11.1054888292601,0.531,0.398,1.37746407400804e-102,"DCM-Cardiomyocytes","PAM"
"HIPK2.2",5.93831014803099e-106,-4.57790271213537,0.497,0.384,1.7814930444093e-102,"DCM-Cardiomyocytes","HIPK2"
"LINC00964.2",1.84682630420367e-105,-16.7594242940473,0.02,0.104,5.54047891261102e-102,"DCM-Cardiomyocytes","LINC00964"
"RBFOX1.2",4.20967768086795e-105,-1.37171021092153,0.316,0.43,1.26290330426038e-101,"DCM-Cardiomyocytes","RBFOX1"
"MGP.2",1.12697437260775e-104,-4.20326179924338,0.155,0.235,3.38092311782324e-101,"DCM-Cardiomyocytes","MGP"
"NFIB.3",2.06714734234521e-104,6.77660000872294,0.519,0.393,6.20144202703564e-101,"DCM-Cardiomyocytes","NFIB"
"POT1-AS1.2",1.10412045246056e-103,2.78173049742277,0.113,0.214,3.31236135738169e-100,"DCM-Cardiomyocytes","POT1-AS1"
"PPFIBP1.1",2.32855154305461e-103,10.8669294724511,0.318,0.429,6.98565462916383e-100,"DCM-Cardiomyocytes","PPFIBP1"
"ST3GAL1.2",1.7162384553337e-101,-3.25028104342973,0.315,0.415,5.1487153660011e-98,"DCM-Cardiomyocytes","ST3GAL1"
"RPL10.2",6.04785166461465e-101,-6.88496040188767,0.189,0.3,1.8143554993844e-97,"DCM-Cardiomyocytes","RPL10"
"AKAP6.3",1.33133895063332e-100,11.4742721462076,0.548,0.408,3.99401685189995e-97,"DCM-Cardiomyocytes","AKAP6"
"MT1E.2",1.20928539960313e-99,-33.0550340116463,0.102,0.195,3.62785619880938e-96,"DCM-Cardiomyocytes","MT1E"
"STAT4.3",1.64522191335392e-99,5.23137037965917,0.235,0.044,4.93566574006175e-96,"DCM-Cardiomyocytes","STAT4"
"ROR1.3",1.87986390506001e-99,2.75708623261843,0.473,0.332,5.63959171518002e-96,"DCM-Cardiomyocytes","ROR1"
"PRICKLE1.3",8.6331866726421e-99,-1.72856308220946,0.441,0.304,2.58995600179263e-95,"DCM-Cardiomyocytes","PRICKLE1"
"CYCS.2",1.42324566038489e-98,-5.01015190973783,0.201,0.306,4.26973698115468e-95,"DCM-Cardiomyocytes","CYCS"
"AZGP1.3",5.00415743931181e-98,-4.00601215478222,0.055,0.142,1.50124723179354e-94,"DCM-Cardiomyocytes","AZGP1"
"ACTG1.3",1.24594097741056e-97,2.79575921560213,0.274,0.388,3.73782293223167e-94,"DCM-Cardiomyocytes","ACTG1"
"PHACTR1.3",1.34683036196317e-96,-9.77100601264248,0.301,0.4,4.04049108588952e-93,"DCM-Cardiomyocytes","PHACTR1"
"HSPA5.3",1.76771182233708e-96,-39.985801862587,0.172,0.274,5.30313546701123e-93,"DCM-Cardiomyocytes","HSPA5"
"SLIT3.3",5.68191611427867e-96,-9.80900712510405,0.119,0.209,1.7045748342836e-92,"DCM-Cardiomyocytes","SLIT3"
"FABP5.2",2.7645500366607e-95,-4.67841324094958,0.031,0.1,8.29365010998209e-92,"DCM-Cardiomyocytes","FABP5"
"JAZF1.2",2.80140393932995e-95,1.94030332085948,0.515,0.387,8.40421181798986e-92,"DCM-Cardiomyocytes","JAZF1"
"GABRB1.2",7.45150684461789e-95,13.5920636543287,0.445,0.339,2.23545205338537e-91,"DCM-Cardiomyocytes","GABRB1"
"ZNF536.3",9.5264269791177e-95,-6.29903441407143,0.272,0.128,2.85792809373531e-91,"DCM-Cardiomyocytes","ZNF536"
"EIF2AK3.2",4.56699081762352e-94,-22.7405504207096,0.355,0.208,1.37009724528706e-90,"DCM-Cardiomyocytes","EIF2AK3"
"FABP4.3",1.77383799064313e-93,-38.8123317248372,0.038,0.105,5.32151397192939e-90,"DCM-Cardiomyocytes","FABP4"
"KLF12.2",7.88620809829093e-93,11.8693623137328,0.509,0.389,2.36586242948728e-89,"DCM-Cardiomyocytes","KLF12"
"ADGRL2.2",1.2001677985129e-92,12.4802283080917,0.311,0.419,3.60050339553871e-89,"DCM-Cardiomyocytes","ADGRL2"
"MARCH3.3",2.27891319643469e-92,-5.4778121278879,0.477,0.368,6.83673958930408e-89,"DCM-Cardiomyocytes","MARCH3"
"TNNC1.2",3.26432631837724e-92,-13.5879861489429,0.306,0.411,9.79297895513172e-89,"DCM-Cardiomyocytes","TNNC1"
"PPP1R12B.2",1.3276007029486e-91,-14.9363094786501,0.331,0.444,3.9828021088458e-88,"DCM-Cardiomyocytes","PPP1R12B"
"PEBP4.2",1.97475492357153e-91,-11.5308031906244,0.287,0.402,5.92426477071459e-88,"DCM-Cardiomyocytes","PEBP4"
"S100A10.3",4.24290898138531e-91,25.204505201157,0.059,0.139,1.27287269441559e-87,"DCM-Cardiomyocytes","S100A10"
"NRP1.3",5.42816325191036e-91,-4.62409397220665,0.481,0.365,1.62844897557311e-87,"DCM-Cardiomyocytes","NRP1"
"FSTL1.3",6.39633411753782e-91,-2.03527903013746,0.314,0.417,1.91890023526135e-87,"DCM-Cardiomyocytes","FSTL1"
"DYNC1I1.3",8.10607657827004e-91,-15.9883240300391,0.292,0.395,2.43182297348101e-87,"DCM-Cardiomyocytes","DYNC1I1"
"MBNL2.2",1.52358679363039e-90,1.79622555051038,0.316,0.423,4.57076038089116e-87,"DCM-Cardiomyocytes","MBNL2"
"AC011524.1.3",2.24910702315622e-90,-5.62339437040006,0.082,0.127,6.74732106946866e-87,"DCM-Cardiomyocytes","AC011524.1"
"RPL8.2",5.16194500438499e-90,11.2321501191908,0.2,0.301,1.5485835013155e-86,"DCM-Cardiomyocytes","RPL8"
"NPPA.3",1.1031507527653e-89,4.93867359715569,0.304,0.091,3.30945225829589e-86,"DCM-Cardiomyocytes","NPPA"
"PCSK6.3",4.60552811145154e-89,-5.83641832479704,0.17,0.26,1.38165843343546e-85,"DCM-Cardiomyocytes","PCSK6"
"CHCHD2.2",4.68731169142844e-89,0.474933095053131,0.125,0.223,1.40619350742853e-85,"DCM-Cardiomyocytes","CHCHD2"
"TTC28.2",6.56053586340739e-89,1.80940953668623,0.466,0.369,1.96816075902222e-85,"DCM-Cardiomyocytes","TTC28"
"SLMAP.3",1.29965195136028e-88,4.89409968606761,0.507,0.388,3.89895585408084e-85,"DCM-Cardiomyocytes","SLMAP"
"CDC14B.3",1.35128445137583e-88,9.18129184496914,0.453,0.315,4.05385335412749e-85,"DCM-Cardiomyocytes","CDC14B"
"LRRTM4.3",6.31360672376322e-88,-19.6135482641901,0.045,0.109,1.89408201712896e-84,"DCM-Cardiomyocytes","LRRTM4"
"KALRN.2",9.09340403584913e-88,9.52761713768336,0.5,0.388,2.72802121075474e-84,"DCM-Cardiomyocytes","KALRN"
"MYL4.3",1.78732433787715e-87,-12.2621976906226,0.073,0.14,5.36197301363145e-84,"DCM-Cardiomyocytes","MYL4"
"UQCRB.3",3.28566324411304e-87,-35.6569214712967,0.266,0.362,9.85698973233912e-84,"DCM-Cardiomyocytes","UQCRB"
"FTH1.3",3.42660241786456e-87,26.1973509388679,0.283,0.399,1.02798072535937e-83,"DCM-Cardiomyocytes","FTH1"
"FTL.3",4.8937764879398e-87,2.21078940238678,0.181,0.268,1.46813294638194e-83,"DCM-Cardiomyocytes","FTL"
"PROS1.2",9.5265125610602e-87,16.9427663227153,0.275,0.13,2.85795376831806e-83,"DCM-Cardiomyocytes","PROS1"
"WDPCP.2",2.27065420294679e-85,12.997880415238,0.493,0.377,6.81196260884038e-82,"DCM-Cardiomyocytes","WDPCP"
"TSPAN9.3",2.75449679598376e-85,-34.0056274330774,0.473,0.374,8.26349038795128e-82,"DCM-Cardiomyocytes","TSPAN9"
"CD74.3",3.52001462481938e-85,10.2763432590739,0.053,0.102,1.05600438744581e-81,"DCM-Cardiomyocytes","CD74"
"CDCA2.3",7.599911422122e-85,-35.4378435365711,0.102,0.179,2.2799734266366e-81,"DCM-Cardiomyocytes","CDCA2"
"RANBP17.2",4.7503813064679e-84,6.58160158652381,0.298,0.16,1.42511439194037e-80,"DCM-Cardiomyocytes","RANBP17"
"CADM1.1",5.71812903645333e-84,-16.46866919205,0.46,0.363,1.715438710936e-80,"DCM-Cardiomyocytes","CADM1"
"HECW2.3",1.40466259553906e-83,4.34595435951005,0.467,0.363,4.21398778661717e-80,"DCM-Cardiomyocytes","HECW2"
"IL1RAPL1.2",8.03493687713086e-82,-28.0446876143167,0.312,0.4,2.41048106313926e-78,"DCM-Cardiomyocytes","IL1RAPL1"
"SLC35F1.3",2.22611018943126e-81,37.9430271459109,0.191,0.278,6.67833056829377e-78,"DCM-Cardiomyocytes","SLC35F1"
"PDE4D.2",4.70234550738488e-81,1.63069728074462,0.453,0.33,1.41070365221547e-77,"DCM-Cardiomyocytes","PDE4D"
"DDIT4.2",8.28675402967175e-81,-31.4979506404772,0.043,0.101,2.48602620890152e-77,"DCM-Cardiomyocytes","DDIT4"
"CACNA2D3.2",1.29946810134427e-80,-7.60480143920379,0.275,0.379,3.8984043040328e-77,"DCM-Cardiomyocytes","CACNA2D3"
"GPAT3.3",2.79646150015094e-79,13.7939769338093,0.467,0.36,8.38938450045282e-76,"DCM-Cardiomyocytes","GPAT3"
"CTNNA3.2",1.81387303636354e-78,4.70725775978739,0.563,0.443,5.44161910909062e-75,"DCM-Cardiomyocytes","CTNNA3"
"MIR4435-2HG.3",5.35558480754792e-78,-18.4272122032876,0.313,0.173,1.60667544226438e-74,"DCM-Cardiomyocytes","MIR4435-2HG"
"ARL15.3",6.20793569164737e-78,4.13922810328306,0.491,0.38,1.86238070749421e-74,"DCM-Cardiomyocytes","ARL15"
"HLA-C.2",7.8394263312223e-78,5.07935228407378,0.092,0.148,2.35182789936669e-74,"DCM-Cardiomyocytes","HLA-C"
"PTPRD.3",9.12733281195756e-78,7.65575581199129,0.347,0.212,2.73819984358727e-74,"DCM-Cardiomyocytes","PTPRD"
"GRK5.2",1.47082373056061e-77,-1.01952906876922,0.233,0.316,4.41247119168182e-74,"DCM-Cardiomyocytes","GRK5"
"MIR646HG.3",3.4441172427832e-77,9.35717963975619,0.382,0.246,1.03323517283496e-73,"DCM-Cardiomyocytes","MIR646HG"
"HERC4.3",4.42492453997772e-76,11.3488605134342,0.473,0.383,1.32747736199332e-72,"DCM-Cardiomyocytes","HERC4"
"PSME4.2",1.31397730266128e-75,11.8376170030298,0.474,0.378,3.94193190798384e-72,"DCM-Cardiomyocytes","PSME4"
"ASAH1.2",2.91184711288232e-75,-4.39310999279148,0.326,0.43,8.73554133864696e-72,"DCM-Cardiomyocytes","ASAH1"
"CFAP61.3",2.95936888881644e-75,10.2789588045044,0.443,0.34,8.87810666644933e-72,"DCM-Cardiomyocytes","CFAP61"
"RPL11.2",5.7264137946783e-75,-10.9669083374541,0.172,0.261,1.71792413840349e-71,"DCM-Cardiomyocytes","RPL11"
"TXNIP.3",1.67468369588456e-73,-15.7778009828263,0.327,0.431,5.02405108765368e-70,"DCM-Cardiomyocytes","TXNIP"
"TUFM.2",1.91601235239969e-73,0.575676554232749,0.175,0.24,5.74803705719908e-70,"DCM-Cardiomyocytes","TUFM"
"CD59.3",3.5755479147548e-73,1.42289087430809,0.149,0.233,1.07266437442644e-69,"DCM-Cardiomyocytes","CD59"
"MT-CYB.2",6.64819164206013e-73,-11.6858187205238,0.263,0.36,1.99445749261804e-69,"DCM-Cardiomyocytes","MT-CYB"
"CD63.1",1.21509358324792e-72,-2.35760567872228,0.114,0.205,3.64528074974375e-69,"DCM-Cardiomyocytes","CD63"
"PLCXD3.3",1.34082712467564e-72,-1.82270645056755,0.337,0.431,4.02248137402691e-69,"DCM-Cardiomyocytes","PLCXD3"
"MT-ND4L.3",1.67929008497842e-72,-6.56640741436007,0.245,0.34,5.03787025493525e-69,"DCM-Cardiomyocytes","MT-ND4L"
"LMCD1.3",2.3764758026423e-72,-27.041471468059,0.09,0.162,7.1294274079269e-69,"DCM-Cardiomyocytes","LMCD1"
"ABLIM3.3",3.12000752632861e-72,-26.8436735135505,0.207,0.287,9.36002257898584e-69,"DCM-Cardiomyocytes","ABLIM3"
"ADAMTS6.3",4.80530804427544e-72,7.47358762950699,0.34,0.205,1.44159241328263e-68,"DCM-Cardiomyocytes","ADAMTS6"
"C7.2",7.19988945367473e-72,0.932375912432118,0.062,0.104,2.15996683610242e-68,"DCM-Cardiomyocytes","C7"
"ANK2.2",1.05365854438411e-71,-1.71150435654272,0.515,0.398,3.16097563315233e-68,"DCM-Cardiomyocytes","ANK2"
"NCKAP5.3",2.20721033246575e-71,8.2933725589416,0.479,0.37,6.62163099739724e-68,"DCM-Cardiomyocytes","NCKAP5"
"DLG1.2",3.19981951369959e-71,-6.31456252961546,0.462,0.363,9.59945854109876e-68,"DCM-Cardiomyocytes","DLG1"
"DOK6.1",1.28731545386965e-70,9.35324046505441,0.278,0.149,3.86194636160896e-67,"DCM-Cardiomyocytes","DOK6"
"NDUFA1.3",1.6255886352808e-70,0.512952173346165,0.225,0.307,4.87676590584241e-67,"DCM-Cardiomyocytes","NDUFA1"
"LGALS3BP.3",1.63995935217273e-70,-7.89789383191689,0.138,0.222,4.91987805651819e-67,"DCM-Cardiomyocytes","LGALS3BP"
"RNF217",2.30580754181278e-70,0.90764261824442,0.337,0.213,6.91742262543835e-67,"DCM-Cardiomyocytes","RNF217"
"CTSD.2",5.99224429621588e-70,-6.96713559743478,0.075,0.161,1.79767328886476e-66,"DCM-Cardiomyocytes","CTSD"
"BCKDHB.1",9.50655212652622e-70,-1.39125817130861,0.3,0.406,2.85196563795787e-66,"DCM-Cardiomyocytes","BCKDHB"
"LDB3.2",1.38018765995956e-69,4.1491201001733,0.523,0.407,4.14056297987868e-66,"DCM-Cardiomyocytes","LDB3"
"HSP90AB1.3",2.79763433273983e-69,-13.6160923221903,0.286,0.361,8.3929029982195e-66,"DCM-Cardiomyocytes","HSP90AB1"
"ANTXR2.3",3.08733304141031e-69,37.5758445070166,0.421,0.299,9.26199912423093e-66,"DCM-Cardiomyocytes","ANTXR2"
"MT-ND5.2",3.223410815825e-69,-8.95743379138138,0.237,0.316,9.67023244747501e-66,"DCM-Cardiomyocytes","MT-ND5"
"ABLIM1.2",4.82776740834405e-69,0.610400958650499,0.358,0.47,1.44833022250321e-65,"DCM-Cardiomyocytes","ABLIM1"
"F5.2",6.13044138922467e-69,3.66456181895133,0.1,0.168,1.8391324167674e-65,"DCM-Cardiomyocytes","F5"
"UBC.3",4.41857131325239e-68,2.79489369884709,0.278,0.367,1.32557139397572e-64,"DCM-Cardiomyocytes","UBC"
"CNTNAP3.2",7.67170531294409e-68,0.330693748696028,0.242,0.32,2.30151159388323e-64,"DCM-Cardiomyocytes","CNTNAP3"
"NDUFB11.3",9.05900008982624e-68,-5.1747745967817,0.09,0.176,2.71770002694787e-64,"DCM-Cardiomyocytes","NDUFB11"
"TNIK.3",3.61266944417207e-67,2.13151272433164,0.501,0.396,1.08380083325162e-63,"DCM-Cardiomyocytes","TNIK"
"PLCL2.3",4.61182134383691e-67,-34.4043152875264,0.331,0.425,1.38354640315107e-63,"DCM-Cardiomyocytes","PLCL2"
"DUSP1.3",6.62372591073138e-67,21.3855406969709,0.232,0.302,1.98711777321941e-63,"DCM-Cardiomyocytes","DUSP1"
"LGALS1.2",3.02927872573782e-66,11.6766494892092,0.144,0.221,9.08783617721347e-63,"DCM-Cardiomyocytes","LGALS1"
"ERBB4.2",1.15901867343677e-65,6.48008747188936,0.515,0.408,3.47705602031031e-62,"DCM-Cardiomyocytes","ERBB4"
"KIF26B.1",1.73240366104435e-65,-20.3575795261457,0.122,0.2,5.19721098313306e-62,"DCM-Cardiomyocytes","KIF26B"
"MYH9.2",2.31516947574072e-65,-19.1353235818361,0.427,0.325,6.94550842722215e-62,"DCM-Cardiomyocytes","MYH9"
"NAV1.2",2.44011512835761e-65,10.8583929787097,0.47,0.368,7.32034538507283e-62,"DCM-Cardiomyocytes","NAV1"
"TANC1.2",4.90625416965136e-65,16.9310894973388,0.49,0.387,1.47187625089541e-61,"DCM-Cardiomyocytes","TANC1"
"LDLRAD4.3",1.57823352470473e-64,1.77338975155679,0.478,0.376,4.73470057411418e-61,"DCM-Cardiomyocytes","LDLRAD4"
"NDUFS5.2",1.92487270262179e-64,5.53377126516062,0.211,0.291,5.77461810786538e-61,"DCM-Cardiomyocytes","NDUFS5"
"THSD4.2",2.98067983173128e-64,-9.14950231671028,0.508,0.394,8.94203949519383e-61,"DCM-Cardiomyocytes","THSD4"
"LINC01151.3",4.08483257239223e-64,-4.36466849055874,0.094,0.184,1.22544977171767e-60,"DCM-Cardiomyocytes","LINC01151"
"PRR16.1",4.77431814512637e-64,11.9848389829278,0.436,0.349,1.43229544353791e-60,"DCM-Cardiomyocytes","PRR16"
"SPATS2L.2",1.14040328982567e-63,18.9484266065912,0.398,0.279,3.421209869477e-60,"DCM-Cardiomyocytes","SPATS2L"
"MYL9.2",1.16669800897476e-63,2.53006228077573,0.329,0.418,3.50009402692427e-60,"DCM-Cardiomyocytes","MYL9"
"DCLK2.3",1.32583510560347e-63,4.12657809322375,0.405,0.29,3.97750531681041e-60,"DCM-Cardiomyocytes","DCLK2"
"PDK4.1",1.59656808022422e-63,0.857830873899857,0.44,0.373,4.78970424067267e-60,"DCM-Cardiomyocytes","PDK4"
"ZNF704.2",4.7106680808884e-63,1.44566341335403,0.446,0.362,1.41320042426652e-59,"DCM-Cardiomyocytes","ZNF704"
"RNF150.2",4.79451112477246e-63,1.03718238612585,0.479,0.376,1.43835333743174e-59,"DCM-Cardiomyocytes","RNF150"
"RBM20.2",6.29409642173736e-63,-2.22257355255428,0.529,0.414,1.88822892652121e-59,"DCM-Cardiomyocytes","RBM20"
"JUN.2",2.56866688409201e-62,-11.6837637944094,0.222,0.291,7.70600065227602e-59,"DCM-Cardiomyocytes","JUN"
"FN1.3",3.84459642492492e-62,2.40195793109522,0.075,0.114,1.15337892747747e-58,"DCM-Cardiomyocytes","FN1"
"CMYA5.3",4.17861217708825e-62,-37.345751972314,0.516,0.421,1.25358365312647e-58,"DCM-Cardiomyocytes","CMYA5"
"LINC-PINT.3",4.20690534493254e-62,10.8846794542304,0.461,0.354,1.26207160347976e-58,"DCM-Cardiomyocytes","LINC-PINT"
"ANGPT1.3",5.89855105897704e-62,-19.7247695867382,0.053,0.101,1.76956531769311e-58,"DCM-Cardiomyocytes","ANGPT1"
"PDGFC.1",6.00541183780607e-62,27.8873518276044,0.434,0.32,1.80162355134182e-58,"DCM-Cardiomyocytes","PDGFC"
"CAV1.3",8.39974130009253e-62,-10.1759542015546,0.275,0.358,2.51992239002776e-58,"DCM-Cardiomyocytes","CAV1"
"NCAM1.1",1.48387923991829e-61,-17.6692565467427,0.338,0.424,4.45163771975488e-58,"DCM-Cardiomyocytes","NCAM1"
"CADPS.3",4.90803025463063e-61,31.4872197920725,0.444,0.357,1.47240907638919e-57,"DCM-Cardiomyocytes","CADPS"
"PTGDS.3",9.82181108175239e-61,-8.37350227482927,0.309,0.398,2.94654332452572e-57,"DCM-Cardiomyocytes","PTGDS"
"ZNF98.2",2.41442874192633e-60,-10.8328555973844,0.095,0.153,7.24328622577899e-57,"DCM-Cardiomyocytes","ZNF98"
"NDUFB2.2",2.55027504214137e-60,-3.00735466541937,0.176,0.249,7.65082512642411e-57,"DCM-Cardiomyocytes","NDUFB2"
"HSPA8.3",2.66085739517604e-60,26.7484384894749,0.178,0.247,7.98257218552811e-57,"DCM-Cardiomyocytes","HSPA8"
"MT2A.2",4.17709988883363e-60,-0.272260370346309,0.14,0.199,1.25312996665009e-56,"DCM-Cardiomyocytes","MT2A"
"CRADD.3",5.66468884236369e-60,3.51771209307225,0.491,0.392,1.69940665270911e-56,"DCM-Cardiomyocytes","CRADD"
"S100A6.3",9.3778938078624e-60,12.5144766003675,0.152,0.214,2.81336814235872e-56,"DCM-Cardiomyocytes","S100A6"
"S100A1.2",2.00903289673916e-59,1.60437153419173,0.29,0.377,6.02709869021748e-56,"DCM-Cardiomyocytes","S100A1"
"XIST.1",6.08995837776356e-59,-7.29573649599484,0.274,0.346,1.82698751332907e-55,"DCM-Cardiomyocytes","XIST"
"DCBLD2.3",7.99091240416164e-59,-6.99416107761806,0.439,0.336,2.39727372124849e-55,"DCM-Cardiomyocytes","DCBLD2"
"HEG1.2",1.4417144011883e-58,10.9643834605098,0.393,0.278,4.3251432035649e-55,"DCM-Cardiomyocytes","HEG1"
"GRIK2.1",2.6277485117907e-57,3.11121376129706,0.206,0.291,7.88324553537211e-54,"DCM-Cardiomyocytes","GRIK2"
"RPS28.2",2.74623859455166e-57,-0.724927332411224,0.097,0.179,8.23871578365497e-54,"DCM-Cardiomyocytes","RPS28"
"ENOX1.2",2.90071978361089e-57,14.6249901672878,0.458,0.363,8.70215935083266e-54,"DCM-Cardiomyocytes","ENOX1"
"COX6B1.3",3.2210717587977e-57,-1.97827932816897,0.19,0.265,9.6632152763931e-54,"DCM-Cardiomyocytes","COX6B1"
"ADAM19.3",4.71606272536482e-57,10.4814992883457,0.309,0.174,1.41481881760945e-53,"DCM-Cardiomyocytes","ADAM19"
"BACH1.3",7.92160296007604e-57,2.17639118924159,0.44,0.355,2.37648088802281e-53,"DCM-Cardiomyocytes","BACH1"
"SDK1.2",1.99066620350493e-56,-3.65147363350227,0.251,0.349,5.97199861051478e-53,"DCM-Cardiomyocytes","SDK1"
"ELL2.2",4.3137525280679e-56,22.7360082180518,0.297,0.381,1.29412575842037e-52,"DCM-Cardiomyocytes","ELL2"
"DMD.3",5.94196232923383e-56,-10.7947939437501,0.53,0.402,1.78258869877015e-52,"DCM-Cardiomyocytes","DMD"
"NDUFB3.2",9.37210847989235e-56,-1.13354129598379,0.115,0.187,2.8116325439677e-52,"DCM-Cardiomyocytes","NDUFB3"
"MYOM1.3",1.79717784069907e-55,24.6665646849774,0.49,0.368,5.3915335220972e-52,"DCM-Cardiomyocytes","MYOM1"
"TMSB4X.2",9.58121750829175e-55,-0.910780915863503,0.084,0.138,2.87436525248753e-51,"DCM-Cardiomyocytes","TMSB4X"
"SOD1.2",1.41219564766495e-54,-13.7338886724124,0.139,0.214,4.23658694299485e-51,"DCM-Cardiomyocytes","SOD1"
"NEK10.3",1.4283516714526e-54,-10.364407405027,0.298,0.388,4.28505501435779e-51,"DCM-Cardiomyocytes","NEK10"
"CDK14.2",2.38987655636985e-54,37.2072283608815,0.464,0.382,7.16962966910955e-51,"DCM-Cardiomyocytes","CDK14"
"TRIO.2",3.62502175039448e-54,-6.86260858912216,0.475,0.389,1.08750652511834e-50,"DCM-Cardiomyocytes","TRIO"
"RPS25.2",6.36084194974752e-54,-37.0803734778125,0.173,0.246,1.90825258492425e-50,"DCM-Cardiomyocytes","RPS25"
"TSPEAR.3",2.62083705257824e-53,-27.3942179306352,0.052,0.108,7.86251115773471e-50,"DCM-Cardiomyocytes","TSPEAR"
"RPL30.2",3.73667071589809e-53,12.3721523498784,0.146,0.216,1.12100121476943e-49,"DCM-Cardiomyocytes","RPL30"
"MT-ND6.2",4.11487367134566e-53,-15.3299218399122,0.078,0.129,1.2344621014037e-49,"DCM-Cardiomyocytes","MT-ND6"
"TRDN.3",5.43933999891883e-53,-6.75840075555016,0.368,0.437,1.63180199967565e-49,"DCM-Cardiomyocytes","TRDN"
"PDE11A.3",6.84678609240959e-53,-17.6305701611263,0.068,0.119,2.05403582772288e-49,"DCM-Cardiomyocytes","PDE11A"
"GABRE.3",8.56793972168607e-53,-0.295842016523042,0.274,0.33,2.57038191650582e-49,"DCM-Cardiomyocytes","GABRE"
"LINC01182.2",9.56821513886352e-53,-23.443102007917,0.037,0.104,2.87046454165906e-49,"DCM-Cardiomyocytes","LINC01182"
"RPS16.2",1.438869250386e-52,2.14367389918529,0.114,0.189,4.31660775115799e-49,"DCM-Cardiomyocytes","RPS16"
"FAU.2",1.7758663121943e-52,-1.41905595274834,0.132,0.208,5.32759893658291e-49,"DCM-Cardiomyocytes","FAU"
"FGD4.3",1.89201682060647e-52,-4.51314141323486,0.316,0.405,5.6760504618194e-49,"DCM-Cardiomyocytes","FGD4"
"GRIP1.3",2.60898902747972e-52,22.341068483368,0.035,0.104,7.82696708243916e-49,"DCM-Cardiomyocytes","GRIP1"
"AIG1.2",5.70689201497559e-52,-2.82107185476328,0.466,0.384,1.71206760449268e-48,"DCM-Cardiomyocytes","AIG1"
"EDNRA.3",7.8317714785321e-52,24.831473155598,0.355,0.234,2.34953144355963e-48,"DCM-Cardiomyocytes","EDNRA"
"SERPINB1.1",8.18551100977991e-52,-39.9452973743788,0.075,0.137,2.45565330293397e-48,"DCM-Cardiomyocytes","SERPINB1"
"CADPS2.1",8.6642612863039e-52,-23.5397592310961,0.19,0.26,2.59927838589117e-48,"DCM-Cardiomyocytes","CADPS2"
"SPHKAP.2",1.56693469025358e-51,16.5467840226286,0.334,0.413,4.70080407076074e-48,"DCM-Cardiomyocytes","SPHKAP"
"HRC.2",2.36412831113783e-51,-15.3697129100622,0.224,0.29,7.09238493341348e-48,"DCM-Cardiomyocytes","HRC"
"USP9Y.2",2.83100370771236e-51,1.05852368580321,0.333,0.211,8.49301112313707e-48,"DCM-Cardiomyocytes","USP9Y"
"COX7A1.2",5.12418771722782e-51,-1.170066708245,0.201,0.274,1.53725631516835e-47,"DCM-Cardiomyocytes","COX7A1"
"FTX.2",5.98176207429276e-51,5.99570494192204,0.494,0.402,1.79452862228783e-47,"DCM-Cardiomyocytes","FTX"
"TNFAIP8.3",6.03052627426244e-51,-7.19098450065939,0.089,0.157,1.80915788227873e-47,"DCM-Cardiomyocytes","TNFAIP8"
"PSAP.2",8.02364032193563e-51,-4.65213464161765,0.278,0.341,2.40709209658069e-47,"DCM-Cardiomyocytes","PSAP"
