"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"BSG",4.42475056432778e-95,0.370492251492111,0.954,0.348,1.61950295404961e-90,0,0.711166256510967,0.916,0.273,0,4.42475056432778e-95,0
"AL136442.1",4.69700326674727e-95,0.275891945551566,0.312,0.033,1.71915016566217e-90,0,0.423171258021079,0.382,0.038,0,4.69700326674727e-95,0
"PRKN",5.29302122367128e-95,1.33681942292369,0.96,0.539,1.93729869807593e-90,0,1.35713202207559,0.978,0.475,0,5.29302122367128e-95,0
"PARD6B",5.64367599023797e-95,0.261169939554941,0.373,0.049,2.065641849187e-90,0,0.305980731436835,0.333,0.046,0,5.64367599023797e-95,0
"LRRFIP2",9.37483833933878e-95,1.06372374498062,0.954,0.434,3.43128458058139e-90,0,0.989946784201438,0.958,0.383,0,9.37483833933878e-95,0
"CHPT1",2.18094950188694e-94,0.990533520037657,0.893,0.326,7.98249327185639e-90,0,1.14491985668739,0.93,0.246,0,2.18094950188694e-94,0
"ACSS1",2.25165880656791e-94,0.531400233032447,0.664,0.155,8.24129639791922e-90,0,0.53887133323691,0.638,0.123,0,2.25165880656791e-94,0
"SEMA3C",2.86531097537701e-94,0.486437521902071,0.566,0.115,1.04873247009774e-89,0,0.520133599691854,0.718,0.152,0,2.86531097537701e-94,0
"TRAK2",9.34573137725032e-94,1.0030604250414,0.893,0.325,3.42063114138739e-89,0,0.668631033009726,0.876,0.275,0,9.34573137725032e-94,0
"NAV3",2.8802670763899e-93,0.904172874451203,0.847,0.259,1.05420655262947e-88,0,0.528838723542129,0.809,0.249,0,2.8802670763899e-93,0
"CKM",3.13792336840141e-93,0.334653852502889,0.917,0.272,1.1485113320686e-88,0,1.00370712061781,0.921,0.223,0,3.13792336840141e-93,0
"NEXN-AS1",4.7459483210839e-93,0.271002047069498,0.343,0.042,1.73706454499992e-88,0,0.358748131165351,0.389,0.057,0,4.7459483210839e-93,0
"STRIP2",5.43901965109382e-93,0.261450297519348,0.297,0.03,1.99073558249685e-88,0,0.397602675786298,0.403,0.055,0,5.43901965109382e-93,0
"DHX35",7.97836126426267e-93,0.409422073511158,0.648,0.146,2.92016000633278e-88,0,0.328153827935946,0.555,0.125,0,7.97836126426267e-93,0
"PCDH9",8.78940979167505e-93,1.10973494201965,0.927,0.355,3.21701187785099e-88,0,0.861290478934666,0.946,0.339,0,8.78940979167505e-93,0
"PPP1R3C",1.30712091075732e-92,0.294970574921538,0.367,0.048,4.78419324546285e-88,0,0.77329052701426,0.511,0.056,0,1.30712091075732e-92,0
"INTU",1.60699032595191e-92,0.456196929976676,0.615,0.135,5.88174529201659e-88,0,0.398124561153275,0.607,0.134,0,1.60699032595191e-92,0
"MAP3K20",1.67542765240162e-92,1.03434895665293,0.924,0.369,6.13223275055516e-88,0,0.758250735272635,0.93,0.343,0,1.67542765240162e-92,0
"SUGCT",1.71034107193223e-92,0.485411066270127,0.563,0.115,6.26001935737914e-88,0,0.575633785425674,0.58,0.11,0,1.71034107193223e-92,0
"NT5DC1",1.84871257363825e-92,0.851557146186016,0.835,0.253,6.76647289077334e-88,0,0.84618387119913,0.845,0.208,0,1.84871257363825e-92,0
"CXXC4",4.24516163243452e-92,0.298761678080984,0.352,0.045,1.55377160908736e-87,0,0.359050467247886,0.398,0.054,0,4.24516163243452e-92,0
"ECHDC3",4.56003451604578e-92,0.478401023170816,0.55,0.11,1.66901823321792e-87,0,0.434575938289032,0.476,0.077,0,4.56003451604578e-92,0
"AGL",5.42680446262965e-92,0.541955043220088,0.682,0.164,1.98626470136708e-87,0,0.715719381626847,0.751,0.156,0,5.42680446262965e-92,0
"DYSF",7.52271669939762e-92,0.412906892266421,0.713,0.169,2.75338953914652e-87,0,0.364754688363545,0.721,0.184,0,7.52271669939762e-92,0
"GLDN",1.21119936632557e-91,0.409604539641828,0.413,0.064,4.43311080068821e-87,0,0.430208257626741,0.451,0.08,0,1.21119936632557e-91,0
"PLBD1-AS1",2.51681130518766e-91,0.294180559029559,0.385,0.055,9.21178105811734e-87,0,0.375042201184953,0.435,0.075,0,2.51681130518766e-91,0
"AC021134.1",5.69344196438251e-91,0.561780441435977,0.352,0.047,2.08385669338364e-86,0,0.76518462024981,0.521,0.091,0,5.69344196438251e-91,0
"B3GALNT2",6.37408152084098e-91,0.550311320593929,0.673,0.163,2.33297757744301e-86,0,0.368045088192376,0.69,0.189,0,6.37408152084098e-91,0
"DYRK3",6.78130842360213e-91,0.291920983783985,0.52,0.097,2.48202669612261e-86,0,0.432611035068436,0.502,0.09,0,6.78130842360213e-91,0
"FAM227B",1.17908863873931e-90,0.550328274460756,0.651,0.154,4.31558232664976e-86,0,0.740245155064,0.754,0.158,0,1.17908863873931e-90,0
"TPM2",1.37188609585868e-90,0.429630210062421,0.746,0.19,5.02124029945235e-86,0,0.32111949160744,0.678,0.167,0,1.37188609585868e-90,0
"PPP1R3B",1.49996766791299e-90,0.338452077101415,0.483,0.086,5.49003166132833e-86,0,0.392107383685371,0.511,0.088,0,1.49996766791299e-90,0
"ST7",2.24944469316592e-90,0.57581761702537,0.633,0.148,8.23319252145659e-86,0,0.446052200541792,0.65,0.153,0,2.24944469316592e-90,0
"DLAT",2.57907912263625e-90,0.340217883068733,0.56,0.115,9.43968749676093e-86,0,0.431789040968402,0.581,0.116,0,2.57907912263625e-90,0
"Z85996.3",2.84882697755512e-90,0.283048455637398,0.26,0.023,1.04269916205495e-85,0,0.614587187297347,0.413,0.035,0,2.84882697755512e-90,0
"ACSS2",4.11351099962642e-90,0.454823934265106,0.645,0.15,1.50558616097327e-85,0,0.497146350197055,0.653,0.139,0,4.11351099962642e-90,0
"GATA6-AS1",5.81339876034432e-90,0.327555735786869,0.41,0.063,2.12776208027362e-85,0,0.346391047669985,0.407,0.068,0,5.81339876034432e-90,0
"AC011346.1",5.85336490570442e-90,0.521280323235314,0.648,0.152,2.14239008913688e-85,0,0.761349807492716,0.709,0.155,0,5.85336490570442e-90,0
"AC117834.1",6.15451224138402e-90,0.40725300050811,0.566,0.117,2.25261302546896e-85,0,0.422002008006385,0.471,0.081,0,6.15451224138402e-90,0
"MAPRE2",7.76700586277588e-90,0.822713362480838,0.89,0.303,2.8428018158346e-85,0,0.536992680792141,0.813,0.248,0,7.76700586277588e-90,0
"KCNMB2",1.03695768184267e-89,1.10843995029096,0.544,0.119,3.79536881131235e-85,0,1.40054789101643,0.799,0.167,0,1.03695768184267e-89,0
"ANKRD26",1.18855454358933e-89,0.48294543675487,0.713,0.178,4.35022848499131e-85,0,0.415533930746546,0.738,0.202,0,1.18855454358933e-89,0
"UCKL1",1.30906464670545e-89,0.501932100477081,0.685,0.167,4.79130751340661e-85,0,0.280972975971607,0.517,0.111,0,1.30906464670545e-89,0
"MEIS2",3.34093283650419e-89,1.03319388565492,0.92,0.363,1.2228148274889e-84,0,1.12108376783028,0.944,0.307,0,3.34093283650419e-89,0
"KCNK1",5.35344160056861e-89,0.453654462913416,0.456,0.08,1.95941316022412e-84,0,0.49227439436495,0.43,0.074,0,5.35344160056861e-89,0
"TCF4",6.95311797426323e-89,-3.21305826575975,0.401,0.774,2.54491070976009e-84,0,-3.48120952357851,0.26,0.68,0,6.95311797426323e-89,0
"NRSN2-AS1",7.64709171394066e-89,0.399437044525835,0.425,0.069,2.79891203821942e-84,0,0.303549388557811,0.454,0.095,0,7.64709171394066e-89,0
"SLC2A11",1.09236281565368e-88,0.30961460458891,0.422,0.068,3.99815714157402e-84,0,0.46576459886104,0.492,0.082,0,1.09236281565368e-88,0
"MAOA",1.27309579220047e-88,0.508327041569969,0.719,0.181,4.65965790903294e-84,0,0.475477026960261,0.6,0.127,0,1.27309579220047e-88,0
"ADCY6",1.29807128290892e-88,0.369562636269831,0.648,0.15,4.75107070257493e-84,0,0.361131662319954,0.672,0.164,0,1.29807128290892e-88,0
"TCAP",1.32064580099641e-88,0.330022609891773,0.902,0.276,4.83369569622695e-84,0,0.795954380284258,0.873,0.221,0,1.32064580099641e-88,0
"ANKRD9",1.70857968704852e-88,0.280706393386246,0.483,0.088,6.25357251256628e-84,0,0.323752444423917,0.483,0.097,0,1.70857968704852e-88,0
"PPM1L",2.50584913965493e-88,1.10030989005466,0.924,0.377,9.171658436051e-84,0,1.19636311489899,0.933,0.264,0,2.50584913965493e-88,0
"EPHB1",4.06786259264195e-88,0.393365815764308,0.468,0.083,1.48887838753288e-83,0,0.444408508723421,0.477,0.069,0,4.06786259264195e-88,0
"MED9",5.24818668893141e-88,0.357118255890693,0.456,0.08,1.92088881001578e-83,0,0.489956373039283,0.565,0.097,0,5.24818668893141e-88,0
"TARBP1",6.52350888706302e-88,0.412676179139826,0.664,0.158,2.38766948775394e-83,0,0.360147058619573,0.647,0.163,0,6.52350888706302e-88,0
"AL645568.1",7.23889364214381e-88,0.602419953245977,0.676,0.17,2.64950746196106e-83,0,0.52490654104098,0.671,0.145,0,7.23889364214381e-88,0
"DSCAS",1.08985826968848e-87,0.255493164159234,0.327,0.041,3.9889902528868e-83,0,0.343066744229243,0.358,0.049,0,1.08985826968848e-87,0
"HFM1",1.10906196192918e-87,0.369800036471574,0.385,0.058,4.059277686857e-83,0,0.3737517148518,0.477,0.104,0,1.10906196192918e-87,0
"MAGED1",1.19561974457094e-87,0.653869711168674,0.697,0.177,4.37608782710409e-83,0,0.64634822366613,0.757,0.196,0,1.19561974457094e-87,0
"VPS13A",1.27353312129171e-87,0.817797822677206,0.862,0.288,4.66125857723979e-83,0,0.625691308942186,0.893,0.3,0,1.27353312129171e-87,0
"TUB",1.5193652225599e-87,0.263293551301153,0.422,0.067,5.56102865109149e-83,0,0.361227781334587,0.422,0.069,0,1.5193652225599e-87,0
"AC012085.2",2.18238607076168e-87,0.437034769371882,0.578,0.124,7.98775125759481e-83,0,0.35904561968023,0.491,0.093,0,2.18238607076168e-87,0
"CECR2",3.08152642411013e-87,0.555958753214114,0.746,0.204,1.12786948648855e-82,0,0.669770301828864,0.773,0.184,0,3.08152642411013e-87,0
"MLYCD",3.7660989173461e-87,0.586820473906597,0.728,0.198,1.37842986473784e-82,0,0.595018450989637,0.708,0.162,0,3.7660989173461e-87,0
"MAPKAPK2",5.82127918119494e-87,0.605888738248297,0.758,0.212,2.13064639310916e-82,0,0.550644977254322,0.801,0.237,0,5.82127918119494e-87,0
"MAGI2",7.8048020897134e-87,1.06798663043735,0.884,0.314,2.856635612856e-82,0,0.764834984469893,0.928,0.321,0,7.8048020897134e-87,0
"CNKSR3",8.38741560427855e-87,0.285023972654091,0.517,0.102,3.06987798532199e-82,0,0.339533843983308,0.626,0.14,0,8.38741560427855e-87,0
"FASTKD1",9.0894810437994e-87,0.527389656688031,0.703,0.184,3.32684095684102e-82,0,0.744651796773023,0.793,0.186,0,9.0894810437994e-87,0
"STRADB",2.58113373598478e-86,0.649386039314626,0.789,0.229,9.44720758707791e-82,0,0.469202333523072,0.696,0.165,0,2.58113373598478e-86,0
"MCEE",5.48098434473556e-86,0.426322810623088,0.654,0.157,2.00609508001666e-81,0,0.390441964263295,0.572,0.124,0,5.48098434473556e-86,0
"BVES-AS1",7.27957446460911e-86,0.266268004771292,0.355,0.049,2.66439704979158e-81,0,0.360015839888031,0.432,0.069,0,7.27957446460911e-86,0
"MFSD11",9.26089600364475e-86,0.519514921264431,0.731,0.193,3.38958054629402e-81,0,0.596870703834317,0.768,0.193,0,9.26089600364475e-86,0
"NAV2-AS2",2.48423790094811e-85,0.297709022147432,0.33,0.043,9.09255914126016e-81,0,0.331565908342118,0.376,0.058,0,2.48423790094811e-85,0
"ZNF682",2.79715991674806e-85,0.394971613212167,0.572,0.124,1.02378850112896e-80,0,0.451341749881911,0.518,0.085,0,2.79715991674806e-85,0
"AC027117.2",2.82388730653356e-85,0.353336811900011,0.456,0.082,1.03357099306435e-80,0,0.422477318923299,0.456,0.094,0,2.82388730653356e-85,0
"GRM8",5.43134535587039e-85,0.306177237832529,0.376,0.057,1.98792671370212e-80,0,0.424244839729392,0.433,0.057,0,5.43134535587039e-85,0
"MARK1",5.6622227527933e-85,0.50023716880001,0.7,0.178,2.07243014974988e-80,0,0.288027983547767,0.734,0.205,0,5.6622227527933e-85,0
"MSI2",7.20745020039985e-85,1.03591235691215,0.951,0.435,2.63799884784835e-80,0,0.808977014625141,0.949,0.368,0,7.20745020039985e-85,0
"FOCAD",1.30795717131291e-84,0.805497241841871,0.872,0.307,4.7872540427224e-80,0,0.670342003187122,0.859,0.288,0,1.30795717131291e-84,0
"AC125793.1",1.47038308180498e-84,0.316217612072719,0.382,0.058,5.38174911771439e-80,0,0.308398927286299,0.312,0.033,0,1.47038308180498e-84,0
"DPH6-DT",6.4141372842599e-84,0.672488142682398,0.7,0.187,2.34763838741197e-79,0,0.924420531193264,0.766,0.16,0,6.4141372842599e-84,0
"BCKDHB",8.89245546508527e-84,0.709507994230809,0.798,0.244,3.25472762477586e-79,0,0.351403971884597,0.703,0.196,0,8.89245546508527e-84,0
"TOM1L2",1.339438282269e-83,0.643686521517096,0.823,0.259,4.90247805693278e-79,0,0.986927700913177,0.911,0.254,0,1.339438282269e-83,0
"AL158071.3",1.74653472896699e-83,0.267012784585687,0.382,0.059,6.39249176149206e-79,0,0.421075757329802,0.449,0.075,0,1.74653472896699e-83,0
"PTP4A3",2.30010063676865e-83,0.273168191511858,0.676,0.162,8.41859834063694e-79,0,0.292582172111692,0.506,0.115,0,2.30010063676865e-83,0
"PLXDC2",4.94942981821501e-83,-3.67239291672581,0.092,0.658,1.81154080776487e-78,0,-3.5862595241199,0.075,0.586,0,4.94942981821501e-83,0
"SLC25A20",5.05693792731442e-83,0.332771104995986,0.498,0.1,1.85088985077635e-78,0,0.371213422714163,0.462,0.088,0,5.05693792731442e-83,0
"HSF2",5.43219399705669e-83,0.447806129317553,0.52,0.109,1.98823732486272e-78,0,0.278582419994095,0.488,0.108,0,5.43219399705669e-83,0
"EIF1B-AS1",7.25466947821609e-83,0.575935593608264,0.722,0.195,2.65528157572187e-78,0,0.812047971100031,0.757,0.161,0,7.25466947821609e-83,0
"LDHB",1.41619928327964e-82,0.537412039624423,0.899,0.327,5.18343099673183e-78,0,0.772466050307923,0.895,0.268,0,1.41619928327964e-82,0
"AK4",1.588469681603e-82,0.282635769705689,0.437,0.078,5.81395788163514e-78,0,0.6002144030183,0.639,0.115,0,1.588469681603e-82,0
"NDFIP2",2.37133779817753e-82,0.450339881710653,0.657,0.165,8.67933347510958e-78,0,0.418725736252651,0.639,0.155,0,2.37133779817753e-82,0
"OBSL1",2.67447987743093e-82,0.335387233544072,0.437,0.078,9.78886379938496e-78,0,0.335998719790626,0.437,0.07,0,2.67447987743093e-82,0
"AC244033.2",4.91834843893701e-82,0.385812125791779,0.431,0.077,1.80016471213534e-77,0,0.323084745648303,0.401,0.076,0,4.91834843893701e-82,0
"AFG3L2",5.77714026228449e-82,0.602859509978441,0.771,0.228,2.11449110739875e-77,0,0.78755986084627,0.857,0.223,0,5.77714026228449e-82,0
"FBXL22",6.54593341607871e-82,0.250225950893965,0.3,0.036,2.39587708961897e-77,0,0.373652335450265,0.401,0.048,0,6.54593341607871e-82,0
"MASP1",8.30870368015242e-82,0.302149360784094,0.453,0.084,3.04106863397259e-77,0,0.501886013837169,0.508,0.077,0,8.30870368015242e-82,0
"RBM28",3.16876203283955e-81,0.41525000548192,0.654,0.165,1.1597985916396e-76,0,0.483486716879401,0.733,0.19,0,3.16876203283955e-81,0
"SLC29A2",6.22917401505594e-81,0.251415777571079,0.291,0.034,2.27993998125062e-76,0,0.285740467053449,0.324,0.04,0,6.22917401505594e-81,0
"KCTD1",7.17734421912649e-81,0.390881107401525,0.526,0.112,2.62697975764249e-76,0,0.57062071897844,0.617,0.12,0,7.17734421912649e-81,0
"MTX2",1.61271235510755e-80,0.638146023730145,0.817,0.258,5.90268849092915e-76,0,0.665475538896583,0.819,0.222,0,1.61271235510755e-80,0
"DCUN1D2",2.6575630441492e-80,0.505540859071377,0.734,0.206,9.72694649789049e-76,0,0.65303075791923,0.828,0.23,0,2.6575630441492e-80,0
"LINC00882",2.84602563097568e-80,0.505749002741425,0.755,0.213,1.04167384119341e-75,0,0.588138087438993,0.769,0.217,0,2.84602563097568e-80,0
"CPEB3",2.98085809766436e-80,0.767727585629826,0.872,0.31,1.09102387232613e-75,0,0.809782820443172,0.899,0.264,0,2.98085809766436e-80,0
"GPI",3.17558897504509e-80,0.408631982084972,0.728,0.196,1.16229732075625e-75,0,0.74825786789814,0.853,0.232,0,3.17558897504509e-80,0
"SOX9-AS1",4.45859725414483e-80,0.333195605279265,0.382,0.062,1.63189118098955e-75,0,0.492578834574202,0.48,0.072,0,4.45859725414483e-80,0
"TOGARAM2",7.38182929686923e-80,0.537147195286673,0.391,0.067,2.70182334094711e-75,0,0.815453370678662,0.564,0.06,0,7.38182929686923e-80,0
"DENND5B",1.24054358781378e-79,0.714260720481519,0.853,0.272,4.5405135857572e-75,0,0.617067082659648,0.879,0.284,0,1.24054358781378e-79,0
"TOB1",2.10874476414593e-79,0.35327614189521,0.676,0.173,7.7182167112505e-75,0,0.316909146510897,0.556,0.128,0,2.10874476414593e-79,0
"HSF1",2.18106005163546e-79,0.411975645550337,0.703,0.187,7.98289789499094e-75,0,0.285211272396905,0.684,0.183,0,2.18106005163546e-79,0
"ARHGEF9",3.44038509562134e-79,0.355643761257899,0.618,0.151,1.25921534884837e-74,0,0.519012657893201,0.68,0.157,0,3.44038509562134e-79,0
"CRLS1",6.00683429076406e-79,0.541136395124905,0.761,0.225,2.19856141876255e-74,0,0.433043809256681,0.731,0.193,0,6.00683429076406e-79,0
"HDAC9",9.32233597073934e-79,0.646588086233586,0.936,0.32,3.41206818865031e-74,0,0.69294983314577,0.932,0.33,0,9.32233597073934e-79,0
"MYO18A",9.88433851070451e-79,0.433792037400449,0.627,0.158,3.61776673830296e-74,0,0.571339248109535,0.728,0.159,0,9.88433851070451e-79,0
"SLC25A27",1.68550856215463e-78,0.516833338837612,0.731,0.205,6.16912988834216e-74,0,0.541050657519449,0.75,0.186,0,1.68550856215463e-78,0
"TFB1M",2.49965609418281e-78,0.388840189384357,0.627,0.154,9.14899127031852e-74,0,0.469297203596905,0.625,0.131,0,2.49965609418281e-78,0
"LINC01535",2.84361357702399e-78,0.253321675879664,0.346,0.051,1.04079100532655e-73,0,0.48175875040677,0.503,0.064,0,2.84361357702399e-78,0
"WDPCP",3.4620628525175e-78,0.952411330384079,0.917,0.419,1.26714962464993e-73,0,0.792434566681908,0.943,0.361,0,3.4620628525175e-78,0
"C19orf12",8.52403364558286e-78,0.337165607791446,0.517,0.111,3.11988155461978e-73,0,0.381844831149093,0.56,0.122,0,8.52403364558286e-78,0
"C5orf63",1.34846045823912e-77,0.303434649957914,0.336,0.05,4.93550012320099e-73,0,0.307913315523952,0.369,0.062,0,1.34846045823912e-77,0
"ZNF106",1.72219431020872e-77,0.67963265776851,0.85,0.289,6.30340339479495e-73,0,0.699329093825884,0.905,0.309,0,1.72219431020872e-77,0
"ASAH1",1.94059680741742e-77,0.507637805497432,0.914,0.341,7.10277837482849e-73,0,0.446955169641066,0.884,0.285,0,1.94059680741742e-77,0
"HADHA",2.0675989669971e-77,0.678204765500684,0.81,0.266,7.56761897910608e-73,0,0.519328557971507,0.815,0.255,0,2.0675989669971e-77,0
"SMIM8",1.1214353470394e-76,0.532096630660768,0.7,0.197,4.10456551369892e-72,0,0.652856400024891,0.76,0.177,0,1.1214353470394e-76,0
"AC104123.1",1.16291700911517e-76,0.531828633787802,0.651,0.173,4.25639254506243e-72,0,0.743196070810388,0.734,0.156,0,1.16291700911517e-76,0
"NFYC",2.0785361262351e-76,0.605138647316325,0.82,0.262,7.60765007563309e-72,0,0.788819600855314,0.863,0.24,0,2.0785361262351e-76,0
"SYCP3",2.73000923685383e-76,0.31116244753516,0.376,0.063,9.99210680780871e-72,0,0.355313471053058,0.395,0.051,0,2.73000923685383e-76,0
"AC073475.1",3.76672923809998e-76,0.56844239838801,0.673,0.185,1.37866056843697e-71,0,1.00461749973574,0.772,0.181,0,3.76672923809998e-76,0
"HOMER2",5.35970393376194e-76,0.251511787147546,0.401,0.07,1.96170523679621e-71,0,0.393588470493013,0.47,0.082,0,5.35970393376194e-76,0
"EPS15L1",5.81260828963558e-76,0.593983410520396,0.792,0.249,2.12747276008952e-71,0,0.668066607477042,0.822,0.234,0,5.81260828963558e-76,0
"FAM210A",6.68520616389002e-76,0.282854027054952,0.535,0.119,2.44685230804539e-71,0,0.302145635272936,0.604,0.157,0,6.68520616389002e-76,0
"TANC1",8.26139688205074e-76,0.653962999332546,0.89,0.314,3.02375387279939e-71,0,0.710794322897897,0.929,0.34,0,8.26139688205074e-76,0
"DKK3",1.42401464133998e-75,0.356509863793925,0.771,0.227,5.21203598876848e-71,0,0.498468663419189,0.687,0.175,0,1.42401464133998e-75,0
"CPVL",2.95103059081348e-75,0.388716289339219,0.74,0.208,1.08010670654364e-70,0,0.265097578142586,0.709,0.199,0,2.95103059081348e-75,0
"IDH2",1.21563352586652e-74,0.300724742511017,0.621,0.159,4.44934026802403e-70,0,0.527297626335667,0.669,0.144,0,1.21563352586652e-74,0
"THRB",2.00369204521806e-74,0.717386217630352,0.865,0.305,7.33371325470263e-70,0,1.04194638471132,0.926,0.274,0,2.00369204521806e-74,0
"ICA1",2.49180730094127e-74,0.521986197683185,0.872,0.287,9.12026390217514e-70,0,0.544215019238595,0.801,0.209,0,2.49180730094127e-74,0
"IDH3A",7.36747929409552e-74,0.300675893829434,0.544,0.127,2.6965710964319e-69,0,0.554882774265148,0.691,0.156,0,7.36747929409552e-74,0
"DHX32",1.0796793318258e-73,0.457987102158485,0.743,0.22,3.95173432241561e-69,0,0.385798499838511,0.735,0.207,0,1.0796793318258e-73,0
"ATP2C1",1.22429257295953e-73,0.810890158585712,0.881,0.374,4.48103324628916e-69,0,0.671289858840342,0.909,0.322,0,1.22429257295953e-73,0
"POPDC3",2.28975151691437e-73,0.25294327019161,0.333,0.052,8.38071952705827e-69,0,0.358557938418526,0.398,0.055,0,2.28975151691437e-73,0
"NIPSNAP3B",2.73745704244009e-73,0.343554646423583,0.465,0.097,1.0019366521035e-68,0,0.283097089822427,0.427,0.082,0,2.73745704244009e-73,0
"MPHOSPH9",3.34649931330685e-73,0.35557138433504,0.554,0.131,1.22485221366344e-68,0,0.304346872888145,0.543,0.129,0,3.34649931330685e-73,0
"TENT5A",1.43263356820892e-72,0.781065651457212,0.893,0.351,5.24358212300145e-68,0,1.07381391409705,0.882,0.239,0,1.43263356820892e-72,0
"NIPSNAP2",2.54780398558211e-72,0.520400436880498,0.798,0.264,9.32521736762907e-68,0,0.628739244380037,0.8,0.214,0,2.54780398558211e-72,0
"LTBP1",6.18934824415728e-72,0.810923616376588,0.927,0.369,2.26536335084401e-67,0,0.690389584427166,0.951,0.349,0,6.18934824415728e-72,0
"OGDH",6.56018508749977e-72,0.677885882084269,0.844,0.306,2.40109334387579e-67,0,0.558094529619383,0.838,0.267,0,6.56018508749977e-72,0
"PHLDB2",1.29883371142083e-71,0.783595897272939,0.911,0.364,4.75386126717138e-67,0,0.778886027858111,0.949,0.329,0,1.29883371142083e-71,0
"THEM4",1.58402947652946e-71,0.284073755854742,0.505,0.114,5.79770628704546e-67,0,0.419522599902902,0.601,0.126,0,1.58402947652946e-71,0
"NDUFAF5",1.64812471408772e-71,0.320862815520663,0.572,0.141,6.03230126603247e-67,0,0.366245485914056,0.584,0.137,0,1.64812471408772e-71,0
"TOB2",2.06799404449388e-71,0.466382309234118,0.752,0.23,7.56906500225205e-67,0,0.660297293722901,0.811,0.215,0,2.06799404449388e-71,0
"TMEM245",2.29425308131574e-71,0.774226834689382,0.878,0.351,8.39719570292375e-67,0,0.595475391340277,0.867,0.281,0,2.29425308131574e-71,0
"PRPF40B",2.68509271839375e-71,0.306754323152233,0.535,0.123,9.82770785859296e-67,0,0.40961685147594,0.625,0.146,0,2.68509271839375e-71,0
"HECW2",4.90471780674518e-71,0.490074192844701,0.905,0.298,1.7951757644468e-66,0,0.629867618928548,0.893,0.261,0,4.90471780674518e-71,0
"ZNF680",1.24995381236974e-70,0.61547629348192,0.82,0.285,4.5749559486545e-66,0,0.809190657193749,0.847,0.218,0,1.24995381236974e-70,0
"TMOD1",2.77608514470894e-70,0.45331940615127,0.765,0.234,1.01607492381492e-65,0,0.619417137270198,0.773,0.181,0,2.77608514470894e-70,0
"HIVEP3",4.17845043283648e-70,0.512982821146371,0.765,0.237,1.52935464292248e-65,0,0.60805193633342,0.841,0.257,0,4.17845043283648e-70,0
"ECHDC2",5.85266731791484e-70,0.591100243120891,0.85,0.292,2.14213476503001e-65,0,0.74258769781539,0.893,0.265,0,5.85266731791484e-70,0
"BMT2",6.5250009206945e-70,0.49227262313866,0.734,0.221,2.38821558698339e-65,0,0.563987730927592,0.747,0.19,0,6.5250009206945e-70,0
"SLC20A2",8.58019651358843e-70,0.735081120546109,0.832,0.306,3.1404377259385e-65,0,0.592845271945781,0.885,0.306,0,8.58019651358843e-70,0
"ZFPM2",9.82251427025425e-70,0.965605887937329,0.924,0.479,3.59513844805576e-65,0,0.911052482006139,0.966,0.441,0,9.82251427025425e-70,0
"CSRNP3",1.33861555295685e-69,0.322715918990871,0.554,0.135,4.89946678537737e-65,0,0.329435350790887,0.574,0.136,0,1.33861555295685e-69,0
"F5",1.94291653568765e-69,0.348459026174677,0.272,0.036,7.11126881227038e-65,0,0.38723766163991,0.328,0.037,0,1.94291653568765e-69,0
"ZNF462",2.48114399918203e-69,0.38698217738486,0.713,0.204,9.08123515140615e-65,0,0.520106251026794,0.697,0.169,0,2.48114399918203e-69,0
"PTPN4",3.48613644888861e-69,0.537838222237513,0.829,0.287,1.27596080165772e-64,0,0.547727197462017,0.883,0.294,0,3.48613644888861e-69,0
"BDNF-AS",5.75876832489101e-69,0.338725636314217,0.572,0.144,2.10776679459336e-64,0,0.391896145922519,0.554,0.131,0,5.75876832489101e-69,0
"GAB1",6.74437954863855e-69,0.899244261168997,0.896,0.429,2.4685103585972e-64,0,0.886325177572373,0.947,0.374,0,6.74437954863855e-69,0
"ZBED5-AS1",1.01643570501347e-68,0.327212876621993,0.498,0.115,3.72025632391982e-64,0,0.366087079361241,0.428,0.079,0,1.01643570501347e-68,0
"SIRT5",1.26182161553639e-68,0.35478609668133,0.654,0.182,4.61839329502474e-64,0,0.562013195523606,0.715,0.151,0,1.26182161553639e-68,0
"AF165147.1",1.55065721549027e-68,0.378549801759004,0.572,0.148,5.67556047441594e-64,0,0.513443721693136,0.561,0.125,0,1.55065721549027e-68,0
"BVES",1.6494346700047e-68,0.252787114636659,0.379,0.07,6.03709583568421e-64,0,0.396473964470185,0.448,0.076,0,1.6494346700047e-68,0
"ZMYND8",3.19700496407556e-68,0.654716647044129,0.899,0.339,1.17013578690129e-63,0,0.597198531265252,0.855,0.27,0,3.19700496407556e-68,0
"MRRF",4.74384388250085e-68,0.35121271402498,0.578,0.15,1.73629429943414e-63,0,0.288534601588021,0.607,0.156,0,4.74384388250085e-68,0
"ZNF91",9.09400555163626e-68,0.763439259155436,0.896,0.4,3.32849697195439e-63,0,0.713803646816045,0.911,0.342,0,9.09400555163626e-68,0
"SESN1",1.08822369868084e-67,0.84615625471236,0.927,0.423,3.98300755954175e-63,0,0.941658165838311,0.931,0.348,0,1.08822369868084e-67,0
"PRELID2",1.29810098059155e-67,0.725291772036013,0.606,0.175,4.75117939906312e-63,0,0.493958609074075,0.658,0.186,0,1.29810098059155e-67,0
