"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"RBM20",5.69378270581421e-251,2.68934291437804,0.972,0.196,2.08398140815506e-246,0,2.38739475053346,0.993,0.189,0,5.69378270581421e-251,0
"CDH2",8.5403016066038e-251,2.61230748446428,0.963,0.175,3.12583579103306e-246,0,2.01295108536614,0.982,0.191,0,8.5403016066038e-251,0
"ACOT11",9.75245571176579e-251,1.32987271456099,0.884,0.119,3.5694963150634e-246,0,1.49634704275958,0.911,0.147,0,9.75245571176579e-251,0
"ADAM23",1.02074922582944e-250,1.53627141675436,0.927,0.136,3.73604424145832e-246,0,1.20212113765852,0.891,0.176,0,1.02074922582944e-250,0
"PLIN5",4.22037587390852e-250,1.06180674902896,0.795,0.091,1.54469977360926e-245,0,0.895694144861688,0.785,0.127,0,4.22037587390852e-250,0
"KCND3",4.98837278484192e-250,1.5808479035474,0.823,0.101,1.82579432297999e-245,0,1.83253875290333,0.915,0.147,0,4.98837278484192e-250,0
"PLCXD3",3.30096651140587e-248,2.174294040652,0.927,0.148,1.20818675283966e-243,0,2.36992682801166,0.975,0.177,0,3.30096651140587e-248,0
"CMYA5",1.23557350763942e-247,2.41912823307061,0.982,0.194,4.52232259531105e-243,0,2.04806374961839,0.991,0.246,0,1.23557350763942e-247,0
"MYOM3",2.19740207277313e-247,1.14918879422104,0.829,0.099,8.04271132655693e-243,0,1.89267050300431,0.948,0.137,0,2.19740207277313e-247,0
"PPARGC1A",9.62836496839567e-247,1.58199077389709,0.884,0.125,3.5240778620825e-242,0,1.45433949764163,0.914,0.149,0,9.62836496839567e-247,0
"LINC01954",6.6851794962285e-246,1.04322332986169,0.792,0.091,2.44684254741459e-241,0,1.03692366042095,0.762,0.108,0,6.6851794962285e-246,0
"AC117464.1",1.03824887322285e-245,1.3523192755812,0.783,0.09,3.80009470088297e-241,0,0.510787072202055,0.653,0.128,0,1.03824887322285e-245,0
"DPF3",3.9510955859073e-245,2.02822725126939,0.936,0.163,1.44614049539793e-240,0,1.92459229169653,0.952,0.165,0,3.9510955859073e-245,0
"HOMER1",7.59180676924945e-245,1.67344667896687,0.905,0.139,2.77867719561299e-240,0,1.08427269889142,0.901,0.186,0,7.59180676924945e-245,0
"AC093879.1",2.45716727664549e-243,1.28493668985202,0.82,0.103,8.99347794925016e-239,0,1.08131123371956,0.773,0.117,0,2.45716727664549e-243,0
"TECRL",4.47121897522106e-243,2.29456977118023,0.969,0.17,1.63651085712066e-238,0,2.06517144235223,0.987,0.187,0,4.47121897522106e-243,0
"TRIM54",4.6699668193542e-243,1.15649866268701,0.853,0.111,1.70925455555183e-238,0,1.06345036641144,0.85,0.134,0,4.6699668193542e-243,0
"RYR2",1.75805231218067e-242,3.21661531897677,0.997,0.247,6.43464726781247e-238,0,2.92687381147181,0.999,0.24,0,1.75805231218067e-242,0
"AC108058.1",1.45140714384743e-241,1.18185776827123,0.798,0.095,5.31229528719598e-237,0,1.34268315149667,0.813,0.099,0,1.45140714384743e-241,0
"TMEM182",2.31295757529381e-241,1.25456440972944,0.841,0.11,8.46565602133287e-237,0,1.36501852988053,0.88,0.145,0,2.31295757529381e-241,0
"NEK10",2.78467844334481e-240,1.54547140466695,0.829,0.11,1.01922015704864e-235,0,1.40284667656507,0.881,0.149,0,2.78467844334481e-240,0
"AC022034.1",8.31749463154386e-239,1.20259197095556,0.777,0.091,3.04428621009137e-234,0,1.49863509922092,0.85,0.113,0,8.31749463154386e-239,0
"FAM160A1",1.37946210550219e-238,1.24064815059015,0.765,0.087,5.04896925234855e-234,0,0.951649783071324,0.703,0.116,0,1.37946210550219e-238,0
"LINC02334",3.78569421386253e-238,1.278214159453,0.792,0.097,1.38560193921583e-233,0,1.00223802879266,0.726,0.113,0,3.78569421386253e-238,0
"BCO2",9.87247256327136e-238,1.50141063815113,0.893,0.135,3.61342368288295e-233,0,1.34924241058151,0.916,0.162,0,9.87247256327136e-238,0
"DOCK3",1.38599891886048e-237,1.35223137513634,0.872,0.122,5.07289464292126e-233,0,0.977202847152638,0.831,0.159,0,1.38599891886048e-237,0
"KIF21A",1.59679490733128e-237,1.6784102479671,0.908,0.143,5.84442904032323e-233,0,1.44130512714778,0.934,0.18,0,1.59679490733128e-237,0
"ASB11",6.01426968366729e-237,0.935326603585609,0.731,0.08,2.20128284691906e-232,0,0.638029722207161,0.63,0.098,0,6.01426968366729e-237,0
"AQP4-AS1",7.09991540657435e-237,1.10642098984806,0.691,0.068,2.59864003796028e-232,0,0.835954201059731,0.6,0.065,0,7.09991540657435e-237,0
"MIR3936HG",1.10605734425411e-236,1.06323814197018,0.801,0.099,4.04828048570447e-232,0,1.03825243349041,0.812,0.135,0,1.10605734425411e-236,0
"ANO5",1.1989457595658e-236,1.56291643222408,0.914,0.14,4.38826137458679e-232,0,1.62746550791633,0.923,0.154,0,1.1989457595658e-236,0
"ACTN2",1.8935787851007e-236,1.92324161438601,0.982,0.188,6.93068771134709e-232,0,1.85340648130288,0.986,0.199,0,1.8935787851007e-236,0
"PDZRN3",1.91899790746e-236,2.32311467787684,0.951,0.182,7.02372424109436e-232,0,2.22556280359488,0.968,0.213,0,1.91899790746e-236,0
"AL158038.1",8.48772035015574e-236,1.37877427505317,0.78,0.092,3.1065905253605e-231,0,0.844212922957399,0.616,0.096,0,8.48772035015574e-236,0
"MYBPC3",8.72813958299214e-236,2.15566269318551,0.982,0.196,3.19458636877095e-231,0,2.21619251227749,0.998,0.199,0,8.72813958299214e-236,0
"GREB1L",8.84912915076794e-236,1.34065500569366,0.869,0.121,3.23886976047258e-231,0,1.46258562644174,0.863,0.141,0,8.84912915076794e-236,0
"PROX1",4.86152495765028e-235,1.03160787193435,0.777,0.091,1.77936674974958e-230,0,0.751121715237126,0.674,0.113,0,4.86152495765028e-235,0
"LINC01428",6.53352149302291e-234,1.0536640206556,0.749,0.085,2.39133420166131e-229,0,0.977830743429103,0.602,0.096,0,6.53352149302291e-234,0
"TNNI3K",2.16444407543173e-233,2.19046727270074,0.948,0.178,7.92208176048766e-229,0,2.2936585568856,0.979,0.196,0,2.16444407543173e-233,0
"AC022034.3",2.37144349101539e-233,1.40050982031643,0.783,0.093,8.67972032146543e-229,0,1.8828669170254,0.867,0.111,0,2.37144349101539e-233,0
"DAPK2",3.37989557667081e-233,1.44112998998191,0.875,0.127,1.23707558001728e-228,0,1.29752912344846,0.887,0.165,0,3.37989557667081e-233,0
"FSD2",4.42171059236757e-233,1.1417604508381,0.835,0.11,1.61839029391245e-228,0,1.14758062531665,0.814,0.123,0,4.42171059236757e-233,0
"AC011287.1",6.96441763313418e-233,2.11362185890664,0.869,0.132,2.54904649790344e-228,0,2.14488275532032,0.915,0.159,0,6.96441763313418e-233,0
"CTNNA3",9.35817641584274e-233,2.65103552367273,0.979,0.21,3.4251861499626e-228,0,2.42829541226766,0.993,0.221,0,9.35817641584274e-233,0
"SGCD",1.19161276624953e-232,2.70486664573756,0.982,0.218,4.3614218857499e-228,0,2.55471715230754,0.992,0.248,0,1.19161276624953e-232,0
"B4GALNT3",1.26828420760423e-232,0.99870364241237,0.768,0.09,4.64204702825225e-228,0,1.12535146369277,0.769,0.115,0,1.26828420760423e-232,0
"MYOCD",8.63166554784312e-232,1.3855731119131,0.823,0.107,3.15927590716606e-227,0,1.23522691697682,0.847,0.154,0,8.63166554784312e-232,0
"NEBL",1.38421676342857e-231,2.46023305655343,1,0.236,5.06637177582489e-227,0,2.15275117568205,0.997,0.245,0,1.38421676342857e-231,0
"WNK2",2.54589727893699e-231,1.33958430730744,0.856,0.123,9.31823863063728e-227,0,1.47363333316052,0.908,0.143,0,2.54589727893699e-231,0
"PCDH7",6.29525106864805e-231,2.28506687062703,0.914,0.154,2.30412484363587e-226,0,1.43443921226932,0.871,0.175,0,6.29525106864805e-231,0
"NCAM1",9.75706985002143e-231,1.78831595853246,0.945,0.163,3.57118513580634e-226,0,1.71044354391641,0.96,0.191,0,9.75706985002143e-231,0
"CCSER1",9.8260269091226e-231,2.21605277748554,0.902,0.154,3.59642410900796e-226,0,1.91401121763732,0.97,0.211,0,9.8260269091226e-231,0
"PKIA",7.91077346423187e-229,1.27377616081736,0.838,0.115,2.89542219564351e-224,0,1.01183792522199,0.792,0.139,0,7.91077346423187e-229,0
"TXLNB",1.22945264039112e-228,1.27969200532348,0.862,0.125,4.49991960909554e-224,0,0.794085003075185,0.776,0.146,0,1.22945264039112e-228,0
"CHRM2",1.76002559476334e-228,1.4931791159183,0.832,0.111,6.44186967939329e-224,0,2.0922454521959,0.964,0.15,0,1.76002559476334e-228,0
"CAP2",3.74960999222386e-228,1.25327803637172,0.832,0.116,1.37239475325386e-223,0,0.823151747078024,0.783,0.14,0,3.74960999222386e-228,0
"EYA1",2.8672560768105e-226,1.19811970234521,0.78,0.098,1.04944439667341e-221,0,0.613626095309533,0.637,0.114,0,2.8672560768105e-226,0
"CTNND2",1.85861478106862e-225,1.5171342964296,0.804,0.105,6.80271596018926e-221,0,1.06630375605924,0.737,0.135,0,1.85861478106862e-225,0
"THSD4",2.11047283547264e-225,2.36163070123757,0.957,0.208,7.7245416251134e-221,0,2.08860231130076,0.976,0.222,0,2.11047283547264e-225,0
"ADPRHL1",2.23492047579389e-225,1.26731419176014,0.859,0.123,8.1800324334532e-221,0,1.52441699202545,0.922,0.152,0,2.23492047579389e-225,0
"SLC5A1",2.24893030008815e-225,0.989615040084251,0.765,0.093,8.23130979135264e-221,0,1.68599464580512,0.899,0.113,0,2.24893030008815e-225,0
"BCL11A",2.54966250668054e-225,1.02346222898048,0.746,0.088,9.33201974070144e-221,0,0.757912970925522,0.654,0.101,0,2.54966250668054e-225,0
"SLCO5A1",2.81391458614148e-225,1.13774351054038,0.713,0.079,1.02992087767364e-220,0,0.896953842369658,0.683,0.118,0,2.81391458614148e-225,0
"AC097522.2",5.36497683192266e-225,1.50338830912091,0.813,0.109,1.96363517025201e-220,0,1.7596339898485,0.928,0.151,0,5.36497683192266e-225,0
"PKP2",5.86643770070216e-225,1.9336871465329,0.948,0.176,2.147174862834e-220,0,1.8137405901884,0.975,0.182,0,5.86643770070216e-225,0
"VWC2",2.69553728156318e-224,1.19205295731764,0.771,0.096,9.86593600424941e-220,0,1.5151058662541,0.858,0.122,0,2.69553728156318e-224,0
"AC018464.1",3.98856092089136e-224,1.26047677393294,0.869,0.125,1.45985318265545e-219,0,1.4674499242705,0.926,0.152,0,3.98856092089136e-224,0
"AC011369.1",9.75558265048598e-224,0.888217838968174,0.713,0.078,3.57064080590437e-219,0,0.611855429943801,0.547,0.074,0,9.75558265048598e-224,0
"FGF12",1.56458811244067e-223,2.73700824215045,0.985,0.245,5.72654895034409e-219,0,3.23281679944928,0.998,0.239,0,1.56458811244067e-223,0
"PEBP4",2.34350962356964e-222,1.22238715392649,0.881,0.133,8.57747957322722e-218,0,1.23961992415004,0.853,0.139,0,2.34350962356964e-222,0
"PFKFB2",1.9843908775593e-221,1.06655472297837,0.789,0.106,7.26306905095481e-217,0,0.50206123659314,0.554,0.093,0,1.9843908775593e-221,0
"PLAG1",4.57734302361997e-221,1.20772610360376,0.838,0.122,1.67535332007515e-216,0,0.728092968902659,0.7,0.113,0,4.57734302361997e-221,0
"TRIM63",1.97804005362605e-220,0.773229990821234,0.737,0.085,7.2398244002767e-216,0,0.97440566238306,0.763,0.115,0,1.97804005362605e-220,0
"SYNDIG1",5.69324851472301e-220,0.968857490220139,0.691,0.075,2.08378588887377e-215,0,1.07086326833429,0.779,0.126,0,5.69324851472301e-220,0
"ASB18",1.34763945089892e-218,1.07828155226605,0.694,0.079,4.93249515423514e-214,0,0.844845328235838,0.73,0.124,0,1.34763945089892e-218,0
"C15orf41",5.01319770641865e-218,2.37904408644386,0.951,0.206,1.83488049252629e-213,0,1.32224991119429,0.967,0.235,0,5.01319770641865e-218,0
"VLDLR-AS1",6.15138898523332e-218,1.08139295130622,0.758,0.094,2.25146988248525e-213,0,1.2446273340486,0.84,0.144,0,6.15138898523332e-218,0
"MROH7",2.9396981603385e-217,1.00779511226787,0.777,0.102,1.07595892366549e-212,0,0.825636824527748,0.692,0.112,0,2.9396981603385e-217,0
"CACNB2",1.64702568208214e-216,2.38324010487957,0.972,0.238,6.02827869898885e-212,0,2.30609563470384,0.986,0.246,0,1.64702568208214e-216,0
"ANK3",2.11201144620379e-216,1.96177949412331,0.951,0.192,7.73017309425051e-212,0,1.26824865676573,0.97,0.243,0,2.11201144620379e-216,0
"GPAT3",4.49907990785037e-216,1.34909113666155,0.801,0.113,1.64670823707231e-211,0,0.592045096161691,0.748,0.148,0,4.49907990785037e-216,0
"PPM1K",3.34507913889901e-215,2.28314937088113,0.954,0.223,1.22433241562843e-210,0,1.31032707706982,0.943,0.216,0,3.34507913889901e-215,0
"TBX5",8.05981868844435e-215,0.912803470689762,0.765,0.099,2.94997423815752e-210,0,1.21420598829425,0.832,0.111,0,8.05981868844435e-215,0
"ANK2",6.47279199213821e-214,2.34846628812981,0.936,0.206,2.36910659704251e-209,0,1.98233427320688,0.975,0.269,0,6.47279199213821e-214,0
"COL21A1",6.74315847437757e-214,1.12409712391125,0.835,0.119,2.46806343320694e-209,0,0.335275778498739,0.657,0.159,0,6.74315847437757e-214,0
"LMOD2",1.06516150638102e-213,1.35197219086305,0.89,0.146,3.89859762950516e-209,0,1.24668296420206,0.88,0.174,0,1.06516150638102e-213,0
"MIR1-1HG",2.65735965143253e-213,0.984824703111557,0.706,0.082,9.72620206020819e-209,0,1.65422310156288,0.864,0.113,0,2.65735965143253e-213,0
"CYP2J2",2.7018381016891e-213,0.821123262358064,0.74,0.09,9.88899763599226e-209,0,0.778624970602414,0.74,0.125,0,2.7018381016891e-213,0
"AC108472.1",2.72054801947389e-213,1.06696016280481,0.777,0.101,9.95747780607637e-209,0,0.776329301097353,0.656,0.099,0,2.72054801947389e-213,0
"TMEM71",3.26985050836466e-213,1.76173679207937,0.911,0.176,1.19679798456655e-208,0,1.213462401112,0.933,0.199,0,3.26985050836466e-213,0
"SLC4A4",6.36029913273499e-213,1.21668488553444,0.792,0.11,2.32793308557233e-208,0,0.979188037491649,0.778,0.141,0,6.36029913273499e-213,0
"MPP3",2.6666721450956e-212,0.966119105409017,0.777,0.104,9.76028671826442e-208,0,1.34279053410038,0.885,0.127,0,2.6666721450956e-212,0
"TRIM55",6.38310621870146e-212,0.763208476570218,0.651,0.067,2.33628070710692e-207,0,0.781628894454389,0.678,0.107,0,6.38310621870146e-212,0
"PANK1",1.58306504402852e-211,0.914685033127293,0.74,0.091,5.79417636764879e-207,0,0.729599230435014,0.666,0.109,0,1.58306504402852e-211,0
"COBL",1.92902529924085e-211,0.983921243406656,0.783,0.104,7.06042549775142e-207,0,1.0304170805117,0.814,0.131,0,1.92902529924085e-211,0
"ADGRL3-AS1",5.53176114560063e-211,0.823117368463375,0.648,0.068,2.02467989690129e-206,0,0.761753106585258,0.629,0.094,0,5.53176114560063e-211,0
"HAND2-AS1",8.21614646816688e-211,1.676232287551,0.911,0.175,3.00719176881376e-206,0,1.75535978890637,0.943,0.171,0,8.21614646816688e-211,0
"FAM189A2",2.77183092650039e-209,1.09582043317858,0.78,0.107,1.01451783740841e-204,0,1.04579891937439,0.769,0.129,0,2.77183092650039e-209,0
"GMPR",5.100470877159e-209,0.921143508329414,0.783,0.105,1.86682334574897e-204,0,0.763167889534573,0.677,0.113,0,5.100470877159e-209,0
"SLC8A1-AS1",6.24282988308548e-209,1.78145492694473,0.927,0.187,2.28493816550811e-204,0,1.51536756371467,0.924,0.182,0,6.24282988308548e-209,0
"C10orf71",7.19712729213026e-209,0.780744484240305,0.654,0.071,2.6342205601926e-204,0,0.745263021150421,0.68,0.108,0,7.19712729213026e-209,0
"LINC02248",6.57273262134909e-208,1.17852951981326,0.572,0.05,2.40568586673998e-203,0,1.37119118774961,0.642,0.086,0,6.57273262134909e-208,0
"LMO7",1.5142433414055e-207,1.6895058576435,0.945,0.192,5.54228205387825e-203,0,1.75657086671649,0.978,0.232,0,1.5142433414055e-207,0
"TTN-AS1",1.69996376719036e-207,2.69887823717943,0.994,0.329,6.22203738429343e-203,0,2.17046890980789,0.987,0.321,0,1.69996376719036e-207,0
"MLF1",1.87483960153051e-207,1.12197707420595,0.82,0.121,6.8621004255618e-203,0,1.10595605885477,0.858,0.156,0,1.87483960153051e-207,0
"DGKG",2.82356635391754e-207,1.25943051286015,0.85,0.131,1.03345352119736e-202,0,1.34515768421366,0.879,0.151,0,2.82356635391754e-207,0
"AC092640.1",3.79945405682211e-207,1.22122863168194,0.82,0.128,1.39063817933746e-202,0,1.02313111973286,0.774,0.129,0,3.79945405682211e-207,0
"AL445259.1",1.85806223297917e-206,0.724635726962883,0.639,0.067,6.80069357892706e-202,0,0.461194298770619,0.502,0.079,0,1.85806223297917e-206,0
"GAS2",2.9077620462924e-205,1.4542871793814,0.893,0.158,1.06426998656348e-200,0,1.36766544991256,0.902,0.165,0,2.9077620462924e-205,0
"EGF",5.60020427543898e-205,0.810475344281252,0.654,0.07,2.04973076685342e-200,0,0.697800458013542,0.591,0.095,0,5.60020427543898e-205,0
"CORIN",2.72895469470836e-204,1.37637715899882,0.81,0.122,9.98824707810209e-200,0,1.65295207946295,0.825,0.115,0,2.72895469470836e-204,0
"DSP",4.48452957362903e-204,0.795146406828993,0.688,0.08,1.64138266924396e-199,0,1.04868580754036,0.784,0.112,0,4.48452957362903e-204,0
"AQP7",7.11412546821438e-203,1.27111379524669,0.896,0.155,2.60384106262115e-198,0,0.959228674769858,0.835,0.145,0,7.11412546821438e-203,0
"RALYL",7.47742405408559e-203,1.74003127954224,0.694,0.087,2.73681197803587e-198,0,1.8491945668597,0.878,0.139,0,7.47742405408559e-203,0
"FGF12-AS1",1.08535628380141e-202,0.862211619758337,0.685,0.08,3.97251253434155e-198,0,0.932133085954916,0.649,0.069,0,1.08535628380141e-202,0
"RAMP1",1.77433077202137e-202,0.784649482053915,0.835,0.127,6.49422805867541e-198,0,1.14260569205689,0.83,0.131,0,1.77433077202137e-202,0
