p_val,avg_log2FC,pct.1,pct.2,p_val_adj,GeneName
9.477371860021427e-18,0.34945026363210174,0.632,0.422,2.7708044369958643e-13,GARS-DT
9.6411594104785065e-18,0.26764603311442325,0.326,0.142,2.818689365247496e-13,AKAP7
1.0486491555439039e-17,0.2764268008657578,0.433,0.225,3.0658306711481574e-13,SCAMP2
1.05189702346153e-17,-0.6668984359792695,0.058,0.241,3.0753261377921295e-13,SLC2A3
1.0526519612221655e-17,0.26370929226540607,0.433,0.216,3.077533273829123e-13,SLC43A2
1.0657313158870164e-17,0.3777576576772157,0.722,0.52,3.115772075127281e-13,ZMYM2
1.1286301917517709e-17,1.09118796982625,0.296,0.132,3.2996632286054774e-13,AL163541.1
1.1470976041777663e-17,0.37986654004662124,0.59,0.372,3.3536545555741175e-13,E2F3
1.3548260639964072e-17,0.3818841814070933,0.359,0.169,3.9609694806998963e-13,AC007262.2
1.4234651449451893e-17,0.3181235848239691,0.567,0.346,4.1616426977617557e-13,MPEG1
1.595642235362045e-17,0.2661905806286954,0.331,0.148,4.665019639304475e-13,PIK3CG
1.6713970250915334e-17,0.44828394755510437,0.495,0.283,4.886496342557607e-13,RPS27
1.7573085772379454e-17,0.3601821310646921,0.544,0.312,5.137667356412857e-13,RPL37
1.8785962307596615e-17,-1.0350686597823668,0.521,0.667,5.492263940248946e-13,HLA-DRB1
2.023007375367702e-17,0.6025264503001735,0.69,0.499,5.914464362625014e-13,SFMBT2
2.058255955153176e-17,0.3332314780035204,0.736,0.526,6.017517110485826e-13,CTSS
2.783511222747379e-17,0.26426513701930143,0.285,0.118,8.137873410824238e-13,RMDN1
4.086086691083161e-17,0.2855193000946497,0.199,0.065,1.194608305005073e-12,AL138828.1
4.159215218490336e-17,0.30518654426850494,0.285,0.12,1.2159881612778347e-12,MBNL3
4.303850921495839e-17,-0.43605588475075924,0.067,0.252,1.2582738554085235e-12,CDK14
4.899387939798629e-17,0.7908737123840812,0.551,0.357,1.4323850580795271e-12,EXT1
4.9205164182624754e-17,0.27721398593973584,0.542,0.316,1.4385621800432173e-12,THEMIS2
5.600344987719786e-17,0.26502946550390166,0.465,0.252,1.6373168606097565e-12,SCARB2
5.889424974575438e-17,0.3522481287352581,0.725,0.516,1.721832285566875e-12,RASA1
6.037653480303902e-17,0.3572386701570207,0.421,0.225,1.765168371501649e-12,SLX4IP
6.780835693780544e-17,0.3196192228718114,0.442,0.241,1.98244512343368e-12,PPFIBP2
7.216279172850688e-17,0.30737171051729423,0.426,0.226,2.109751378974627e-12,NSL1
7.250799656329314e-17,0.25209592459075525,0.285,0.118,2.119843787524438e-12,MYLIP
7.906536518502067e-17,0.2891044772337581,0.377,0.185,2.3115550165492646e-12,UBXN2B
7.958674403354035e-17,0.27709099043065927,0.512,0.288,2.3267980485645854e-12,NDFIP1
8.068626988859106e-17,0.3236834615348093,0.688,0.481,2.358943786462848e-12,NCKAP1L
8.110685364823007e-17,0.5147954837431111,0.569,0.351,2.3712399732596543e-12,PLEK
8.417874957858765e-17,0.5241163629947679,0.407,0.221,2.4610499226795886e-12,TNFRSF21
9.125406001618349e-17,0.32950421840359223,0.562,0.349,2.6679036986331407e-12,KDM7A
9.724775452859245e-17,0.5484618528250063,0.884,0.773,2.843135351397929e-12,FRMD4B
