"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NDUFA4",3.26273940337611e-62,2.38815793590625,0.932,0.672,9.53894491971038e-58
"MLIP",3.68998505274275e-62,-2.49815979579207,0.61,0.965,1.07880403001987e-57
"RPL37A",5.13129106398265e-62,2.06153994537715,0.822,0.308,1.50018425546597e-57
"TNNI3K",8.05308355774567e-62,-2.36532368369856,0.042,0.921,2.35439950894252e-57
"AKAP6",1.26998716579779e-61,-2.27911593483741,0.076,0.922,3.71293447792643e-57
"CCSER1",1.65668344195266e-61,-2.41372084153717,0.017,0.895,4.84347971089278e-57
"FTH1",2.03400989618804e-61,2.23504469105493,0.898,0.435,5.94663133249536e-57
"PLCXD3",2.14199668725634e-61,-2.49569805184229,0.059,0.903,6.26234151486265e-57
"MT2A",2.27172194134457e-61,1.16069627918709,0.508,0.082,6.64160626771498e-57
"COX6A2",2.40653007691873e-61,2.33340119144483,0.941,0.609,7.0357313328796e-57
"ANK2",3.49560170521747e-61,-2.29947056503326,0.153,0.917,1.02197411453738e-56
"KANK1",4.28079969217037e-61,-2.01457626584773,0.025,0.894,1.25153459800293e-56
"SORBS2",4.6698305214536e-61,-2.37128155522567,0.839,0.974,1.36527165125217e-56
"COX7C",4.9393905877003e-61,2.0836209828287,0.898,0.49,1.44408023222006e-56
"ABLIM1",5.16369772235582e-61,-1.9035285028495,0.788,0.984,1.50965866610795e-56
"RPS27",1.1695558598105e-60,1.67616979586116,0.669,0.17,3.41931351174197e-56
"EFNA5",1.86517878058777e-60,-2.12825162355922,0.008,0.884,5.45303668292641e-56
"HSPB1",2.20395146331497e-60,1.9290936880609,0.847,0.383,6.44347249814765e-56
"FAU",3.53560112512201e-60,1.62828154327321,0.678,0.181,1.03366834494067e-55
"RABGAP1L",3.85470661373086e-60,-2.04790206162152,0.644,0.949,1.12696202559035e-55
"APOA1",3.85514815182948e-60,1.926210564473,0.61,0.134,1.12709111366887e-55
"RPL38",5.02628485675504e-60,1.44138769761752,0.661,0.166,1.4694846407209e-55
"DLG2",5.53918237511026e-60,-2.22350777189029,0.441,0.93,1.61943535918724e-55
"PPP1R12B",6.25323215179055e-60,-2.12451612878491,0.415,0.95,1.82819495189748e-55
"PRKG1",6.61908447009396e-60,-1.98371424192223,0.669,0.953,1.93515553567667e-55
"RPS20",7.40393386916624e-60,1.55650623205031,0.72,0.207,2.16461410598944e-55
"PALLD",1.03001711056474e-59,-2.41930478601975,0.475,0.951,3.01135802444708e-55
"TTN-AS1",1.27899674194988e-59,-2.28853034717095,0.407,0.946,3.73927487476468e-55
"PDE7A",1.59635132598238e-59,-1.83379246793654,0.076,0.909,4.6670927366421e-55
"PDZRN3",2.34002619480565e-59,-2.0999425891069,0.034,0.9,6.84130058313379e-55
"SOX6",2.75243773105087e-59,-1.8793998360946,0.119,0.9,8.04702695050033e-55
"ATP5F1E",3.74934235973439e-59,1.82318202880178,0.771,0.262,1.09615773229195e-54
"SORBS1",6.85595593279482e-59,-1.93860843863286,0.661,0.966,2.00440727651189e-54
"ANK3",8.32694957369626e-59,-1.88766794478501,0.051,0.897,2.43446697736584e-54
"LAMA2",8.4001715533068e-59,-2.41313878055818,0.839,0.975,2.45587415532477e-54
"ACACB",4.59721029616523e-58,-1.55930388260752,0.025,0.863,1.34404040218687e-53
"NLGN1",5.72940890952889e-58,-2.02070696929237,0.017,0.87,1.67504998878987e-53
"CBLB",6.60037754751266e-58,-1.80132871274247,0.619,0.941,1.9296863797908e-53
"CD151",6.73563787524563e-58,1.31301543228046,0.508,0.091,1.96923108920681e-53
"EIF1",7.46996726142815e-58,1.8837276845109,0.814,0.335,2.18391962855113e-53
"TTN",9.72088927957157e-58,-2.19092852925951,0.924,0.997,2.84199918977554e-53
"COX7A1",1.33952127527976e-57,1.95221846876146,0.898,0.489,3.9162244004079e-53
"PRKN",1.95162896808839e-57,-1.77153807182764,0.5,0.93,5.7057824511032e-53
"RBFOX1",2.3004133130837e-57,-1.84067602112305,0.034,0.871,6.7254883621315e-53
"DMD",2.50474584268819e-57,-3.04195708202246,0.636,0.942,7.32287494568321e-53
"RPL19",2.97121805662958e-57,1.4914719127987,0.695,0.197,8.68665311036224e-53
"SLC25A36",3.0068076792676e-57,-1.43971394079778,0.042,0.873,8.79070293110676e-53
"PLEKHA5",4.97254886943411e-57,-1.79111428692475,0.339,0.919,1.45377438746776e-52
"PTGDS",6.70221455671974e-57,2.8297636995795,0.924,0.764,1.95945944780258e-52
"TRDN-AS1",7.83132319512678e-57,-2.12055177688666,0.254,0.94,2.28956564932727e-52
"RPL8",8.54039984952758e-57,1.61779290226907,0.712,0.212,2.49687130000788e-52
"PSD3",1.17898353956092e-56,-2.02381782614793,0.568,0.939,3.44687627626032e-52
"MYOM1",2.15168582608088e-56,-2.04546905904347,0.229,0.938,6.29066868113006e-52
"GAB1",2.58586006030066e-56,-1.51428282368872,0.008,0.833,7.56002047229501e-52
"RPL23A",2.98363311858491e-56,1.70304698213265,0.669,0.185,8.72294978549484e-52
"TMEM178B",1.32736578146563e-55,-2.11504542671609,0.034,0.858,3.88068659869291e-51
"AC138305.1",2.0658790422723e-55,-2.09395102474037,0.008,0.84,6.03980396798731e-51
"DTNA",2.40872943943441e-55,-1.71891348705063,0.28,0.922,7.04216138913044e-51
"C15orf41",6.34678628602948e-55,-1.96431106472345,0.093,0.894,1.85554643858358e-50
"RGS6",9.09652056190839e-55,-1.77821891176812,0.025,0.854,2.65945875147954e-50
"EXOC6B",9.23008159606839e-55,-1.69248784484711,0.61,0.943,2.69850665542655e-50
"CMYA5",1.15439120295433e-54,-1.45592095398704,0.271,0.953,3.37497812095728e-50
"VWA8",1.53171416534712e-54,-1.58784019228713,0.042,0.871,4.47811953380885e-50
"RPL28",1.73490464078189e-54,1.32536909417556,0.568,0.124,5.07216720778994e-50
"ZBTB20",2.46873840787189e-54,-1.53354472584936,0.822,0.964,7.21760360925425e-50
"RPL39",3.22707239703007e-54,1.38261898709937,0.627,0.157,9.43466885995713e-50
"AC090348.1",4.11749937016668e-54,-1.69621478598056,0.025,0.845,1.20379211586193e-49
"RPS28",4.80535182851923e-54,1.50945340054626,0.661,0.183,1.40489266058588e-49
"MITF",4.9181841185281e-54,-1.65385047060785,0.068,0.867,1.43788030889288e-49
"NEBL",1.14366999882739e-53,-1.62207549418924,0.695,0.977,3.34363360857177e-49
"PLCG2",1.26980633254312e-53,-2.08472101311521,0.915,0.993,3.71240579382306e-49
"MICAL3",1.4422845845314e-53,-1.34642316939191,0.008,0.813,4.216663211336e-49
"RPL13A",1.57278208479358e-53,1.78297876368132,0.72,0.239,4.5981857031025e-49
"CCDC141",3.6748624474554e-53,-1.49314662522393,0.059,0.871,1.07438278513806e-48
"SNHG14",3.75815442523086e-53,-1.57389676228659,0.415,0.93,1.09873402776049e-48
"RPL23",6.60994829783003e-53,1.56148468392924,0.661,0.188,1.93248448435359e-48
"LINC02208",7.34898180481559e-53,-3.12329326386233,0.008,0.824,2.14854832045589e-48
"PACRG",8.38580087697674e-53,-1.69971465074708,0.017,0.829,2.45167274439292e-48
"RPL11",1.38067906741247e-52,1.52948103329674,0.627,0.167,4.0365533214871e-48
"FHIT",2.05780573237602e-52,-1.68477249750054,0.314,0.905,6.01620083917453e-48
"RPS2",2.85876039151018e-52,1.49295665735927,0.653,0.183,8.35787188061917e-48
"PDE1C",3.92534999000421e-52,-1.6928079671199,0.297,0.92,1.14761532307763e-47
"THSD4",4.33378700307104e-52,-1.91853343978775,0.195,0.909,1.26702596821785e-47
"SPHKAP",4.47116403385162e-52,-1.78411175295841,0.034,0.833,1.30718951693686e-47
"RPS11",4.77126768730479e-52,1.5317783254051,0.61,0.155,1.39492782106043e-47
"TECRL",5.47731156795856e-52,-1.85382661206142,0.466,0.958,1.60134681000836e-47
"IGFBP7",8.68232086579396e-52,2.40118902672016,0.839,0.342,2.53836332832352e-47
"MYL9",1.21228242837879e-51,1.60698645861906,0.805,0.37,3.54422890760822e-47
"IL1RAPL1",1.69097334388857e-51,-2.29648369638402,0.144,0.847,4.94372966819263e-47
"PLCL2",1.7985874992725e-51,-1.55649669493708,0.068,0.85,5.25835041287309e-47
"CHRM2",2.01848611442361e-51,-2.0440244028046,0.059,0.84,5.90124600412885e-47
"MAST4",2.25885597290257e-51,-1.80764551354739,0.602,0.937,6.60399132237794e-47
"LRRFIP2",2.99982851064488e-51,-1.22504088219815,0.059,0.861,8.77029863372138e-47
"RPL13",3.20245895709436e-51,1.73513794467274,0.695,0.225,9.36270900696107e-47
"MAGI1",3.70763970104294e-51,-1.38929148065873,0.415,0.92,1.08396554299691e-46
"TBC1D4",3.93350019626902e-51,-1.52239334450912,0.102,0.886,1.14999811738121e-46
"CAMK2D",3.96770569713305e-51,-1.36075556863037,0.585,0.939,1.15999843761382e-46
"H3F3A",5.01125714233119e-51,1.4326462258511,0.602,0.155,1.46509113813195e-46
"PPP1R9A",5.281121999916e-51,-1.41551668375965,0.008,0.803,1.54398882789544e-46
"LMO7",5.28846914373678e-51,-1.50912072975043,0.144,0.919,1.54613683886289e-46
"RPL27",5.65059961298908e-51,1.28350329173032,0.559,0.13,1.65200930285349e-46
"KIF21A",6.54543534083139e-51,-1.3246093999684,0.008,0.792,1.91362347624546e-46
"DST",8.49058871171563e-51,-1.33139457790074,0.669,0.96,2.48230851575718e-46
"NCKAP5",1.04885886020947e-50,-1.6166553466064,0,0.792,3.0664437637084e-46
"SLC25A4",1.1307648980411e-50,2.04085505259011,0.915,0.877,3.30590425591296e-46
"RPS29",1.39293364808964e-50,1.51087279305593,0.636,0.179,4.07238081355487e-46
"MT-CYB",1.39601631335439e-50,1.68444555861383,0.958,0.499,4.08139329372291e-46
"MT-CO3",1.78966497436303e-50,1.76830057700296,0.992,0.705,5.23226451904775e-46
"LPP",2.29640792769257e-50,-1.391440783897,0.703,0.941,6.71377821740199e-46
"ZFPM2",3.22598163869824e-50,-1.45533737530143,0.466,0.91,9.43147991889819e-46
"SESN1",3.4550484770976e-50,-1.36777168488382,0.008,0.789,1.01011797276425e-45
"RCAN2",5.80544113529773e-50,-1.59905824713454,0.347,0.923,1.69727877031564e-45
"SVIL",6.15043396654575e-50,-1.38778213396663,0.271,0.924,1.79814087445931e-45
"TRPM7",7.02135089912424e-50,-1.31588889645243,0.025,0.814,2.05276214886796e-45
"HDAC9",1.0050618896335e-49,-1.54501438757969,0.034,0.814,2.9383989405325e-45
"DPF3",1.08693795972797e-49,-1.2982279420187,0.025,0.815,3.17777181906069e-45
"WDPCP",1.106221148632e-49,-1.4786752981969,0.042,0.815,3.23414815014052e-45
"AC097522.2",1.37692847323349e-49,-2.00106861980508,0.017,0.803,4.02558808434543e-45
"INPP4B",1.84466722324371e-49,-1.65582991234848,0.068,0.832,5.39306909387532e-45
"LINC01505",1.89718464680659e-49,-1.71046268945152,0,0.785,5.54660903340373e-45
"MAGI2",2.89628369406746e-49,-1.60822344042515,0,0.78,8.46757500797562e-45
"PCDH9",4.34705188230295e-49,-1.67187061521741,0.424,0.896,1.27090408831009e-44
"ATP5PF",4.40367129045903e-49,1.6415964084536,0.839,0.487,1.2874573384786e-44
"DES",4.520342883242e-49,1.7032270526084,0.924,0.809,1.32156744534463e-44
"LARGE1",4.52375034446342e-49,-1.59730571378156,0.483,0.907,1.32256365070733e-44
"NBEA",4.64383862361839e-49,-1.27377565030512,0.025,0.806,1.35767266000107e-44
"SERF2",7.84501597063482e-49,1.51443049878634,0.712,0.253,2.29356886917479e-44
"RPL30",8.19257873011482e-49,1.62141597449939,0.636,0.186,2.39518231753637e-44
"MT-ND3",9.42306175300612e-49,1.69811170669317,0.966,0.536,2.75492633410887e-44
"DANT2",1.10619237274703e-48,-1.58611020883543,0.008,0.791,3.23406402096321e-44
"AC011287.1",1.1388805070049e-48,-2.09892168237644,0,0.782,3.32963105027953e-44
"QKI",1.19238711742966e-48,-1.31680690299907,0.737,0.957,3.48606297651737e-44
"MAP4K3",1.2451002391193e-48,-1.18954277217777,0.119,0.836,3.64017505908919e-44
"LRRTM3",1.33785545829063e-48,-1.37267524157642,0.008,0.777,3.91135421785849e-44
"MLIP-AS1",1.962478810428e-48,-1.35986530954789,0.008,0.786,5.7375030501673e-44
"ADGRL2",2.12137785644239e-48,-1.43007033848109,0.059,0.825,6.20206030109498e-44
"CSRP3",2.49562101009185e-48,1.80830961727544,0.898,0.729,7.29619758510454e-44
"FBXL17",2.65045601969691e-48,-1.33646674948863,0.229,0.873,7.74887321918588e-44
"CKM",4.16159856838443e-48,1.8328951407389,0.898,0.683,1.21668495745287e-43
"STK33",4.99073011957672e-48,-1.34012505864267,0.025,0.785,1.45908985775945e-43
"TACC2",6.59044211112637e-48,-1.19716733803277,0.136,0.89,1.92678165560891e-43
"MT-CO1",7.59590948734898e-48,1.65701754014215,1,0.793,2.22074009772135e-43
"ACSS3",9.49131857552205e-48,-1.35745840113107,0.025,0.787,2.77488189873963e-43
"PTPRK",9.62785742784338e-48,-1.35826170905693,0.5,0.903,2.81480039760429e-43
"MEIS2",9.66685842293699e-48,-1.33131464734254,0.059,0.83,2.82620272852986e-43
"RPS12",1.892886935361e-47,1.38242980294068,0.653,0.203,5.53404424422142e-43
"RPL18",2.16712877833032e-47,1.11233205521499,0.5,0.105,6.33581769632654e-43
"COX7B",2.64427198167551e-47,1.7234130662942,0.822,0.448,7.73079356562652e-43
"MSI2",2.93853515238748e-47,-1.19103521929718,0.051,0.816,8.59110137152003e-43
"AKAP13",3.48980466724895e-47,-1.38770144105931,0.678,0.944,1.0202792925169e-42
"TNNT2",5.92788818819235e-47,1.51001554806237,0.983,0.966,1.73307739069992e-42
"TMEM71",6.01873482995201e-47,-1.44088985948034,0.059,0.818,1.75963731488477e-42
"MYOM2",6.14275081378405e-47,-1.55194759321527,0.237,0.919,1.7958946279179e-42
"MT-ND4",7.8934842815579e-47,1.48707826863236,0.949,0.514,2.30773906455627e-42
"MTUS2",8.5803388150802e-47,-1.46028666996254,0.11,0.848,2.50854785597685e-42
"HSPB6",8.85251243765807e-47,1.20689234206573,0.585,0.153,2.58812053627371e-42
"FILIP1",9.35014544368316e-47,-1.42355803974245,0.305,0.918,2.73360852191521e-42
"MT-ATP6",1.09896050108113e-46,1.74532055897059,0.992,0.69,3.21292092096079e-42
"RPS13",1.19184924232775e-46,1.44042483287412,0.653,0.207,3.48449044486941e-42
"RPL35",1.27398929750769e-46,1.2852609367713,0.551,0.136,3.72463511019347e-42
"HSP90AB1",1.39444058163656e-46,1.37152337891469,0.619,0.179,4.07678648447264e-42
"SCAPER",1.50340974485562e-46,-1.16989532340103,0.025,0.78,4.39536873005989e-42
"MYLK3",1.93285356889308e-46,-1.35194267980133,0.085,0.833,5.65089069401581e-42
"CPED1",2.03656035107724e-46,-1.23577218443693,0.025,0.79,5.95408784240943e-42
"PHLDB2",2.55971916672543e-46,-1.21345351945766,0.042,0.788,7.48359495583848e-42
"PLD1",2.60174778087697e-46,-1.20053779425098,0.025,0.769,7.60646981217192e-42
"MT-CO2",2.99792304636045e-46,1.57253705028984,0.992,0.63,8.76472781833942e-42
"TNRC6A",3.06151653435983e-46,-1.14685061074779,0.203,0.845,8.9506497398544e-42
"MYO18B",5.67549323578444e-46,-1.34724948766253,0.034,0.786,1.65928720241394e-41
"MYL3",5.99980741572898e-46,1.76547580596883,0.932,0.899,1.75410369606252e-41
"PBX1",6.91122236584112e-46,-1.33280614329731,0.068,0.798,2.02056497087731e-41
"GALNT17",1.22853005394165e-45,-1.49508860295811,0.051,0.787,3.59173046570381e-41
"FYB2",1.30480019496287e-45,-1.45965259150795,0.008,0.755,3.81471384999343e-41
"GAS2",1.33163702285213e-45,-1.2254042076229,0.008,0.746,3.89317400001049e-41
"HAND2-AS1",3.15543589588717e-45,-1.28734125417452,0.093,0.825,9.22523238521574e-41
"RALYL",4.59891966651583e-45,-1.81129578106538,0,0.748,1.34454015370257e-40
"SYNPO2",6.00420633078755e-45,-1.50300807325111,0.22,0.869,1.75538976286905e-40
"CERS6",6.88539139162419e-45,-1.2920068402612,0.127,0.866,2.01301302725525e-40
"DIP2C",8.7448458789888e-45,-1.17516479418691,0.034,0.765,2.55664314118117e-40
"AC092353.1",1.00287675606828e-44,-1.3463966140047,0,0.734,2.93201048404121e-40
"RPL6",1.06521006126695e-44,1.22267535871922,0.559,0.147,3.11424813512005e-40
"ZNF638",1.13395433400524e-44,-1.13738584906044,0.458,0.9,3.31522889089771e-40
"PXDNL",1.38485278226447e-44,-1.72774670998647,0.381,0.916,4.04875559422842e-40
"LIMCH1",1.44341932257847e-44,-1.27259413612653,0.22,0.861,4.2199807314904e-40
"COX6C",1.51438247095761e-44,1.86695356684922,0.788,0.422,4.42744859209166e-40
"PATJ",1.6601914789702e-44,-1.25657792728269,0.085,0.819,4.85373580791726e-40
"CHCHD10",2.0385291832898e-44,1.75873183263578,0.864,0.705,5.95984392026606e-40
"FRY",3.16093260894776e-44,-1.31386308516644,0.483,0.929,9.24130257551966e-40
"SAMD4A",3.42233387295843e-44,-1.24626247320985,0.144,0.862,1.00055353109813e-39
"PHACTR1",3.74364894042846e-44,-1.22395779310956,0.068,0.81,1.09449320422367e-39
"PIP5K1B",4.25174300396735e-44,-1.2374078047465,0.059,0.791,1.24303958463989e-39
"TMEM65",5.35445934077924e-44,-1.23501291635779,0.059,0.794,1.56542973287022e-39
"THRB",5.5155961693145e-44,-1.23847071093931,0.025,0.755,1.61253969606079e-39
"AKAP9",1.07686447397963e-43,-1.05209136444176,0.042,0.765,3.14832097612683e-39
"CLASP1",1.32501580471147e-43,-1.11592978956504,0.051,0.76,3.87381620665446e-39
"KLHL24",1.35861233080818e-43,-1.16032281998569,0.085,0.821,3.9720390103508e-39
"RNF150",1.55355405244089e-43,-1.50971062781206,0.102,0.833,4.54197062771619e-39
"RPL32",1.63872709857609e-43,1.49762621581947,0.593,0.175,4.79098254539706e-39
"PPM1K",2.02636579345814e-43,-1.42059842117507,0.127,0.86,5.9242830337542e-39
"COX8A",2.02827476858837e-43,1.49417401349317,0.712,0.294,5.92986411344495e-39
"RPL21",2.16913273105447e-43,1.45765952741392,0.661,0.232,6.34167645251086e-39
"UBR3",2.81282658915418e-43,-1.08969208399363,0.186,0.835,8.22357981605115e-39
"PDZD2",2.91387984190756e-43,-1.48079987124033,0.322,0.865,8.51901910580095e-39
"CTSD",3.46633279242185e-43,1.32803254015134,0.559,0.155,1.01341705519245e-38
"LINC00472",3.76116327123988e-43,-1.14816018458877,0.008,0.725,1.09961369397969e-38
"CRADD",5.91822645065039e-43,-1.26890982713233,0.068,0.81,1.73025268511215e-38
"TNIK",9.58015175954949e-43,-1.1734441333687,0.025,0.74,2.80085316842189e-38
"OBSCN",9.92508706070019e-43,-1.19620684996542,0.11,0.828,2.90169845306631e-38
"RPS25",1.03631372159843e-42,1.57200672775399,0.627,0.206,3.02976679646518e-38
"PTPRM",1.04873618331008e-42,-1.17025179611199,0.763,0.944,3.06608510552535e-38
"DGLUCY",1.09072778480968e-42,-0.995429886317813,0.051,0.771,3.18885175166958e-38
"S100A1",1.09368727963312e-42,1.82557135622275,0.746,0.356,3.19750413073539e-38
"ATXN1",2.53915757065887e-42,-1.09640176667441,0.119,0.784,7.42348107357827e-38
"SLC1A3",2.70454585689205e-42,-1.25783060261875,0.085,0.827,7.9070102672096e-38
"RPL35A",2.74736043847006e-42,1.45185065723353,0.627,0.209,8.03218297791107e-38
"RPS14",2.76554549172474e-42,1.67834764253812,0.653,0.232,8.08534879960646e-38
"RPS24",3.22839135039903e-42,1.42588609205082,0.644,0.218,9.43852495202659e-38
"RPS18",4.62900737264871e-42,1.32156187694979,0.576,0.166,1.35333659546758e-37
"PARD3",7.32847334398672e-42,-1.09793391081475,0.093,0.771,2.14255246684796e-37
"FABP3",7.46052147117095e-42,1.57794186531554,0.856,0.663,2.18115805731154e-37
"ROR1",8.68345088617145e-42,-1.10365599456176,0.042,0.769,2.53869370108109e-37
"COX4I1",9.00940757013985e-42,1.74307129097166,0.805,0.5,2.63399039720609e-37
"SLC25A3",9.12439403368886e-42,1.58597028672602,0.788,0.465,2.66760783968927e-37
"CHCHD2",1.13557475290139e-41,1.11918970766589,0.525,0.134,3.3199663475825e-37
"AOPEP",1.76979142858016e-41,-1.11747495375516,0.373,0.898,5.17416222059695e-37
"RPL37",1.84155846128551e-41,1.36600296154324,0.559,0.153,5.38398031741432e-37
"ZNF407",3.47048955914459e-41,-1.1484167633384,0.008,0.704,1.01463232751151e-36
"PPARGC1A",4.26692525928356e-41,-1.23655221209943,0.042,0.749,1.24747826880414e-36
"PPP2R3A",4.53610126250941e-41,-1.22194261356316,0.085,0.785,1.32617456510725e-36
"TANC1",4.65259483154171e-41,-1.10350625300876,0.034,0.727,1.36023262494953e-36
"SOD1",5.0488410301563e-41,1.23692408403331,0.627,0.212,1.4760791635765e-36
"ANO5",5.19605636099382e-41,-1.20930590265614,0.11,0.793,1.51911903770015e-36
"PPM1L",6.33214359522639e-41,-1.23125306883899,0.102,0.813,1.85126550150039e-36
"ACOT11",7.66696898258278e-41,-1.07063743847397,0.025,0.71,2.2415150517479e-36
"RPL27A",1.81820547699296e-40,1.27485100835586,0.585,0.177,5.31570553253663e-36
"FTX",2.16127430393142e-40,-1.08144260550184,0.746,0.923,6.3187015549739e-36
"KCND3",2.3332461197701e-40,-1.2630614734462,0.034,0.734,6.82147835575986e-36
"RPL17",2.69334184257119e-40,1.20778518527343,0.551,0.156,7.87425421094114e-36
"GPNMB",3.05213208536421e-40,1.74258439593705,0.653,0.24,8.9232133647708e-36
"CSGALNACT1",4.56893266696778e-40,-1.09836734361332,0.017,0.698,1.3357731545147e-35
"JAZF1",4.74949072893571e-40,-1.05709209739712,0.034,0.725,1.38856110951165e-35
"HOMER1",5.32643533174892e-40,-1.07451780573562,0.051,0.747,1.55723663359012e-35
"NEK7",5.98989012642921e-40,-1.16364764841675,0.059,0.769,1.75120427736284e-35
"COG5",7.87455094247718e-40,-1.06675288341058,0.059,0.757,2.30220371354263e-35
"VPS13D",9.27067359977387e-40,-1.072564770169,0.025,0.708,2.71037413362989e-35
"NEK10",1.13201767292636e-39,-1.20943557797862,0.017,0.704,3.30956686856751e-35
"CACNA2D1",1.25344323943352e-39,-1.10441374721835,0.254,0.873,3.66456665480785e-35
"AAK1",2.00223549778856e-39,-1.05214510710938,0.263,0.873,5.85373570133463e-35
"XPR1",2.00556812411538e-39,-1.47873630726893,0.195,0.83,5.86347896766371e-35
"RPS9",2.80726836771088e-39,1.13200834648384,0.517,0.138,8.20732979983953e-35
"HECW2",3.36937350826676e-39,-1.14065519381481,0.025,0.699,9.85070038876871e-35
"TRAK2",3.87182046378572e-39,-1.07823464135508,0.025,0.701,1.13196543079239e-34
"GATA4",3.94171792845618e-39,-1.12444879470056,0.034,0.706,1.15240065356345e-34
"PARD3B",9.047730599516e-39,-1.06089556890016,0.008,0.671,2.6451945180745e-34
"PPFIBP1",9.40110434595003e-39,-1.11426820356203,0.136,0.793,2.74850686658195e-34
"COMMD10",1.14911596681231e-38,-1.0372753533499,0.136,0.796,3.35955544057246e-34
"UQCRB",1.31654022001496e-38,1.55982031649885,0.814,0.545,3.84903698723574e-34
"TENM2",1.3297553028222e-38,-1.24183977568386,0.161,0.841,3.88767260333099e-34
"TDRD3",1.41402184187489e-38,-0.962604014728799,0.017,0.684,4.13403425690544e-34
"BCO2",1.59950261843666e-38,-1.06950626777082,0.068,0.743,4.67630585526142e-34
"KAT6B",2.33146443549861e-38,-0.975315547312336,0.042,0.711,6.81626942362373e-34
