p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
5.630774063107869e-133,0.5207397133588991,0.403,0.219,1.6462131050902167e-128,Normal,MFGE8
7.303216321451383e-132,0.40524014816146336,0.742,0.523,2.1351683237395263e-127,Normal,ITM2B
2.4097694064460736e-131,0.4772499972546189,0.623,0.415,7.0452018366857405e-127,Normal,TMSB4X
4.386732292855715e-131,0.7101905206010016,0.181,0.058,1.2825050531392968e-126,Normal,ABCB1
5.6022208236384235e-130,0.6205235275026322,0.595,0.417,1.6378652799989294e-125,Normal,TIMP3
8.911659028691544e-130,0.2902176616512573,0.186,0.06,2.60541263362826e-125,Normal,PROCR
2.810712167952889e-125,0.4601016685329039,0.409,0.216,8.217398094227067e-121,Normal,SELENOP
1.272277736600366e-124,0.25977892822947357,0.278,0.12,3.71963119072483e-120,Normal,UBL5
2.8538912530117635e-124,0.3415713998209028,0.44,0.245,8.343636467305192e-120,Normal,RPL35
3.7795046233862094e-124,0.4125257384075701,0.561,0.358,1.1049759716931921e-119,Normal,RPS11
6.008565143055961e-124,0.3279090597635372,0.347,0.173,1.7566641052238408e-119,Normal,COX8A
1.983431473747601e-122,0.4011845939493256,0.426,0.241,5.798760256648486e-118,Normal,COX6C
1.3605195957588236e-121,0.3694523611814732,0.359,0.18,3.977615090160497e-117,Normal,CCND3
4.0673973730651895e-121,0.42896128693292923,0.481,0.29,1.1891442959893388e-116,Normal,COX7C
6.007140126020413e-121,0.39583466016665236,0.512,0.31,1.756247487243328e-116,Normal,RPS15
7.4444650349673236e-121,0.2878323443651488,0.195,0.067,2.1764637976230468e-116,Normal,DEPP1
2.1769854028610838e-120,0.3887211363559715,0.539,0.335,6.364634523804664e-116,Normal,RPS12
2.8531454904062893e-120,0.376824675738181,0.541,0.335,8.341456155751827e-116,Normal,RPL27A
3.61472112662367e-119,0.34784482459803523,0.474,0.277,1.0567998685796962e-114,Normal,RPS15A
4.817880400090777e-119,0.4494572248879978,0.715,0.528,1.4085555137705395e-114,Normal,FTH1
1.280119595057123e-118,0.3415256068194891,0.439,0.247,3.7425576481090046e-114,Normal,UBA52
1.5866116329365792e-118,0.3654956288177382,0.356,0.184,4.638617770053383e-114,Normal,NDUFA1
1.6176186258966889e-118,0.26055450917588585,0.295,0.135,4.7292698146715596e-114,Normal,TMA7
6.390944838715185e-117,0.4355601201376341,0.56,0.367,1.8684566330467715e-112,Normal,RPS23
3.5256941689099406e-116,0.40008515563999203,0.546,0.354,1.0307719472225103e-111,Normal,RPL21
3.7491885965941165e-116,0.4887629384763945,0.706,0.522,1.0961127781002559e-111,Normal,RPLP1
1.0188068995820941e-115,0.35358440935994073,0.52,0.321,2.9785838516182103e-111,Normal,RPS20
1.6253453462491844e-114,0.3564306385521093,0.496,0.294,4.7518596542941153e-110,Normal,RPS6KA2
4.062104133663257e-114,0.2894933857778069,0.333,0.167,1.1875967645177897e-109,Normal,NDUFB4
8.013596254799742e-114,0.3880872849574427,0.253,0.109,2.3428550010532527e-109,Normal,DAAM2
4.1165481117677235e-113,0.4000955706705591,0.508,0.319,1.2035140059564117e-108,Normal,RPL28
6.670359167690015e-113,0.37231935217543244,0.505,0.309,1.9501462062658527e-108,Normal,RPL32
7.421835930387699e-113,-0.47147075217011425,0.298,0.481,2.1698479526081477e-108,Normal,STAT3
6.814798003171219e-112,0.3085369378511533,0.417,0.233,1.9923743442071376e-107,Normal,LAPTM4A
1.959826030385181e-111,0.2611283574059402,0.202,0.076,5.729747382434115e-107,Normal,RFTN2
2.022221130368473e-111,0.34359771836952985,0.359,0.191,5.912165696745268e-107,Normal,LINC00513
7.530874078029968e-111,0.5559537694576493,0.583,0.41,2.2017263454528416e-106,Normal,IFITM3
1.2412785690961939e-110,0.4956604596875298,0.648,0.469,3.6290020246096323e-106,Normal,EEF1A1
2.289680739386976e-110,0.3395339233146671,0.295,0.142,6.694110609671762e-106,Normal,CYBRD1
6.024306517644898e-110,0.33194451507213674,0.512,0.314,1.7612662534986623e-105,Normal,MT-ND5
8.332602660174644e-109,0.3316248943939436,0.272,0.124,2.436119713728659e-104,Normal,EDNRB
1.1003488570030444e-108,0.2877162551207373,0.334,0.169,3.2169799183341004e-104,Normal,RPL36A
1.5567176223180602e-108,0.3356642854918761,0.399,0.223,4.5512196406090806e-104,Normal,RPL12
2.264935912452537e-108,0.28504728631577636,0.16,0.052,6.621766633646237e-104,Normal,HTRA3
3.585193340625337e-108,0.37314738996966657,0.52,0.333,1.0481671250652236e-103,Normal,RPL9
1.7143232732887973e-107,0.4438601477029043,0.581,0.385,5.011995521787127e-103,Normal,MYL12A
3.4803242588968767e-107,0.3370865533896499,0.476,0.288,1.0175076003310908e-102,Normal,DPYSL2
1.8112027023348206e-106,0.36033936241301723,0.477,0.289,5.295232220546082e-102,Normal,RPL18A
2.1804779482586136e-106,0.29006635222289234,0.462,0.273,6.3748453295288826e-102,Normal,CD99
2.531986299427669e-106,0.375031936146079,0.557,0.365,7.402515145006732e-102,Normal,FTL
4.583489224619433e-106,0.366114151724901,0.38,0.213,1.3400289097097374e-101,Normal,COX7B
4.689985184224155e-106,0.5341165004731868,0.512,0.335,1.371164068459774e-101,Normal,ZFHX3
5.830919209273256e-106,0.29136404039373365,0.35,0.184,1.704727540023129e-101,Normal,RPS5
3.4551173941626236e-104,0.35009299658475623,0.501,0.312,1.0101381213573845e-99,Normal,RPL17
3.5450566429353255e-104,0.35064408149764004,0.499,0.311,1.0364327601285717e-99,Normal,FAU
8.614568577478842e-104,0.48034519566983447,0.36,0.196,2.518555269311714e-99,Normal,SGIP1
3.3110864141841126e-103,0.3108716292929002,0.433,0.252,9.680292240508671e-99,Normal,RPL29
2.7362955704438385e-102,0.31251298988938003,0.164,0.056,7.999833729749606e-98,Normal,THSD7A
1.5012787599758665e-101,0.3999051020712333,0.333,0.178,4.3891385826654434e-97,Normal,S100A10
2.1415722863953126e-101,0.30994269118721973,0.282,0.137,6.261100736505336e-97,Normal,DERA
2.6226345674242544e-101,0.3498529073674891,0.326,0.171,7.66753442132155e-97,Normal,TSC22D3
3.145783865255899e-101,0.2565597646703779,0.46,0.28,9.197013708462145e-97,Normal,LINC00486
8.517180414245706e-100,0.8467130657609481,0.426,0.264,2.4900828659088746e-95,Normal,ACTA1
9.575348260233715e-100,0.2612171814627794,0.22,0.094,2.799448817361929e-95,Normal,TINAGL1
1.7765556316140414e-99,0.34543457067834804,0.257,0.121,5.193938044586811e-95,Normal,CD34
3.5335567860333753e-99,0.31662177314513185,0.47,0.289,1.0330706619647176e-94,Normal,RPL15
1.2939180781255152e-98,0.3611334540202291,0.329,0.173,3.782898893207756e-94,Normal,ABCA1
1.7806689758918007e-98,0.3952492399659824,0.643,0.459,5.205963817917269e-94,Normal,RPL13A
1.4700089649482925e-97,0.35521492084918743,0.175,0.066,4.297718209922828e-93,Normal,ABCA9-AS1
1.8630822014693907e-97,0.7031071025459315,0.819,0.779,5.44690712421591e-93,Normal,PTPRG
2.5595371694938138e-96,0.3982824976720738,0.32,0.174,7.483062868732114e-92,Normal,SPATA6
3.1386385535569373e-96,-0.900705130761952,0.142,0.299,9.176123675179062e-92,Normal,NAMPT
2.1733526819108735e-95,0.545877563455115,0.594,0.443,6.354013900834629e-91,Normal,AKT3
4.593540768330466e-95,-0.34500711309765286,0.099,0.256,1.342967579029095e-90,Normal,ENOX1
1.0974806877029339e-94,0.31783369803165856,0.297,0.152,3.2085945385682973e-90,Normal,AP002518.2
1.285266446617691e-92,0.2838458332095271,0.392,0.229,3.7576049833314815e-88,Normal,RPL22
3.521229768572813e-91,0.3987615427976916,0.658,0.49,1.0294667351399475e-86,Normal,RPL10
1.179297377373358e-90,0.8061985206952851,0.238,0.118,3.447793812488749e-86,Normal,PRELP
5.074174103840661e-90,1.0771016473718016,0.217,0.101,1.4834855409988557e-85,Normal,ACSM3
8.353255219601234e-90,0.33425771929545345,0.38,0.22,2.442157696002617e-85,Normal,ZFP36L2
8.856639835226592e-90,0.31486879608073304,0.183,0.074,2.589327222226846e-85,Normal,RIPOR3
8.905852311187295e-90,0.6988193281961221,0.694,0.568,2.6037149816987174e-85,Normal,FKBP5
1.1090348424976228e-89,0.33512079430973085,0.462,0.293,3.24237426552605e-85,Normal,RPS9
3.211941884891319e-89,0.39179821366474343,0.222,0.104,9.390433294668261e-85,Normal,THUMPD1
2.4774966833082005e-88,0.3121971405956283,0.471,0.299,7.243209303319855e-84,Normal,RPS13
5.92564792010391e-88,0.2559567332577212,0.298,0.158,1.732422425921579e-83,Normal,FBXL4
7.084050772644317e-88,0.4293537395545741,0.402,0.243,2.0710930838902925e-83,Normal,NCALD
9.288722327540634e-88,0.33775215526904145,0.522,0.348,2.7156508596797795e-83,Normal,RPL11
9.728900700446325e-87,0.2780157161569957,0.276,0.142,2.8443414087824876e-82,Normal,UQCR10
4.7632390053689256e-86,0.35512053175555247,0.614,0.442,1.3925805556096592e-81,Normal,EIF1
5.409861988648153e-86,0.4876707921938891,0.345,0.206,1.581627251001174e-81,Normal,STOX2
8.378504096348636e-86,0.31028133900940946,0.465,0.299,2.449539457608487e-81,Normal,RPL7
7.279840555947598e-85,0.30799539876827153,0.513,0.337,2.1283341849368397e-80,Normal,RPS24
1.187776759758109e-84,0.2632690744932612,0.337,0.191,3.472584134828808e-80,Normal,COX7A2
2.720189874758532e-84,0.2711118184991125,0.344,0.198,7.952747117844045e-80,Normal,UQCR11
2.7585176715497737e-84,0.293070827321542,0.137,0.047,8.064802264542918e-80,Normal,ADAMTS5
3.4432066382247434e-84,0.33440607914781906,0.533,0.356,1.006655892751386e-79,Normal,RPS18
3.839254335037969e-84,0.3348336730879633,0.551,0.375,1.1224443973917006e-79,Normal,UACA
3.9397624933142594e-84,0.2930547127243474,0.369,0.222,1.151828962545357e-79,Normal,TPCN1
6.135573587139576e-84,0.2684489512577507,0.369,0.219,1.7937962939361264e-79,Normal,BICRAL
6.922728602597294e-84,0.3105222373474369,0.466,0.301,2.023928934255345e-79,Normal,RPL7A
8.880618524859047e-84,0.340035899267376,0.546,0.374,2.5963376319277908e-79,Normal,RPS14
9.092921735156346e-84,0.32507864018331734,0.507,0.345,2.6584065984903093e-79,Normal,ATF7IP
2.1095617299978974e-83,0.47605069098109026,0.184,0.079,6.167514673821852e-79,Normal,AC105450.1
2.6836932275049145e-83,0.3863277974913749,0.188,0.08,7.846045519933369e-79,Normal,NGF
4.3775454617136255e-83,0.28843928292921583,0.4,0.235,1.2798191911865955e-78,Normal,S100A6
8.140484779459632e-83,-0.28067327680202386,0.038,0.155,2.379952130122818e-78,Normal,SLC27A6
1.5597180893786218e-82,-0.5161141728493667,0.056,0.179,4.559991806107339e-78,Normal,CLDN5
1.741775506691029e-82,-0.37017605745089466,0.056,0.181,5.092254871361892e-78,Normal,SLC2A3
4.67127441212568e-82,0.2640117189346637,0.173,0.071,1.3656937871290637e-77,Normal,AL445426.1
1.0310330063436604e-81,0.39094832023435533,0.409,0.26,3.0143280973463256e-77,Normal,SUMF1
1.2747796505556098e-81,0.2681212296292506,0.267,0.136,3.726945786364381e-77,Normal,PLAC9
2.2837216675362506e-81,0.355285809703631,0.403,0.25,6.6766886672089826e-77,Normal,IFITM2
1.269376196373164e-80,0.30627796525630246,0.287,0.158,3.711148247716582e-76,Normal,RBMS3-AS2
1.6242043727437002e-80,1.233870759763895,0.382,0.247,4.748523904153482e-76,Normal,DCN
2.1877934809659706e-80,0.2967970781949532,0.357,0.211,6.396233020952112e-76,Normal,RPLP0
2.446315313862173e-80,0.5907464719971052,0.538,0.389,7.152047451607449e-76,Normal,TMSB10
1.613367026533333e-79,0.6890599892951905,0.518,0.389,4.716839838772853e-75,Normal,ELMO1
3.284622177577526e-79,-0.4881786490582719,0.123,0.258,9.602921398365656e-75,Normal,JUNB
5.480438879116122e-79,0.3003884777903604,0.494,0.329,1.6022611106983895e-74,Normal,RPL26
1.0487016836508566e-78,0.26065701275095043,0.445,0.281,3.065984242321644e-74,Normal,RPS7
6.430996311513556e-78,0.5030322304830748,0.494,0.342,1.8801660816341033e-73,Normal,VIM
6.590603852423185e-78,-0.3315282943254132,0.634,0.744,1.9268289422944424e-73,Normal,MACF1
3.2689094967274862e-77,-0.3004818901558428,0.076,0.203,9.556983804632479e-73,Normal,SCN5A
1.5411531931597054e-76,0.8057936067343887,0.322,0.191,4.505715475521715e-72,Normal,PLA2G5
6.862496949375267e-76,0.29289239930603256,0.39,0.243,2.0063196081193532e-71,Normal,RPL10A
1.0640274305128763e-75,-0.38604395523664914,0.332,0.483,3.110790595847445e-71,Normal,CDK14
3.412297844605683e-75,0.3013583132298787,0.145,0.057,9.976193978489174e-71,Normal,CYYR1-AS1
7.476380807676751e-75,-0.3902111466233995,0.645,0.732,2.185794692932375e-70,Normal,DST
1.2818257845034664e-74,0.3814023654603015,0.401,0.255,3.747545863574334e-70,Normal,FCHO2
4.985413858555342e-74,0.2514952811431722,0.27,0.146,1.4575355956872397e-69,Normal,ANKUB1
5.124253570066193e-74,0.4251354976322033,0.312,0.182,1.4981267737445524e-69,Normal,SERPING1
