"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"EYA4",1.03236124339642e-36,-0.540276328436118,0.406,0.679,3.01821133119377e-32
"ROR1",1.44918548514285e-36,-0.683755503283537,0.557,0.824,4.23683868436365e-32
"CCSER1",1.90511436322744e-36,-0.291375156717998,0.684,0.928,5.56979235233176e-32
"MICAL3",2.21372435848811e-36,-0.304790485962696,0.573,0.859,6.47204453447583e-32
"TRDN-AS1",3.85828878246296e-36,-0.383040911923458,0.773,0.954,1.12800930844087e-31
"CFAP61",3.97640971263791e-36,-0.358300384673756,0.386,0.669,1.16254314358682e-31
"DAPK2",4.36847592513499e-36,-0.354468063547445,0.46,0.738,1.27716762147247e-31
"AC022034.3",4.88180791123105e-36,-0.409483936422957,0.363,0.632,1.42724536092751e-31
"MIR1-1HG",6.15253698097245e-36,-0.427312992424659,0.336,0.606,1.79875571175711e-31
"TRIM54",7.75250759635442e-36,-0.29580366080859,0.376,0.664,2.26652312087018e-31
"ANK2",9.453029597599e-36,-0.293206943961117,0.757,0.94,2.76368773315404e-31
"MYLK3",1.04008564804771e-35,-0.361061471798003,0.593,0.84,3.04079440063228e-31
"AC079142.1",1.04999794457213e-35,-0.359463465794414,0.399,0.674,3.06977399075108e-31
"LINC01505",1.42530253880199e-35,-0.412971337108365,0.524,0.796,4.16701450244148e-31
"SRL",1.56591615502515e-35,-0.335593142737036,0.43,0.7,4.57811247083153e-31
"CADPS",1.90585167037998e-35,-0.276387561104637,0.394,0.672,5.5719479435229e-31
"RARB",1.27508035991814e-34,-0.278107199722509,0.366,0.642,3.72782494025667e-30
"GATA4",1.48566419976683e-34,-0.323697193739293,0.47,0.744,4.3434878544383e-30
"DGKG",2.13095859944084e-34,-0.335868910922843,0.426,0.711,6.23007056132524e-30
"MITF",2.2333009831826e-34,-0.293787209947675,0.634,0.902,6.52927875443265e-30
"TACC2",3.46342364583556e-34,-0.335010761821846,0.671,0.923,1.01256653709648e-29
"PATJ",3.93614312133501e-34,-0.291271431778836,0.569,0.863,1.1507708029535e-29
"AC138305.1",4.78615090978227e-34,-0.330096422703149,0.607,0.864,1.39927907998395e-29
"NCKAP5",5.28825333016746e-34,-0.320429297560742,0.56,0.836,1.54607374360776e-29
"TMEM71",5.62499402333837e-34,-0.35983561058887,0.604,0.868,1.64452325266321e-29
"LPP",5.64577680923463e-34,-0.32632855903703,0.84,0.96,1.65059930794784e-29
"AKAP13",5.84572758497842e-34,-0.325635047562858,0.864,0.956,1.70905691674429e-29
"AC022034.1",7.34414578008779e-34,-0.367598539048353,0.329,0.598,2.14713446026647e-29
"MT-ND3",8.46368112411415e-34,0.528499580991759,0.704,0.495,2.47444181344601e-29
"ATP1B1",1.02710905419259e-33,-0.328712748006686,0.466,0.733,3.00285603083747e-29
"EFNA5",1.0359046540907e-33,-0.355405814213441,0.68,0.921,3.02857084669956e-29
"MPP3",1.27086782931147e-33,-0.363501960624431,0.329,0.599,3.71550918577503e-29
"MYOM3",1.65272264666678e-33,-0.332805013607726,0.496,0.772,4.83189992979499e-29
"DOCK3",2.37608032079028e-33,-0.317462914746607,0.419,0.696,6.94670842586245e-29
"SORBS1",2.71023691921653e-33,-0.288934290174879,0.877,0.982,7.92364865702144e-29
"VCL",3.17961297568761e-33,-0.29574903094109,0.586,0.869,9.2959164957203e-29
"SMYD1",3.76400435178222e-33,-0.335431863642823,0.323,0.579,1.10044431228705e-28
"IGFBP7",4.47791510531738e-33,0.6227085694412,0.501,0.306,1.30916326019059e-28
"HAND2-AS1",9.66484448662258e-33,-0.303471082349072,0.609,0.836,2.82561393410898e-28
"RALYL",1.05168599286344e-32,-0.439221896298313,0.531,0.759,3.07470916873555e-28
"USP13",1.15754339253356e-32,-0.299186754503028,0.451,0.728,3.38419386241111e-28
"CPEB4",1.50237562891761e-32,-0.336476356205556,0.73,0.937,4.39234538870352e-28
"ANK3",1.79020093640352e-32,-0.304432852858048,0.69,0.929,5.23383145766932e-28
"MLIP-AS1",2.26391844726065e-32,-0.346544603176008,0.52,0.805,6.61879197241124e-28
"ACACB",2.3814021787559e-32,-0.28075976696457,0.634,0.887,6.96226740981074e-28
"TNIK",2.72387339192636e-32,-0.302629171738683,0.511,0.781,7.96351624863589e-28
"GAREM1",1.08413750491961e-31,-0.274577439838279,0.347,0.614,3.16958440938298e-27
"KIF21A",1.17635643348661e-31,-0.273928329724723,0.553,0.839,3.43919566894144e-27
"MT-ND4",1.36641339783005e-31,0.534421600205554,0.684,0.472,3.99484620989594e-27
"GAS2",1.37004681320915e-31,-0.288239552316525,0.513,0.77,4.00546886309827e-27
"MLF1",1.77198016014168e-31,-0.331925215622611,0.43,0.694,5.18056119619023e-27
"MYOZ2",3.19503810067552e-31,-0.275491059574537,0.767,0.954,9.34101339113494e-27
"NCEH1",4.10722133793008e-31,-0.323871458274044,0.36,0.618,1.20078723035724e-26
"HACD1",4.25860002397352e-31,-0.314457206015398,0.433,0.691,1.2450443030089e-26
"SEMA5A",6.64657969428023e-31,-0.302292396286689,0.459,0.731,1.94319403941977e-26
"FHIT",7.72220728204189e-31,-0.305580125316829,0.753,0.928,2.25766452097777e-26
"PPP1R13B",9.11359571073673e-31,-0.269932514737693,0.471,0.737,2.66445084199099e-26
"MALAT1",1.14275083204595e-30,0.41615989810655,0.986,0.999,3.34094633256954e-26
"NEK10",1.17426880527503e-30,-0.326045360842448,0.461,0.708,3.43309227910208e-26
"AC097522.2",1.31840855267903e-30,-0.379143780671331,0.603,0.835,3.85449924461241e-26
"JPH2",1.33625793863634e-30,-0.342593316003185,0.387,0.633,3.90668370939719e-26
"ANO5",1.37473940435949e-30,-0.314716352073174,0.546,0.813,4.01918812258542e-26
"PSME4",1.53865844234556e-30,-0.294081838479431,0.416,0.687,4.49842182204148e-26
"GALNT17",1.92106559464554e-30,-0.37067544677783,0.553,0.82,5.6164273725057e-26
"HOMER1",1.98911593993942e-30,-0.342363167972413,0.52,0.798,5.81537936200688e-26
"AC040174.1",2.18805441185009e-30,-0.313261053039216,0.334,0.592,6.39699587848493e-26
"NDRG4",2.37258940252255e-30,-0.273437588050897,0.434,0.697,6.93650237721493e-26
"TBX20",3.06492716628087e-30,-0.325147742053673,0.354,0.615,8.96062106333876e-26
"TPT1",3.52316234857329e-30,0.462600912164112,0.589,0.398,1.03003174422889e-25
"ASB15",4.04404065173356e-30,-0.26809958977905,0.397,0.661,1.18231572494082e-25
"PDE7A",4.10860094026262e-30,-0.262129220462529,0.736,0.942,1.20119057089518e-25
"ATP2C1",4.9126139756381e-30,-0.274082107310698,0.486,0.767,1.43625182191756e-25
"PPM1L",5.77119167240465e-30,-0.293675224610606,0.584,0.832,1.68726559734422e-25
"AIG1",6.01004689297125e-30,-0.306505143986594,0.519,0.795,1.75709730962908e-25
"DYNC1I1",6.14484820718782e-30,-0.337508787180836,0.454,0.7,1.79650782185343e-25
"AC106791.1",7.18287064549402e-30,-0.311554626209926,0.384,0.629,2.09998406191663e-25
"SLC5A1",7.75190621452058e-30,-0.339717829419988,0.381,0.624,2.26634730087724e-25
"COL4A5",7.94053240257274e-30,-0.289644842417376,0.4,0.664,2.32149405321617e-25
"CTNND2",8.18201835402958e-30,-0.351072073884871,0.401,0.661,2.39209488598409e-25
"MEIS2",9.09051299720781e-30,-0.288899140616762,0.603,0.867,2.65770237986367e-25
"SLMAP",9.53285437087204e-30,-0.336552713845885,0.549,0.81,2.78702530386815e-25
"AL513487.1",1.01669857127273e-29,-0.301552524104184,0.421,0.681,2.97241994297296e-25
"MEIS1",1.22268178134769e-29,-0.283667426861657,0.347,0.595,3.57463245594809e-25
"KCND3",1.26599216992179e-29,-0.354322608585292,0.481,0.724,3.70125470798334e-25
"POPDC2",1.52286575355404e-29,-0.279084899601873,0.487,0.735,4.45225031709059e-25
"BTRC",1.96834605518008e-29,-0.269828769363161,0.417,0.68,5.75465652692447e-25
"SMYD2",4.51875784692914e-29,-0.304376120861868,0.409,0.661,1.3211040441282e-24
"MAGI1",5.24188289451468e-29,-0.254272185166938,0.781,0.945,1.53251688304031e-24
"MYOCD",8.45976799754444e-29,-0.274040734498005,0.409,0.663,2.47329777176209e-24
"SAMD4A",1.18898867747661e-28,-0.284142995818779,0.67,0.901,3.47612729747061e-24
"ADRA1A",1.22034907263775e-28,-0.319785378858515,0.447,0.695,3.56781254876373e-24
"PPARGC1B",1.57318179374896e-28,-0.296979063695399,0.31,0.546,4.59935429220447e-24
"ABCC5",1.6013432175979e-28,-0.278076696144621,0.416,0.676,4.68168703096921e-24
"MT-ND2",1.82608037255918e-28,0.483749778547936,0.564,0.367,5.33872857721402e-24
"NHLRC2",1.93222903237061e-28,-0.273261847143629,0.48,0.741,5.64906479903872e-24
"IQCJ-SCHIP1",2.04361655531506e-28,-0.343854964567096,0.327,0.564,5.97471736111912e-24
"AC002066.1",2.32817776467779e-28,-0.299368402212787,0.32,0.566,6.80666051281197e-24
"USP28",2.33147078010663e-28,-0.295455940920258,0.366,0.605,6.81628797271975e-24
"NFYC",2.36662164098363e-28,-0.261387311781638,0.356,0.61,6.91905502957973e-24
"RETREG1",2.62143660426878e-28,-0.289928530256162,0.533,0.791,7.66403205624022e-24
"PPP1R3A",2.65336019183523e-28,-0.255980938581061,0.411,0.674,7.75736385684949e-24
"MT-ND1",2.79686674678176e-28,0.475930128086268,0.633,0.433,8.17691962089116e-24
"AL355612.1",2.82588762642428e-28,-0.312110129943593,0.31,0.559,8.26176506461402e-24
"ADPRHL1",3.01708893099669e-28,-0.277807353756254,0.54,0.803,8.82076119866192e-24
"LINC01151",6.03928272551962e-28,-0.479209300481271,0.284,0.509,1.76564469763292e-23
"FSD2",8.51354145777603e-28,-0.294684287596256,0.339,0.579,2.4890189805954e-23
"PLCL2",8.56989750688805e-28,-0.277534617183135,0.609,0.854,2.50549523511379e-23
"AC092640.1",1.03176034034232e-27,-0.262945755189698,0.309,0.548,3.0164545310248e-23
"KCNMB2",1.10961696031904e-27,-0.458834605313638,0.434,0.652,3.24407614518875e-23
"WNK2",1.13008036796599e-27,-0.272871222246908,0.479,0.725,3.30390296378536e-23
"HIVEP3",1.13491346577434e-27,-0.289891079732638,0.31,0.565,3.31803300853785e-23
"PDE1C",1.89445832323646e-27,-0.263761063232338,0.78,0.94,5.53863835381411e-23
"PIP5K1B",2.00743116577496e-27,-0.253239581081451,0.569,0.82,5.86892575625966e-23
"NEXN",2.45358638459288e-27,-0.272690878354528,0.8,0.972,7.17330515399573e-23
"AC009264.1",2.6297724921036e-27,-0.27079196523054,0.424,0.664,7.68840285791409e-23
"RNF150",2.73272107288751e-27,-0.277060368251365,0.634,0.87,7.98938332869393e-23
"AC005400.1",2.86862640338997e-27,-0.283478832888376,0.331,0.573,8.3867161529509e-23
"SCN5A",5.69627148702626e-27,-0.32617697801577,0.43,0.662,1.665361931947e-22
"PCDH7",5.99203100495272e-27,-0.31883948958545,0.627,0.847,1.75183018460798e-22
"SESN1",1.01408359249524e-26,-0.259816430044468,0.553,0.812,2.96477479101909e-22
"GREB1L",1.15699091004751e-26,-0.28142011799056,0.449,0.709,3.3825786246149e-22
"INPP4B",1.33706199992946e-26,-0.289459975708492,0.623,0.877,3.90903446299377e-22
"GPAT3",1.46728279753043e-26,-0.335477027138343,0.336,0.587,4.28974798685995e-22
"PPP1R1C",1.81731610530243e-26,-0.285170760433145,0.356,0.594,5.31310536546219e-22
"ENOX1",1.99970927699834e-26,-0.276733557984246,0.379,0.618,5.84635004223234e-22
"MYBPC3",2.56968502598926e-26,-0.263210647124357,0.839,0.986,7.51273114198221e-22
"LAMA2",3.56378404334712e-26,-0.306439171177179,0.93,0.983,1.04190790291296e-21
"SLC41A1",3.62384019849295e-26,-0.271612285488968,0.283,0.502,1.0594659204314e-21
"LTBP1",5.83239728984886e-26,-0.273750402247971,0.63,0.888,1.70515967166021e-21
"CPED1",6.49943940941227e-26,-0.305693733191656,0.589,0.834,1.90017610573577e-21
"CACNA2D3",8.59630018430784e-26,-0.315354183994241,0.42,0.659,2.51321432188424e-21
"IGF1R",9.70440661100021e-26,-0.270051155908077,0.557,0.8,2.83718031679202e-21
"ABHD2",1.01434012903499e-25,-0.342578276571939,0.364,0.602,2.9655248012467e-21
"AL139383.1",1.28665106885083e-25,-0.256920157529024,0.406,0.649,3.76165306489229e-21
"AC098617.1",1.38734640699068e-25,-0.323205291867622,0.45,0.688,4.05604595547796e-21
"PLCXD3",1.39180823803892e-25,-0.268291050846609,0.701,0.908,4.06909056473059e-21
"MYOM2",1.55426000492888e-25,-0.32690911068228,0.749,0.931,4.54403455041007e-21
"FILIP1",1.86831137826335e-25,-0.365393489147864,0.774,0.942,5.46219514549072e-21
"GJA1",1.95396761490253e-25,-0.284940579156364,0.314,0.543,5.71261971892904e-21
"XPR1",2.40533662588591e-25,-0.28616420887242,0.643,0.863,7.03224215944006e-21
"PKIA",2.62164543298555e-25,-0.266759576700454,0.37,0.609,7.66464258787654e-21
"MAST2",2.69253766854651e-25,-0.262311947961484,0.411,0.647,7.87190312776257e-21
"NIBAN1",4.51551764154364e-25,-0.294807805564273,0.607,0.856,1.3201567376817e-20
"RAMP1",4.65319386289507e-25,-0.260047427637586,0.4,0.62,1.360407757756e-20
"ALPK3",5.32386518838773e-25,-0.269128305810437,0.361,0.596,1.55648522647704e-20
"CAP2",9.8176938930687e-25,-0.308021756354072,0.354,0.577,2.87030098657756e-20
"KBTBD12",1.33433462412656e-24,-0.251575122145721,0.327,0.567,3.90106070709641e-20
"ADCY5",1.38749265231755e-24,-0.270711220318149,0.366,0.606,4.05647351831558e-20
"FYB2",1.47356011331662e-24,-0.323269613594908,0.511,0.738,4.30810034729247e-20
"ST3GAL6",1.56395422292224e-24,-0.336387858275287,0.437,0.66,4.57237656613547e-20
"LINC02208",1.59237939951556e-24,-0.467346530164737,0.659,0.803,4.6554804124237e-20
"COL21A1",1.70470918985541e-24,-0.270827600042151,0.329,0.551,4.98388778746128e-20
"NUDT4",3.4238226317641e-24,-0.276857724068188,0.414,0.644,1.00098878462255e-19
"CHRM2",5.39271837217557e-24,-0.326767673379592,0.626,0.837,1.57661514328925e-19
"FAM160A1",8.37385347132657e-24,-0.287923425130876,0.311,0.534,2.44817980087704e-19
"LINC00882",1.21082785016988e-23,-0.253825458796932,0.33,0.558,3.53997630275666e-19
"COX10",1.46850081899465e-23,-0.253277820414843,0.341,0.566,4.29330899441276e-19
"SLC20A2",1.72219166436351e-23,-0.295745347838969,0.456,0.698,5.03499954993317e-19
"PEBP4",2.53445893902027e-23,-0.266492932437225,0.42,0.641,7.40974415411967e-19
"CORIN",6.40335335617566e-23,-0.330521718147427,0.387,0.601,1.87208438721152e-18
"PLN",6.73160239234214e-23,-0.277547258268597,0.699,0.907,1.96805127542515e-18
"LINC00923",6.94418039252842e-23,-0.365424199181944,0.291,0.5,2.03020057955961e-18
"KLHL24",3.00767395757401e-22,-0.264170456517352,0.599,0.836,8.79323558236338e-18
"EIF1B-AS1",3.11138967846731e-22,-0.266139215744281,0.306,0.531,9.09645886396702e-18
"LMOD2",5.80665285459367e-22,-0.280414099025255,0.541,0.773,1.69763302856901e-17
"PRKAG2",6.9036851528595e-22,-0.303869884273825,0.339,0.564,2.01836139129e-17
"AC073475.1",9.4654724634707e-22,-0.29315438326868,0.367,0.586,2.76732552942029e-17
"PALLD",1.42005977783033e-21,-0.467164783087676,0.877,0.965,4.15168676646474e-17
"AC117464.1",1.49038844549213e-20,-0.320390845677499,0.366,0.585,4.35729965924078e-16
"PIK3R1",3.29045255296726e-20,-0.262620946528498,0.58,0.806,9.61996708385509e-16
"ASB18",3.82573686030234e-20,-0.272220608926654,0.346,0.553,1.11849242847799e-15
"P4HA1",7.78458758572076e-20,-0.284446831982954,0.351,0.548,2.27590202656132e-15
"CYP2J2",2.93986495450237e-19,-0.251480986390759,0.334,0.527,8.59498918098312e-15
"LINC02147",8.82555617178123e-19,-0.32457255359429,0.364,0.57,2.58023960238196e-14
"AC093912.1",9.51500793549856e-19,-0.344042135721403,0.403,0.605,2.78180772002236e-14
"TMEM164",1.01828318446825e-18,-0.252560906291277,0.42,0.628,2.97705271811139e-14
"ENAH",1.21249440299898e-18,-0.279423595401141,0.389,0.597,3.54484863660782e-14
"XIRP2",1.7649585724418e-18,-0.750312570574812,0.37,0.579,5.16003288239084e-14
"PPM1K",4.4373242752522e-17,-0.271393653500926,0.66,0.85,1.29729612511273e-12
"FTH1",4.45408521924764e-16,0.347208568073637,0.526,0.399,1.30219635469924e-11
"FNDC3A",1.28972214756735e-15,-0.262086187990702,0.436,0.634,3.77063167062791e-11
"AC002460.2",1.86025913196329e-15,-0.251538766995964,0.363,0.538,5.43865359820789e-11
"RPLP1",2.80923686846999e-14,0.342876387334181,0.504,0.384,8.21308490865888e-10
"ANKRD1",4.27247516400692e-13,-0.458374258696009,0.644,0.833,1.24910083894906e-08
"DLG1",5.4308542172723e-13,-0.351725301874946,0.383,0.55,1.58776453896173e-08
"DDX5",3.58612992519274e-10,0.262265268264033,0.56,0.488,1.04844094492935e-05
"PDE4D",1.62675656148929e-09,-0.290883614110127,0.624,0.784,4.75598548317008e-05
"RBMS3",7.82804778492886e-07,0.392559077410992,0.759,0.734,0.022886080504018
"ASAP1",5.6149318385951e-06,0.265296911957635,0.573,0.526,0.164158147233166
"ACTA1",0.00128731061402176,-0.271170382420499,0.53,0.583,1
"RORA",0.00448382070937103,0.299298991338891,0.551,0.54,1
"LHFPL6",0.0111917259865862,0.285464148163964,0.704,0.703,1
