"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"SNX15",7.257114235365e-156,-27.7564135465252,0.102,0.038,2.1771342706095e-152,"Normal-Macrophage","SNX15"
"PRR4",3.94208536688055e-153,-1.76194060917102,0.63,0.114,1.18262561006417e-149,"Normal-Macrophage","PRR4"
"NRAP",5.01954372321751e-147,-28.6663181041665,0.488,0.063,1.50586311696525e-143,"Normal-Macrophage","NRAP"
"MYH6",1.91527614104264e-143,-25.0747724050632,0.565,0.131,5.74582842312793e-140,"Normal-Macrophage","MYH6"
"LRRC2",2.74754294167667e-138,-28.8180767949496,0.641,0.048,8.24262882503e-135,"Normal-Macrophage","LRRC2"
"TNNI3K",3.00622706866776e-137,-30.9083111725528,0.13,0.008,9.01868120600329e-134,"Normal-Macrophage","TNNI3K"
"PLA2G5",1.55451630026395e-136,-26.2321259965138,0.354,0.034,4.66354890079186e-133,"Normal-Macrophage","PLA2G5"
"EXOSC5",2.67676017873955e-132,-8.40249823327364,0.69,0.031,8.03028053621865e-129,"Normal-Macrophage","EXOSC5"
"POSTN",6.41461094814319e-132,-18.5337218421512,0.324,0.044,1.92438328444296e-128,"Normal-Macrophage","POSTN"
"ADGRF5",3.2572939144618e-131,-26.9331446031216,0.488,0.027,9.77188174338539e-128,"Normal-Macrophage","ADGRF5"
"HULC",7.35591672702372e-130,-27.5955123170178,0.13,0.01,2.20677501810711e-126,"Normal-Macrophage","HULC"
"ADIRF",1.15661070892279e-127,-8.46691994713478,0.412,0.04,3.46983212676837e-124,"Normal-Macrophage","ADIRF"
"ZNF19",6.80804131012964e-126,-30.0057170957766,0.12,0.006,2.04241239303889e-122,"Normal-Macrophage","ZNF19"
"NID1",4.77657061378793e-123,-13.5195529300944,0.44,0.036,1.43297118413638e-119,"Normal-Macrophage","NID1"
"LINC00299",6.79073313074488e-122,-28.0334790684219,0.1,0.014,2.03721993922346e-118,"Normal-Macrophage","LINC00299"
"SLC9A3R2",2.35433425373281e-121,-13.6978525149809,0.435,0.046,7.06300276119843e-118,"Normal-Macrophage","SLC9A3R2"
"TANC1",8.05392199400963e-120,-9.98880448315374,0.41,0.066,2.41617659820289e-116,"Normal-Macrophage","TANC1"
"KCNC1",5.51862988037581e-119,-28.1915054802533,0.109,0.007,1.65558896411274e-115,"Normal-Macrophage","KCNC1"
"MGST1",1.22721778126871e-117,-25.3378234581711,0.403,0.034,3.68165334380613e-114,"Normal-Macrophage","MGST1"
"PRRG2",1.07915405438845e-115,-26.2979596237684,0.685,0.016,3.23746216316536e-112,"Normal-Macrophage","PRRG2"
"PCOLCE2",5.55918857166516e-114,-24.6517659289595,0.306,0.039,1.66775657149955e-110,"Normal-Macrophage","PCOLCE2"
"MYH11",4.64403892801631e-113,-28.0501654145526,0.102,0.018,1.39321167840489e-109,"Normal-Macrophage","MYH11"
"NUDT8",2.47459467105011e-110,-11.4229583581781,0.454,0.028,7.42378401315033e-107,"Normal-Macrophage","NUDT8"
"CDH19",2.69439963677234e-110,-23.7837957487527,0.37,0.044,8.08319891031702e-107,"Normal-Macrophage","CDH19"
"B3GAT2",5.11692592856217e-110,-14.9179972736361,0.125,0.007,1.53507777856865e-106,"Normal-Macrophage","B3GAT2"
"XIRP1",5.42845195136915e-110,-24.1985916323913,0.303,0.038,1.62853558541075e-106,"Normal-Macrophage","XIRP1"
"UTS2",3.04988557122786e-109,-29.0091746341231,0.146,0.002,9.14965671368357e-106,"Normal-Macrophage","UTS2"
"RHPN1",1.2321997534577e-108,-8.33775188521892,0.336,0.051,3.6965992603731e-105,"Normal-Macrophage","RHPN1"
"STEAP1B",1.30798544728797e-105,-6.4289060553792,0.227,0.127,3.92395634186392e-102,"Normal-Macrophage","STEAP1B"
"DEC1",2.9391467435058e-105,-26.2910022066662,0.176,0.016,8.81744023051739e-102,"Normal-Macrophage","DEC1"
"AC009120.4",3.49462353375159e-105,-27.4126537780961,0.569,0.023,1.04838706012548e-101,"Normal-Macrophage","AC009120.4"
"VWF",3.86488904750258e-105,-22.9090715048126,0.384,0.054,1.15946671425077e-101,"Normal-Macrophage","VWF"
"PIK3R3",6.8909906906796e-105,-23.3657847225602,0.171,0.015,2.06729720720388e-101,"Normal-Macrophage","PIK3R3"
"LINC01500",7.19714383028093e-105,-29.4778537886245,0.12,0.014,2.15914314908428e-101,"Normal-Macrophage","LINC01500"
"CAV1",5.39586170799351e-103,-7.40266933277607,0.37,0.053,1.61875851239805e-99,"Normal-Macrophage","CAV1"
"ZNF462",6.60782065725242e-103,-29.5111075366179,0.542,0.034,1.98234619717573e-99,"Normal-Macrophage","ZNF462"
"LINC00987",2.7454670024166e-101,-15.2846311953751,0.523,0.033,8.2364010072498e-98,"Normal-Macrophage","LINC00987"
"TIMP3",2.91818716439246e-99,-25.280027674294,0.273,0.092,8.75456149317738e-96,"Normal-Macrophage","TIMP3"
"CD34",1.12090875479501e-98,-10.5929570990638,0.347,0.024,3.36272626438503e-95,"Normal-Macrophage","CD34"
"PDZRN3",1.28828590254837e-98,-8.55773116732885,0.222,0.043,3.86485770764511e-95,"Normal-Macrophage","PDZRN3"
"TMEM232",1.13934322044851e-97,-25.2271542510537,0.113,0.03,3.41802966134552e-94,"Normal-Macrophage","TMEM232"
"AC007364.1",2.61682593416587e-97,-27.9673359734423,0.183,0.009,7.85047780249761e-94,"Normal-Macrophage","AC007364.1"
"C7",3.27935578147676e-95,-20.458390715736,0.324,0.077,9.83806734443028e-92,"Normal-Macrophage","C7"
"C5orf17",4.62495187422538e-95,-31.4254502705052,0.354,0.053,1.38748556226762e-91,"Normal-Macrophage","C5orf17"
"FBN2",2.53383539288067e-94,-13.8360350195789,0.558,0.05,7.60150617864201e-91,"Normal-Macrophage","FBN2"
"DIO2-AS1",6.3850090342329e-94,-28.0576582696473,0.125,0.014,1.91550271026987e-90,"Normal-Macrophage","DIO2-AS1"
"IGFBP6",3.1393770888292e-90,-22.1395138572952,0.498,0.049,9.4181312664876e-87,"Normal-Macrophage","IGFBP6"
"CTU2",1.2353089894341e-89,-25.7491746763213,0.509,0.024,3.7059269683023e-86,"Normal-Macrophage","CTU2"
"GABRB1",6.45414131546595e-89,-11.6969887807655,0.632,0.022,1.93624239463978e-85,"Normal-Macrophage","GABRB1"
"SAXO1",1.30278950974063e-88,-27.9587551681554,0.13,0.018,3.9083685292219e-85,"Normal-Macrophage","SAXO1"
"MLIP",3.537550840758e-88,-5.13279107831938,0.243,0.089,1.0612652522274e-84,"Normal-Macrophage","MLIP"
"PLA2G2A",5.82008974660371e-87,-11.4216502333782,0.521,0.045,1.74602692398111e-83,"Normal-Macrophage","PLA2G2A"
"ACTN2",1.29856396934627e-85,-12.2088034865705,0.275,0.148,3.8956919080388e-82,"Normal-Macrophage","ACTN2"
"HSPG2",4.1702143385011e-85,-8.47824095914576,0.218,0.045,1.25106430155033e-81,"Normal-Macrophage","HSPG2"
"KAZN",5.12239162748491e-85,-25.9774745630416,0.141,0.018,1.53671748824547e-81,"Normal-Macrophage","KAZN"
"PCA3",9.36185871882153e-85,-28.453135608191,0.141,0.008,2.80855761564646e-81,"Normal-Macrophage","PCA3"
"KCNJ8",5.00758473979578e-83,-22.6373439917817,0.53,0.024,1.50227542193873e-79,"Normal-Macrophage","KCNJ8"
"AC019117.1",6.51491581601333e-83,-29.3871739519901,0.111,0.011,1.954474744804e-79,"Normal-Macrophage","AC019117.1"
"KCNMB2",1.01954059854429e-82,-32.3711179795502,0.174,0.014,3.05862179563287e-79,"Normal-Macrophage","KCNMB2"
"CLIP1-AS1",2.01917830696405e-82,-28.4570806137692,0.146,0.104,6.05753492089214e-79,"Normal-Macrophage","CLIP1-AS1"
"RAMP2",2.86573041899228e-82,-9.67333131240546,0.35,0.032,8.59719125697683e-79,"Normal-Macrophage","RAMP2"
"PTGIS",4.3233915676768e-82,-25.2138171625071,0.424,0.028,1.29701747030304e-78,"Normal-Macrophage","PTGIS"
"TAGLN",4.76270106520592e-82,0.499109701721716,0.412,0.1,1.42881031956178e-78,"Normal-Macrophage","TAGLN"
"CLGN",4.81931803772943e-82,-23.9112328602322,0.579,0.018,1.44579541131883e-78,"Normal-Macrophage","CLGN"
"SCN7A",1.26607223671592e-81,-27.3144662823155,0.31,0.05,3.79821671014775e-78,"Normal-Macrophage","SCN7A"
"TMC3-AS1",3.07254516115886e-81,-27.4716306417227,0.118,0.011,9.21763548347658e-78,"Normal-Macrophage","TMC3-AS1"
"HMCN1",4.93133146089204e-81,-26.4226803987801,0.294,0.033,1.47939943826761e-77,"Normal-Macrophage","HMCN1"
"TPM2",1.8943258620309e-80,-12.633646280142,0.146,0.111,5.68297758609269e-77,"Normal-Macrophage","TPM2"
"EBF1",3.27898006522202e-80,-23.5391166581252,0.296,0.047,9.83694019566606e-77,"Normal-Macrophage","EBF1"
"GPSM2",6.79920665324517e-79,-23.6466885501571,0.116,0.032,2.03976199597355e-75,"Normal-Macrophage","GPSM2"
"ANO7",6.95438017919093e-79,-28.2426148078621,0.12,0.009,2.08631405375728e-75,"Normal-Macrophage","ANO7"
"KRT8",1.14771187149114e-78,-19.3433619045209,0.495,0.022,3.44313561447343e-75,"Normal-Macrophage","KRT8"
"MAP1LC3B2",5.70356561729427e-78,-17.1074226034695,0.289,0.041,1.71106968518828e-74,"Normal-Macrophage","MAP1LC3B2"
"CCR10",7.21637095138811e-78,-17.0406926875878,0.127,0.017,2.16491128541643e-74,"Normal-Macrophage","CCR10"
"TMEM178B",9.91146469371292e-78,-27.6866889863245,0.308,0.027,2.97343940811388e-74,"Normal-Macrophage","TMEM178B"
"PLPP1",1.02635563907258e-77,-21.6358069313278,0.211,0.052,3.07906691721773e-74,"Normal-Macrophage","PLPP1"
"MEIKIN",2.62771337859723e-76,-29.6962564238956,0.199,0.01,7.8831401357917e-73,"Normal-Macrophage","MEIKIN"
"PDE1C",3.90658878151377e-76,-24.670636857071,0.181,0.056,1.17197663445413e-72,"Normal-Macrophage","PDE1C"
"LINC00571",4.25546846093883e-76,-25.5793932484405,0.169,0.024,1.27664053828165e-72,"Normal-Macrophage","LINC00571"
"LINC00683",4.85602021303884e-76,-27.9278532051445,0.169,0.112,1.45680606391165e-72,"Normal-Macrophage","LINC00683"
"FABP5",1.0407032292875e-75,-24.8223662706003,0.222,0.097,3.12210968786251e-72,"Normal-Macrophage","FABP5"
"LRFN4",1.44531756096531e-75,-14.846854609831,0.391,0.024,4.33595268289592e-72,"Normal-Macrophage","LRFN4"
"LINC01509",1.67327716018454e-75,-28.7485417248086,0.127,0.024,5.01983148055363e-72,"Normal-Macrophage","LINC01509"
"CFH",5.49686813206871e-75,-26.600624942175,0.331,0.044,1.64906043962061e-71,"Normal-Macrophage","CFH"
"RCAN2",2.11941304674409e-74,-29.2357990922564,0.238,0.064,6.35823914023228e-71,"Normal-Macrophage","RCAN2"
"EGFR",2.54343351459941e-74,-30.1945869796067,0.389,0.034,7.63030054379824e-71,"Normal-Macrophage","EGFR"
"LINC01208",7.25766679412825e-74,-29.6993088454112,0.12,0.005,2.17730003823848e-70,"Normal-Macrophage","LINC01208"
"RARRES1",1.20764859198764e-73,-30.8028768466897,0.169,0.027,3.62294577596292e-70,"Normal-Macrophage","RARRES1"
"COL5A3",1.56761314543443e-73,-29.1657813713688,0.641,0.018,4.70283943630329e-70,"Normal-Macrophage","COL5A3"
"RETN",4.68103800239707e-73,-17.2110904870429,0.183,0.013,1.40431140071912e-69,"Normal-Macrophage","RETN"
"DDIT4",7.83999679112535e-73,-15.8691097245275,0.477,0.09,2.3519990373376e-69,"Normal-Macrophage","DDIT4"
"PTPN20",2.95162416985311e-72,-28.2207197793172,0.454,0.031,8.85487250955933e-69,"Normal-Macrophage","PTPN20"
"CXCR4",4.18340937515488e-72,-25.3290663237159,0.194,0.038,1.25502281254646e-68,"Normal-Macrophage","CXCR4"
"SPARCL1",6.01802430599633e-72,-25.6594056335487,0.271,0.201,1.8054072917989e-68,"Normal-Macrophage","SPARCL1"
"GJB7",8.35285984952739e-72,-29.1071689574989,0.102,0.005,2.50585795485822e-68,"Normal-Macrophage","GJB7"
"RMI2",2.02478622814919e-71,-27.8919573637911,0.125,0.011,6.07435868444757e-68,"Normal-Macrophage","RMI2"
"ID1",6.11363515177667e-71,-25.5696816987519,0.375,0.04,1.834090545533e-67,"Normal-Macrophage","ID1"
"FGF12",7.1441552547896e-71,-26.4222625279867,0.188,0.149,2.14324657643688e-67,"Normal-Macrophage","FGF12"
"SHB",1.1744760188796e-70,-33.0567951381003,0.19,0.013,3.5234280566388e-67,"Normal-Macrophage","SHB"
"EMCN",1.32638950892856e-70,-16.9903653594725,0.319,0.04,3.97916852678568e-67,"Normal-Macrophage","EMCN"
"MYO18B",1.45828288382284e-70,-12.4970027715779,0.206,0.038,4.37484865146851e-67,"Normal-Macrophage","MYO18B"
"FBN1",2.63668250288957e-70,-26.0011457789568,0.234,0.061,7.91004750866872e-67,"Normal-Macrophage","FBN1"
"COL4A3",3.08924571848999e-70,-24.3574759020083,0.479,0.024,9.26773715546997e-67,"Normal-Macrophage","COL4A3"
"PALM2-AKAP2",1.33424013051561e-69,-30.3110408592978,0.123,0.012,4.00272039154684e-66,"Normal-Macrophage","PALM2-AKAP2"
"MYOM2",1.81285486972892e-69,-4.37384211325969,0.167,0.073,5.43856460918677e-66,"Normal-Macrophage","MYOM2"
"SORBS2",1.19698677780331e-68,-3.2129073580283,0.162,0.168,3.59096033340993e-65,"Normal-Macrophage","SORBS2"
"MGP",2.54846609895646e-68,-2.39285695067496,0.259,0.193,7.64539829686938e-65,"Normal-Macrophage","MGP"
"FHOD3",3.03179007455855e-68,-21.6007447926731,0.292,0.057,9.09537022367564e-65,"Normal-Macrophage","FHOD3"
"CD96",7.08743992115967e-68,-30.4880635829924,0.132,0.02,2.1262319763479e-64,"Normal-Macrophage","CD96"
"CD226",1.06978550955251e-67,-26.7515682904409,0.211,0.042,3.20935652865752e-64,"Normal-Macrophage","CD226"
"TECRL",1.15053238326463e-67,-23.1669165692976,0.137,0.077,3.4515971497939e-64,"Normal-Macrophage","TECRL"
"DCLK1",1.89005393488092e-67,-26.1589418866087,0.278,0.026,5.67016180464276e-64,"Normal-Macrophage","DCLK1"
"LINC00355",2.42096150856127e-67,-32.2750785836319,0.178,0.012,7.26288452568382e-64,"Normal-Macrophage","LINC00355"
"COL3A1",6.35361413880395e-67,-31.4224123742072,0.215,0.055,1.90608424164118e-63,"Normal-Macrophage","COL3A1"
"SPOCK1",9.90797271528424e-67,-25.238933346056,0.336,0.039,2.97239181458527e-63,"Normal-Macrophage","SPOCK1"
"IPCEF1",1.1775840871466e-66,-27.3080395867144,0.155,0.013,3.53275226143981e-63,"Normal-Macrophage","IPCEF1"
"PKP4",1.62981838791923e-66,-7.35201570017251,0.391,0.125,4.8894551637577e-63,"Normal-Macrophage","PKP4"
"TMEM108",2.50309249284491e-66,-28.3400929871263,0.438,0.017,7.50927747853474e-63,"Normal-Macrophage","TMEM108"
"FLNC",2.591732570531e-66,-28.3732317713551,0.146,0.069,7.775197711593e-63,"Normal-Macrophage","FLNC"
"HIST1H1B",2.69424173539691e-66,-28.8718291749175,0.118,0.008,8.08272520619074e-63,"Normal-Macrophage","HIST1H1B"
"HTRA3",3.62381490411674e-66,-27.9334350240723,0.252,0.028,1.08714447123502e-62,"Normal-Macrophage","HTRA3"
"CASR",4.58133914366182e-66,-28.18142916896,0.13,0.008,1.37440174309855e-62,"Normal-Macrophage","CASR"
"NPPA",5.40101727092659e-66,-28.3443985084627,0.231,0.117,1.62030518127798e-62,"Normal-Macrophage","NPPA"
"RAB38",5.01345510653477e-65,-11.8209420850247,0.125,0.048,1.50403653196043e-61,"Normal-Macrophage","RAB38"
"ARAP1-AS2",7.28988948028796e-65,-27.4435977540665,0.116,0.004,2.18696684408639e-61,"Normal-Macrophage","ARAP1-AS2"
"CHRM5",8.35822662753835e-65,-28.5560948195794,0.183,0.019,2.50746798826151e-61,"Normal-Macrophage","CHRM5"
"TACR1",9.4748000621705e-65,-26.6293760458197,0.12,0.014,2.84244001865115e-61,"Normal-Macrophage","TACR1"
"NUSAP1",1.92901474943991e-64,-19.5242083827097,0.1,0.025,5.78704424831972e-61,"Normal-Macrophage","NUSAP1"
"ASAP2",2.09665277781701e-64,-7.0533941371723,0.225,0.137,6.28995833345104e-61,"Normal-Macrophage","ASAP2"
"TVP23A",2.29744714895584e-64,-27.6668077430582,0.118,0.044,6.89234144686753e-61,"Normal-Macrophage","TVP23A"
"SPHKAP",3.71559672158001e-64,-11.7207540049277,0.414,0.03,1.114679016474e-60,"Normal-Macrophage","SPHKAP"
"IGKC",3.8561741393529e-64,-32.4413370764264,0.104,0.006,1.15685224180587e-60,"Normal-Macrophage","IGKC"
"ZC4H2",4.95981943964593e-64,-10.3018479052298,0.523,0.048,1.48794583189378e-60,"Normal-Macrophage","ZC4H2"
"PLS1",3.59275918464212e-63,-25.4805343070571,0.113,0.034,1.07782775539264e-59,"Normal-Macrophage","PLS1"
"MYBPC3",8.04717087274378e-63,-11.8280633665662,0.155,0.165,2.41415126182313e-59,"Normal-Macrophage","MYBPC3"
"ADGRB3",9.58148451945239e-63,-26.899402804209,0.16,0.058,2.87444535583572e-59,"Normal-Macrophage","ADGRB3"
"MYOZ2",8.00537289268446e-62,-1.23817216750325,0.213,0.149,2.40161186780534e-58,"Normal-Macrophage","MYOZ2"
"RMRP",2.26098813237688e-61,-31.7287982970408,0.208,0.03,6.78296439713065e-58,"Normal-Macrophage","RMRP"
"SMIM11A",5.75482338606707e-61,-29.6897839454802,0.178,0.004,1.72644701582012e-57,"Normal-Macrophage","SMIM11A"
"NEBL",9.00177241858692e-61,-3.52088089980852,0.188,0.104,2.70053172557608e-57,"Normal-Macrophage","NEBL"
"RNF175",1.52520104820251e-60,-26.0598263085778,0.215,0.02,4.57560314460754e-57,"Normal-Macrophage","RNF175"
"BCL2L11",1.62690769118383e-60,-12.1585893766039,0.19,0.078,4.8807230735515e-57,"Normal-Macrophage","BCL2L11"
"SLC35F2",2.62077001192402e-60,-29.9415144105491,0.113,0.021,7.86231003577205e-57,"Normal-Macrophage","SLC35F2"
"LINC01117",2.86411026754186e-60,-28.7757390924124,0.157,0.01,8.59233080262558e-57,"Normal-Macrophage","LINC01117"
"ESRRG",5.65303552442654e-60,-28.65071436787,0.31,0.037,1.69591065732796e-56,"Normal-Macrophage","ESRRG"
"AC005224.2",5.86056773445986e-60,-27.5291299720765,0.495,0.009,1.75817032033796e-56,"Normal-Macrophage","AC005224.2"
"RBFOX3",1.54025924828091e-59,-26.1695102051447,0.137,0.016,4.62077774484272e-56,"Normal-Macrophage","RBFOX3"
"LINC00632",5.63342582033019e-59,-30.3500893046077,0.155,0.005,1.69002774609906e-55,"Normal-Macrophage","LINC00632"
"AC114763.1",7.21727187438374e-59,-27.9742203674327,0.269,0.008,2.16518156231512e-55,"Normal-Macrophage","AC114763.1"
"COL12A1",7.50788633395684e-59,-30.0656199446156,0.382,0.019,2.25236590018705e-55,"Normal-Macrophage","COL12A1"
"ZNF575",1.22824317375619e-58,-19.5849542426704,0.44,0.018,3.68472952126856e-55,"Normal-Macrophage","ZNF575"
"LINC01515",4.36012307330989e-58,-19.9343449531932,0.424,0.045,1.30803692199297e-54,"Normal-Macrophage","LINC01515"
"CACNA1B",4.36087662716293e-58,-30.793534213312,0.134,0.007,1.30826298814888e-54,"Normal-Macrophage","CACNA1B"
"PRKCQ",6.39237375746407e-58,-26.2541459642103,0.229,0.027,1.91771212723922e-54,"Normal-Macrophage","PRKCQ"
"XG",1.13377123048445e-57,-27.8044080385849,0.123,0.024,3.40131369145334e-54,"Normal-Macrophage","XG"
"UNC79",1.79502182039926e-57,-28.6087664330558,0.146,0.017,5.38506546119778e-54,"Normal-Macrophage","UNC79"
"ATP11AUN",2.23492352432462e-57,-29.7407944246148,0.13,0.095,6.70477057297385e-54,"Normal-Macrophage","ATP11AUN"
"SLFN13",4.00581600093788e-57,-26.0504290834757,0.109,0.022,1.20174480028136e-53,"Normal-Macrophage","SLFN13"
"LMOD2",4.63343404645391e-57,-10.2035071890414,0.178,0.073,1.39003021393617e-53,"Normal-Macrophage","LMOD2"
"LMO7-AS1",4.83693418024399e-57,-31.7553142616717,0.174,0.01,1.4510802540732e-53,"Normal-Macrophage","LMO7-AS1"
"TSPAN5",4.84654056337287e-57,-8.6192001856389,0.141,0.082,1.45396216901186e-53,"Normal-Macrophage","TSPAN5"
"FLNA",7.74341890450242e-57,-27.8006939117603,0.199,0.146,2.32302567135073e-53,"Normal-Macrophage","FLNA"
"ERBB4",9.20045251829998e-57,-13.3624109221628,0.215,0.046,2.76013575548999e-53,"Normal-Macrophage","ERBB4"
"SPARC",1.13006585726417e-56,-15.2926573175942,0.287,0.055,3.39019757179252e-53,"Normal-Macrophage","SPARC"
"RGS5",1.58468634839714e-56,-23.0866421590536,0.278,0.059,4.75405904519143e-53,"Normal-Macrophage","RGS5"
"AC083843.1",3.44788317274096e-56,-9.28446603914274,0.472,0.043,1.03436495182229e-52,"Normal-Macrophage","AC083843.1"
"THSD4",3.82544788225528e-56,-14.3974175690559,0.197,0.054,1.14763436467658e-52,"Normal-Macrophage","THSD4"
"GREB1",6.83916318201703e-56,-28.8741498527627,0.532,0.022,2.05174895460511e-52,"Normal-Macrophage","GREB1"
"FREM1",9.41402377020614e-56,-29.3660712277712,0.507,0.021,2.82420713106184e-52,"Normal-Macrophage","FREM1"
"C21orf91-OT1",2.38811362597507e-55,-27.9407276549358,0.102,0.009,7.16434087792522e-52,"Normal-Macrophage","C21orf91-OT1"
"POU5F1",4.1981649006143e-55,-21.7707555872123,0.389,0.022,1.25944947018429e-51,"Normal-Macrophage","POU5F1"
"PPP1R15A",7.81870765824478e-55,-28.0664989688998,0.125,0.075,2.34561229747343e-51,"Normal-Macrophage","PPP1R15A"
"SPTBN1",7.97872035245741e-55,-27.0069137504044,0.266,0.104,2.39361610573722e-51,"Normal-Macrophage","SPTBN1"
"CMYA5",1.82648013379565e-54,-28.0025480163226,0.194,0.144,5.47944040138694e-51,"Normal-Macrophage","CMYA5"
"KANK1",3.10866090096126e-54,-20.0067457537026,0.194,0.053,9.32598270288378e-51,"Normal-Macrophage","KANK1"
"BEND7",4.67286972052388e-54,-29.4312085818859,0.139,0.007,1.40186091615716e-50,"Normal-Macrophage","BEND7"
"LGALS1",5.59263859188395e-54,-1.82670592279112,0.442,0.153,1.67779157756518e-50,"Normal-Macrophage","LGALS1"
"IGFBP3",1.00992434995412e-53,-25.8639529810881,0.343,0.027,3.02977304986235e-50,"Normal-Macrophage","IGFBP3"
"LINC01119",1.2080115499986e-53,-28.1563020373294,0.213,0.011,3.62403464999579e-50,"Normal-Macrophage","LINC01119"
"CENPU",1.95116490721037e-53,-24.9183357744418,0.144,0.041,5.85349472163111e-50,"Normal-Macrophage","CENPU"
"RCAN3",2.49187467848626e-53,-18.3250837369339,0.16,0.034,7.47562403545877e-50,"Normal-Macrophage","RCAN3"
"OBSCN",7.41172832252858e-53,-10.7914370135655,0.354,0.049,2.22351849675857e-49,"Normal-Macrophage","OBSCN"
"GPC2",1.75309238481709e-52,-27.3988724405837,0.104,0.015,5.25927715445126e-49,"Normal-Macrophage","GPC2"
"USP46-AS1",1.97459666103658e-52,-29.2047499050145,0.178,0.015,5.92378998310974e-49,"Normal-Macrophage","USP46-AS1"
"TMEM119",2.65052224341508e-52,-27.3518031376329,0.167,0.013,7.95156673024525e-49,"Normal-Macrophage","TMEM119"
"PTGDS",3.3310229868478e-52,-10.1264197074837,0.15,0.214,9.9930689605434e-49,"Normal-Macrophage","PTGDS"
"IER5",3.94430289637062e-52,-28.1807953889146,0.181,0.025,1.18329086891118e-48,"Normal-Macrophage","IER5"
"TGM1",5.04622430575178e-52,-26.6800255225603,0.123,0.015,1.51386729172554e-48,"Normal-Macrophage","TGM1"
"PDE1A",5.84929369685604e-52,-27.7476177114848,0.241,0.032,1.75478810905681e-48,"Normal-Macrophage","PDE1A"
"MEIS2",7.6968912939961e-52,-22.026562122891,0.398,0.045,2.30906738819883e-48,"Normal-Macrophage","MEIS2"
"RASSF8",1.1582041706955e-51,-8.26303676621873,0.164,0.069,3.4746125120865e-48,"Normal-Macrophage","RASSF8"
"CDH13",1.4331522417878e-51,-16.1362507867114,0.252,0.059,4.29945672536339e-48,"Normal-Macrophage","CDH13"
"MAP3K7CL",2.87188921095386e-51,-15.6606240515835,0.141,0.03,8.61566763286157e-48,"Normal-Macrophage","MAP3K7CL"
"LINC01252",4.06272344766179e-51,-25.0077988571391,0.111,0.023,1.21881703429854e-47,"Normal-Macrophage","LINC01252"
"CEP19",6.45758616297206e-51,-28.5165436591423,0.194,0.016,1.93727584889162e-47,"Normal-Macrophage","CEP19"
"IL18R1",9.776995613257e-51,-22.8330005639247,0.248,0.051,2.9330986839771e-47,"Normal-Macrophage","IL18R1"
"AHRR",2.45700142657474e-50,-15.4449431318342,0.111,0.028,7.37100427972423e-47,"Normal-Macrophage","AHRR"
"GIPC2",3.19495402517686e-50,-26.9991948228772,0.412,0.045,9.58486207553058e-47,"Normal-Macrophage","GIPC2"
"NEGR1",3.69003443632648e-50,-24.1746228995081,0.13,0.062,1.10701033089794e-46,"Normal-Macrophage","NEGR1"
"KLRD1",3.86326185891425e-50,-18.2705712931398,0.282,0.034,1.15897855767427e-46,"Normal-Macrophage","KLRD1"
"TIMD4",5.74710039389266e-50,-27.0356192132787,0.481,0.023,1.7241301181678e-46,"Normal-Macrophage","TIMD4"
"MECOM",6.14107529350756e-50,-19.1458747361974,0.19,0.057,1.84232258805227e-46,"Normal-Macrophage","MECOM"
"STXBP6",6.81963151943256e-50,-20.3453732933007,0.178,0.049,2.04588945582977e-46,"Normal-Macrophage","STXBP6"
"ZNF367",7.5212290586789e-50,-21.299785563625,0.222,0.037,2.25636871760367e-46,"Normal-Macrophage","ZNF367"
"LINC00649",8.59379273489693e-50,-26.9557725962433,0.438,0.025,2.57813782046908e-46,"Normal-Macrophage","LINC00649"
"ACSM1",1.01153571748195e-49,-28.429462584185,0.1,0.012,3.03460715244584e-46,"Normal-Macrophage","ACSM1"
"CYP27A1",1.03063371616025e-49,-19.8203707487726,0.218,0.049,3.09190114848076e-46,"Normal-Macrophage","CYP27A1"
"FHL2",1.5969330748349e-49,-26.1103405929035,0.157,0.222,4.79079922450469e-46,"Normal-Macrophage","FHL2"
"MKRN2OS",1.85297122766082e-49,-22.3151078786985,0.155,0.013,5.55891368298245e-46,"Normal-Macrophage","MKRN2OS"
"LINC00278",2.08249864395879e-49,-23.7206308579624,0.653,0.269,6.24749593187638e-46,"Normal-Macrophage","LINC00278"
"SLC12A8",2.40131682685706e-49,-28.6213159645166,0.146,0.021,7.20395048057119e-46,"Normal-Macrophage","SLC12A8"
"IGFBP5",1.44486808093257e-48,-19.9900813493642,0.287,0.054,4.33460424279772e-45,"Normal-Macrophage","IGFBP5"
"ANKRD1",1.67008388476063e-48,-27.9206670774675,0.162,0.213,5.01025165428188e-45,"Normal-Macrophage","ANKRD1"
"CCNF",2.1457521728949e-48,-25.4191170629013,0.111,0.014,6.43725651868469e-45,"Normal-Macrophage","CCNF"
"TRAF3IP2",2.38960535299765e-48,-17.2327620917022,0.125,0.022,7.16881605899294e-45,"Normal-Macrophage","TRAF3IP2"
"MKI67",2.90720504130333e-48,-22.6463496706949,0.176,0.02,8.72161512390999e-45,"Normal-Macrophage","MKI67"
"USP5",3.60083229322293e-48,-7.84980453026686,0.384,0.041,1.08024968796688e-44,"Normal-Macrophage","USP5"
"WDR31",4.15003224696771e-48,-26.8348231508949,0.12,0.015,1.24500967409031e-44,"Normal-Macrophage","WDR31"
