"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LRRC4C",7.34684897173463e-21,-25.6699289883071,0.185,0.072,2.20405469152039e-17,"Normal-Macrophage","LRRC4C"
"IGFBP7",7.64103219366111e-21,-26.5741692938399,0.222,0.153,2.29230965809833e-17,"Normal-Macrophage","IGFBP7"
"PKNOX2",7.98707546390735e-21,-29.2250850301181,0.153,0.017,2.39612263917221e-17,"Normal-Macrophage","PKNOX2"
"MESP1",8.30277252967329e-21,-26.2113507174044,0.502,0.018,2.49083175890199e-17,"Normal-Macrophage","MESP1"
"COL8A1",9.32105242601527e-21,-26.0970853890288,0.211,0.035,2.79631572780458e-17,"Normal-Macrophage","COL8A1"
"C3orf52",1.03204676797052e-20,-33.3934237751582,0.127,0.006,3.09614030391155e-17,"Normal-Macrophage","C3orf52"
"MT-ND4L",1.18334196017584e-20,-5.73693602584824,0.405,0.349,3.55002588052753e-17,"Normal-Macrophage","MT-ND4L"
"ZNF704",1.41060852857465e-20,-10.9247143414719,0.229,0.125,4.23182558572395e-17,"Normal-Macrophage","ZNF704"
"NANOS1",1.47225730228406e-20,-29.3102062617419,0.153,0.008,4.41677190685218e-17,"Normal-Macrophage","NANOS1"
"AIM2",1.53206405450701e-20,-27.1375676355495,0.185,0.02,4.59619216352102e-17,"Normal-Macrophage","AIM2"
"FSIP1",1.69924428634692e-20,-30.1936649804358,0.157,0.013,5.09773285904077e-17,"Normal-Macrophage","FSIP1"
"HS6ST3",1.83287349551963e-20,-15.6820519318496,0.157,0.017,5.49862048655889e-17,"Normal-Macrophage","HS6ST3"
"PLEKHA6",1.96464122338047e-20,-31.0073247357171,0.123,0.016,5.89392367014142e-17,"Normal-Macrophage","PLEKHA6"
"DDX58",2.11109097692302e-20,-13.9365952509641,0.317,0.123,6.33327293076905e-17,"Normal-Macrophage","DDX58"
"CLNK",2.30370416630045e-20,-31.241553005224,0.132,0.011,6.91111249890136e-17,"Normal-Macrophage","CLNK"
"FCGR1A",2.35798890921762e-20,-29.9062796923566,0.111,0.096,7.07396672765287e-17,"Normal-Macrophage","FCGR1A"
"SOX30",2.60229331283043e-20,-27.5243234763802,0.22,0.02,7.8068799384913e-17,"Normal-Macrophage","SOX30"
"C4orf19",2.64868630960475e-20,-2.29863416884971,0.169,0.059,7.94605892881426e-17,"Normal-Macrophage","C4orf19"
"UTY",2.8440088000223e-20,-1.02184052628665,0.558,0.252,8.5320264000669e-17,"Normal-Macrophage","UTY"
"CST3",3.03702507960904e-20,-27.9943915552381,0.428,0.327,9.11107523882712e-17,"Normal-Macrophage","CST3"
"RPS6KA6",3.13832072585808e-20,-28.4528638344161,0.185,0.013,9.41496217757425e-17,"Normal-Macrophage","RPS6KA6"
"KCNMA1",3.27407207762672e-20,-15.1179021573472,0.572,0.305,9.82221623288015e-17,"Normal-Macrophage","KCNMA1"
"CCDC80",4.02178658168153e-20,-29.39318817925,0.162,0.055,1.20653597450446e-16,"Normal-Macrophage","CCDC80"
"SERPINE2",4.07920628257421e-20,-25.1345924710013,0.109,0.022,1.22376188477226e-16,"Normal-Macrophage","SERPINE2"
"PGAP1",4.08452394774386e-20,-27.2647568074901,0.12,0.057,1.22535718432316e-16,"Normal-Macrophage","PGAP1"
"FANCA",4.13329713596578e-20,-26.009864186935,0.12,0.041,1.23998914078974e-16,"Normal-Macrophage","FANCA"
"GAL3ST4",4.21988107157702e-20,-24.8325655740635,0.118,0.021,1.26596432147311e-16,"Normal-Macrophage","GAL3ST4"
"PCDH7",4.39758771110197e-20,-8.17593515836766,0.13,0.062,1.31927631333059e-16,"Normal-Macrophage","PCDH7"
"PKP2",4.8858445764541e-20,-9.27084817667974,0.225,0.098,1.46575337293623e-16,"Normal-Macrophage","PKP2"
"HSP90B1",4.93666680781328e-20,-29.3222276489537,0.278,0.239,1.48100004234398e-16,"Normal-Macrophage","HSP90B1"
"LGR4",5.02125530009473e-20,-20.787733594851,0.387,0.054,1.50637659002842e-16,"Normal-Macrophage","LGR4"
"MAP3K13",5.04010941333869e-20,-13.8102752772508,0.366,0.061,1.51203282400161e-16,"Normal-Macrophage","MAP3K13"
"GNA14-AS1",5.22600420100417e-20,-30.0102495791033,0.498,0.012,1.56780126030125e-16,"Normal-Macrophage","GNA14-AS1"
"VDR",5.69287833078183e-20,-29.7935450039031,0.1,0.041,1.70786349923455e-16,"Normal-Macrophage","VDR"
"LINC00511",5.70595839294364e-20,-28.3585982509868,0.169,0.018,1.71178751788309e-16,"Normal-Macrophage","LINC00511"
"C4orf47",6.68416016996994e-20,-27.8341333241204,0.141,0.03,2.00524805099098e-16,"Normal-Macrophage","C4orf47"
"HIST1H4C",7.5146579396363e-20,-3.13617233889856,0.252,0.057,2.25439738189089e-16,"Normal-Macrophage","HIST1H4C"
"PLCXD3",7.55362766520722e-20,-15.7533792727211,0.199,0.034,2.26608829956216e-16,"Normal-Macrophage","PLCXD3"
"EPHA1-AS1",8.74363443858549e-20,-9.01768508593223,0.285,0.114,2.62309033157565e-16,"Normal-Macrophage","EPHA1-AS1"
"KCNJ15",8.80111437555115e-20,-29.528039308308,0.1,0.007,2.64033431266534e-16,"Normal-Macrophage","KCNJ15"
"ADGB",9.09377200101423e-20,-17.4197768353464,0.197,0.029,2.72813160030427e-16,"Normal-Macrophage","ADGB"
"NAMPT",1.12190090589437e-19,-34.2489908597269,0.019,0.22,3.36570271768311e-16,"Normal-Macrophage","NAMPT"
"GRIN3A",1.12947663233109e-19,-27.8435543749202,0.199,0.009,3.38842989699327e-16,"Normal-Macrophage","GRIN3A"
"PCDH17",1.21890684848074e-19,-27.0020135559677,0.118,0.014,3.65672054544223e-16,"Normal-Macrophage","PCDH17"
"DPYD",1.28577079715059e-19,-4.18985542044415,0.604,0.407,3.85731239145177e-16,"Normal-Macrophage","DPYD"
"SLFN12L",1.45826871891967e-19,-30.4513994511827,0.144,0.013,4.37480615675901e-16,"Normal-Macrophage","SLFN12L"
"TTTY14",1.5693461158546e-19,-27.2090016070376,0.398,0.163,4.70803834756379e-16,"Normal-Macrophage","TTTY14"
"HSPA6",1.59540382315137e-19,-29.5452806156132,0.243,0.117,4.78621146945412e-16,"Normal-Macrophage","HSPA6"
"RGS7",1.86024643559256e-19,-28.2678829483169,0.169,0.011,5.58073930677767e-16,"Normal-Macrophage","RGS7"
"G0S2",2.02159347014717e-19,-31.1836604142715,0.266,0.032,6.0647804104415e-16,"Normal-Macrophage","G0S2"
"CCDC178",2.02617008199519e-19,-29.007712614842,0.222,0.009,6.07851024598558e-16,"Normal-Macrophage","CCDC178"
"TNNT2",2.03056381818007e-19,-6.48984873016956,0.241,0.265,6.0916914545402e-16,"Normal-Macrophage","TNNT2"
"GRIP1",2.34601985091064e-19,-17.9205223164007,0.188,0.035,7.03805955273193e-16,"Normal-Macrophage","GRIP1"
"S100A6",2.45977089841681e-19,-22.615887819288,0.417,0.235,7.37931269525043e-16,"Normal-Macrophage","S100A6"
"DAPP1",2.46544439488089e-19,-4.27471700244728,0.264,0.113,7.39633318464266e-16,"Normal-Macrophage","DAPP1"
"EDARADD",2.70995027552768e-19,-28.5971427975232,0.13,0.008,8.12985082658304e-16,"Normal-Macrophage","EDARADD"
"CXADR",2.83457796416884e-19,-30.9792338919934,0.113,0.024,8.50373389250653e-16,"Normal-Macrophage","CXADR"
"LRP1B",3.18483150563577e-19,-28.1650597782927,0.178,0.021,9.55449451690732e-16,"Normal-Macrophage","LRP1B"
"SLC9A9",3.30217403659266e-19,-7.38664150337571,0.65,0.42,9.90652210977797e-16,"Normal-Macrophage","SLC9A9"
"APOA1",3.4140612397806e-19,-15.7050438497817,0.243,0.021,1.02421837193418e-15,"Normal-Macrophage","APOA1"
"GLUL",3.5708093427827e-19,-16.1856134048399,0.359,0.27,1.07124280283481e-15,"Normal-Macrophage","GLUL"
"KCNB2",3.66708731795145e-19,-24.469538874463,0.139,0.013,1.10012619538543e-15,"Normal-Macrophage","KCNB2"
"SYCP2L",3.78380791524544e-19,-21.142466849171,0.243,0.023,1.13514237457363e-15,"Normal-Macrophage","SYCP2L"
"BCL2",3.87460986246768e-19,-27.4845164068096,0.236,0.234,1.1623829587403e-15,"Normal-Macrophage","BCL2"
"COL6A3",4.3370703496637e-19,-25.8314314955526,0.134,0.044,1.30112110489911e-15,"Normal-Macrophage","COL6A3"
"SLC2A5",4.46112228903279e-19,-29.5290074269028,0.271,0.034,1.33833668670984e-15,"Normal-Macrophage","SLC2A5"
"ADAMTSL3",4.92271351970924e-19,-26.7568851418933,0.204,0.024,1.47681405591277e-15,"Normal-Macrophage","ADAMTSL3"
"SYP",5.01356313720582e-19,-13.8993124446999,0.333,0.026,1.50406894116175e-15,"Normal-Macrophage","SYP"
"NFIB",5.36246696174411e-19,-16.348811968536,0.157,0.062,1.60874008852323e-15,"Normal-Macrophage","NFIB"
"CES1",5.69122409972538e-19,-25.7669464764207,0.308,0.018,1.70736722991761e-15,"Normal-Macrophage","CES1"
"PHEX",5.96386832949283e-19,-25.2089322852057,0.213,0.02,1.78916049884785e-15,"Normal-Macrophage","PHEX"
"CD36",6.20472264709691e-19,-31.4774446761772,0.134,0.233,1.86141679412907e-15,"Normal-Macrophage","CD36"
"ABCB9",6.39657869133044e-19,-21.0771804097093,0.123,0.018,1.91897360739913e-15,"Normal-Macrophage","ABCB9"
"PRR16",6.44295717546609e-19,-25.6052489417226,0.153,0.034,1.93288715263983e-15,"Normal-Macrophage","PRR16"
"TEX9",7.14824360360991e-19,-27.1926927688307,0.139,0.024,2.14447308108297e-15,"Normal-Macrophage","TEX9"
"NEURL1B",7.95042256147554e-19,-26.6532746497917,0.231,0.024,2.38512676844266e-15,"Normal-Macrophage","NEURL1B"
"GRPEL2-AS1",8.49063860692611e-19,-30.9844691368249,0.12,0.005,2.54719158207783e-15,"Normal-Macrophage","GRPEL2-AS1"
"KCNH8",9.10700314165895e-19,-26.6197418119632,0.451,0.011,2.73210094249768e-15,"Normal-Macrophage","KCNH8"
"LINC01258",9.47877436820086e-19,-30.131313650089,0.44,0.01,2.84363231046026e-15,"Normal-Macrophage","LINC01258"
"HORMAD1",1.04390276726963e-18,-13.5459483470441,0.35,0.034,3.13170830180889e-15,"Normal-Macrophage","HORMAD1"
"ARHGAP20",1.04425481805416e-18,-30.0378835576471,0.229,0.022,3.13276445416248e-15,"Normal-Macrophage","ARHGAP20"
"BMP5",1.05920619246522e-18,-26.0611528340989,0.338,0.019,3.17761857739565e-15,"Normal-Macrophage","BMP5"
"PDK4",1.18104464671027e-18,-13.6524727810422,0.486,0.3,3.5431339401308e-15,"Normal-Macrophage","PDK4"
"ATP10A",1.39530156299874e-18,-10.2445735715531,0.199,0.103,4.18590468899623e-15,"Normal-Macrophage","ATP10A"
"STAC",1.68830084168856e-18,-30.1649669132714,0.113,0.01,5.06490252506567e-15,"Normal-Macrophage","STAC"
"UPP2",1.7240148054846e-18,-23.3677544165399,0.153,0.025,5.17204441645379e-15,"Normal-Macrophage","UPP2"
"ENOX1",1.90768528381412e-18,-26.4979779150586,0.139,0.026,5.72305585144235e-15,"Normal-Macrophage","ENOX1"
"MT-ND5",1.98408141359239e-18,-9.83031508044205,0.472,0.281,5.95224424077716e-15,"Normal-Macrophage","MT-ND5"
"DISP1",1.98920486601723e-18,-16.013291367264,0.336,0.029,5.96761459805169e-15,"Normal-Macrophage","DISP1"
"JPH1",2.01244767299186e-18,-29.0571364646019,0.157,0.012,6.03734301897559e-15,"Normal-Macrophage","JPH1"
"SYT17",2.04737736503398e-18,-6.9455798082458,0.213,0.079,6.14213209510195e-15,"Normal-Macrophage","SYT17"
"TCF7L1",2.05227446820001e-18,-21.2344706400389,0.322,0.037,6.15682340460003e-15,"Normal-Macrophage","TCF7L1"
"ZBED3-AS1",2.08898306210142e-18,-4.96977361602953,0.424,0.063,6.26694918630427e-15,"Normal-Macrophage","ZBED3-AS1"
"RNF152",2.16166812961022e-18,-29.2478157378848,0.303,0.019,6.48500438883065e-15,"Normal-Macrophage","RNF152"
"SEMA6D",2.60702918080491e-18,-25.9385581345835,0.123,0.028,7.82108754241473e-15,"Normal-Macrophage","SEMA6D"
"ABCD2",2.63236637637881e-18,-15.4146550105055,0.278,0.041,7.89709912913644e-15,"Normal-Macrophage","ABCD2"
"SAMD13",2.71539921041586e-18,-20.9350648718716,0.238,0.03,8.14619763124758e-15,"Normal-Macrophage","SAMD13"
"ZNF252P-AS1",3.03944785900257e-18,-24.2562139960223,0.329,0.027,9.11834357700772e-15,"Normal-Macrophage","ZNF252P-AS1"
"FOS",3.1976071045582e-18,-30.7811272127648,0.079,0.226,9.59282131367461e-15,"Normal-Macrophage","FOS"
"TBC1D19",3.53279755791921e-18,-4.31746048219864,0.28,0.082,1.05983926737576e-14,"Normal-Macrophage","TBC1D19"
"GRIA4",3.53749345527016e-18,-28.1076067319682,0.315,0.024,1.06124803658105e-14,"Normal-Macrophage","GRIA4"
"POT1-AS1",3.66235355041982e-18,-28.1600985871381,0.338,0.016,1.09870606512595e-14,"Normal-Macrophage","POT1-AS1"
"HMCN2",3.79372082160343e-18,-30.6934428199429,0.106,0.018,1.13811624648103e-14,"Normal-Macrophage","HMCN2"
"CSGALNACT1",3.9750845907778e-18,-10.4972076685128,0.549,0.319,1.19252537723334e-14,"Normal-Macrophage","CSGALNACT1"
"ATF5",4.18554134734424e-18,-23.3710506601825,0.183,0.055,1.25566240420327e-14,"Normal-Macrophage","ATF5"
"GPC6",4.22677297989319e-18,-25.9766825644035,0.125,0.026,1.26803189396796e-14,"Normal-Macrophage","GPC6"
"JUN",4.28968318522026e-18,-30.6909806059943,0.15,0.081,1.28690495556608e-14,"Normal-Macrophage","JUN"
"ABHD12",4.30678504628382e-18,-5.60341972343621,0.389,0.278,1.29203551388515e-14,"Normal-Macrophage","ABHD12"
"CA3",4.39304959676271e-18,-20.9898892787287,0.387,0.027,1.31791487902881e-14,"Normal-Macrophage","CA3"
"CLMP",5.00579743149262e-18,-29.9532061819576,0.243,0.021,1.50173922944779e-14,"Normal-Macrophage","CLMP"
"PTCHD4",5.19442797514351e-18,-33.1028254336402,0.106,0.014,1.55832839254305e-14,"Normal-Macrophage","PTCHD4"
"PTPRK",5.58323238620503e-18,-20.3621232068593,0.231,0.047,1.67496971586151e-14,"Normal-Macrophage","PTPRK"
"SYT6",5.64761215938486e-18,-33.5290694401964,0.153,0.011,1.69428364781546e-14,"Normal-Macrophage","SYT6"
"ARHGAP32",5.99932240858499e-18,-5.70308775944258,0.262,0.089,1.7997967225755e-14,"Normal-Macrophage","ARHGAP32"
"KCNIP1",6.58559181127542e-18,-24.6041433249724,0.169,0.023,1.97567754338262e-14,"Normal-Macrophage","KCNIP1"
"KIF11",9.90666819806746e-18,-21.0627379025036,0.106,0.023,2.97200045942024e-14,"Normal-Macrophage","KIF11"
"CPE",1.01999345281332e-17,-28.6265477870454,0.109,0.019,3.05998035843995e-14,"Normal-Macrophage","CPE"
"LSP1",1.18190975453894e-17,-9.9081771733377,0.16,0.058,3.54572926361683e-14,"Normal-Macrophage","LSP1"
"RNF217-AS1",1.19161365650595e-17,-16.7462279409879,0.199,0.055,3.57484096951786e-14,"Normal-Macrophage","RNF217-AS1"
"HS3ST2",1.20679143751233e-17,-24.1889268454037,0.183,0.047,3.62037431253699e-14,"Normal-Macrophage","HS3ST2"
"WDR76",1.4254183799143e-17,-15.190778026075,0.116,0.033,4.27625513974291e-14,"Normal-Macrophage","WDR76"
"AJAP1",1.90475145324979e-17,-31.2466449495799,0.153,0.008,5.71425435974938e-14,"Normal-Macrophage","AJAP1"
"MLLT3",2.00332715761241e-17,-7.40922223000622,0.266,0.12,6.00998147283724e-14,"Normal-Macrophage","MLLT3"
"KPTN",2.01619403493905e-17,-19.2059831853242,0.137,0.024,6.04858210481715e-14,"Normal-Macrophage","KPTN"
"RAI14",2.05624649761014e-17,-20.9983014161772,0.213,0.036,6.16873949283041e-14,"Normal-Macrophage","RAI14"
"MT-ND4",2.08400094357392e-17,-9.90456698689182,0.454,0.304,6.25200283072177e-14,"Normal-Macrophage","MT-ND4"
"ITPR1",2.56524010690987e-17,-9.81925811306467,0.215,0.12,7.6957203207296e-14,"Normal-Macrophage","ITPR1"
"PPM1E",3.0542410144256e-17,-31.0002441649211,0.171,0.015,9.1627230432768e-14,"Normal-Macrophage","PPM1E"
"TRABD2B",3.06695041112385e-17,-28.2466833353944,0.104,0.007,9.20085123337155e-14,"Normal-Macrophage","TRABD2B"
"IRAK2",3.15840966736034e-17,-21.0229016077441,0.269,0.048,9.47522900208102e-14,"Normal-Macrophage","IRAK2"
"NAV3",3.4681934913579e-17,-30.0898248075573,0.426,0.031,1.04045804740737e-13,"Normal-Macrophage","NAV3"
"MYO16-AS1",3.65797032739436e-17,-28.4622652332102,0.22,0.012,1.09739109821831e-13,"Normal-Macrophage","MYO16-AS1"
"LINC01389",3.67197157144978e-17,-31.0345964591069,0.222,0.012,1.10159147143493e-13,"Normal-Macrophage","LINC01389"
"MGAM",3.75502305183736e-17,-30.4812920913277,0.148,0.018,1.12650691555121e-13,"Normal-Macrophage","MGAM"
"STX4",3.7779029974053e-17,-28.6593063724335,0.155,0.143,1.13337089922159e-13,"Normal-Macrophage","STX4"
"S100A12",4.19252995899011e-17,-31.0711180507909,0.181,0.006,1.25775898769703e-13,"Normal-Macrophage","S100A12"
"TMEFF2",4.95386024897746e-17,-28.3219816683617,0.111,0.011,1.48615807469324e-13,"Normal-Macrophage","TMEFF2"
"KLF5",5.17832011530679e-17,-30.8967306707175,0.155,0.005,1.55349603459204e-13,"Normal-Macrophage","KLF5"
"TRPM3",7.0383281318316e-17,-30.5778342987911,0.269,0.038,2.11149843954948e-13,"Normal-Macrophage","TRPM3"
"ZFP57",7.73559541850829e-17,-29.1088680235182,0.137,0.016,2.32067862555249e-13,"Normal-Macrophage","ZFP57"
"AC114730.2",7.94124671090855e-17,-27.2228336180812,0.495,0.003,2.38237401327256e-13,"Normal-Macrophage","AC114730.2"
"MAP1B",8.29227168756633e-17,-24.6888204230794,0.255,0.032,2.4876815062699e-13,"Normal-Macrophage","MAP1B"
"MT-ND3",8.61579060421979e-17,-5.8747377562714,0.47,0.384,2.58473718126594e-13,"Normal-Macrophage","MT-ND3"
"CLEC10A",8.64482775333755e-17,-12.6348662271591,0.303,0.213,2.59344832600126e-13,"Normal-Macrophage","CLEC10A"
"PRLR",9.25162398657096e-17,-15.0508599926631,0.104,0.074,2.77548719597129e-13,"Normal-Macrophage","PRLR"
"GBE1",1.02502550105091e-16,-15.0518198605581,0.426,0.295,3.07507650315274e-13,"Normal-Macrophage","GBE1"
"SRRM5",1.05092538386563e-16,-25.8968433524085,0.259,0.017,3.1527761515969e-13,"Normal-Macrophage","SRRM5"
"ITGB3BP",1.11161520794748e-16,-13.9509197191058,0.218,0.095,3.33484562384243e-13,"Normal-Macrophage","ITGB3BP"
"CNNM2",1.11307773311243e-16,-4.30481283971657,0.222,0.112,3.33923319933728e-13,"Normal-Macrophage","CNNM2"
"ITGBL1",1.11363176448966e-16,-27.082447162723,0.104,0.022,3.34089529346899e-13,"Normal-Macrophage","ITGBL1"
"C5orf67",1.14547156301533e-16,-26.3538536663955,0.102,0.018,3.43641468904599e-13,"Normal-Macrophage","C5orf67"
"LINC01091",1.24924216541496e-16,-30.019140124577,0.329,0.027,3.74772649624489e-13,"Normal-Macrophage","LINC01091"
"SUCLG2-AS1",1.30990058170128e-16,-23.2452118216891,0.176,0.026,3.92970174510383e-13,"Normal-Macrophage","SUCLG2-AS1"
"ARL4C",1.41632054032973e-16,-15.9035410415819,0.238,0.107,4.24896162098918e-13,"Normal-Macrophage","ARL4C"
"LOX",1.57185361054801e-16,-28.3450593229107,0.155,0.008,4.71556083164403e-13,"Normal-Macrophage","LOX"
"KCNMB4",1.6108264637137e-16,-12.0861539533724,0.215,0.046,4.8324793911411e-13,"Normal-Macrophage","KCNMB4"
"LINC01524",1.65589311669127e-16,-30.0442881944203,0.134,0.004,4.96767935007382e-13,"Normal-Macrophage","LINC01524"
"HS2ST1",1.67111683187592e-16,-2.93770000494888,0.264,0.151,5.01335049562775e-13,"Normal-Macrophage","HS2ST1"
"RAB3C",1.69668916171924e-16,-28.9978503691266,0.16,0.013,5.09006748515771e-13,"Normal-Macrophage","RAB3C"
"CMPK2",1.94492569746606e-16,-18.7316490926644,0.35,0.037,5.83477709239817e-13,"Normal-Macrophage","CMPK2"
"CLEC12A",1.97081478466716e-16,-20.6075880871291,0.285,0.205,5.91244435400147e-13,"Normal-Macrophage","CLEC12A"
"PRSS23",2.04077972443143e-16,-22.4493039084333,0.25,0.037,6.12233917329429e-13,"Normal-Macrophage","PRSS23"
"RALYL",2.14292290451089e-16,-15.5630393242592,0.25,0.029,6.42876871353267e-13,"Normal-Macrophage","RALYL"
"LINC01033",2.47855888082686e-16,-29.4704510203742,0.176,0.009,7.43567664248058e-13,"Normal-Macrophage","LINC01033"
"CYFIP2",2.54884531189835e-16,-30.2531429699214,0.282,0.025,7.64653593569504e-13,"Normal-Macrophage","CYFIP2"
"KTN1-AS1",2.74307538256056e-16,-29.0730313378278,0.127,0.014,8.22922614768169e-13,"Normal-Macrophage","KTN1-AS1"
"LINC01060",2.92220010968735e-16,-28.4500586678824,0.132,0.011,8.76660032906204e-13,"Normal-Macrophage","LINC01060"
"LGALS2",3.25051624288701e-16,-32.3191369435398,0.1,0.01,9.75154872866103e-13,"Normal-Macrophage","LGALS2"
"DIRC3",3.3878420976545e-16,-15.705448033007,0.475,0.285,1.01635262929635e-12,"Normal-Macrophage","DIRC3"
"COL4A2",3.45854132689742e-16,-26.8826082886423,0.167,0.051,1.03756239806923e-12,"Normal-Macrophage","COL4A2"
"SNCAIP",3.62255228560057e-16,-24.820622179868,0.324,0.031,1.08676568568017e-12,"Normal-Macrophage","SNCAIP"
"DNAH11",3.66020854130334e-16,-29.7555209477133,0.194,0.015,1.098062562391e-12,"Normal-Macrophage","DNAH11"
"B3GNT2",3.70023326350035e-16,-8.00900835725605,0.303,0.146,1.11006997905011e-12,"Normal-Macrophage","B3GNT2"
"KLHL5",3.77584960057167e-16,-5.21058523986072,0.322,0.163,1.1327548801715e-12,"Normal-Macrophage","KLHL5"
"LRRC10",3.9353506497693e-16,-26.4700074145976,0.148,0.006,1.18060519493079e-12,"Normal-Macrophage","LRRC10"
"ANKRD28",3.94623242768306e-16,-31.6624824923595,0.146,0.097,1.18386972830492e-12,"Normal-Macrophage","ANKRD28"
"UNC5CL",3.94939315574661e-16,-21.5961810435928,0.16,0.019,1.18481794672398e-12,"Normal-Macrophage","UNC5CL"
"PSAP",4.01320979396471e-16,-14.0043044346382,0.447,0.365,1.20396293818941e-12,"Normal-Macrophage","PSAP"
"TLN2",4.23707405075085e-16,-12.8762458794885,0.208,0.119,1.27112221522526e-12,"Normal-Macrophage","TLN2"
"MEIOC",4.27815886958172e-16,-25.9104281448559,0.252,0.012,1.28344766087452e-12,"Normal-Macrophage","MEIOC"
"SHISA6",4.32636867644572e-16,-28.1326004057174,0.1,0.007,1.29791060293372e-12,"Normal-Macrophage","SHISA6"
"C11orf96",4.5981850331339e-16,-27.2461676773598,0.329,0.019,1.37945550994017e-12,"Normal-Macrophage","C11orf96"
"MAT2A",6.03262926360765e-16,-21.9227605974262,0.299,0.277,1.8097887790823e-12,"Normal-Macrophage","MAT2A"
"SDK2",6.19543963004847e-16,-29.1974393374965,0.174,0.014,1.85863188901454e-12,"Normal-Macrophage","SDK2"
"LXN",6.63486780057866e-16,-8.91541615149461,0.201,0.041,1.9904603401736e-12,"Normal-Macrophage","LXN"
"PDGFB",7.13798427800153e-16,-27.5465430274897,0.28,0.085,2.14139528340046e-12,"Normal-Macrophage","PDGFB"
"CPS1",7.22769435937732e-16,-28.7834645093437,0.215,0.009,2.1683083078132e-12,"Normal-Macrophage","CPS1"
"IFNG-AS1",7.63946252494358e-16,-29.0080519220558,0.15,0.006,2.29183875748307e-12,"Normal-Macrophage","IFNG-AS1"
"TNFSF11",7.89662347772113e-16,-29.6533786742528,0.236,0.01,2.36898704331634e-12,"Normal-Macrophage","TNFSF11"
"RASGEF1C",8.1969021267213e-16,-24.10102487657,0.111,0.035,2.45907063801639e-12,"Normal-Macrophage","RASGEF1C"
"BARD1",1.0739241147656e-15,-9.65906531709216,0.181,0.072,3.22177234429681e-12,"Normal-Macrophage","BARD1"
"ATP1B3",1.08400729689213e-15,-33.6122602922753,0.218,0.161,3.25202189067639e-12,"Normal-Macrophage","ATP1B3"
"UNC5C",1.16064426159518e-15,-24.6533298266682,0.248,0.032,3.48193278478555e-12,"Normal-Macrophage","UNC5C"
"KIF2C",1.22720493258728e-15,-27.208616897355,0.116,0.013,3.68161479776183e-12,"Normal-Macrophage","KIF2C"
"BMP2",1.25452926191663e-15,-28.2688273649839,0.208,0.013,3.76358778574988e-12,"Normal-Macrophage","BMP2"
"CLDN5",1.3227965143157e-15,-28.4382767821691,0.412,0.016,3.96838954294709e-12,"Normal-Macrophage","CLDN5"
"LYVE1",1.42149014114332e-15,-2.56204401760696,0.542,0.369,4.26447042342995e-12,"Normal-Macrophage","LYVE1"
"PTPN14",1.45484269414755e-15,-27.0536504474259,0.176,0.024,4.36452808244266e-12,"Normal-Macrophage","PTPN14"
"FHAD1",1.76790994609012e-15,-19.4425686793393,0.199,0.03,5.30372983827037e-12,"Normal-Macrophage","FHAD1"
"RRH",1.77988250824629e-15,-31.1234832709703,0.394,0.014,5.33964752473886e-12,"Normal-Macrophage","RRH"
"PPP1R36",1.97055739135459e-15,-30.3500978458716,0.176,0.008,5.91167217406377e-12,"Normal-Macrophage","PPP1R36"
"TEAD4",1.97871287373565e-15,-31.4594516221523,0.15,0.009,5.93613862120695e-12,"Normal-Macrophage","TEAD4"
"KCNG2",2.60978540735159e-15,-24.2587072097794,0.19,0.038,7.82935622205477e-12,"Normal-Macrophage","KCNG2"
"TAPT1-AS1",3.03188812999254e-15,-16.4051494014531,0.282,0.099,9.09566438997761e-12,"Normal-Macrophage","TAPT1-AS1"
"RPH3AL",3.35827325766088e-15,-3.57962970840253,0.294,0.232,1.00748197729826e-11,"Normal-Macrophage","RPH3AL"
"TBC1D8",3.41272015816805e-15,-11.6402634947508,0.215,0.19,1.02381604745042e-11,"Normal-Macrophage","TBC1D8"
"SVOPL",3.51467674405857e-15,-30.8434213123549,0.13,0.005,1.05440302321757e-11,"Normal-Macrophage","SVOPL"
"PLSCR4",3.61138337149928e-15,-25.3077618331618,0.266,0.029,1.08341501144978e-11,"Normal-Macrophage","PLSCR4"
"ZPLD1",3.7083117587427e-15,-28.5055162420402,0.116,0.013,1.11249352762281e-11,"Normal-Macrophage","ZPLD1"
"DLG2",3.8186375388212e-15,-10.750826045835,0.215,0.138,1.14559126164636e-11,"Normal-Macrophage","DLG2"
"CFAP70",3.93421479184299e-15,-23.7744050303301,0.109,0.041,1.1802644375529e-11,"Normal-Macrophage","CFAP70"
"RPL26",4.57543247939504e-15,-21.6210370817518,0.354,0.025,1.37262974381851e-11,"Normal-Macrophage","RPL26"
"GADD45B",4.65105757585453e-15,-16.4516140557965,0.102,0.109,1.39531727275636e-11,"Normal-Macrophage","GADD45B"
"PLIN5",4.91141665630376e-15,-31.1962807000962,0.19,0.013,1.47342499689113e-11,"Normal-Macrophage","PLIN5"
"CABLES1",4.92829667430003e-15,-28.9132800235514,0.292,0.173,1.47848900229001e-11,"Normal-Macrophage","CABLES1"
"FLG-AS1",5.00964895458229e-15,-14.3679334476093,0.164,0.044,1.50289468637469e-11,"Normal-Macrophage","FLG-AS1"
"DDX21",5.17236861243855e-15,-12.1310229098298,0.19,0.191,1.55171058373157e-11,"Normal-Macrophage","DDX21"
