"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"IFI27",0.0159895521181707,-0.293234643609493,0.017,0.123,1
"ERRFI1",0.0160709240221922,-0.293234643609493,0.017,0.123,1
"GPC6",0.0163120289184267,-0.519619933377119,0.153,0.303,1
"TMEM117",0.0164558628360512,-0.252944922583776,0.034,0.154,1
"RBMS3-AS2",0.0166266217835917,0.411355193188792,0.322,0.19,1
"PPFIA2",0.0166500401361217,-0.390789953032166,0.051,0.174,1
"AC025280.3",0.0167157985964192,-0.320400625140769,0.068,0.195,1
"FTX",0.0169629868353621,0.391263530662577,0.847,0.846,1
"THRAP3",0.0171587569246366,-0.280245031154461,0.136,0.292,1
"YAP1",0.0172722277117559,-0.503118653135043,0.22,0.359,1
"RFTN1",0.0175120053101533,-0.326740974419233,0.051,0.169,1
"NF1",0.0176412668791361,-0.424690359650457,0.407,0.569,1
"RGL3",0.0179061165192244,0.375792121900138,0.339,0.195,1
"PTPN9",0.0180199855871567,0.288918323524839,0.339,0.2,1
"ARHGAP5",0.0186079809675772,0.353056552624125,0.305,0.174,1
"MICAL3",0.0186801518726274,-0.286201051754967,0.068,0.2,1
"TESC",0.018783026616482,0.295375634126807,0.254,0.128,1
"MARK3",0.0189730659276944,0.334102808833464,0.492,0.318,1
"AC106845.1",0.018976435837448,0.39048083972197,0.441,0.318,1
"CREB5",0.0190968160784971,-0.577875505632662,0.017,0.118,1
"EGFLAM",0.0191582060327469,0.265972512866285,0.627,0.436,1
"TOMM7",0.0194293003094828,0.265255645750472,0.271,0.149,1
"HMCN1",0.0194884020089927,-0.299159477566598,0.017,0.118,1
"CRADD",0.019692665532821,0.484636176554815,0.322,0.195,1
"ALG14",0.01991057721014,0.272175059690263,0.153,0.062,1
"LINC00924",0.0200303781766877,0.511283626278576,0.475,0.349,1
"SAMD8",0.0201593671533025,0.258369260165232,0.153,0.062,1
"HNRNPH1",0.0202358495845143,-0.305778016339282,0.254,0.415,1
"B2M",0.0204438618836807,-0.314554367205081,0.525,0.697,1
"RPLP2",0.0204713633471831,0.275209119779896,0.525,0.354,1
"C15orf41",0.0205757353487318,-0.364122002570086,0.051,0.169,1
"RPL27A",0.0206906402642049,0.309649765108926,0.492,0.354,1
"AQR",0.0207261146044222,0.313618667311871,0.288,0.159,1
"TENT5A",0.0210539189398924,0.443667113080613,0.203,0.092,1
"MT-ND1",0.0213827465531932,0.322971143606759,0.729,0.6,1
"XKR6",0.0216273009562326,0.293530099745649,0.254,0.128,1
"LRRC8D",0.0217781815245678,0.281080612912155,0.102,0.031,1
"FNIP1",0.0219640592008555,-0.280113721876052,0.153,0.308,1
