"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"PCDH7",2.21987861538754e-110,2.3417863407854,0.956,0.192,8.12497772017994e-106,0,2.09152188467634,0.956,0.221,0,2.21987861538754e-110,0
"FYB2",4.26488235222431e-110,1.68772536894319,0.897,0.151,1.56098958973762e-105,0,1.89803302546214,0.953,0.18,0,4.26488235222431e-110,0
"AC117464.1",2.78415765235148e-109,1.2453353008744,0.824,0.125,1.01902954233717e-104,0,1.85488907020073,0.904,0.15,0,2.78415765235148e-109,0
"ADRA1A",5.83744657993476e-109,1.51697553011469,0.875,0.145,2.13656382272192e-104,0,1.15753499920873,0.887,0.181,0,5.83744657993476e-109,0
"LINC01428",1.5812639751151e-108,1.12377452715164,0.801,0.117,5.78758427531879e-104,0,1.20424732268678,0.823,0.118,0,1.5812639751151e-108,0
"DPY19L2",2.48213221725766e-108,1.82178392040563,0.949,0.184,9.08485212838478e-104,0,1.927050109364,0.99,0.236,0,2.48213221725766e-108,0
"CCSER1",3.01387054856777e-108,2.25940759040989,0.956,0.191,1.10310675948129e-103,0,1.85681079730271,0.986,0.266,0,3.01387054856777e-108,0
"AL133257.1",4.31467284359831e-108,1.21675745610088,0.816,0.125,1.57921340748542e-103,0,0.75606744855424,0.743,0.155,0,4.31467284359831e-108,0
"MLIP-AS1",6.49194744379953e-108,1.77818924790868,0.89,0.153,2.37611768390507e-103,0,1.76819308357276,0.954,0.194,0,6.49194744379953e-108,0
"ALPK2",3.38171433240032e-107,1.56504786267932,0.875,0.151,1.23774126280184e-102,0,0.943148997646988,0.844,0.182,0,3.38171433240032e-107,0
"RBM24",1.00430312814945e-106,1.39293363456435,0.919,0.162,3.67584987933982e-102,0,1.18797785824572,0.923,0.196,0,1.00430312814945e-106,0
"PACRG",1.19668461279054e-106,1.7919512333456,0.934,0.173,4.37998535127466e-102,0,1.5994310294426,0.965,0.223,0,1.19668461279054e-106,0
"TNNI3K",2.67056269797517e-106,2.25835087125743,0.971,0.217,9.77452653085891e-102,0,1.8031290873385,0.99,0.253,0,2.67056269797517e-106,0
"AC018464.1",1.01029890529822e-105,1.5616795004933,0.897,0.162,3.69779502328202e-101,0,0.930475683571194,0.909,0.21,0,1.01029890529822e-105,0
"AC002057.2",1.32324020165044e-105,0.992988242704261,0.684,0.089,4.84319146206079e-101,0,0.937413403306646,0.74,0.128,0,1.32324020165044e-105,0
"CTNND2",1.73042383903247e-105,1.67277302379839,0.838,0.14,6.33352429324276e-101,0,1.36588275974808,0.867,0.17,0,1.73042383903247e-105,0
"KIF21A",1.85807473022389e-105,1.5602475262995,0.941,0.181,6.80073932009245e-101,0,1.10696330499418,0.942,0.235,0,1.85807473022389e-105,0
"PPP1R9A",6.92526023253951e-105,1.63203547580086,0.904,0.164,2.53471449771178e-100,0,1.53785892160129,0.949,0.218,0,6.92526023253951e-105,0
"GABRB1",8.02118286280678e-105,1.33359925455208,0.75,0.11,2.93583313961591e-100,0,1.09773367478241,0.754,0.137,0,8.02118286280678e-105,0
"AKAP6",1.95082891485451e-104,2.1279813735514,0.956,0.202,7.14022891125899e-100,0,1.68046877346838,0.994,0.256,0,1.95082891485451e-104,0
"MYLK3",2.12352417735102e-104,1.45141320720746,0.912,0.164,7.77231084152248e-100,0,1.19504712038844,0.951,0.211,0,2.12352417735102e-104,0
"ESRRG",1.0250054101966e-103,1.95425337435688,0.941,0.176,3.75162230186057e-99,0,1.84483823935295,0.976,0.227,0,1.0250054101966e-103,0
"MYO18B",2.32814751467144e-103,1.65606988238752,0.882,0.159,8.52125271844893e-99,0,0.839383341530633,0.929,0.208,0,2.32814751467144e-103,0
"FRK",2.75441043001741e-103,1.11192563061091,0.809,0.131,1.00814176149067e-98,0,0.867862616372678,0.758,0.148,0,2.75441043001741e-103,0
"AC092353.1",3.06333927423684e-103,1.56289573579351,0.824,0.133,1.12121280776343e-98,0,1.43774861002997,0.933,0.179,0,3.06333927423684e-103,0
"AC108472.1",5.81122331082315e-102,1.12408574985098,0.824,0.134,2.12696584399438e-97,0,0.685307824322054,0.676,0.139,0,5.81122331082315e-102,0
"AL513487.1",9.08395861084104e-102,1.385423388834,0.809,0.132,3.32481969115393e-97,0,1.56465460388804,0.914,0.169,0,9.08395861084104e-102,0
"MTUS2",1.24779219003797e-101,1.62561374755504,0.904,0.165,4.56704419475796e-97,0,1.51184634924445,0.948,0.212,0,1.24779219003797e-101,0
"MYPN",1.51987999380456e-101,1.48873503413009,0.875,0.157,5.56291276532408e-97,0,0.993902306549016,0.916,0.198,0,1.51987999380456e-101,0
"KCND3",1.83106716066018e-101,1.61977383755256,0.816,0.139,6.70188891473231e-97,0,0.917440175152946,0.881,0.206,0,1.83106716066018e-101,0
"SLCO5A1",2.68672952659079e-101,1.11199207319112,0.743,0.111,9.83369874027495e-97,0,1.56190439960334,0.858,0.147,0,2.68672952659079e-101,0
"PLCXD3",2.69423429183924e-101,1.9504949864763,0.941,0.188,9.86116693156081e-97,0,1.83305750189226,0.975,0.235,0,2.69423429183924e-101,0
"WNK2",3.05249857333426e-101,1.33729557602284,0.897,0.159,1.11724500282607e-96,0,1.08101432715315,0.882,0.201,0,3.05249857333426e-101,0
"LRRC39",3.38341235263747e-101,1.52663549072345,0.926,0.179,1.23836275518884e-96,0,1.37699145075238,0.93,0.197,0,3.38341235263747e-101,0
"ERBB4",1.5366016149953e-100,2.02516758865728,0.934,0.186,5.62411557104429e-96,0,1.81508384878393,0.986,0.233,0,1.5366016149953e-100,0
"TMEM71",3.03212017377165e-100,1.67674282196963,0.963,0.212,1.10978630480216e-95,0,1.77199766943008,0.971,0.251,0,3.03212017377165e-100,0
"ADPRHL1",1.10124148074449e-99,1.16524703105555,0.897,0.16,4.0306539436729e-95,0,1.13924371183757,0.926,0.208,0,1.10124148074449e-99,0
"MYOM1",2.63779892523249e-99,2.3233244699459,0.963,0.231,9.65460784624345e-95,0,1.76202268165003,0.997,0.275,0,2.63779892523249e-99,0
"AC093912.1",2.76255153645686e-99,1.51404726883535,0.713,0.104,1.01112148785857e-94,0,2.27338653899933,0.926,0.168,0,2.76255153645686e-99,0
"SPHKAP",5.78162919973064e-99,1.40781121742494,0.882,0.154,2.11613410339341e-94,0,1.81155729374935,0.975,0.201,0,5.78162919973064e-99,0
"TRDN",2.0812502864599e-98,2.13222315451017,0.963,0.213,7.61758417347186e-94,0,1.86298847552418,0.989,0.246,0,2.0812502864599e-98,0
"MYOM2",2.45255736663509e-98,2.13134857488014,0.934,0.201,8.97660521762109e-94,0,2.22105407715643,0.986,0.241,0,2.45255736663509e-98,0
"CYP2J2",5.19164948030338e-98,0.927381613161608,0.772,0.122,1.90019562628584e-93,0,0.826969640661536,0.783,0.167,0,5.19164948030338e-98,0
"HAND2-AS1",8.73109896630921e-98,1.6599849876075,0.963,0.211,3.19566953265883e-93,0,1.33039331083342,0.959,0.226,0,8.73109896630921e-98,0
"GALNT17",8.84361441038121e-98,1.67675638515346,0.882,0.167,3.23685131034363e-93,0,1.41285150182802,0.915,0.201,0,8.84361441038121e-98,0
"AC106895.1",1.12791323570643e-97,0.702269638736288,0.515,0.053,4.12827523400912e-93,0,0.728218030368907,0.526,0.03,0,1.12791323570643e-97,0
"PPP1R1C",1.1790222910191e-97,1.3807159565613,0.838,0.148,4.31533948735902e-93,0,1.37362509421211,0.885,0.159,0,1.1790222910191e-97,0
"AC138305.1",2.60715393612944e-97,1.84507474723858,0.86,0.16,9.54244412162736e-93,0,1.79606950882207,0.94,0.205,0,2.60715393612944e-97,0
"FAM160A1",2.90125714761178e-97,1.24801158644452,0.765,0.122,1.06188912859739e-92,0,0.970651354333246,0.796,0.152,0,2.90125714761178e-97,0
"PRDM16",3.13208580819535e-97,1.30202000800989,0.86,0.152,1.14637472665758e-92,0,0.826719333119049,0.847,0.206,0,3.13208580819535e-97,0
"ASB18",1.49960197845671e-96,0.866175598665435,0.735,0.109,5.48869320134939e-92,0,1.33945598898217,0.869,0.159,0,1.49960197845671e-96,0
"COL21A1",2.42682603555302e-96,1.31202649864144,0.846,0.156,8.88242597272762e-92,0,1.32761664240131,0.892,0.18,0,2.42682603555302e-96,0
"PKP2",3.39735696413243e-96,1.80242440790632,0.956,0.216,1.24346662244211e-91,0,1.84565292103584,0.99,0.239,0,3.39735696413243e-96,0
"STK33",5.8172521177734e-96,1.55117719729662,0.868,0.162,2.12917244762624e-91,0,1.42174221859246,0.938,0.197,0,5.8172521177734e-96,0
"AC006333.1",7.82582244059299e-96,0.667693645444487,0.647,0.084,2.86432927148144e-91,0,0.808315137998865,0.702,0.113,0,7.82582244059299e-96,0
"PPARGC1A",9.59493634150413e-96,1.49747114576083,0.868,0.165,3.51184265035392e-91,0,0.916355547677882,0.885,0.207,0,9.59493634150413e-96,0
"TRIM54",2.02218173676369e-95,1.01622789456299,0.853,0.149,7.40138737472877e-91,0,1.00348841813231,0.872,0.185,0,2.02218173676369e-95,0
"SGCG",2.41887262216599e-95,1.59412965832428,0.897,0.171,8.85331568438972e-91,0,1.60124076777099,0.962,0.215,0,2.41887262216599e-95,0
"CMYA5",2.77305218078731e-95,2.09998288280501,0.971,0.236,1.01496482868996e-90,0,1.51792805583394,0.999,0.3,0,2.77305218078731e-95,0
"NRAP",3.8185347991004e-95,1.45121297365931,0.875,0.164,1.39762192181874e-90,0,1.25381680546844,0.949,0.211,0,3.8185347991004e-95,0
"AP005329.2",5.0798955072603e-95,0.913474070838344,0.721,0.108,1.85929255461234e-90,0,0.623561615462743,0.62,0.119,0,5.0798955072603e-95,0
"DGKG",6.24321671219469e-95,1.46218450034915,0.86,0.168,2.28507974883038e-90,0,1.06529390625551,0.858,0.206,0,6.24321671219469e-95,0
"ADAM23",7.79961375172278e-95,1.41890285640654,0.897,0.178,2.85473662926805e-90,0,0.936911826795484,0.885,0.229,0,7.79961375172278e-95,0
"DAPK2",3.57714210807356e-94,1.43839960588311,0.875,0.165,1.309269782976e-89,0,1.08724888551166,0.888,0.218,0,3.57714210807356e-94,0
"PRKAA2",7.02392313505855e-94,1.38224329415812,0.912,0.176,2.57082610666278e-89,0,1.50955958371487,0.948,0.22,0,7.02392313505855e-94,0
"CDH2",7.08963677101493e-94,2.14549945604866,0.963,0.216,2.59487795455918e-89,0,1.59158145990952,0.991,0.248,0,7.08963677101493e-94,0
"ANO5",9.65997191175281e-94,1.44103744486024,0.912,0.18,3.53564631942065e-89,0,1.47025487308788,0.939,0.21,0,9.65997191175281e-94,0
"AC139720.1",1.76023332241263e-93,1.00926096125297,0.757,0.121,6.44262998336245e-89,0,0.680488261320775,0.676,0.135,0,1.76023332241263e-93,0
"ANK2",2.84863304657037e-93,2.10194446489109,0.971,0.243,1.04262818137522e-88,0,1.55499067458142,0.989,0.319,0,2.84863304657037e-93,0
"EYA1",9.22645414962137e-93,1.12225141083528,0.787,0.133,3.37697448330292e-88,0,1.0414827320928,0.807,0.141,0,9.22645414962137e-93,0
"PPP1R3A",2.12569516066598e-92,1.10901511480757,0.809,0.141,7.78025685755355e-88,0,1.13031764211129,0.873,0.182,0,2.12569516066598e-92,0
"NCAM1",2.48622328498398e-92,1.65726439722649,0.941,0.204,9.09982584536986e-88,0,1.67489279826423,0.967,0.247,0,2.48622328498398e-92,0
"MARCH11",3.28727056342766e-92,0.667219601759387,0.566,0.067,1.20317389892016e-87,0,0.883953407199538,0.668,0.103,0,3.28727056342766e-92,0
"SGCD",3.54396519716689e-92,2.34079259186434,0.985,0.258,1.29712670181505e-87,0,1.77859161772408,0.996,0.302,0,3.54396519716689e-92,0
"TBX5",3.5542433590394e-92,0.924790012097243,0.787,0.133,1.30088861184201e-87,0,0.783502776955135,0.791,0.166,0,3.5542433590394e-92,0
"EPHA7",5.73231092290972e-92,0.809396275692803,0.581,0.071,2.09808312089419e-87,0,0.724856486889526,0.599,0.081,0,5.73231092290972e-92,0
"SYNDIG1",7.10142250201664e-92,0.983742049960064,0.699,0.106,2.59919164996311e-87,0,0.934926857596275,0.838,0.17,0,7.10142250201664e-92,0
"CFAP61",2.00411934786685e-91,1.17363914252306,0.779,0.135,7.33527722512747e-87,0,1.17300654452261,0.857,0.18,0,2.00411934786685e-91,0
"SLC4A4",2.73165045077848e-91,1.10643085343973,0.816,0.145,9.99811381489431e-87,0,1.08314866802834,0.861,0.182,0,2.73165045077848e-91,0
"MYH7B",3.5038129028043e-91,0.999384426085347,0.809,0.142,1.2824305605554e-86,0,1.03129188006999,0.877,0.185,0,3.5038129028043e-91,0
"MLF1",4.02371736578494e-91,1.21997654062101,0.838,0.157,1.47272079305095e-86,0,1.52535719392049,0.933,0.203,0,4.02371736578494e-91,0
"AC021134.1",4.74237027654937e-91,0.989215183652773,0.515,0.056,1.73575494491984e-86,0,1.21891059542535,0.712,0.11,0,4.74237027654937e-91,0
"LRRC2",8.41602785044788e-91,1.24254259586254,0.846,0.155,3.08035035354243e-86,0,1.23359624050886,0.9,0.194,0,8.41602785044788e-91,0
"BCO2",9.59433095391318e-91,1.36798863912534,0.882,0.175,3.51162107244176e-86,0,1.21823864207942,0.934,0.216,0,9.59433095391318e-91,0
"EGF",3.53571217112906e-90,0.956976501427139,0.669,0.1,1.29410601175495e-85,0,0.763720405743196,0.667,0.126,0,3.53571217112906e-90,0
"DOCK3",4.36514147238329e-90,1.19841948999136,0.853,0.162,1.59768543030701e-85,0,1.22912572283505,0.886,0.205,0,4.36514147238329e-90,0
"RBM20",5.78043081222471e-90,2.107491460737,0.963,0.237,2.11569548158237e-85,0,1.77238310180842,0.996,0.248,0,5.78043081222471e-90,0
"XIRP2",7.31935162676349e-90,1.04668090457842,0.75,0.125,2.6789558889117e-85,0,1.01038254149294,0.89,0.175,0,7.31935162676349e-90,0
"AC005400.1",7.90673224342338e-90,1.10521353538606,0.794,0.141,2.89394306841539e-85,0,0.862292752425686,0.791,0.168,0,7.90673224342338e-90,0
"PEBP4",8.94087883324116e-90,1.28287696407723,0.875,0.172,3.2724510617546e-85,0,0.904087536686092,0.826,0.193,0,8.94087883324116e-90,0
"PDZRN3",1.25454074388451e-89,1.99476455260358,0.934,0.223,4.59174457669168e-85,0,1.31971665646176,0.972,0.268,0,1.25454074388451e-89,0
"C15orf41",1.52967242268282e-89,2.20045921394359,0.956,0.245,5.5987540342614e-85,0,2.22079113156624,0.99,0.287,0,1.52967242268282e-89,0
"NCKAP5",1.80476442681554e-89,1.71337111857634,0.897,0.194,6.60561827858756e-85,0,1.56837096803896,0.962,0.271,0,1.80476442681554e-89,0
"AC040174.1",2.37624484033173e-89,1.02333214674686,0.735,0.12,8.69729374009818e-85,0,0.924348667867634,0.786,0.164,0,2.37624484033173e-89,0
"LRRTM3",2.50297774760464e-89,1.38774475923295,0.882,0.169,9.16114885400775e-85,0,1.13126240256309,0.909,0.202,0,2.50297774760464e-89,0
"GMPR",2.85220420222435e-89,0.841188213697723,0.801,0.14,1.04393526005613e-84,0,0.735228688570643,0.735,0.15,0,2.85220420222435e-89,0
"PTPN3",3.94508226177715e-89,0.902809356823405,0.801,0.137,1.44393955863305e-84,0,1.01968965697476,0.806,0.165,0,3.94508226177715e-89,0
"GREB1L",4.19008345593616e-89,1.54716609027597,0.831,0.161,1.53361244570719e-84,0,1.1564618099353,0.894,0.192,0,4.19008345593616e-89,0
"LMO7",8.7809826050278e-89,1.68169727300358,0.956,0.231,3.21392744326623e-84,0,1.55201361639825,0.982,0.286,0,8.7809826050278e-89,0
"HOMER1",2.07328428362857e-88,1.31810683088946,0.897,0.179,7.58842780650894e-84,0,1.09346426974015,0.938,0.236,0,2.07328428362857e-88,0
"AL035670.1",2.50665632198895e-88,0.631620675633313,0.507,0.056,9.17461280411175e-84,0,0.442268289305242,0.454,0.061,0,2.50665632198895e-88,0
"NEK10",2.98621158586949e-88,1.27401380442268,0.809,0.148,1.09298330254409e-83,0,1.41310839492906,0.906,0.201,0,2.98621158586949e-88,0
"GPAT3",4.32992412953068e-88,1.24197151080564,0.809,0.149,1.58479553064952e-83,0,1.05332366031164,0.847,0.186,0,4.32992412953068e-88,0
"AC011287.1",6.38343562255218e-88,1.96980298660812,0.846,0.171,2.33640127221032e-83,0,1.29666093211036,0.9,0.215,0,6.38343562255218e-88,0
"PPM1K",1.41003336788165e-87,1.95939489536914,0.978,0.26,5.16086312978362e-83,0,1.86138281606314,0.981,0.267,0,1.41003336788165e-87,0
"LINC01505",1.60653471075374e-87,1.47411154047908,0.831,0.158,5.88007769482975e-83,0,1.67698965074703,0.926,0.204,0,1.60653471075374e-87,0
"ASB15",2.02545655242226e-87,1.06135379674677,0.787,0.14,7.4133735275207e-83,0,1.26248625491373,0.915,0.176,0,2.02545655242226e-87,0
"ACOT11",2.10372422973024e-87,1.1548254695149,0.831,0.161,7.69984105323564e-83,0,1.06292433558041,0.895,0.204,0,2.10372422973024e-87,0
"DPF3",4.44921438366342e-87,1.703715270796,0.904,0.205,1.62845695656465e-82,0,0.95706087445612,0.92,0.225,0,4.44921438366342e-87,0
"TMEM182",7.28110541121715e-87,1.04651896785731,0.816,0.149,2.66495739155959e-82,0,0.985246327231684,0.876,0.199,0,7.28110541121715e-87,0
"TXLNB",7.42123522307432e-87,1.18812877838402,0.838,0.164,2.71624630399743e-82,0,1.41834076400799,0.916,0.183,0,7.42123522307432e-87,0
"RNF150",8.02370355688739e-87,1.92780183458715,0.956,0.246,2.93675573885636e-82,0,1.6757261001977,0.975,0.263,0,8.02370355688739e-87,0
"ART3",1.15570728325331e-86,0.860768680740989,0.801,0.141,4.23000422743543e-82,0,1.26752101824096,0.869,0.157,0,1.15570728325331e-86,0
"PCLO",2.84241358077957e-86,0.931210191985951,0.625,0.088,1.04035179470113e-81,0,0.72648640515052,0.563,0.096,0,2.84241358077957e-86,0
"KCNN2",5.15452518807841e-86,1.21349697688736,0.765,0.134,1.88660776408858e-81,0,1.34728945400323,0.872,0.16,0,5.15452518807841e-86,0
"AC007381.1",5.16021578709659e-86,0.85119400606184,0.699,0.111,1.88869058023522e-81,0,0.826407689471529,0.766,0.145,0,5.16021578709659e-86,0
"LINC02334",6.43090486424113e-86,1.07962668906723,0.765,0.134,2.35377548936089e-81,0,1.14493829723246,0.828,0.151,0,6.43090486424113e-86,0
"GAS2",2.80381210946733e-85,1.49043677898644,0.875,0.197,1.02622327018614e-80,0,1.25497613681856,0.928,0.217,0,2.80381210946733e-85,0
"AC013640.1",3.28185335466872e-85,0.868440868915324,0.684,0.108,1.2011911463423e-80,0,0.683988185114755,0.608,0.094,0,3.28185335466872e-85,0
"GCOM1",3.33077541390868e-85,0.776851625072227,0.684,0.109,1.21909710924472e-80,0,0.703036204885196,0.703,0.145,0,3.33077541390868e-85,0
"PALLD",6.78146644955472e-85,2.29813106031725,0.985,0.338,2.48208453520152e-80,0,1.63735139684199,0.999,0.382,0,6.78146644955472e-85,0
"LINC02502",7.8201418680909e-85,0.606966569617471,0.603,0.082,2.86225012513995e-80,0,0.550208097140776,0.561,0.09,0,7.8201418680909e-85,0
"VWC2",1.62936010025569e-84,1.01047329340996,0.757,0.131,5.96362090294584e-80,0,1.03871403849472,0.85,0.176,0,1.62936010025569e-84,0
"AC009264.1",2.0253982161283e-84,1.11142094660868,0.728,0.126,7.41316001085119e-80,0,1.44249800497499,0.906,0.177,0,2.0253982161283e-84,0
"LMOD2",3.32388570421764e-84,1.20555372220853,0.89,0.185,1.2165754066007e-79,0,1.35878205153043,0.933,0.222,0,3.32388570421764e-84,0
"RYR2",4.96993709105749e-84,2.36332082568638,0.985,0.287,1.81904667469795e-79,0,1.94237419047982,1,0.296,0,4.96993709105749e-84,0
"AC010680.1",6.58860026423243e-84,1.02335744524794,0.772,0.137,2.41149358271171e-79,0,1.27813456299102,0.875,0.177,0,6.58860026423243e-84,0
"SLC2A12",8.15903031635259e-84,0.796957565276381,0.691,0.112,2.98628668608821e-79,0,0.611590584732273,0.655,0.125,0,8.15903031635259e-84,0
"AC124947.1",9.36702373389915e-84,0.900111380125143,0.684,0.111,3.42842435684443e-79,0,0.654242794620653,0.657,0.124,0,9.36702373389915e-84,0
"SLC44A5",9.4054700202795e-84,1.16240442091993,0.419,0.04,3.4424960821225e-79,0,1.20695215729036,0.526,0.029,0,9.4054700202795e-84,0
"CTNNA3",1.40504310934946e-83,2.14040322302141,0.949,0.251,5.14259828452995e-79,0,1.8963734048477,0.992,0.278,0,1.40504310934946e-83,0
"KBTBD12",2.97850805509401e-83,0.939223897623067,0.772,0.142,1.09016373324496e-78,0,1.04601549004895,0.83,0.168,0,2.97850805509401e-83,0
"MYOCD",4.3243123118456e-83,1.40481158568331,0.779,0.146,1.58274154925861e-78,0,0.951213479602197,0.858,0.205,0,4.3243123118456e-83,0
"GABRA4",1.27884939062034e-82,0.625413185308222,0.515,0.062,4.6807166546095e-78,0,0.612906222784489,0.537,0.071,0,1.27884939062034e-82,0
"PKIA",2.95100064633906e-82,1.06387975292515,0.809,0.154,1.08009574656656e-77,0,1.1890484092835,0.876,0.181,0,2.95100064633906e-82,0
"ATRNL1",3.8479471726376e-82,1.01719540063398,0.522,0.064,1.40838714465709e-77,0,0.639300316430696,0.442,0.055,0,3.8479471726376e-82,0
"PLAG1",5.47862772146147e-82,0.978230622565636,0.824,0.159,2.00523253233211e-77,0,0.726312892725514,0.728,0.155,0,5.47862772146147e-82,0
"COL4A5",7.04073119799641e-82,1.21235183302154,0.831,0.173,2.57697802577867e-77,0,1.05846082206153,0.862,0.207,0,7.04073119799641e-82,0
"ANK3",9.32286799127135e-82,1.74719870096457,0.926,0.232,3.41226291348523e-77,0,1.6195675733594,0.981,0.295,0,9.32286799127135e-82,0
"OBSCN",1.14843924626604e-81,1.24583821148175,0.868,0.177,4.20340248525832e-77,0,1.21762022869691,0.935,0.235,0,1.14843924626604e-81,0
"MYOM3",1.41223006580208e-81,0.992930429760865,0.765,0.14,5.16890326384221e-77,0,0.960726717224225,0.88,0.201,0,1.41223006580208e-81,0
"AC079142.1",2.97209974544085e-81,1.23418390291609,0.816,0.161,1.08781822782881e-76,0,1.17806853924374,0.888,0.201,0,2.97209974544085e-81,0
"EPB41L4B",2.49616652202692e-80,0.62027627189727,0.574,0.079,9.13621908727071e-76,0,0.888036908719124,0.752,0.121,0,2.49616652202692e-80,0
"MYBPC3",2.68411040682882e-80,1.6498866381042,0.971,0.237,9.82411250003415e-76,0,1.70921553813337,0.999,0.258,0,2.68411040682882e-80,0
"RALYL",1.00632770479806e-79,1.77910499523439,0.684,0.119,3.68326003233136e-75,0,1.77333542898056,0.94,0.189,0,1.00632770479806e-79,0
"FGF12",1.01512078839817e-79,2.2396165226201,0.956,0.285,3.71544359761614e-75,0,1.54574414525649,0.994,0.295,0,1.01512078839817e-79,0
"SH3RF2",1.15713917631228e-79,1.17901799932435,0.904,0.201,4.23524509922058e-75,0,0.804298687611048,0.816,0.187,0,1.15713917631228e-79,0
"FSD2",5.63061802740812e-79,0.985985867133405,0.779,0.149,2.06086250421165e-74,0,0.858696465465015,0.805,0.174,0,5.63061802740812e-79,0
"HHATL",7.57092421237931e-79,0.632478838513696,0.86,0.171,2.77103397097295e-74,0,0.813018723979237,0.809,0.178,0,7.57092421237931e-79,0
"REEP1",1.29838724353545e-78,0.617893072144162,0.654,0.103,4.75222715006411e-74,0,0.837903344248887,0.816,0.175,0,1.29838724353545e-78,0
"AC092640.1",1.40841586316062e-78,1.10857178899844,0.809,0.164,5.15494290075419e-74,0,0.868144637973787,0.809,0.174,0,1.40841586316062e-78,0
"BDNF",4.3714308458789e-78,0.499035049636214,0.5,0.06,1.59998740390014e-73,0,0.954344748414924,0.629,0.083,0,4.3714308458789e-78,0
"MYOZ2",5.76138264849571e-78,1.69273287798122,0.978,0.283,2.10872366317591e-73,0,1.57349321724025,0.987,0.265,0,5.76138264849571e-78,0
"ASB11",6.97777278811045e-78,0.679650523349013,0.684,0.115,2.55393461817631e-73,0,0.821457188929702,0.735,0.13,0,6.97777278811045e-78,0
"AC020687.1",7.61548901866226e-78,0.622264404297116,0.463,0.053,2.78734513572057e-73,0,0.78737419382988,0.564,0.076,0,7.61548901866226e-78,0
