"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TPM1",2.18740308071817e-46,0.636499239696311,0.984,0.982,6.39509164678765e-42
"SLC25A4",4.17357290502279e-46,0.672637187470118,0.945,0.868,1.22018577451246e-41
"NDUFB10",1.60924951897509e-45,0.544235966297515,0.552,0.223,4.70480189367558e-41
"MRPL41",2.30974659797505e-45,0.506954514075833,0.506,0.187,6.75277515383985e-41
"COX4I1",2.94199094200054e-45,0.644152125843685,0.782,0.462,8.60120471803278e-41
"RPL21",8.22092968794343e-45,0.483493159579511,0.529,0.198,2.40347100356714e-40
"MYL12A",1.04265506397627e-44,0.78984325250631,0.847,0.59,3.04830634504103e-40
"RPL8",1.09784677911808e-44,0.475934033441084,0.51,0.183,3.20966484342962e-40
"RPL10",1.51665301446288e-44,0.559363113627359,0.597,0.248,4.43408675308368e-40
"DES",4.98229101668594e-44,0.653953551196443,0.922,0.81,1.4566226016383e-39
"UQCR11",1.52731919271789e-43,0.597863006449942,0.646,0.318,4.46527039183003e-39
"COX6B1",2.06580036949315e-43,0.5256071370015,0.627,0.288,6.03957396025017e-39
"RPS24",3.5240726986321e-43,0.460752768675274,0.51,0.188,1.03029789417208e-38
"CHCHD10",1.20552558986937e-42,0.634099486500266,0.877,0.67,3.52447461454209e-38
"COX5A",3.44402273278075e-42,0.62040079247311,0.766,0.459,1.00689448615578e-37
"ATP5PF",6.1600961913439e-42,0.648787360745189,0.74,0.447,1.8009657225013e-37
"TNNT2",9.10135617680036e-42,0.532061591849027,0.974,0.964,2.66087249184935e-37
"RPL13",2.21649414582083e-41,0.493450249726086,0.513,0.194,6.48014228472179e-37
"ATP5MC3",2.56077297726348e-41,0.650768470317762,0.734,0.446,7.48667587632751e-37
"RPL24",1.00583109513136e-40,0.479414477979921,0.503,0.193,2.94064778972605e-36
"SERF2",2.51798177345051e-39,0.525888308309525,0.536,0.228,7.3615715128599e-35
"TCAP",2.5410180268839e-39,0.706325524877207,0.854,0.644,7.42892030339778e-35
"NDUFA13",8.22915592527783e-39,0.543652587785365,0.662,0.348,2.40587602631423e-34
"COX5B",2.02395486681249e-38,0.558140601081736,0.74,0.445,5.91723444861299e-34
"ATP5PD",2.22709907588145e-38,0.483033633780747,0.503,0.205,6.51114685824701e-34
"SLC25A3",7.55283202571758e-38,0.54053739090492,0.731,0.44,2.20814597103879e-33
"BSG",9.78860881922597e-38,0.677638732345958,0.828,0.669,2.8617976743889e-33
"ATP5MD",1.8720796526342e-37,0.56740417673656,0.607,0.308,5.47321207244134e-33
"RPS14",1.94970190601426e-37,0.468123723130318,0.506,0.203,5.7001484924233e-33
"ATP5ME",5.11169477697878e-36,0.503301496797927,0.568,0.265,1.49445508499752e-31
"PLN",1.08670748477488e-35,0.559691579686892,0.942,0.867,3.17709800248783e-31
"COX7A2",8.53002532789697e-34,0.462120298744429,0.542,0.243,2.49383820486396e-29
"ATP5MPL",7.4021385990458e-33,0.504130563942079,0.662,0.374,2.16408924081703e-28
"PGAM2",7.02267957021396e-31,0.467983148191109,0.523,0.247,2.05315059914775e-26
"NDUFAB1",1.63153214785321e-29,0.451039259144857,0.575,0.305,4.76994738746365e-25
"MALAT1",1.9715025862372e-29,-0.408726623255873,1,0.997,5.76388496112307e-25
"NDUFB2",6.18757733365166e-29,0.502804046620634,0.529,0.271,1.8090001092664e-24
"UQCRH",6.36928056491014e-29,0.530517710117401,0.773,0.557,1.86212286595713e-24
"HSPB1",2.14054760087949e-28,0.518427219450681,0.659,0.388,6.25810496593128e-24
"CYCS",3.42940150287154e-28,0.420988296483603,0.542,0.271,1.00261982337952e-23
"ISCU",3.53044376144485e-28,0.420240913931357,0.513,0.253,1.03216053809601e-23
"ATP5PO",1.83030173099134e-26,0.456775137105398,0.575,0.319,5.35107014072628e-22
"XIST",1.06148300043814e-25,-0.75486249999687,0.188,0.515,3.10335170008095e-21
"ATP5F1D",1.42023675357994e-25,0.417721365039094,0.552,0.297,4.15220417276631e-21
"PALLD",8.78384951420909e-25,-0.72656214075842,0.89,0.955,2.56804624397417e-20
"ENOX1",5.71474912121609e-24,-0.529811602679155,0.299,0.6,1.67076405307874e-19
"JPH2",2.23240360450434e-23,-0.493206801830265,0.331,0.613,6.52665517812888e-19
"HSPB7",2.81779327473637e-23,0.440943651158696,0.821,0.701,8.23810041801925e-19
"LINC02208",5.71264097563517e-23,-0.768523169583295,0.62,0.791,1.6701477156367e-18
"EEF1A2",6.33357552763684e-23,0.401109195197357,0.539,0.3,1.85168414125991e-18
"ATP5IF1",2.33643029039694e-21,0.407059952232093,0.607,0.375,6.83078759700448e-17
"LDLRAD4",4.50938610574177e-21,-0.457296942250379,0.591,0.804,1.31836412187466e-16
"MYL9",7.92739297873285e-21,0.340785711888005,0.649,0.386,2.31765261126234e-16
"PTGDS",8.90208444274515e-21,0.495668481856041,0.838,0.726,2.60261340768097e-16
"DLG2",2.69406965339635e-20,-0.365341072811214,0.841,0.934,7.87638203866958e-16
"PTPRM",4.46837162566455e-20,-0.351581390461622,0.854,0.948,1.30637312847929e-15
"PLCG2",7.38466929993993e-20,0.724679247103421,0.99,0.991,2.15898191653044e-15
"AC092353.2",8.42769863637104e-20,-0.483975025361687,0.769,0.886,2.46392197332944e-15
"SNHG14",1.68110169905227e-19,-0.382517624744004,0.896,0.931,4.91486892734921e-15
"LMO7",9.94968408973218e-19,-0.340209558512576,0.834,0.922,2.9088896404741e-14
"TTTY14",1.84837577687317e-18,0.434088839036609,0.588,0.316,5.40391142126639e-14
"CCDC93",2.76337312986088e-18,-0.390044999038672,0.279,0.541,8.07899768246126e-14
"ATP5F1B",6.59104012439018e-18,0.355710005155062,0.549,0.348,1.92695649076671e-13
"SELENOW",1.07273917012893e-17,0.382272502426891,0.731,0.555,3.13626023778895e-13
"MGST3",3.16227166291723e-17,0.354439383547262,0.753,0.582,9.24521743370482e-13
"SH3RF2",5.71209318056893e-17,0.400746900360627,0.679,0.521,1.66998756227113e-12
"GNAS",2.26280752964495e-16,0.344839489485504,0.532,0.331,6.61554409366997e-12
"AC097522.2",2.4689329615274e-16,-0.424933342520856,0.636,0.81,7.21817240632149e-12
"EIF1B",3.6503343317388e-16,0.37386573362041,0.659,0.478,1.06721174522716e-11
"KCNMB2",5.58659041735776e-16,-0.639432778947921,0.442,0.63,1.63329557441871e-11
"SCN5A",9.2392677649422e-16,-0.365832386470577,0.399,0.642,2.7011923237585e-11
"MYBPC3",1.94030563234792e-15,-0.307738883729526,0.958,0.962,5.67267754673239e-11
"CHRM2",2.4906142987273e-15,-0.460922806611846,0.685,0.812,7.28155996375915e-11
"ATP5MG",2.49939775095799e-15,0.342809761438102,0.669,0.485,7.30723926470077e-11
"AKAP6",4.08612404519386e-15,-0.376884001005807,0.847,0.926,1.19461922585288e-10
"NEXN",6.41930382389044e-15,-0.293504122253902,0.893,0.948,1.87674766595261e-10
"ATP8A1",1.72382160185848e-14,-0.333623930180223,0.325,0.543,5.03976483519344e-10
"PXDNL",2.29332619116822e-14,-0.42614356583444,0.828,0.914,6.7047684524994e-10
"VLDLR-AS1",3.44202728306761e-14,-0.387860676903975,0.435,0.646,1.00631109647765e-09
"MYH7",3.55048153188389e-14,0.514430541245181,0.968,0.947,1.03801878066157e-09
"LPP",4.03208322177667e-14,-0.276242312160451,0.89,0.944,1.17881985071863e-09
"CSRP3",4.26335569294354e-14,0.37786667955271,0.831,0.736,1.24643467038897e-09
"PPP2R3A",4.5264632333525e-14,-0.295835756727905,0.614,0.791,1.32335679090294e-09
"DTNA",2.0201568615477e-13,-0.30533778147763,0.815,0.926,5.90613060042085e-09
"RASAL2",2.28929654171615e-13,-0.310323749881608,0.76,0.87,6.69298736936132e-09
"EFCAB2",2.82053079624661e-13,-0.307262614625416,0.338,0.553,8.24610383590659e-09
"LDHB",4.948501208301e-13,0.324384251012866,0.756,0.672,1.44674381325888e-08
"TXNIP",5.17927544998082e-13,0.357109806067711,0.935,0.836,1.51421297055639e-08
"BMPR1A",6.18662947168122e-13,-0.34173871383181,0.487,0.665,1.80872299234072e-08
"MYOM3",6.77498067493718e-13,-0.32364116677549,0.571,0.738,1.98073335012463e-08
"PLCL1",8.10011790478565e-13,-0.292671235012184,0.89,0.944,2.36815047064313e-08
"FILIP1",1.45242689642846e-12,-0.389650867824854,0.834,0.921,4.24631527439823e-08
"KIAA0232",1.70667443308507e-12,-0.2959407026412,0.438,0.636,4.9896333725675e-08
"ZNF407",2.04150374261541e-12,-0.314418910455263,0.506,0.706,5.9685403419104e-08
"ZBTB16",2.47238156866451e-12,-0.289165105241439,0.825,0.908,7.22825475414757e-08
"MSRB3",2.53275481248944e-12,-0.354855892112298,0.461,0.668,7.40476196979413e-08
"FNDC3B",2.60634092544751e-12,-0.300870955656324,0.724,0.855,7.61989832963834e-08
"SYNDIG1",2.67229342132824e-12,-0.371529182079277,0.36,0.548,7.81271704659525e-08
"RYR2",2.68600680926123e-12,0.353747429604405,0.997,0.989,7.85280950755613e-08
"ANKRD1",2.76126242134235e-12,-0.684009201304149,0.685,0.812,8.07282681503649e-08
"AC002460.2",2.79189120271866e-12,-0.369492996905173,0.318,0.524,8.16237312026828e-08
"MDH1",2.86006886648034e-12,0.331248903897388,0.815,0.77,8.36169733804193e-08
"TMEM71",5.64557938307949e-12,-0.344193004606132,0.708,0.834,1.65054158843712e-07
"LINC02147",5.9138432795762e-12,-0.419123317430239,0.367,0.55,1.7289712212169e-07
"REEP1",1.00033435555308e-11,-0.286375597057204,0.305,0.5,2.92457752189498e-07
"NAV2",1.10802663757125e-11,-0.325683047025012,0.403,0.593,3.23942667760331e-07
"TTTY10",1.10966849535341e-11,0.292930869137844,0.539,0.318,3.24422681301522e-07
"DANT2",1.20952743290147e-11,-0.308275722551936,0.649,0.796,3.53617440283073e-07
"NEK7",1.54711116554761e-11,0.377256637274305,0.799,0.759,4.52313420359499e-07
"GATA4",1.57970958210711e-11,-0.296492474841069,0.536,0.712,4.61843893424834e-07
"AHI1",1.8180847388288e-11,-0.279525261686914,0.445,0.636,5.31535254243987e-07
"AC093912.1",2.15804768256715e-11,-0.543124365173069,0.435,0.582,6.30926820475332e-07
"ASB18",2.36373411747125e-11,-0.324578620001378,0.344,0.532,6.91061306583895e-07
"CASZ1",2.78508268711602e-11,-0.279303467367865,0.455,0.644,8.1424677440524e-07
"GPI",2.93862049153231e-11,-0.258273082394634,0.325,0.531,8.59135086904387e-07
"NCKAP5",3.46207275810166e-11,-0.294103585755615,0.643,0.802,1.0121715915586e-06
"MIR1-1HG",4.62263226657391e-11,-0.311212607650767,0.377,0.576,1.35147276945555e-06
"TBC1D1",7.12549013822373e-11,-0.300465338646475,0.399,0.573,2.08320829681109e-06
"CCSER1",7.42418975086609e-11,-0.31364132173907,0.782,0.896,2.17053611556321e-06
"LINC00472",8.02109756500593e-11,-0.259196928843859,0.552,0.732,2.34504808410513e-06
"RBPMS",8.51488710751046e-11,-0.288159259494963,0.734,0.864,2.48941239475176e-06
"PTPN4",9.32774088108435e-11,-0.259515334283441,0.464,0.636,2.72705832399382e-06
"AC090348.1",1.23155642880057e-10,-0.289356252752592,0.731,0.823,3.60057837524136e-06
"CFAP61",1.27403181182454e-10,-0.320478443626714,0.461,0.636,3.72475940505021e-06
"AC079142.1",1.549370946071e-10,-0.280674800358536,0.448,0.643,4.52974089793317e-06
"IQCJ-SCHIP1",1.74934790647266e-10,-0.381462861840517,0.36,0.538,5.11439353936347e-06
"AC018464.1",2.45593940696359e-10,-0.408847507200039,0.617,0.757,7.18018445019874e-06
"PHLDB2",3.09080194630601e-10,-0.25128377767519,0.675,0.801,9.03626857022024e-06
"BCO2",5.32431816019954e-10,-0.304750156470631,0.607,0.762,1.55661765731594e-05
"EXOC6B",5.69692899860011e-10,-0.250411172351213,0.893,0.945,1.66555416203073e-05
"LTBP1",5.94760114481463e-10,-0.277408451429335,0.766,0.852,1.738840670698e-05
"ATP5F1A",7.06760210689445e-10,0.258513286877013,0.604,0.465,2.06628415197166e-05
"SLC20A2",7.43219858054439e-10,-0.348257647421468,0.536,0.668,2.17287757700796e-05
"SAMD12",8.95178840326425e-10,-0.304769699187947,0.5,0.667,2.61714485757834e-05
"HSPB3",1.39042251589161e-09,0.256374686131264,0.578,0.436,4.06503926746072e-05
"KANK1",1.70324760294169e-09,-0.25017725229014,0.812,0.882,4.97961469196033e-05
"VCL",2.92241925532935e-09,-0.299301796507201,0.747,0.828,8.5439849348809e-05
"MYLK3",3.32140712890895e-09,-0.258427547682528,0.698,0.807,9.71046588207822e-05
"AC073475.1",3.89175204819878e-09,-0.300355042512721,0.393,0.562,0.00011377926288114
"AC009264.1",6.12650485194098e-09,-0.298092121684321,0.497,0.635,0.000179114495851346
"DPH6-DT",9.53859139665711e-09,-0.308927887579747,0.38,0.532,0.000278870258072667
"HDAC9",1.61420919047565e-08,-0.295078837266103,0.705,0.823,0.000471930198927461
"CPED1",3.10307058655015e-08,-0.290483719593561,0.698,0.801,0.000907213716683801
"PDE3B",3.3851498062548e-08,-0.262334193862589,0.39,0.549,0.000989682397356652
"SAMD4A",3.78600155612846e-08,-0.326905995891746,0.773,0.87,0.00110687541494972
"DLG1",1.30720429697238e-07,-0.412243754722892,0.386,0.533,0.00382174248262844
"OBSCN",1.5913168092111e-07,-0.261474829346305,0.744,0.837,0.00465237382340957
"PPM1K",1.76024268419503e-07,0.277623877421673,0.847,0.817,0.0051462455115126
"MIR100HG",1.96750286716587e-07,-0.258939120579969,0.399,0.534,0.00575219138244613
"ABHD2",2.21005721093903e-07,-0.313529257678267,0.445,0.572,0.00646132326190134
"RALYL",2.54981763762382e-07,-0.296148434441273,0.601,0.731,0.00745464684535701
"MACROD2",2.6579167420277e-07,-0.312633039893588,0.562,0.674,0.00777068538699219
"PSD3",2.94844651163272e-07,-0.255708810851293,0.883,0.937,0.00862007822140941
"DMD",5.1421385746089e-07,-0.289433069962801,0.86,0.946,0.0150335563367266
"PDLIM5",1.15523500341266e-06,-0.290992124088354,0.974,0.968,0.0337744505597725
"PPARGC1A",1.349105382386e-06,-0.278487214800721,0.643,0.759,0.0394424449594371
"USP15",3.19775713618788e-06,-0.29030616037976,0.377,0.5,0.0934896276335889
"GBE1",3.62255809561614e-06,-0.427815322844625,0.604,0.704,0.105909108483434
"TANC1",4.1001913367717e-06,-0.274182112968847,0.646,0.745,0.119873193921857
"HIPK2",8.16330580061445e-06,-0.251744114458233,0.438,0.558,0.238662408386764
"SVIL",8.6039445260458e-06,-0.254213305476434,0.877,0.93,0.251544922163475
"XIRP2",1.33928988045477e-05,-0.687921830912606,0.445,0.552,0.391554789449756
"MYO18B",1.65775201348199e-05,-0.534252679063762,0.711,0.8,0.484660378661594
"CALD1",4.22377119449725e-05,-0.478597719522206,0.532,0.638,1
"FKBP5",0.00010176241085648,-0.265189622180087,0.503,0.589,1
"XPR1",0.00126140025759019,0.296286851674146,0.851,0.825,1
"AC117464.1",0.00200896584945813,-0.276232729228374,0.503,0.553,1
"MYPN",0.00227853158000961,-0.35418259480769,0.669,0.735,1
"AC004879.1",0.00276990587339827,-0.310426958233633,0.659,0.677,1
"PDE4D",0.322350991264115,-0.335140200829348,0.731,0.76,1
