"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"PKM",2.69258678647126e-10,1.99067036409695,0.446,0.254,9.85513689716347e-06,2.38825577146798e-08,2.21365072561354,0.615,0.259,0.000874125494914996,2.38825577146798e-08,5.38517357221752e-10
"TTBK2",2.75743267561505e-10,-0.852233514891454,0.011,0.335,1.00924793360187e-05,0.000639137367282278,-0.99532719364674,0,0.32,1,0.000639137367282278,5.51486535046975e-10
"ZC3H12C",2.78431534979361e-10,-1.04278701436976,0,0.314,1.01908726117796e-05,0.0289550036379659,-0.427818308330457,0.038,0.226,1,0.0289550036379659,5.56863069881197e-10
"SH3KBP1",2.8095515568566e-10,-1.04249536928132,0.022,0.349,1.02832396532508e-05,0.0147635603794155,-0.65391187347018,0.077,0.315,1,0.0147635603794155,5.61910311292383e-10
"NEMF",2.81800501452842e-10,-0.759506988472036,0.033,0.375,1.03141801536755e-05,0.000922317382524493,-1.05141512112025,0.038,0.364,1,0.000922317382524493,5.63601002826271e-10
"PECAM1",2.89668262183465e-10,-1.75844334402634,0.011,0.327,1.0602148064177e-05,0.0665086016822894,-1.31943150954981,0.115,0.264,1,0.0665086016822894,5.79336524283021e-10
"VEZT",2.89790737124152e-10,-0.82787196013558,0.022,0.352,1.06066307694811e-05,0.000481019609685143,-1.0447922570914,0,0.331,1,0.000481019609685143,5.79581474164324e-10
"RNGTT",2.9173270246098e-10,-1.05516717061709,0,0.313,1.06777086427743e-05,0.000596219837394101,-1.12645384383771,0,0.323,1,0.000596219837394101,5.83465404836851e-10
"NUBPL",2.94229983626932e-10,-0.971469127045617,0.011,0.334,1.07691116307293e-05,0.00307516461564678,-0.954083396686907,0.038,0.306,1,0.00307516461564678,5.88459967167291e-10
"AMBRA1",2.97463428189592e-10,-0.74066311930974,0.033,0.374,1.08874589351673e-05,0.00239437233404903,-0.778958783723348,0.038,0.337,1,0.00239437233404903,5.94926856290698e-10
"CNST",3.0008096057835e-10,-0.881606591543231,0.022,0.353,1.09832632381282e-05,0.000908004543254122,-1.03822691457614,0,0.307,1,0.000908004543254122,6.00161921066649e-10
"NHSL1",3.00104111277929e-10,-1.18003327529943,0.011,0.333,1.09841105768835e-05,0.00141423028161327,-1.24956758586206,0.038,0.344,1,0.00141423028161327,6.00208222465795e-10
"KIAA0319L",3.10448803310683e-10,-0.793131136219796,0.022,0.354,1.13627366499743e-05,0.0466984623775015,0.29432968929859,0.115,0.344,1,0.0466984623775015,6.20897606524987e-10
"NUP98",3.1267912601812e-10,-0.822041701999045,0.033,0.373,1.14443686913892e-05,0.000370504689457817,-1.2196319205194,0.038,0.385,1,0.000370504689457817,6.2535825193847e-10
"YLPM1",3.12830738979227e-10,-0.765388077433463,0.022,0.354,1.14499178773787e-05,0.00831143101129996,-0.489038537997704,0.077,0.349,1,0.00831143101129996,6.2566147786059e-10
"CDK19",3.12858178201131e-10,-1.09355372950031,0,0.313,1.14509221803396e-05,0.0202086602372358,-0.738463816180961,0.038,0.231,1,0.0202086602372358,6.2571635630438e-10
"DBI",3.13755843132877e-10,2.29748504046628,0.446,0.258,1.14837776145064e-05,0.0224377066894538,1.76243409543718,0.308,0.18,1,0.0224377066894538,6.2751168616731e-10
"ALKBH7",3.17484448465694e-10,1.81211849086155,0.326,0.135,1.16202482982929e-05,7.24912272268002e-08,2.1388794987344,0.385,0.1,0.00265325140772811,7.24912272268002e-08,6.3496889683059e-10
"RPS6KA3",3.20477859046643e-10,-0.973508902527375,0.043,0.386,1.17298101189662e-05,8.22829812428446e-05,-1.47565154125262,0,0.393,1,8.22829812428446e-05,6.40955717990579e-10
"LAMA2",3.24799575605477e-10,-3.08038811639651,0.304,0.554,1.18879892667361e-05,0.0106201598977609,-1.3296400103554,0.346,0.534,1,0.0106201598977609,6.49599151105459e-10
"CLOCK",3.27588526454173e-10,-0.840397699186167,0.011,0.333,1.19900676567492e-05,0.00209773450880112,-0.997598329682938,0.038,0.331,1,0.00209773450880112,6.55177052801031e-10
"U2SURP",3.27605927471603e-10,-0.576558020155497,0.043,0.389,1.19907045513882e-05,7.53103566016137e-05,-1.25282877027508,0,0.396,1,7.53103566016137e-05,6.55211854835879e-10
"BDP1",3.37777214337809e-10,-0.854352631371174,0.022,0.35,1.23629838219782e-05,0.000132665953684549,-1.20177317099244,0,0.377,1,0.000132665953684549,6.75554428561523e-10
"MAGI3",3.45894608193702e-10,-1.1514663619355,0.022,0.35,1.26600885544977e-05,0.00246092146339902,-1.13591969542894,0.038,0.325,1,0.00246092146339902,6.91789216267762e-10
"PAK2",3.48157574654698e-10,-0.712723662808793,0.054,0.412,1.27429153899366e-05,0.076808127617145,0.708998999539488,0.154,0.387,1,0.076808127617145,6.96315149188179e-10
"USP3",3.49947655162447e-10,-0.771286982011552,0.043,0.389,1.28084341266007e-05,0.000495638221347761,-1.17428617580894,0,0.33,1,0.000495638221347761,6.99895310202429e-10
"STOM",3.57485061256131e-10,-0.783165952244605,0.054,0.41,1.30843107270357e-05,0.00309166933907274,-1.11103034560922,0.115,0.415,1,0.00309166933907274,7.14970122384466e-10
"ADAM17",3.58148003676064e-10,-0.85744259690516,0.011,0.332,1.31085750825476e-05,0.00268837873741209,-0.738493662378407,0.038,0.335,1,0.00268837873741209,7.16296007223857e-10
"FIGN",3.59094533738383e-10,-1.43526809338317,0.011,0.33,1.31432190293586e-05,0.00192096055487465,-1.25094111731148,0.038,0.331,1,0.00192096055487465,7.18189067347817e-10
"SMARCC1",3.63838247258526e-10,-0.682953416858416,0.011,0.332,1.33168436879093e-05,0.000261085370567534,-1.15346283825994,0,0.353,1,0.000261085370567534,7.27676494384673e-10
"ADGRD1",3.68457304942729e-10,-1.35435016675221,0.022,0.343,1.34859058182088e-05,0.00704919361551648,-0.880172245651634,0.038,0.28,1,0.00704919361551648,7.36914609749697e-10
"PITPNB",3.69645686292647e-10,-0.794820367329552,0.011,0.332,1.35294017639972e-05,0.00382180154528747,-0.811694025834853,0.115,0.422,1,0.00382180154528747,7.39291372448653e-10
"ZNF708",3.76785186328111e-10,-0.950462163646186,0,0.31,1.37907146047952e-05,0.00319606708056927,-0.826669857779072,0,0.256,1,0.00319606708056927,7.53570372514253e-10
"RAB30-DT",3.78184154504011e-10,-0.902983386267259,0.011,0.329,1.38419182390013e-05,0.0236154867226275,-0.644443301577141,0.077,0.281,1,0.0236154867226275,7.56368308864996e-10
"FUT8",3.84672786218525e-10,-1.35829870436913,0.022,0.345,1.40794086483842e-05,0.00871537490839233,-1.05817028690239,0.038,0.271,1,0.00871537490839233,7.69345572289074e-10
"AC053513.1",3.85624522636423e-10,-0.909317367187205,0,0.31,1.41142431530157e-05,0.014834510055996,-0.519912974906899,0,0.188,1,0.014834510055996,7.71249045124139e-10
"NCK1",3.87329646386684e-10,-1.0804586519102,0.011,0.324,1.4176652387399e-05,0.00443995939850333,-0.906388393603612,0,0.242,1,0.00443995939850333,7.74659292623342e-10
"CYTH1",3.92890699628447e-10,-1.09297170403963,0.022,0.347,1.43801924971008e-05,0.00191999440657918,-1.50190561047969,0.115,0.414,1,0.00191999440657918,7.8578139910253e-10
"TENT5A",3.93632264814316e-10,-1.11053661098108,0.054,0.406,1.44073345244688e-05,0.00368145329247643,-0.55264167804553,0.038,0.324,1,0.00368145329247643,7.87264529473685e-10
"LAMA4",3.93911518500672e-10,-1.16219003679252,0.011,0.328,1.44175554886431e-05,0.00100190783703276,-0.851102641106404,0.038,0.375,1,0.00100190783703276,7.87823036846178e-10
"EDA",3.94666722700287e-10,-1.56808247618234,0,0.31,1.44451967175532e-05,0.00202879045849795,-1.2332746223976,0,0.275,1,0.00202879045849795,7.8933344524481e-10
"FAM126A",4.00545533177551e-10,-1.03315285018158,0.022,0.341,1.46603670598315e-05,0.0141128902572228,-0.574718921982883,0.077,0.317,1,0.0141128902572228,8.01091066194664e-10
"JADE1",4.13377904113695e-10,-1.14172461167658,0,0.309,1.51300446684653e-05,0.0502049009547727,-0.268264180062324,0.038,0.2,1,0.0502049009547727,8.26755808056508e-10
"LAMC1",4.15055084011845e-10,-1.51812354693222,0.087,0.437,1.51914311299175e-05,0.0134730245774586,-0.447968628413478,0.115,0.397,1,0.0134730245774586,8.30110167851419e-10
"WASL",4.18803166559415e-10,-0.769754923523631,0.033,0.37,1.53286146992412e-05,0.000582523672608808,-1.01099271438576,0,0.324,1,0.000582523672608808,8.37606332943434e-10
"EFR3A",4.20646346362005e-10,-0.873458835279679,0.033,0.366,1.53960769231957e-05,0.000534240396229846,-0.970248668095351,0.038,0.397,1,0.000534240396229846,8.41292692547065e-10
"NCKAP1",4.21747661780932e-10,-0.603237817940095,0.12,0.52,1.54363861688439e-05,0.000994273539475741,-1.01675622351077,0.115,0.466,1,0.000994273539475741,8.43495323383992e-10
"RNF144A",4.23056318579390e-10,-1.22923043969403,0,0.309,1.54842843163242e-05,0.0353214389749842,-0.630868386401499,0.038,0.211,1,0.0353214389749842,8.461126369798e-10
"ABCA6",4.23056339440973e-10,-2.40427226038216,0,0.309,1.54842850798791e-05,0.00659415613394389,-1.73095654158598,0,0.225,1,0.00659415613394389,8.46112678702967e-10
"RARS2",4.31814635319591e-10,-0.886489592746305,0.011,0.329,1.58048474673323e-05,0.00753398481512686,-0.831549272746955,0.038,0.273,1,0.00753398481512686,8.63629270452716e-10
"SCFD2",4.3220672688112e-10,-1.15847178281871,0.011,0.327,1.58191984105759e-05,0.000237196329664698,-1.36138518057501,0,0.357,1,0.000237196329664698,8.64413453575437e-10
"RESF1",4.32956363183714e-10,-1.14451408964121,0,0.309,1.58466358488871e-05,0.00163508329005832,-1.16250640972191,0,0.284,1,0.00163508329005832,8.65912726179976e-10
"PDE3B",4.3628556747081e-10,-1.64321091852276,0.011,0.327,1.59684880549991e-05,0.00328839207231741,-1.19494010569665,0.038,0.325,1,0.00328839207231741,8.72571134751275e-10
"FOCAD",4.36949004880921e-10,-1.02847517308509,0.033,0.364,1.59927705276466e-05,0.00528210982235712,-0.740423818575091,0.077,0.364,1,0.00528210982235712,8.73898009570917e-10
"EXOC1",4.42297049633195e-10,-0.776920585791371,0.022,0.35,1.61885143136246e-05,0.0101206709402527,-0.788022255128718,0.038,0.267,1,0.0101206709402527,8.84594099070762e-10
"ABLIM3",4.44162720074384e-10,-1.34806101874601,0.022,0.346,1.62567997174425e-05,0.000840751768619059,-1.83022399557113,0.077,0.421,1,0.000840751768619059,8.88325439951485e-10
"PPIG",4.5207698165704e-10,-0.789802663726586,0.022,0.347,1.65464696056293e-05,0.00212375542865556,-0.670089315758726,0.038,0.346,1,0.00212375542865556,9.04153963109707e-10
"AP001011.1",4.53441370307984e-10,-0.94715108179547,0,0.308,1.65964075946425e-05,0.0043185131696349,-0.833867276984246,0,0.243,1,0.0043185131696349,9.06882740410356e-10
"UQCC2",4.64903679949513e-10,2.14486408258477,0.359,0.166,1.70159395898321e-05,0.926375803095532,1.2319539382965,0.154,0.169,1,0.926375803095532,9.29807359682889e-10
"ECPAS",4.70052795386269e-10,-0.663402136513026,0.076,0.438,1.72044023639328e-05,0.000531005202873964,-0.735905891174345,0.077,0.457,1,0.000531005202873964,9.40105590551588e-10
"SLC30A7",4.74873900407289e-10,-0.94823805018786,0,0.308,1.73808596288072e-05,0.00909198076613781,-0.269591234534279,0.038,0.284,1,0.00909198076613781,9.49747800589071e-10
"KIAA0232",4.75937643546479e-10,-0.730708384066576,0.043,0.389,1.74197936914447e-05,0.000171621970450837,-1.02715310660701,0.038,0.44,1,0.000171621970450837,9.51875286866441e-10
"SMIM14",4.85958787999255e-10,-0.958887688953602,0,0.307,1.77865775995607e-05,0.013295096453345,-0.592817709648048,0,0.193,1,0.013295096453345,9.71917575762351e-10
"PAPOLA",4.89426016418668e-10,-0.570083017299629,0.109,0.495,1.79134816269397e-05,0.000343548906631655,-0.916255903313586,0.077,0.463,1,0.000343548906631655,9.78852032597797e-10
"TNKS2",4.98527873907133e-10,-0.814152294992853,0.011,0.328,1.8246618712875e-05,0.00614937806637921,-0.793776887575815,0.077,0.341,1,0.00614937806637921,9.97055747565733e-10
"SLC12A6",5.02399349278639e-10,-0.986482380594921,0.011,0.324,1.83883185829475e-05,0.00488608277997067,-0.762799244793479,0,0.238,1,0.00488608277997067,1.00479869830487e-09
"FOXK2",5.08893462155574e-10,-0.861416835648062,0,0.307,1.86260096083562e-05,0.00309246668322525,-0.542837408629934,0.038,0.331,1,0.00309246668322525,1.01778692405217e-09
"CMC1",5.09426724419299e-10,-0.621225954550978,0.043,0.388,1.86455275404708e-05,0.0054619283983207,-0.821646081891008,0.038,0.294,1,0.0054619283983207,1.01885344857908e-09
"AC008014.1",5.20754680106439e-10,-1.43942649167316,0,0.307,1.90601420465758e-05,0.00176569133886637,-1.19704285568136,0,0.281,1,0.00176569133886637,1.04150935994169e-09
"BOD1L1",5.29313512315904e-10,-0.630421866943502,0.022,0.349,1.93734038642744e-05,0.0120074626635436,-0.490551828380415,0.077,0.32,1,0.0120074626635436,1.05862702435164e-09
"DANT2",5.32886270842404e-10,-1.51121250975108,0,0.306,1.95041703991028e-05,0.00251888909783047,-0.886416327602366,0.038,0.34,1,0.00251888909783047,1.06577254140084e-09
"PCNP",5.37442010074015e-10,-0.748265556188891,0.043,0.384,1.9670915010719e-05,0.000768130767486239,-0.951950216557121,0,0.313,1,0.000768130767486239,1.07488401985918e-09
"MAP4K3-DT",5.38084955064564e-10,-1.01708671218925,0.011,0.327,1.96944474403181e-05,0.0238358954452741,0.579030737005571,0.077,0.309,1,0.0238358954452741,1.07616990983959e-09
"GASK1B",5.39365674513271e-10,-0.967803162424702,0.033,0.363,1.97413230528602e-05,0.881250251820408,0.654181417365013,0.192,0.238,1,0.881250251820408,1.07873134873562e-09
"NFKB1",5.45294249056478e-10,-0.943507140025326,0,0.306,1.99583148097162e-05,0.000236136723924587,-1.32720012510301,0,0.357,1,0.000236136723924587,1.09058849781561e-09
"NUP153",5.45294257965663e-10,-0.860943812658876,0,0.306,1.99583151358012e-05,0.00594277011135628,-0.542600912069242,0.038,0.302,1,0.00594277011135628,1.09058851563398e-09
"CGGBP1",5.4700178989853e-10,-0.864544775139659,0.043,0.38,2.00208125120761e-05,0.000557189917914557,-1.06795945690982,0,0.326,1,0.000557189917914557,1.09400357949785e-09
"IRF2",5.54070483951309e-10,-0.871441390383897,0.022,0.343,2.02795337831019e-05,0.00212157536476781,-0.877811240885169,0,0.273,1,0.00212157536476781,1.10814096759562e-09
"GSE1",5.57984819845523e-10,-1.04488141441804,0,0.306,2.0422802391166e-05,0.015316321207677,-0.457402739628517,0.077,0.325,1,0.015316321207677,1.1159696393797e-09
"KLF3",5.58590583621264e-10,-0.925499131722086,0.033,0.366,2.04449739511219e-05,0.0534153522394189,-0.354075289689092,0.077,0.247,1,0.0534153522394189,1.1171811669305e-09
"DGKH",5.67958949695446e-10,-1.23010251293209,0.022,0.341,2.0787865517803e-05,0.00118307451372827,-1.27650340368122,0.077,0.409,1,0.00118307451372827,1.13591789906831e-09
"PHPT1",5.70968977216011e-10,2.18241882078893,0.413,0.218,2.08980355350832e-05,7.3228153275592e-06,2.37642377857682,0.462,0.186,0.268022363803994,7.3228153275592e-06,1.14193795410601e-09
"WDR20",5.7491835550953e-10,-0.814422488084709,0.022,0.346,2.10425867300043e-05,0.0172505778464616,-0.487132560190673,0.077,0.303,1,0.0172505778464616,1.14983671068853e-09
"PPP3CB",5.91435115859288e-10,-0.62365470588951,0.076,0.446,2.16471166755658e-05,0.000778399686767083,-0.867736346168277,0.038,0.384,1,0.000778399686767083,1.18287023136878e-09
"ITSN1",5.96013234225715e-10,-1.11154127675194,0.022,0.342,2.18146803858954e-05,0.00123061937323729,-1.23045577474192,0.038,0.364,1,0.00123061937323729,1.1920264680962e-09
"ADGRF5",5.97589895200325e-10,-1.90570548840543,0.022,0.341,2.18723877542271e-05,0.0255844952355103,-1.66956078427399,0.077,0.262,1,0.0255844952355103,1.19517979004354e-09
"INO80D",6.1168887075803e-10,-0.79025184066718,0.022,0.346,2.23884243586147e-05,0.00458892167117569,-0.769895453248259,0.038,0.306,1,0.00458892167117569,1.2233777411419e-09
"VPS50",6.11700597405524e-10,-0.987270436868545,0,0.305,2.23888535656396e-05,0.0181400802200834,-0.670103838790748,0.038,0.242,1,0.0181400802200834,1.22340119443687e-09
"ZNF655",6.11700607372335e-10,-0.821806516901267,0,0.305,2.23888539304348e-05,0.0064375612108557,-0.676757560796244,0.038,0.29,1,0.0064375612108557,1.22340121437049e-09
"CMIP",6.2304991454335e-10,-1.36610934141816,0.011,0.324,2.28042499222011e-05,0.00489263472216059,-1.55572900892477,0.077,0.337,1,0.00489263472216059,1.24609982869851e-09
"CARD8",6.25901097513389e-10,-1.09744674537827,0,0.304,2.29086060700876e-05,0.010051225291604,-1.06978975844801,0.038,0.261,1,0.010051225291604,1.25180219463502e-09
"DIAPH1",6.25901130129714e-10,-0.977379567750363,0,0.304,2.29086072638777e-05,0.00574778192812808,-0.854804722792131,0.038,0.292,1,0.00574778192812808,1.25180225986767e-09
"TBC1D15",6.37562005344691e-10,-0.757993158551996,0.033,0.364,2.3335406957621e-05,0.0214315520892802,-0.455606239268292,0.077,0.293,1,0.0214315520892802,1.27512401028289e-09
"AFF3",6.40424035486472e-10,-1.56178122668697,0,0.304,2.34401601228404e-05,0.00072014214143295,-1.5249547225802,0,0.316,1,0.00072014214143295,1.2808480705628e-09
"IQSEC1",6.41476521416088e-10,-1.00935448527655,0.022,0.338,2.34786821603502e-05,0.000643178949183818,-1.38102194061442,0,0.32,1,0.000643178949183818,1.28295304242068e-09
"PDSS2",6.47174031664522e-10,-0.74760690173631,0.033,0.364,2.36872167329532e-05,0.00046381094889725,-1.15324842981676,0,0.332,1,0.00046381094889725,1.29434806291021e-09
"FABP4",6.52220691643477e-10,-2.17345843292331,0.033,0.349,2.38719295348429e-05,0.0498423131674954,-1.60397153703921,0.154,0.323,1,0.0498423131674954,1.30444138286156e-09
"MICAL3",6.52460147893864e-10,-1.17375522380598,0.011,0.324,2.38806938730633e-05,0.000327075884856815,-1.44294944108847,0,0.345,1,0.000327075884856815,1.30492029536202e-09
"HADHB",6.64980784203104e-10,1.79099865766293,0.522,0.367,2.43389616826178e-05,0.0231784343701852,1.54750494743029,0.462,0.374,1,0.0231784343701852,1.32996156796401e-09
"RSU1",6.84417023378717e-10,-0.924446795859892,0.011,0.324,2.50503474726844e-05,0.00429358821274474,-0.973813178646178,0.038,0.301,1,0.00429358821274474,1.368834046289e-09
"SNX14",6.84432023389279e-10,-0.786676742391109,0.043,0.381,2.5050896488071e-05,0.000144522707188213,-1.27639974801565,0,0.374,1,0.000144522707188213,1.36886404631011e-09
"ZBTB44",6.85999432393498e-10,-0.885960207414298,0,0.303,2.51082652250344e-05,0.0021547656958657,-0.840687500872284,0,0.273,1,0.0021547656958657,1.3719988643164e-09
"ASXL2",6.89049882101687e-10,-0.869041140255726,0.011,0.324,2.52199147348038e-05,0.000503102455335175,-1.09501243662043,0,0.329,1,0.000503102455335175,1.37809976372858e-09
"S100A11",6.94707133664037e-10,-1.10843504562571,0.054,0.388,2.54269757992374e-05,0.0130871413461027,-1.23070624059162,0.038,0.242,1,0.0130871413461027,1.38941426684545e-09
"BNIP3L",7.05306204827861e-10,-0.912838390894451,0.043,0.381,2.58149124029045e-05,0.00287421792647181,-1.01256726834911,0,0.261,1,0.00287421792647181,1.41061240915827e-09
"RPL32",7.18628445689359e-10,1.79104390135473,0.641,0.603,2.63025197406762e-05,0.175195455988838,1.22489281411808,0.423,0.42,1,0.175195455988838,1.43725689086229e-09
"SLC38A2",7.18875037596799e-10,-0.728742237167636,0.087,0.454,2.63115452510804e-05,0.0193023414637765,0.299477898752803,0.192,0.472,1,0.0193023414637765,1.43775007467682e-09
"RO60",7.49970606985277e-10,-0.78144098960715,0.022,0.341,2.74496741862681e-05,0.0314923793559562,-0.504602146154374,0.077,0.279,1,0.0314923793559562,1.4999412134081e-09
"AC245297.3",7.51732323857448e-10,-0.792961912926858,0,0.302,2.75141547855064e-05,0.00969434814494454,-0.609302419709887,0,0.208,1,0.00969434814494454,1.50346464714979e-09
"FBXO34",7.71427230918805e-10,-0.881847893240159,0.033,0.363,2.82350080788592e-05,0.000190191148975746,-1.28102354681698,0,0.364,1,0.000190191148975746,1.54285446124251e-09
"TUBB4B",7.82470791061885e-10,2.07596183357784,0.402,0.213,2.86392134236561e-05,0.0817328945749398,1.36891308922215,0.269,0.175,1,0.0817328945749398,1.56494158151151e-09
"TBC1D8",7.84624933482184e-10,-0.927103142241322,0.022,0.341,2.87180571903814e-05,0.000688030765733005,-1.24917371105964,0.038,0.358,1,0.000688030765733005,1.56924986634873e-09
"CDK6",8.02747656333917e-10,-1.04971971726062,0.033,0.358,2.93813669694777e-05,0.000127166851980806,-1.63193974850031,0.038,0.43,1,0.000127166851980806,1.60549531202343e-09
"ATP5PB",8.09379111424058e-10,2.14903141633772,0.457,0.279,2.9624084857232e-05,0.102683182334795,1.54694958938052,0.308,0.236,1,0.102683182334795,1.61875822219302e-09
"DNM3",8.23615019353715e-10,-1.51086000813551,0,0.301,3.01451333233653e-05,0.0629505076225339,-0.876338737896009,0.077,0.227,1,0.0629505076225339,1.64723003802909e-09
"KDM4B",8.34417889057897e-10,-0.768177116248422,0.011,0.322,3.05405291574081e-05,0.000554831715263801,-0.984817131624121,0,0.326,1,0.000554831715263801,1.66883577741953e-09
"PPP4R3A",8.37759548453851e-10,-0.77068213470633,0.033,0.36,3.06628372329594e-05,0.000239864882064411,-1.18234569408502,0,0.356,1,0.000239864882064411,1.67551909620586e-09
"ZNF800",8.54540821387627e-10,-0.809458843326332,0.011,0.322,3.12770486036085e-05,0.00218873109082606,-0.999344938885425,0.038,0.322,1,0.00218873109082606,1.70908164204501e-09
"FLT1",8.58259305648723e-10,-2.05434180681967,0.043,0.364,3.14131488460489e-05,0.0277391294359444,-1.85775453593957,0.115,0.315,1,0.0277391294359444,1.71651861056083e-09
"CBFB",8.62036071026026e-10,-0.95391778585822,0,0.301,3.15513822356236e-05,0.0055751155770188,-0.830219180026529,0.038,0.299,1,0.0055751155770188,1.72407214130895e-09
"SMC6",8.6203609331546e-10,-0.906673721271538,0,0.301,3.15513830514391e-05,0.0236608797462336,-0.350200431295256,0.077,0.304,1,0.0236608797462336,1.72407218588781e-09
"ZFPM2-AS1",8.70195109911565e-10,-1.11595710838456,0.022,0.339,3.18500112178732e-05,0.00088224156000432,-1.10340603545886,0,0.308,1,0.00088224156000432,1.74039021906589e-09
"PTPRE",8.7289568433469e-10,-0.768448665816457,0.011,0.322,3.1948854942334e-05,0.0267251371840347,-0.500292590228199,0.115,0.35,1,0.0267251371840347,1.74579136790743e-09
"ARHGAP32",8.79183646413439e-10,-1.09944573985813,0.011,0.317,3.21790006423783e-05,0.0038486557269563,-0.847971459490146,0,0.248,1,0.0038486557269563,1.75836729205391e-09
"CCDC7",8.81898711435653e-10,-1.00956720028427,0,0.3,3.22783747372563e-05,0.00191345068272662,-0.953872175432879,0,0.277,1,0.00191345068272662,1.76379742209356e-09
"MAP4K5",8.94049020172786e-10,-0.960206228050609,0.011,0.32,3.27230881873441e-05,0.0021726453774532,-1.10793032693281,0.038,0.328,1,0.0021726453774532,1.78809803954625e-09
"ANKRD13C",9.01467655193499e-10,-0.738531819080435,0.022,0.342,3.29946176477373e-05,0.00829336517633608,-0.511259017218569,0.038,0.287,1,0.00829336517633608,1.80293530957435e-09
"MAPK1",9.03574015021436e-10,-0.430092335270386,0.065,0.421,3.30717125237996e-05,0.000812868314213534,-1.0467642198897,0.038,0.372,1,0.000812868314213534,1.80714802922643e-09
"MCPH1",9.18498377061723e-10,-0.771882337387871,0.033,0.362,3.36179590988361e-05,0.000254201140667161,-1.29048313639511,0,0.354,1,0.000254201140667161,1.83699675327981e-09
"ATXN7",9.4421134918955e-10,-0.831126143138896,0,0.3,3.45590795916867e-05,0.0171119827288798,-0.754322056289873,0.077,0.293,1,0.0171119827288798,1.88842269748756e-09
"MPPED2",9.55494835867253e-10,-1.57169816522298,0.011,0.317,3.49720664875773e-05,0.00727725411277681,-1.11313218501212,0.038,0.273,1,0.00727725411277681,1.91098967082154e-09
"GMDS",9.56336355615547e-10,-1.35992802875703,0.011,0.317,3.50028669518846e-05,0.000878617387930084,-1.425634975533,0,0.308,1,0.000878617387930084,1.91267271031651e-09
"SEPTIN11",9.65924035583382e-10,-1.26972910210724,0,0.299,3.53537856263874e-05,0.0156177822235232,-1.21035631150852,0.038,0.236,1,0.0156177822235232,1.93184807023375e-09
"MINDY3",9.65924054264019e-10,-0.935330419589864,0,0.299,3.53537863101174e-05,0.020088472948976,-0.657548888578813,0.038,0.237,1,0.020088472948976,1.93184810759502e-09
"MYO5A",9.65924085398424e-10,-1.54393376399827,0,0.299,3.53537874496677e-05,0.000523896206440917,-1.60221537968476,0,0.328,1,0.000523896206440917,1.93184816986384e-09
"ANTXR2",9.82205135815386e-10,-0.973796456617827,0.043,0.373,3.5949690175979e-05,0.00340156722538732,-0.696008090712554,0.038,0.326,1,0.00340156722538732,1.96441027066604e-09
"MBTD1",9.84095573832847e-10,-0.825681358903419,0.011,0.32,3.6018882097856e-05,0.0016775825456133,-0.903932081460258,0,0.283,1,0.0016775825456133,1.96819114669725e-09
"PDLIM1",9.87209077172372e-10,2.05928855039053,0.467,0.293,3.6132839433586e-05,0.854842678699585,0.711185823698665,0.269,0.352,1,0.854842678699585,1.97441815337016e-09
"PAXBP1",9.88124921896541e-10,-0.807107185179968,0,0.299,3.61663602663353e-05,0.000543180103795359,-1.03722567627075,0,0.326,1,0.000543180103795359,1.97624984281669e-09
"TSC22D3",9.99271323153025e-10,-1.13328743004794,0.043,0.371,3.65743296987239e-05,0.0107659437266671,-1.06406337592235,0,0.203,1,0.0107659437266671,1.9985426453075e-09
"C5orf56",1.01046664122331e-09,-0.897756412640243,0.011,0.32,3.69840895354143e-05,0.000741456417063142,-0.995610914376233,0,0.315,1,0.000741456417063142,2.02093328142557e-09
"NUP214",1.0179923370608e-09,-0.888924636289078,0.011,0.316,3.72595375287623e-05,0.0069974172667668,-0.801305731523715,0.038,0.283,1,0.0069974172667668,2.03598467308528e-09
"SECISBP2L",1.02987146090103e-09,-0.816063956548376,0.011,0.32,3.76943253404387e-05,0.0140181173559249,-0.775896733437172,0.077,0.303,1,0.0140181173559249,2.05974292074143e-09
"FAM168A",1.0340344793945e-09,-0.948960000016307,0,0.299,3.78466959803182e-05,0.000632454125050473,-1.07054742568553,0,0.321,1,0.000632454125050473,2.06806895771978e-09
"RNF217",1.03403452597986e-09,-1.00339435994447,0,0.299,3.7846697685389e-05,0.00950590304643846,-0.802748091813215,0.038,0.27,1,0.00950590304643846,2.0680690508905e-09
"AHR",1.03817001320856e-09,-1.0900083574543,0.011,0.315,3.79980606534466e-05,0.302340257137429,0.377462649871526,0.154,0.282,1,0.302340257137429,2.07634002533932e-09
"CTDSPL",1.04014151029817e-09,-1.05096775069697,0.022,0.339,3.80702194184231e-05,0.00453844353611997,-1.01241712856967,0.038,0.301,1,0.00453844353611997,2.08028301951443e-09
"ADAMTSL3",1.05229096684646e-09,-1.63833451091727,0.011,0.312,3.85149016775472e-05,0.00758245721150084,-1.46159093129015,0,0.219,1,0.00758245721150084,2.1045819325856e-09
"NEK1",1.06092340616349e-09,-0.833307148183572,0.022,0.336,3.88308575889897e-05,0.00109574714575908,-1.08032019865555,0.038,0.355,1,0.00109574714575908,2.12184681120141e-09
