"","Normal_p_val","Normal_avg_log2FC","Normal_pct.1","Normal_pct.2","Normal_p_val_adj","Chemo_p_val","Chemo_avg_log2FC","Chemo_pct.1","Chemo_pct.2","Chemo_p_val_adj","max_pval","minimump_p_val"
"MYL12A",3.59016789915946e-59,3.28589714492474,0.989,0.65,1.31403735277135e-54,1.12274100368793e-10,2.81580654735694,0.808,0.478,4.10934434759818e-06,1.12274100368793e-10,7.180335798319e-59
"COX7A1",2.21983480509069e-58,3.52226734450511,0.935,0.436,8.12481737011244e-54,8.55831495302562e-12,2.80045146031954,0.769,0.356,3.13242885595691e-07,8.55831495302562e-12,4.43966961018138e-58
"CHCHD10",1.03475324122858e-57,3.7427833021613,0.902,0.371,3.78730033822073e-53,7.17658345040802e-11,3.13935151087768,0.731,0.353,2.62670130868384e-06,7.17658345040802e-11,2.06950648245714e-57
"HSPB7",1.29971818175208e-57,3.15997542838969,0.815,0.25,4.75709851703079e-53,2.81544383677239e-08,2.73094499878206,0.615,0.273,0.00103048059869706,2.81544383677239e-08,2.59943636350418e-57
"PLN",3.40616364425617e-55,3.09040335195997,0.88,0.325,1.2466899554342e-50,4.16756395822642e-07,3.13450684335528,0.615,0.334,0.0152537008435045,4.16756395822642e-07,6.81232728851232e-55
"CASQ2",2.77636189855035e-54,3.94801549499192,0.75,0.21,1.01617621848841e-49,2.85433725145679e-12,4.27651599394478,0.731,0.269,1.0447159774057e-07,2.85433725145679e-12,5.5527237971007e-54
"NEAT1",6.08720041115333e-53,-4.61176067664078,0.043,0.949,2.22797622248623e-48,2.27550788782614e-12,-2.23975882128004,0.154,0.924,8.32858642023247e-08,2.27550788782614e-12,1.21744008223067e-52
"MYH7",2.1970149743608e-52,3.8176664772796,0.902,0.41,8.04129450765795e-48,2.18641209691774e-17,4.96532151267601,0.923,0.422,8.00248691592862e-13,2.18641209691774e-17,4.39402994872158e-52
"PLCG2",1.50781300677218e-51,-3.29331173320362,0.326,0.988,5.51874638608687e-47,1.81290049583801e-11,-2.52569062510939,0.346,0.933,6.6353971048167e-07,1.81290049583801e-11,3.01562601354438e-51
"NPPA",1.05813638993527e-50,5.06128630340995,0.359,0.039,3.87288500080209e-46,3.3338205683247e-08,5.56071356571906,0.192,0.025,0.00122021166621252,3.3338205683247e-08,2.11627277987056e-50
"COX7C",4.3653653946881e-50,3.35372656072239,0.924,0.551,1.59776738810979e-45,9.81271855134102e-13,2.95747751371395,0.808,0.394,3.59155311697633e-08,9.81271855134102e-13,8.73073078937619e-50
"EEF1A2",1.96126547223437e-48,3.31345052566623,0.674,0.179,7.17842775492501e-44,5.25267960806426e-06,2.60784694355938,0.462,0.189,0.19225332633476,5.25267960806426e-06,3.92253094446872e-48
"COX7B",1.33465301460508e-47,3.23337314298154,0.87,0.432,4.88496349875605e-43,1.14369815774058e-08,2.84098557623688,0.654,0.305,0.000418604962714628,1.14369815774058e-08,2.66930602921017e-47
"GAPDH",1.61876487075461e-47,3.32801830331707,0.902,0.53,5.92484130344896e-43,3.50418241354268e-16,3.12543812357131,0.923,0.483,1.28256580518076e-11,3.50418241354268e-16,3.23752974150923e-47
"ATP5PF",2.51066925915628e-47,3.09350578744538,0.88,0.46,9.1893005554379e-43,4.99827056795207e-09,2.67606629606631,0.692,0.356,0.000182941701057614,4.99827056795207e-09,5.02133851831259e-47
"MYL9",3.58217142814182e-46,2.97605181477153,0.826,0.341,1.31111056441419e-41,1.68804118894449e-10,2.70175343508702,0.731,0.33,6.17839955565574e-06,1.68804118894449e-10,7.16434285628366e-46
"HHATL",1.70751627930504e-45,3.52074418959083,0.663,0.184,6.24968033388437e-41,3.10174682528431e-18,4.25833335847326,0.769,0.216,1.13527035552231e-13,3.10174682528431e-18,3.41503255861008e-45
"ZBTB20",4.574118146334e-45,-3.47806648558865,0.076,0.9,1.67417298273971e-40,7.50127620553638e-11,-2.45414547263982,0.231,0.856,2.74554210398837e-06,7.50127620553638e-11,9.14823629266799e-45
"BSG",6.21293289217909e-44,4.46751252750037,0.826,0.389,2.27399556786647e-39,5.51353007671661e-12,4.85132012292212,0.769,0.357,2.01800714337905e-07,5.51353007671661e-12,1.24258657843582e-43
"RPLP1",1.39003245611351e-43,2.57375337551619,0.957,0.796,5.08765779262104e-39,2.14674818699077e-13,2.27621873873535,0.962,0.641,7.85731303920492e-09,2.14674818699077e-13,2.78006491222703e-43
"HSPB6",1.68223116269497e-43,3.06074863565056,0.674,0.201,6.15713427857987e-39,0.00286385155496838,2.01633485917472,0.269,0.112,1,0.00286385155496838,3.36446232538996e-43
"MDH1",2.06340606342214e-42,3.64277089136687,0.793,0.352,7.55227253273136e-38,5.07443244462561e-12,3.20450801343579,0.769,0.34,1.85729301905742e-07,5.07443244462561e-12,4.1268121268443e-42
"COX6C",4.42290405759763e-42,3.1765900936859,0.859,0.499,1.61882711412131e-37,0.000182508545269929,2.71224075147013,0.538,0.345,1,0.000182508545269929,8.84580811519522e-42
"UQCRH",1.00608819810684e-41,2.88441987630555,0.815,0.393,3.68238341389086e-37,3.08701058027246e-07,2.31027644363921,0.654,0.364,0.0112987674248552,3.08701058027246e-07,2.01217639621369e-41
"COX5A",2.95323566588606e-41,3.08134627034229,0.783,0.341,1.08091378607096e-36,1.1660734519352e-08,2.72557077276002,0.654,0.314,0.000426794544142802,1.1660734519352e-08,5.90647133177213e-41
"FTX",1.23237323952004e-40,-3.5013606118179,0.043,0.839,4.51060929396728e-36,1.05931207096235e-09,-2.4843152762048,0.154,0.789,3.87718811092931e-05,1.05931207096235e-09,2.46474647904008e-40
"ZBTB16",1.36463605756715e-40,-3.10704977606274,0.043,0.85,4.99470443430153e-36,1.2626895779808e-06,-1.8689499016905,0.154,0.702,0.0462157012436752,1.2626895779808e-06,2.72927211513429e-40
"HSPB1",1.58980511369215e-40,2.72197529977589,0.859,0.495,5.81884569662463e-36,2.63745918044675e-11,2.77905881748178,0.808,0.45,9.65336434635314e-07,2.63745918044675e-11,3.17961022738432e-40
"PGAM2",2.18225378229344e-40,2.92846284263966,0.598,0.16,7.98726706857221e-36,8.80574001880285e-18,3.27500279546744,0.692,0.167,3.22298890428203e-13,8.80574001880285e-18,4.36450756458689e-40
"LAMB2",6.47616520980457e-40,3.75905768381893,0.609,0.169,2.37034122844057e-35,3.22570370075225e-10,4.79346869417164,0.538,0.165,1.18063981151233e-05,3.22570370075225e-10,1.29523304196091e-39
"LDHB",1.27981949732044e-39,3.32528765887101,0.783,0.366,4.68426734214255e-35,1.17013789401917e-07,3.10028514327158,0.654,0.35,0.00428282170589957,1.17013789401917e-07,2.55963899464087e-39
"TCAP",3.3651018686031e-39,3.58808585680739,0.761,0.319,1.23166093492742e-34,2.01747453452668e-13,3.25095112679962,0.769,0.306,7.38415854382109e-09,2.01747453452668e-13,6.73020373720623e-39
"MYOZ2",1.55655188142271e-38,2.27058279236639,0.793,0.296,5.69713554119525e-34,0.00126484658177567,1.20996743120226,0.538,0.31,1,0.00126484658177567,3.11310376284542e-38
"RBMS3",1.97951695711296e-38,-3.9545855926016,0.033,0.809,7.24523001472916e-34,4.86527237482606e-09,-2.54003433133861,0.077,0.741,0.000178073834191009,4.86527237482606e-09,3.95903391422596e-38
"ATP5MC3",6.30827996414562e-38,3.33979837560724,0.783,0.384,2.30889354967694e-33,2.80889984538426e-11,3.10704555825657,0.731,0.332,1.02808543240909e-06,2.80889984538426e-11,1.26165599282913e-37
"CKMT2",2.89251684818108e-37,2.67354546234301,0.707,0.257,1.05869009160276e-32,1.0616646497496e-07,2.16924781425356,0.615,0.291,0.00388579878454851,1.0616646497496e-07,5.78503369636218e-37
"UQCRB",5.59701202481425e-37,3.03774538111196,0.815,0.456,2.04856237120226e-32,1.89300967206573e-12,3.12937102824368,0.808,0.391,6.92860470072777e-08,1.89300967206573e-12,1.11940240496285e-36
"PRDX2",9.56196881134037e-37,2.72136208604076,0.63,0.2,3.49977620463869e-32,0.000494125376199721,2.26973469909776,0.385,0.184,1,0.000494125376199721,1.91239376226809e-36
"COX4I1",1.11920105447417e-36,3.09872979206836,0.815,0.469,4.09638777948091e-32,8.57334660712967e-11,3.28238759388764,0.769,0.408,3.13793059167553e-06,8.57334660712967e-11,2.23840210894836e-36
"ASAH1",3.29337873348729e-36,3.39771381229023,0.772,0.381,1.20540955024368e-31,1.81796115616866e-10,4.06649140542629,0.731,0.363,6.65391962769291e-06,1.81796115616866e-10,6.58675746697454e-36
"ATP5MPL",6.25215944305047e-36,2.9597481230807,0.739,0.331,2.2883528777509e-31,0.00499288737950772,2.15936943975705,0.423,0.276,1,0.00499288737950772,1.25043188861009e-35
"JMJD1C",7.01621806929499e-36,-2.83637393327075,0.022,0.778,2.56800597554266e-31,1.18985665640093e-11,-3.22880344994693,0.038,0.79,4.35499434809306e-07,1.18985665640093e-11,1.40324361385899e-35
"SLC25A3",1.15749530072268e-35,3.00619705391948,0.804,0.461,4.23654855017508e-31,7.69763625514161e-10,2.80028550135875,0.731,0.378,2.81741184574438e-05,7.69763625514161e-10,2.31499060144535e-35
"UTRN",1.20079018365158e-35,-3.04481227245689,0.022,0.774,4.39501215118315e-31,5.95976236533194e-08,-2.31053257322977,0.115,0.726,0.00218133262333514,5.95976236533194e-08,2.40158036730317e-35
"PTPRG",2.93528142590286e-35,-3.71158222855643,0.054,0.795,1.07434235469471e-30,4.42380503001644e-06,-1.90196067857914,0.192,0.709,0.161915687903632,4.42380503001644e-06,5.87056285180573e-35
"GPNMB",4.74603230066837e-35,3.70654585075083,0.652,0.232,1.73709528236763e-30,4.90599106763529e-15,3.88309570798978,0.654,0.173,1.79564179066519e-10,4.90599106763529e-15,9.4920646013367e-35
"ANKRD2",9.56158492105247e-35,3.12442178638852,0.543,0.147,3.49963569695441e-30,0.376028835268441,1.357537884951,0.192,0.156,1,0.376028835268441,1.91231698421048e-34
"NFIA",1.14613226957678e-34,-2.93749507733256,0.043,0.781,4.19495871987796e-30,5.24613282503894e-08,-2.44684998572981,0.115,0.66,0.0019201370752925,5.24613282503894e-08,2.29226453915355e-34
"RAMP1",1.71501716721112e-34,3.14929673929818,0.587,0.178,6.27713433370942e-30,0.0238534459234769,1.84097491137364,0.346,0.223,1,0.0238534459234769,3.43003433442227e-34
"ENO3",1.82612766138208e-34,3.28631720357108,0.565,0.163,6.68380985342456e-30,0.00303973879674017,2.03791301658481,0.269,0.113,1,0.00303973879674017,3.65225532276419e-34
"CLU",2.53616589867321e-34,2.71089210233458,0.413,0.078,9.28262080573382e-30,4.57818622982711e-15,3.79735883522827,0.5,0.093,1.67566194197902e-10,4.57818622982711e-15,5.07233179734646e-34
"COX8A",3.14748277788066e-34,2.8396466944458,0.772,0.406,1.1520101715321e-29,5.73114835763662e-05,2.56971611443793,0.5,0.264,1,5.73114835763662e-05,6.29496555576134e-34
"LGALS3BP",7.32581039993164e-34,3.79518596522801,0.565,0.167,2.68131986447898e-29,8.40687866574471e-24,4.76334907192522,0.808,0.179,3.07700166044922e-19,8.40687866574471e-24,1.46516207998633e-33
"TCF4",1.86262739027023e-33,-3.23310707434313,0.033,0.76,6.81740251112808e-29,3.56081434384064e-06,-2.3666894159223,0.115,0.626,0.130329365798911,3.56081434384064e-06,3.72525478054046e-33
"UQCR10",4.03184987821017e-33,3.06696748085719,0.717,0.326,1.47569737392371e-28,5.210629632396e-07,2.3865697214439,0.538,0.23,0.0190714255175326,5.210629632396e-07,8.0636997564204e-33
"N4BP2L2",4.66898374129724e-33,-2.31891454981707,0.054,0.783,1.7088947391522e-28,0.000313458508522211,-0.927359569922918,0.231,0.703,1,0.000313458508522211,9.33796748259445e-33
"LDB3",5.1230557129752e-33,2.13384774356407,0.75,0.295,1.87508962150605e-28,1.79551950763818e-06,1.20087012111047,0.731,0.31,0.0657178094990651,1.79551950763818e-06,1.02461114259504e-32
"CHD9",2.27924966816829e-32,-2.43589935871463,0.011,0.731,8.34228171046277e-28,6.50576226681372e-07,-1.9787380516593,0.115,0.651,0.0238117404727649,6.50576226681372e-07,4.55849933633657e-32
"SMPX",2.70372462653219e-32,2.92253499782425,0.609,0.211,9.89590250557048e-28,5.97619059168421e-08,2.64453674808053,0.577,0.244,0.00218734551846234,5.97619059168421e-08,5.40744925306441e-32
"ATP5F1D",3.99938531182942e-32,2.93936472533298,0.717,0.342,1.46381501798269e-27,0.000122692444767242,2.15394875557586,0.5,0.285,1,0.000122692444767242,7.9987706236589e-32
"DPYD",5.44468071573437e-32,-2.88066497627009,0.022,0.733,1.99280758876594e-27,1.61640163319218e-06,-1.90421483736994,0.115,0.66,0.059161916176467,1.61640163319218e-06,1.08893614314688e-31
"LPP",1.20388894665898e-31,-2.6614940087707,0.076,0.776,4.40635393366655e-27,2.5499217844405e-09,-2.71454324443572,0.115,0.736,9.33296872323069e-05,2.5499217844405e-09,2.40777789331797e-31
"UQCR11",1.2286989592069e-31,2.73679482803714,0.761,0.416,4.49716106059316e-27,2.13431261173886e-05,2.28224486346373,0.538,0.296,0.781179759022541,2.13431261173886e-05,2.45739791841379e-31
"MED13L",1.90271874281016e-31,-2.35668441330207,0.043,0.766,6.96414087055945e-27,3.63435423139508e-09,-2.44237929706972,0.077,0.719,0.000133020999223291,3.63435423139508e-09,3.80543748562034e-31
"SBF2",2.18048089753607e-31,-2.59552485481539,0.022,0.721,7.98077813307176e-27,2.17456485675195e-08,-2.38456894109192,0.038,0.657,0.000795912483219781,2.17456485675195e-08,4.36096179507213e-31
"COX5B",2.21302220273026e-31,2.85598039435224,0.783,0.487,8.09988256421301e-27,3.34072407786282e-05,2.36323578042263,0.577,0.369,1,3.34072407786282e-05,4.4260444054605e-31
"AUTS2",5.25054742193923e-31,-3.22182854753551,0.011,0.703,1.92175286190398e-26,1.77254430203582e-09,-3.01441300150862,0.038,0.695,6.48768939988132e-05,1.77254430203582e-09,1.05010948438785e-30
"CYCS",5.38460529977168e-31,2.97732878582996,0.652,0.264,1.97081938576943e-26,4.51272102699528e-15,2.96283946133549,0.731,0.23,1.65170102309054e-10,4.51272102699528e-15,1.07692105995433e-30
"LHFPL6",5.84062806164867e-31,-3.24152439545323,0.011,0.704,2.13772827684403e-26,1.08919879533078e-06,-2.47167811068813,0.115,0.646,0.0398657651079018,1.08919879533078e-06,1.16812561232973e-30
"BAZ2B",6.00110704065571e-31,-2.5155681512349,0.011,0.706,2.1964651879504e-26,1.90762085753125e-06,-1.79651327754501,0.115,0.63,0.0698208310065013,1.90762085753125e-06,1.20022140813115e-30
"ATP5MG",6.21504404167032e-31,2.74021554001968,0.761,0.435,2.27476826969175e-26,0.000152893148924699,2.14666987740859,0.538,0.351,1,0.000152893148924699,1.24300880833407e-30
"ZNF638",6.78306555531805e-31,-2.50363372143583,0.011,0.703,2.48266982390196e-26,2.03330059683647e-07,-1.97560300263984,0.115,0.662,0.00744208351448118,2.03330059683647e-07,1.35661311106362e-30
"MBNL1",9.03543135070995e-31,-2.25278062788373,0.13,0.825,3.30705822867335e-26,6.10117236539141e-09,-2.27446455100634,0.231,0.795,0.000223309009745691,6.10117236539141e-09,1.807086270142e-30
"FOXN3",1.19414789363947e-30,-2.81277033339058,0.043,0.735,4.37070070550982e-26,3.15949141350812e-05,-1.05249697821685,0.154,0.663,1,3.15949141350812e-05,2.38829578727895e-30
"MKLN1",1.50943629548283e-30,-2.36405058482934,0.033,0.724,5.52468778509669e-26,7.929355066855e-09,-2.37915210323742,0,0.638,0.00029022232480196,7.929355066855e-09,3.01887259096567e-30
"NDUFA13",1.62206861940521e-30,2.87344668224537,0.75,0.42,5.936933353885e-26,4.19937590232531e-06,2.16268417804309,0.615,0.349,0.153701357401009,4.19937590232531e-06,3.24413723881041e-30
"NDUFB2",1.77789449662289e-30,2.73482243278512,0.707,0.339,6.50727164708945e-26,0.000154231025975485,2.12805239661307,0.5,0.273,1,0.000154231025975485,3.55578899324577e-30
"PSAP",1.80296277949342e-30,3.86984606903904,0.793,0.533,6.59902406922385e-26,3.70696419463488e-10,4.62379751413902,0.769,0.428,1.35678596487831e-05,3.70696419463488e-10,3.60592555898685e-30
"NDUFS5",1.8479739104363e-30,3.00358304596049,0.717,0.365,6.76376930958789e-26,0.0321515979761151,1.24154552703112,0.385,0.282,1,0.0321515979761151,3.69594782087261e-30
"DDX17",2.88906964498082e-30,-1.91054805736037,0.098,0.807,1.05742838075943e-25,1.59781487652544e-05,-1.05870677271047,0.192,0.698,0.584816222957075,1.59781487652544e-05,5.77813928996166e-30
"USP34",3.48837912103728e-30,-2.26055117706799,0,0.683,1.27678164209085e-25,1.09834464782066e-07,-2.06949472225495,0.115,0.644,0.00402005124548839,1.09834464782066e-07,6.97675824207459e-30
"TCF12",3.94372657810673e-30,-2.26251720439105,0.065,0.754,1.44344336485284e-25,3.51027811045771e-07,-1.42741091805276,0.154,0.726,0.0128479689120863,3.51027811045771e-07,7.88745315621351e-30
"STAG1",4.31173632623391e-30,-2.25233408336743,0.022,0.708,1.57813861276487e-25,1.38788599097342e-07,-2.06057290980679,0.077,0.657,0.00507980151556183,1.38788599097342e-07,8.62347265246786e-30
"CBLB",5.48945222192171e-30,-3.4417612697524,0.011,0.685,2.00919440774557e-25,4.96269270683509e-08,-2.86497346045831,0.038,0.629,0.00181639515762871,4.96269270683509e-08,1.09789044438435e-29
"NDUFB4",5.7905405746643e-30,2.7289604824453,0.739,0.395,2.11939575573288e-25,0.227090083258614,1.15097455275119,0.308,0.258,1,0.227090083258614,1.15810811493286e-29
"ARL15",6.14918857004411e-30,-2.93157037994746,0.022,0.702,2.25066450852184e-25,8.38283007458607e-09,-2.90584657729487,0.038,0.676,0.000306819963559925,8.38283007458607e-09,1.22983771400882e-29
"ATP5PO",6.43831910371994e-30,2.7634230977581,0.696,0.331,2.35648917515254e-25,8.67982094650723e-05,2.20633131159074,0.5,0.277,1,8.67982094650723e-05,1.28766382074399e-29
"FOXP1",9.85638163309029e-30,-2.12858330162808,0.054,0.764,3.60753424152738e-25,6.7038290346562e-09,-2.56520059601923,0.077,0.696,0.000245366846497452,6.7038290346562e-09,1.97127632661805e-29
"VPS13B",1.91007901475007e-29,-2.40655661048294,0.011,0.684,6.99108020188674e-25,2.78459539679843e-07,-1.91687815580948,0.038,0.617,0.0101918976118219,2.78459539679843e-07,3.82015802950015e-29
"NDUFA1",1.92877281891229e-29,3.21493374393753,0.739,0.417,7.05950139450087e-25,5.18827484999879e-07,2.56527922867881,0.577,0.276,0.0189896047784806,5.18827484999879e-07,3.85754563782461e-29
"ARID1B",2.53114134547058e-29,-2.16500530976222,0.087,0.771,9.26423043855688e-25,2.79244043017216e-09,-2.49681247626643,0.077,0.701,0.000102206112184731,2.79244043017216e-09,5.06228269094116e-29
"COX6B1",2.95503985818348e-29,2.92537002094033,0.717,0.38,1.08157413849373e-24,0.000190361455139524,2.47423885462149,0.5,0.296,1,0.000190361455139524,5.91007971636698e-29
"AK1",3.12915204278716e-29,2.76689587551335,0.533,0.165,1.14530093918053e-24,0.000805553036370412,1.82787331532419,0.346,0.154,1,0.000805553036370412,6.25830408557435e-29
"FNDC3B",3.32630448906867e-29,-2.31731215904818,0.065,0.744,1.21746070604402e-24,2.55435826969207e-08,-2.1558165353902,0.115,0.727,0.000934920670289994,2.55435826969207e-08,6.65260897813734e-29
"ASAP1",3.49036744737785e-29,-2.30448493956313,0.033,0.712,1.27750938941477e-24,1.24481887386169e-08,-2.33818077772218,0.038,0.686,0.000455616156022117,1.24481887386169e-08,6.98073489475574e-29
"EXOC4",4.31556913435885e-29,-2.45139897465145,0.033,0.695,1.57954145886668e-24,3.11717027033382e-07,-2.08455332167142,0.077,0.611,0.0114091549064488,3.11717027033382e-07,8.63113826871775e-29
"CDC42BPA",4.78237575293506e-29,-2.63829596426192,0,0.667,1.75039734933176e-24,3.40273989609108e-08,-2.56697769806783,0.038,0.624,0.0012454368293683,3.40273989609108e-08,9.56475150587011e-29
"MYBPC3",4.98132636493978e-29,2.26473895987615,0.674,0.253,1.82321526283161e-24,3.24935589734152e-07,1.57718957693403,0.769,0.303,0.0118929675198597,3.24935589734152e-07,9.96265272987959e-29
"HRC",1.68839287960903e-28,3.1729864254808,0.478,0.132,6.17968677865701e-24,6.97316940813608e-24,4.25463020203453,0.731,0.139,2.55224973507189e-19,6.97316940813608e-24,3.37678575921806e-28
"FCHSD2",1.80208818541828e-28,-2.60148835295097,0,0.659,6.59582296744944e-24,1.07619570286422e-06,-2.38971433367201,0.077,0.601,0.0393898389205333,1.07619570286422e-06,3.60417637083655e-28
"AKAP13",1.8203588775833e-28,-2.1199772895441,0.054,0.736,6.66269552784264e-24,3.39321690021293e-05,-1.21907711592387,0.192,0.686,1,3.39321690021293e-05,3.64071775516662e-28
"FOXO3",3.32572756970654e-28,-2.51429957490525,0.022,0.69,1.21724954778829e-23,7.63038225130786e-05,-1.42451993034294,0.115,0.576,1,7.63038225130786e-05,6.65145513941312e-28
"TPT1",3.72387930454818e-28,2.20394397957694,0.88,0.846,1.36297706425768e-23,9.27947451752909e-08,1.71953854204115,0.846,0.737,0.00339638046816082,9.27947451752909e-08,7.44775860909636e-28
"KMT2C",4.31894580741233e-28,-2.2113049264236,0,0.654,1.58077735497099e-23,4.91832439908531e-07,-1.80058568533354,0.077,0.648,0.0180015591330921,4.91832439908531e-07,8.6378916148247e-28
"RAPGEF2",5.21822393906153e-28,-2.71058525392884,0.011,0.66,1.90992214393591e-23,2.38219125576969e-05,-1.43469156185079,0.115,0.602,0.871905821524266,2.38219125576969e-05,1.04364478781231e-27
"WSB1",6.07467485949756e-28,-2.05282148512285,0.022,0.678,2.2233917453247e-23,2.78136091589513e-08,-2.11541021424748,0.038,0.66,0.00101800590882678,2.78136091589513e-08,1.21493497189952e-27
"AKT3",6.11251671234698e-28,-3.21422109230833,0,0.651,2.23724224188612e-23,3.94254925742367e-05,-2.30362197225614,0.077,0.481,1,3.94254925742367e-05,1.2225033424694e-27
"TTC28",6.6337490856e-28,-2.59665008984751,0.011,0.665,2.42801850282046e-23,3.54968202577886e-07,-2.27685298624913,0.077,0.617,0.0129921911825532,3.54968202577886e-07,1.32674981712e-27
"RERE",1.14766915971544e-27,-1.98590668840947,0.076,0.732,4.20058389147447e-23,0.0013449813440702,-0.838876728201003,0.231,0.644,1,0.0013449813440702,2.29533831943087e-27
"UACA",1.38354387666735e-27,-2.36014859449622,0.022,0.675,5.06390894299016e-23,1.55075657070268e-05,-1.87450945018067,0.038,0.499,0.567592412442887,1.55075657070268e-05,2.7670877533347e-27
"MGST3",1.45414883169974e-27,2.66998421026393,0.75,0.461,5.32233013890421e-23,0.0271412012866337,1.55083661361566,0.462,0.408,1,0.0271412012866337,2.90829766339949e-27
"TRIO",1.79795274722302e-27,-2.1812431589786,0.033,0.688,6.58068685011096e-23,1.56596309951745e-06,-1.55155820273995,0.115,0.666,0.0573158154054382,1.56596309951745e-06,3.59590549444603e-27
